"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"2735","151","loss","Matt  Brown","NAFC - MayhemMay / 06 / 2011","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"2736","151","loss","Chico Camus","NAFC - UnstoppableJun / 05 / 2010","TKO (Punches)N/A",3,"2:51",NA,NA,NA,NA
"2737","151","win","Mike Lindquist","LOW - Lords of War 1Apr / 24 / 2010","TKO (Submission to Punches)Scott Fisher",1,"2:26",NA,NA,NA,NA
"2738","151","loss","Chad George","WEC 45 - Cerrone vs. RatcliffDec / 19 / 2009","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"2739","151","loss","Rani Yahya","WEC 42 - Torres vs. BowlesAug / 09 / 2009","Submission (North-South Choke)N/A",1,"2:08",NA,NA,NA,NA
"2740","151","win","William Jochum","FCI - Fight Club Inc.Jul / 25 / 2009","Submission (Armbar)David Smith",1,"1:58",NA,NA,NA,NA
"2741","151","win","Courtney Landis","XFO - Xtreme Fighting Organization 30May / 02 / 2009","SubmissionN/A",1,"1:45",NA,NA,NA,NA
"2742","151","win","Mike Powell","XFO - Xtreme Fighting Organization 27Dec / 06 / 2008","TKO (Punches)Erick Snyder",1,"1:29",NA,NA,NA,NA
"2743","151","win","Elton Chavez","C3 - DominationNov / 22 / 2008","Submission (Armbar)N/A",1,"0:22",NA,NA,NA,NA
"2744","151","win","Joe Infante","EC 110 - Extreme Challenge 110Nov / 07 / 2008","Submission (Punches)N/A",2,"0:34",NA,NA,NA,NA
"2745","151","win","James Haourt","XFO 25 - Outdoor War 4Aug / 09 / 2008","KO (Punch)Marc Fennell",2,"3:03",NA,NA,NA,NA
"2746","151","win","Cody Larson","EC 101 - Extreme Challenge 101Jul / 11 / 2008","Submission (Guillotine Choke)N/A",1,"0:23",NA,NA,NA,NA
"2747","151","loss","Joe Pearson","AMMA 1 - Adrenaline MMA 1Jun / 14 / 2008","Submission (Triangle Choke)N/A",1,"1:42",NA,NA,NA,NA
"2748","151","win","Jordan Harris","EC 86 - Extreme Challenge 86Jan / 26 / 2008","Decision (Majority)N/A",3,"5:00",NA,NA,NA,NA
"2749","151","win","Dan LaSavage","GFS - Caged ColosseumOct / 06 / 2007","TKO (Doctor Stoppage)N/A",1,"1:01",NA,NA,NA,NA
"2750","151","win","Mustafa Hussaini","XFO 19 - Outdoor War 3Aug / 11 / 2007","KO (Punch)N/A",1,"0:42",NA,NA,NA,NA
"2751","151","win","Chino Duran","TFC 8 - Total Fight Challenge 8Apr / 28 / 2007","Submission (Armbar)N/A",2,"1:55",NA,NA,NA,NA
"2752","151","win","Omar Choudhury","GFS - No Guts, No GloryFeb / 17 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2753","151","draw","Mustafa Hussaini","XFO 13 - Operation BeatdownNov / 11 / 2006","DrawN/A",3,"5:00",NA,NA,NA,NA
"2754","151","win","Matt Horning","WEF - World Extreme FightingJun / 02 / 2006","Submission (Guillotine Choke)N/A",1,"1:52",NA,NA,NA,NA
"2755","151","loss","Tristan Yunker","XFO 10 - ExplosionMar / 18 / 2006","Submission (Armbar)N/A",1,"1:07",NA,NA,NA,NA
"2756","151","loss","Russ Miura","WFC - Rumble at the RamadaDec / 08 / 2005","Decision (Unanimous)N/A",3,"0:00",NA,NA,NA,NA
"2757","151","loss","Eddie Wineland","IHC 9 - PurgatoryNov / 19 / 2005","Submission (Rear-Naked Choke)N/A",1,"3:18",NA,NA,NA,NA
"2758","151","win","Charles Barron","Combat - Do Fighting Challenge 4Aug / 13 / 2005","Submission (Armbar)N/A",1,"N/A",NA,NA,NA,NA
"2759","151","win","Omar Choudhury","XFO 6 - Judgement DayJun / 25 / 2005","TKO (Punches)N/A",2,"1:47",NA,NA,NA,NA
"2760","151","win","Eddy Anderson","Combat - Do Fighting Challenge 3May / 14 / 2005","TKO (Submission to Punches)N/A",1,"1:33",NA,NA,NA,NA
"2761","151","win","Marcus Cobb","XFO - Xtreme Fighting Organization 5Mar / 19 / 2005","Submission (Armbar)N/A",1,"1:03",NA,NA,NA,NA
"2762","152",NA,NA,"Shooto
                                        
                                        
                                            
                                                March 20, 2021 / , Bunkyo, Tokyo, Japan
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Yoshiro Maeda
                                                    38 - 18 - 5
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Tatsuro Taira
                                                    7 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA,NA,NA,"Shooto
                                        
                                        
                                            
                                                March 20, 2021 / , Bunkyo, Tokyo, Japan
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Yoshiro Maeda
                                                    38 - 18 - 5
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Tatsuro Taira
                                                    7 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","Shooto
                                        
                                        
                                            
                                                March 20, 2021 / , Bunkyo, Tokyo, Japan
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Yoshiro Maeda
                                                    38 - 18 - 5
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Tatsuro Taira
                                                    7 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","Shooto
                                        
                                        
                                            
                                                March 20, 2021 / , Bunkyo, Tokyo, Japan
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Yoshiro Maeda
                                                    38 - 18 - 5
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Tatsuro Taira
                                                    7 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA
"2763","153","NC","Roman Salazar","UFC 184 - Rousey vs. ZinganoFeb / 28 / 2015","NC (Accidental Eye Poke)John McCarthy",2,"2:37",NA,NA,NA,NA
"2764","153","loss","Vaughan Lee","UFC 144 - Edgar vs. HendersonFeb / 26 / 2012","Submission (Armbar)Herb Dean",1,"4:29",NA,NA,NA,NA
"2765","153","loss","Darren Uyenoyama","UFC on Fox 1 - Velasquez vs. Dos SantosNov / 12 / 2011","Decision (Unanimous)Larry Landless",3,"5:00",NA,NA,NA,NA
"2766","153","loss","Demetrious Johnson","UFC 126 - Silva vs. BelfortFeb / 05 / 2011","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"2767","153","win","Federico Lopez","Dream - Dream 14May / 29 / 2010","KO (Punches)Kenichi Serizawa",1,"1:41",NA,NA,NA,NA
"2768","153","loss","Masanori Kanehara","K-1 - Dynamite!! Power of Courage 2009Dec / 31 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2769","153","loss","Joe Warren","Dream 9 - Featherweight Grand Prix 2009 Second RoundMay / 26 / 2009","Decision (Split)Yuji Shimada",2,"5:00",NA,NA,NA,NA
"2770","153","win","Rani Yahya","K-1 - Premium 2007 Dynamite!!Dec / 31 / 2007","TKO (Punches and Soccer Kicks)N/A",2,"3:11",NA,NA,NA,NA
"2771","153","win","Bibiano Fernandes","K-1 HERO's - Tournament FinalSep / 17 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2772","153","win","Istvan Majoros","K-1 - Premium 2006 Dynamite!!Dec / 31 / 2006","TKO (Punches)N/A",1,"3:46",NA,NA,NA,NA
"2773","153","win","Kazuyuki Miyata","K-1 - Hero's 5May / 03 / 2006","KO (Flying Knee)N/A",1,"0:04",NA,NA,NA,NA
"2774","153","win","Genki Sudo","K-1 - Premium 2005 Dynamite!!Dec / 31 / 2005","TKO (Punches)N/A",1,"4:39",NA,NA,NA,NA
"2775","153","win","Caol Uno","K-1 - Hero's 3Sep / 07 / 2005","TKO (Cut)N/A",2,"4:04",NA,NA,NA,NA
"2776","153","win","Royler Gracie","K-1 - Hero's 3Sep / 07 / 2005","KO (Punch)N/A",2,"0:38",NA,NA,NA,NA
"2777","153","win","Ian James Schaffa","K-1 - Hero's 2Jul / 06 / 2005","TKO (Punches)N/A",3,"1:23",NA,NA,NA,NA
"2778","153","win","Narantungalag Jadambaa","K-1 - World Max 2004Oct / 13 / 2004","KO (Punches)N/A",1,"1:55",NA,NA,NA,NA
"2779","153","win","Kazuya Yasuhiro","K-1 MAX - World Grand Prix 2004 FinalJul / 07 / 2004","Submission (Armbar)N/A",2,"2:40",NA,NA,NA,NA
"2780","153","win","Tony Valente","K-1 MAX - World Grand Prix 2004 Opening RoundApr / 07 / 2004","Submission (Rear Naked Choke)N/A",1,"0:58",NA,NA,NA,NA
"2781","153","win","Caleb Mitchell","Shooto - 9/5 in Korakuen HallSep / 05 / 2003","KO (Punch)N/A",1,"0:40",NA,NA,NA,NA
"2782","153","win","Jeff Curran","SB 29 - SuperBrawl 29May / 09 / 2003","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2783","153","win","Tetsuo Katsuta","Shooto - Treasure Hunt 10Sep / 16 / 2002","TKO (Punches)N/A",1,"2:45",NA,NA,NA,NA
"2784","153","loss","Stephen Palling","Shooto - Treasure Hunt 6May / 05 / 2002","TKO (Cut)N/A",1,"0:30",NA,NA,NA,NA
"2785","153","NC","Josh Thomson","Shogun 1 - Shogun 1Dec / 15 / 2001","No Contest (Yamamoto Kicked in Groin)N/A",2,"2:00",NA,NA,NA,NA
"2786","153","win","Hideki Kadowaki","Shooto - To The Top 8Sep / 02 / 2001","TKO (Punches)N/A",1,"4:02",NA,NA,NA,NA
"2787","153","win","Masashi Kameda","Shooto - To The Top 6Jul / 06 / 2001","KO (Punch)N/A",1,"4:17",NA,NA,NA,NA
"2788","153","win","Masato Shiozawa","Shooto - To The Top 2Mar / 02 / 2001","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2789","154","loss","Vincent Eazelle","CCCW - The UndertakingSep / 13 / 2014","TKO (Punches)Mark Wallen",2,"0:08",NA,NA,NA,NA
"2790","154","loss","Ryan Roberts","VFC - Victory Fighting Championship 42Mar / 15 / 2014","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"2791","154","loss","Joni Salovaara","FF 33 - Fight Festival 33Oct / 05 / 2013","Submission (Rear-Naked Choke)Asse Hokkanen",1,"3:48",NA,NA,NA,NA
"2792","154","loss","Tom Niinimaki","Cage 22 - Niinimaki vs. BeebeMay / 11 / 2013","Decision (Unanimous)Mika Sinkkonen",3,"5:00",NA,NA,NA,NA
"2793","154","loss","Travis Marx","Bellator MMA - Bellator 90Feb / 21 / 2013","Decision (Unanimous)Rob Hinds",3,"5:00",NA,NA,NA,NA
"2794","154","win","Chris Tickle","Flawless FC 2 - HatedDec / 15 / 2012","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2795","154","win","Javon Wright","FHMMA - Fight Hard MMANov / 10 / 2012","Submission (Rear-Naked Choke)Dustin Severs",1,"4:11",NA,NA,NA,NA
"2796","154","win","David Harris","BFC - Bellator Fighting Championships 75Oct / 05 / 2012","Decision (Unanimous)Gary Copeland",3,"5:00",NA,NA,NA,NA
"2797","154","win","Mike Baskis","XFO 44 - Xtreme Fighting Organization 44Jun / 16 / 2012","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"2798","154","win","Corey Mahon","CC - Colosseum Combat 21May / 12 / 2012","KO (Punch)Marc Fennell",1,"2:13",NA,NA,NA,NA
"2799","154","win","David Love","CC - Colosseum Combat 20Mar / 10 / 2012","Submission (Rear-Naked Choke)N/A",1,"3:02",NA,NA,NA,NA
"2800","154","draw","Enoch Wilson","UCS - Caged Combat 5Dec / 09 / 2011","Draw (Majority)N/A",5,"5:00",NA,NA,NA,NA
"2801","154","loss","Marcos Galvao","BFC - Bellator Fighting Championships 51Sep / 24 / 2011","Decision (Split)Jerry Krzys",3,"5:00",NA,NA,NA,NA
"2802","154","win","Ralph Acosta","WFC 2 - Bad BoysJul / 09 / 2011","Submission (Guillotine Choke)N/A",1,"0:41",NA,NA,NA,NA
"2803","154","win","Jose Vega","BFC - Bellator Fighting Championships 43May / 07 / 2011","Submission (Guillotine Choke)Jason Herzog",1,"4:06",NA,NA,NA,NA
"2804","154","win","Steve Kinnison","CCC - Chicago Cagefighting ChampionshipMar / 05 / 2011","Decision (Unanimous)Winston Mathews",3,"5:00",NA,NA,NA,NA
"2805","154","win","Josh Kasee","Ruckus Entertainment - Ruckus 4Nov / 24 / 2010","Submission (Rear-Naked Choke)Scott Fischer",1,"4:56",NA,NA,NA,NA
"2806","154","win","Jared McMahan","CCC - Chicago Cagefighting ChampionshipOct / 16 / 2010","Submission (Guillotine Choke)Scott Fischer",1,"1:19",NA,NA,NA,NA
"2807","154","loss","Hiroyuki Takaya","Dream - Dream 16Sep / 25 / 2010","KO (Punches)Kenichi Serizawa",1,"1:45",NA,NA,NA,NA
"2808","154","win","Pablo Alfonso","Ruckus Entertainment - Ruckus Invades Navy PierSep / 11 / 2010","Submission (Rear-Naked Choke)Don Clift",1,"2:32",NA,NA,NA,NA
"2809","154","win","William Jochum","LOW - Lords of War 1Apr / 24 / 2010","Submission (Guillotine Choke)Todd Frederickson",1,"1:03",NA,NA,NA,NA
"2810","154","loss","Yoshiro Maeda","Dream 12 - The Cage of the Rising SunOct / 25 / 2009","Submission (Rear-Naked Choke)Yuji Shimada",1,"3:36",NA,NA,NA,NA
"2811","154","loss","Mike Easton","UWC 7 - RedemptionOct / 03 / 2009","Decision (Split)John McCarthy",5,"5:00",NA,NA,NA,NA
"2812","154","loss","Joe Warren","Dream 7 - Featherweight Grand Prix 2009 Opening RoundMar / 08 / 2009","TKO (Doctor Stoppage)Yuji Shimada",1,"10:00",NA,NA,NA,NA
"2813","154","loss","Will Ribeiro","WEC 34 - SacramentoJun / 01 / 2008","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"2814","154","loss","Miguel Torres","WEC 32 - AlbuquerqueFeb / 13 / 2008","Submission (Guillotine Choke)N/A",1,"3:59",NA,NA,NA,NA
"2815","154","win","Rani Yahya","WEC 30 - Las VegasSep / 05 / 2007","Decision (Unanimous)Steve Mazzagatti",5,"5:00",NA,NA,NA,NA
"2816","154","win","Eddie Wineland","WEC 26 - Las VegasMar / 24 / 2007","Decision (Unanimous)Steve Mazzagatti",5,"5:00",NA,NA,NA,NA
"2817","154","win","Mikey Bennett","KOTC - Hard KnocksJan / 19 / 2007","Submission (Rear-Naked Choke)N/A",1,"2:44",NA,NA,NA,NA
"2818","154","win","Sam Jackson","XFO - Xtreme Fighting Organization 14Dec / 09 / 2006","Submission (Rear-Naked Choke)N/A",1,"2:36",NA,NA,NA,NA
"2819","154","win","Mike Bennetta","CFC 7 - Courage Fighting Championships 7Nov / 25 / 2006","Submission (Guillotine Choke)N/A",1,"0:45",NA,NA,NA,NA
"2820","154","win","Aaron Jamieson","MAC - Midwest Absolute Challenge 3Oct / 07 / 2006","Submission (Punches)N/A",1,"0:45",NA,NA,NA,NA
"2821","154","win","Mike Lindquist","EFC 2 - Evolution Fighting ChampionshipsSep / 15 / 2006","Submission (Rear-Naked Choke)N/A",1,"1:40",NA,NA,NA,NA
"2822","154","loss","Matt Fiordirosa","XFO 12 - Outdoor War 2Aug / 19 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2823","154","win","Nick Hoff","CFC 6 - Courage Fighting Championships 6Jul / 15 / 2006","Submission (Rear-Naked Choke)N/A",1,"2:24",NA,NA,NA,NA
"2824","154","win","Ben Miller","EFC - Evolution Fighting ChampionshipsJul / 07 / 2006","Submission (Rear-Naked Choke)N/A",1,"2:49",NA,NA,NA,NA
"2825","154","win","Cody Geertz","IC 29 - Iowa Challenge 29Jun / 10 / 2006","Submission (Rear-Naked Choke)N/A",1,"1:01",NA,NA,NA,NA
"2826","154","win","Jesse Rongey","CFC 5 - Courage Fighting Championships 5Apr / 29 / 2006","Submission (Guillotine Choke)N/A",1,"0:27",NA,NA,NA,NA
"2827","155","loss","Pablo Garza","UFC 154 - St. Pierre vs. ConditNov / 17 / 2012","Decision (Unanimous)Marc-Andre Cote",3,"5:00",NA,NA,NA,NA
"2828","155","loss","Eddie Yagin","UFC 145 - Jones vs. EvansApr / 21 / 2012","Decision (Split)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"2829","155","loss","Chan Sung Jung","UFC 140 - Jones vs. MachidaDec / 10 / 2011","KO (Punches)Herb Dean",1,"0:07",NA,NA,NA,NA
"2830","155","loss","Jose Aldo","UFC 129 - St. Pierre vs. ShieldsApr / 30 / 2011","Decision (Unanimous)John McCarthy",5,"5:00",NA,NA,NA,NA
"2831","155","win","George Roop","UFC Fight Night 23 - Fight for the Troops 2Jan / 22 / 2011","TKO (Punches)Don Turnage",1,"1:28",NA,NA,NA,NA
"2832","155","win","Leonard Garcia","WEC 51 - Aldo vs. GamburyanSep / 30 / 2010","Decision (Split)Herb Dean",3,"5:00",NA,NA,NA,NA
"2833","155","win","Yves Jabouin","WEC 49 - Varner vs. ShalorusJun / 20 / 2010","TKO (Punches)Vern Gorman",2,"3:21",NA,NA,NA,NA
"2834","155","win","Bryan Caraway","WEC 46 - Varner vs. HendersonJan / 10 / 2010","Submission (Triangle Armbar)Jason Herzog",1,"3:48",NA,NA,NA,NA
"2835","155","win","Savant Young","Affliction - BannedJul / 19 / 2008","Submission (Armbar)Jason Herzog",2,"4:25",NA,NA,NA,NA
"2836","155","loss","Josh Grispi","WEC 32 - AlbuquerqueFeb / 13 / 2008","Submission (Rear-Naked Choke)N/A",1,"2:55",NA,NA,NA,NA
"2837","155","win","Danny Martinez","TKO 31 - Young GunsDec / 14 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2838","155","win","Ben Greer","TKO 30 - ApocalypseSep / 28 / 2007","TKO (Punches)N/A",1,"1:14",NA,NA,NA,NA
"2839","155","loss","Rani Yahya","WEC 28 - WrekCageJun / 03 / 2007","Submission (Rear-Naked Choke)Steve Mazzagatti",1,"1:19",NA,NA,NA,NA
"2840","155","loss","Hatsu Hioki","TKO 28 - InevitableFeb / 09 / 2007","Decision (Majority)N/A",5,"5:00",NA,NA,NA,NA
"2841","155","win","Doug Edwards","ROF 27 - Collision CourseDec / 09 / 2006","Submission (Rear-Naked Choke)Jerome Locke",2,"4:08",NA,NA,NA,NA
"2842","155","win","Samuel Guillet","TKO 27 - ReincarnationSep / 29 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2843","155","win","Jorge Gurgel","UFC Fight Night 5 - Leben vs. SilvaJun / 28 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2844","155","loss","Hatsu Hioki","TKO 25 - ConfrontationMay / 05 / 2006","Technical Submission (Triangle Choke)N/A",2,"5:00",NA,NA,NA,NA
"2845","155","win","Yves Edwards","UFC 58 - USA vs. CanadaMar / 04 / 2006","Submission (Triangle Armbar)N/A",2,"1:52",NA,NA,NA,NA
"2846","155","win","Naoji Fujimoto","TKO 24 - EruptionJan / 28 / 2006","Technical Submission (Rear-Naked Choke)N/A",3,"2:23",NA,NA,NA,NA
"2847","155","win","Ryan Diaz","TKO 22 - LionheartSep / 30 / 2005","TKO (Punches)N/A",3,"4:25",NA,NA,NA,NA
"2848","155","win","Stephane Vigneault","TKO 20 - Champion vs. ChampionApr / 02 / 2005","Submission (Punches)Yves Lavigne",1,"4:35",NA,NA,NA,NA
"2849","155","win","Shane Rice","TKO 19 - RageJan / 29 / 2005","TKO (Leg Kicks and Punch)N/A",1,"4:16",NA,NA,NA,NA
"2850","155","loss","Shane Rice","TKO 17 - RevengeSep / 25 / 2004","Submission (Rear-Naked Choke)N/A",1,"1:46",NA,NA,NA,NA
"2851","155","win","David Guigui","TKO 15 - UnstoppableFeb / 28 / 2004","TKO (Punches)N/A",2,"4:26",NA,NA,NA,NA
"2852","155","win","Ryan Diaz","TKO 13 - Ultimate RushSep / 06 / 2003","TKO (Elbows)N/A",2,"0:42",NA,NA,NA,NA
"2853","155","loss","Tommy Lee","EC 51 - Extreme Challenge 51Aug / 02 / 2003","KO (Slam)N/A",1,"0:18",NA,NA,NA,NA
"2854","155","loss","Mike Thomas Brown","TFC 8 - Hell RaiserJun / 06 / 2003","Submission (Heel Hook)N/A",3,"4:27",NA,NA,NA,NA
"2855","155","loss","Stephen Palling","SB 29 - SuperBrawl 29May / 09 / 2003","TKO (Doctor Stoppage)N/A",1,"0:16",NA,NA,NA,NA
"2856","155","win","Stephane Laliberte","UCC 12 - AdrenalineJan / 25 / 2003","Submission (Armbar)N/A",1,"4:43",NA,NA,NA,NA
"2857","155","win","Steve Claveau","UCC 11 - The Next LevelOct / 11 / 2002","Submission (Punches)N/A",2,"3:24",NA,NA,NA,NA
"2858","155","win","Richard Nancoo","UCC 10 - Battle for the Belts 2002Jun / 15 / 2002","TKO (Punches and Elbows)Yves Lavigne",3,"2:34",NA,NA,NA,NA
"2859","156","loss","Bobby Sanchez","SP - Battle of the Rising StarsJul / 25 / 2008","Decision (Unanimous)N/A",3,"3:00",NA,NA,NA,NA
"2860","156","loss","Tyler Weathers","Fist Series - SpringFist 2008Apr / 13 / 2008","Submission (Rear Naked Choke)N/A",3,"2:23",NA,NA,NA,NA
"2861","156","loss","Rani Yahya","PFC 2 - Fast and FuriousMar / 22 / 2007","Submission (Guillotine Choke)N/A",1,"0:23",NA,NA,NA,NA
"2862","156","loss","Rick Cayo","Valor Fighting - Showdown at Cache Creek 2Sep / 15 / 2006","TKO (Punches)N/A",2,"3:13",NA,NA,NA,NA
"2863","156","win","Seth Walker","GC 44 - RedemptionNov / 10 / 2005","TKO (Doctor Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"2864","157","loss","Erivan Pereira Silva","Brave CF 11 - Mineiro vs. SantiagoApr / 13 / 2018","KO (Punches)Joao Claudio Soares",2,"2:21",NA,NA,NA,NA
"2865","157","loss","Alan Omer","Brave CF 9 - The Kingdom of ChampionsNov / 17 / 2017","TKO (Punches)Marc Goddard",3,"3:30",NA,NA,NA,NA
"2866","157","loss","Kurt Holobaugh","Titan FC 44 - Torres vs. SharipovMay / 19 / 2017","TKO (Punches)Jorge Alonso",4,"2:45",NA,NA,NA,NA
"2867","157","win","Robert Turnquest","Titan FC 42 - Lima vs. JacksonDec / 02 / 2016","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2868","157","loss","Freddy Assuncao","Titan FC 40 - Cavalcante vs. AssuncaoAug / 05 / 2016","Technical Submission (Guillotine Choke)Jorge Alonso",4,"0:27",NA,NA,NA,NA
"2869","157","win","Pat Healy","Titan FC 39 - Cavalcante vs. HealyJun / 10 / 2016","KO (Punches)James Warring",1,"2:07",NA,NA,NA,NA
"2870","157","win","Gele Qing","KFU - Kungfu UnionSep / 21 / 2014","N/AN/A",0,"N/A",NA,NA,NA,NA
"2871","157","loss","Melvin Guillard","WSOF 11 - Gaethje vs. NewellJul / 05 / 2014","TKO (Punches and Elbows)Telis Assimenios",2,"2:36",NA,NA,NA,NA
"2872","157","win","Tyson Griffin","WSOF 4 - Spong vs. DeAndaAug / 10 / 2013","TKO (Punches)Jason McCoy",3,"1:37",NA,NA,NA,NA
"2873","157","loss","Justin Gaethje","WSOF 2 - Arlovski vs. JohnsonMar / 23 / 2013","TKO (Doctor Stoppage)Keith Peterson",1,"2:27",NA,NA,NA,NA
"2874","157","win","T.J. O'Brien","WSOF 1 - Arlovski vs. ColeNov / 03 / 2012","Submission (Heel Hook)Steve Mazzagatti",1,"1:03",NA,NA,NA,NA
"2875","157","loss","Luis Palomino","CFA 7 - Never Give UpJun / 30 / 2012","KO (Punches)Jorge Ortiz",3,"1:41",NA,NA,NA,NA
"2876","157","loss","Isaac Vallie-Flagg","Strikeforce - Barnett vs. CormierMay / 19 / 2012","Decision (Split)Dan Stell",3,"5:00",NA,NA,NA,NA
"2877","157","win","Bobby Green","Strikeforce / M-1 Global - Fedor vs. HendersonJul / 30 / 2011","Decision (Split)Herb Dean",3,"5:00",NA,NA,NA,NA
"2878","157","NC","Justin Wilcox","Strikeforce - Overeem vs. WerdumJun / 18 / 2011","No Contest (Wilcox Poked in the Eye)Don Turnage",2,"0:31",NA,NA,NA,NA
"2879","157","loss","Josh Thomson","Strikeforce - Diaz vs. Noons 2Oct / 09 / 2010","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"2880","157","win","Katsunori Kikuno","Dream - Dream 15Jul / 10 / 2010","Decision (Split)Yuji Shimada",2,"5:00",NA,NA,NA,NA
"2881","157","loss","Tatsuya Kawajiri","Dream 9 - Featherweight Grand Prix 2009 Second RoundMay / 26 / 2009","Decision (Unanimous)Yuji Shimada",2,"5:00",NA,NA,NA,NA
"2882","157","loss","Shinya Aoki","Dream 2 - Middleweight Grand Prix 2008 Opening RoundApr / 29 / 2008","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"2883","157","NC","Shinya Aoki","Dream 1 - Lightweight Grand Prix 2008 Opening RoundMar / 15 / 2008","No Contest (Aoki Injured by Illegal Elbows)N/A",1,"3:46",NA,NA,NA,NA
"2884","157","win","Andre Amado","K-1 HERO's - Tournament FinalSep / 17 / 2007","Submission (Armbar)N/A",1,"4:48",NA,NA,NA,NA
"2885","157","win","Vitor Ribeiro","K-1 HERO's - Tournament FinalSep / 17 / 2007","TKO (Punches)N/A",1,"0:35",NA,NA,NA,NA
"2886","157","win","Nam Phan","K-1 HERO's - Dynamite!! USAJun / 02 / 2007","TKO (Punches)Mario Yamasaki",1,"0:26",NA,NA,NA,NA
"2887","157","win","Caol Uno","K-1 - Hero's 7Oct / 09 / 2006","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"2888","157","win","Rani Yahya","K-1 - Hero's 7Oct / 09 / 2006","Submission (Guillotine Choke)N/A",1,"0:39",NA,NA,NA,NA
"2889","157","win","Hiroyuki Takaya","K-1 - Hero's 6Aug / 05 / 2006","KO (Flying Knee)N/A",1,"0:30",NA,NA,NA,NA
"2890","157","win","Hidetaka Monma","K-1 - Hero's 5May / 03 / 2006","TKO (Punches)N/A",1,"2:08",NA,NA,NA,NA
"2891","157","win","Michihiro Omigawa","Cage Rage 14 - PunishmentDec / 03 / 2005","KO (Punches)Grant Waterman",1,"0:49",NA,NA,NA,NA
"2892","157","draw","Ryan Schultz","SF 11 - Rumble at the Rose GardenJul / 09 / 2005","DrawN/A",3,"5:00",NA,NA,NA,NA
"2893","157","win","Henry Matamoros","HOOKnSHOOT - the ReturnApr / 02 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"2894","157","win","Cengiz Dana","CWFC 9 - Xtreme XmasDec / 18 / 2004","Submission (Guillotine Choke)Grant Waterman",3,"4:55",NA,NA,NA,NA
"2895","157","win","Bart Palaszewski","IHC 8 - EtherealNov / 20 / 2004","Submission (Guillotine Choke)N/A",1,"1:03",NA,NA,NA,NA
"2896","157","win","Sebastian Korschilgen","Shooto - Switzerland 2Sep / 04 / 2004","Submission (Kimura)N/A",1,"1:32",NA,NA,NA,NA
"2897","157","loss","Joachim Hansen","Shooto - 7/16 in Korakuen HallJul / 16 / 2004","Decision (Majority)N/A",3,"5:00",NA,NA,NA,NA
"2898","157","win","Brad Mohler","HOOKnSHOOT - LiveMar / 27 / 2004","Submission (Achilles Lock)N/A",1,"1:32",NA,NA,NA,NA
"2899","157","win","Justin Wisniewski","AFC 7 - Absolute Fighting Championships 7Feb / 27 / 2004","Submission (Guillotine Choke)N/A",1,"1:53",NA,NA,NA,NA
"2900","158","loss","Hideo Tokoro","K-1 - Hero's 8Mar / 12 / 2007","Submission (Armbar)N/A",1,"3:00",NA,NA,NA,NA
