"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"1","1","win","Brian Kelleher","UFC 258 - Usman vs. BurnsFeb / 13 / 2021","Decision (Unanimous)Keith Peterson",3,"5:00",NA,NA,NA,NA
"2","1","win","Gaetano Pirrello","UFC on ESPN 20 - Chiesa vs. MagnyJan / 20 / 2021","Submission (Arm-Triangle Choke)Keith Peterson",2,"4:00",NA,NA,NA,NA
"3","1","win","Ray Borg","UFC Fight Night 171 - Smith vs. TeixeiraMay / 13 / 2020","Decision (Split)Keith Peterson",3,"5:00",NA,NA,NA,NA
"4","1","loss","Rob Font","UFC on ESPN 7 - Overeem vs. RozenstruikDec / 07 / 2019","Decision (Unanimous)Fernando Yamasaki",3,"5:00",NA,NA,NA,NA
"5","1","loss","Urijah Faber","UFC Fight Night 155 - De Randamie vs. LaddJul / 13 / 2019","TKO (Punches)Mike Beltran",1,"0:46",NA,NA,NA,NA
"6","1","win","Rani Yahya","UFC 234 - Adesanya vs. SilvaFeb / 09 / 2019","Decision (Unanimous)Steve Perceval",3,"5:00",NA,NA,NA,NA
"7","1","win","Montel Jackson","UFC 227 - Dillashaw vs. Garbrandt 2Aug / 04 / 2018","Decision (Unanimous)Frank Trigg",3,"5:00",NA,NA,NA,NA
"8","1","win","Merab Dvalishvili","UFC Fight Night 128 - Barboza vs. LeeApr / 21 / 2018","Technical Submission (Guillotine Choke)Liam Kerrigan",3,"5:00",NA,NA,NA,NA
"9","1","win","Vinicius Zani","LFA 36 - Simon vs. ZaniMar / 23 / 2018","KO (Punches)Jason Herzog",1,"0:59",NA,NA,NA,NA
"10","1","win","Chico Camus","LFA 29 - Camus vs. SimonDec / 15 / 2017","Decision (Unanimous)Travis Metteer",5,"5:00",NA,NA,NA,NA
"11","1","win","Donavon Frelow","Dana White's Tuesday Night Contender Series - Season 1, Episode 5Aug / 08 / 2017","Decision (Split)Jason Herzog",3,"5:00",NA,NA,NA,NA
"12","1","win","Charon Spain","KOTC - HeadstrongMay / 27 / 2017","Submission (Arm-Triangle Choke)Steve Newport",1,"1:56",NA,NA,NA,NA
"13","1","win","Eduardo Torres","KOTC - Heavy TraumaFeb / 04 / 2017","Decision (Unanimous)Kelly Whitlock",3,"5:00",NA,NA,NA,NA
"14","1","loss","Anderson dos Santos","Titan FC 37 - Simon vs. Dos SantosMar / 04 / 2016","Technical Submission (Rear-Naked Choke)Steve Newport",2,"2:38",NA,NA,NA,NA
"15","1","win","Alex Soto","Titan FC 35 - Healy vs. HawnSep / 19 / 2015","Decision (Unanimous)Steve Newport",3,"5:00",NA,NA,NA,NA
"16","1","win","Jeremiah Labiano","TPF 24 - Summer BrawlAug / 06 / 2015","Decision (Split)Mark Lawley",3,"5:00",NA,NA,NA,NA
"17","1","win","Paul Njoku","KOTC - Warrior's SpiritMar / 21 / 2015","Decision (Unanimous)Shawn Gregory",3,"5:00",NA,NA,NA,NA
"18","1","win","Cole Milani","FCFF - Rumble at the Roseland 80Jan / 24 / 2015","TKO (Punches)Aaron Brounstein",1,"0:55",NA,NA,NA,NA
"19","1","win","John Martinez","Main Event Sports - Main Event MMA 3Aug / 16 / 2014","TKO (Punches)Steve Newport",1,"3:41",NA,NA,NA,NA
"20","1","win","Kendall Ward","Main Event Sports - Main Event MMA 2Apr / 19 / 2014","TKO (Punches)Steve Newport",1,"0:49",NA,NA,NA,NA
"21","1","win","Alex Eastman","Main Event Sports - Main Event MMA 1Jan / 18 / 2014","TKO (Punches)Ryan Hoisington",1,"1:34",NA,NA,NA,NA
"22","2",NA,NA,"UFC Fight Night 187
                                        
                                        
                                            
                                                March 13, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Ray Rodriguez
                                                    16 - 7 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Rani Yahya
                                                    26 - 10 - 1
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA,NA,NA,"UFC Fight Night 187
                                        
                                        
                                            
                                                March 13, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Ray Rodriguez
                                                    16 - 7 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Rani Yahya
                                                    26 - 10 - 1
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","UFC Fight Night 187
                                        
                                        
                                            
                                                March 13, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Ray Rodriguez
                                                    16 - 7 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Rani Yahya
                                                    26 - 10 - 1
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","UFC Fight Night 187
                                        
                                        
                                            
                                                March 13, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Ray Rodriguez
                                                    16 - 7 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Rani Yahya
                                                    26 - 10 - 1
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA
"23","3","loss","Jimmie Rivera","UFC on ESPN 13 - Kattar vs. IgeJul / 15 / 2020","Decision (Unanimous)Daniel Movahedi",3,"5:00",NA,NA,NA,NA
"24","3","win","Brian Kelleher","UFC 250 - Nunes vs. SpencerJun / 06 / 2020","Decision (Unanimous)Mark Smith",3,"5:00",NA,NA,NA,NA
"25","3","draw","Yadong Song","UFC on ESPN 7 - Overeem vs. RozenstruikDec / 07 / 2019","Draw (Majority)Kevin Mulhall",3,"5:00",NA,NA,NA,NA
"26","3","win","Alejandro Perez","UFC 235 - Jones vs. SmithMar / 02 / 2019","Decision (Unanimous)Chris Tognoni",3,"5:00",NA,NA,NA,NA
"27","3","loss","Aljamain Sterling","UFC 228 - Woodley vs. TillSep / 08 / 2018","Submission (Kneebar)Kevin MacDonald",2,"3:42",NA,NA,NA,NA
"28","3","win","Bryan Caraway","UFC 222 - Cyborg vs. KunitskayaMar / 03 / 2018","Decision (Split)Chris Tognoni",3,"5:00",NA,NA,NA,NA
"29","3","win","Tom Duquesnoy","UFC 216 - Ferguson vs. LeeOct / 07 / 2017","Decision (Split)Chris Tognoni",3,"5:00",NA,NA,NA,NA
"30","3","win","Terrion Ware","UFC 213 - Romero vs. WhittakerJul / 08 / 2017","Decision (Unanimous)Marc Goddard",3,"5:00",NA,NA,NA,NA
"31","3","win","Zac Church","KOP 55 - KnockOut Promotions 55Apr / 29 / 2017","TKO (Doctor Stoppage)Herb Dean",2,"2:38",NA,NA,NA,NA
"32","3","win","Bill Kamery","KOP 54 - Stamann vs. KameryMar / 17 / 2017","TKO (Punches)N/A",1,"4:59",NA,NA,NA,NA
"33","3","win","Stephen Cervantes","KOP 51 - KnockOut Promotions 51Nov / 05 / 2016","Decision (Majority)N/A",3,"5:00",NA,NA,NA,NA
"34","3","win","Erik Vo","KOP 50 - KnockOut Promotions 50Aug / 27 / 2016","Submission (Kimura)N/A",3,"1:22",NA,NA,NA,NA
"35","3","win","Farkhad Sharipov","KOP 48 - Inaugural Pro-AmMar / 26 / 2016","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"36","3","win","Chris Dunn","MFL 39 - Michiana Fight League 39Oct / 24 / 2015","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"37","3","win","Giovanni Moljo","TWC 26 - Townsend vs. WardNov / 22 / 2014","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"38","3","loss","Lawrence DiGiulio","WXC 52 - EvolutionAug / 15 / 2014","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"39","3","win","Ruben Baraiac","Triple X Cagefighting - Legends 4Jun / 21 / 2014","TKO (Punches)N/A",3,"2:40",NA,NA,NA,NA
"40","3","win","Jeremy Czarnecki","Triple X Cagefighting - Legends 3Feb / 22 / 2014","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"41","3","win","Adam Alvarez","Triple X Cagefighting - Legends 2Oct / 19 / 2013","TKO (Punches)Doug Gallwgos",1,"1:40",NA,NA,NA,NA
"42","3","win","Terry House Jr.","HFC 16 - Hoosier Fight Club 16Jun / 01 / 2013","Decision (Unanimous)Rob Hinds",3,"5:00",NA,NA,NA,NA
"43","3","win","Benjamin Alexandercu","Local Kombat - New BegininngsFeb / 22 / 2013","KO (Punch)Danut Hila",2,"3:48",NA,NA,NA,NA
"44","3","win","Chris Bourdon","IFL 51 - No Guts, No GloryNov / 17 / 2012","Submission (Guillotine Choke)Marc Fennell",1,"0:08",NA,NA,NA,NA
"45","3","win","Chad Coon","IFL 39 - Caged ApocalypseNov / 19 / 2011","TKO (Punches)N/A",1,"3:49",NA,NA,NA,NA
"46","4",NA,NA,"UFC Fight Night
                                        
                                        
                                            
                                                April 10, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Hunter Azure
                                                    9 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Jack Shore
                                                    13 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA,NA,NA,"UFC Fight Night
                                        
                                        
                                            
                                                April 10, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Hunter Azure
                                                    9 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Jack Shore
                                                    13 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","UFC Fight Night
                                        
                                        
                                            
                                                April 10, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Hunter Azure
                                                    9 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Jack Shore
                                                    13 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","UFC Fight Night
                                        
                                        
                                            
                                                April 10, 2021 / UFC Apex, Las Vegas, Nevada, United States
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    Hunter Azure
                                                    9 - 1 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Jack Shore
                                                    13 - 0 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA
"47","5","win","Jerome Rivera","UFC Fight Night 184 - Overeem vs. VolkovFeb / 06 / 2021","KO (Punches)Chris Tognoni",1,"0:26",NA,NA,NA,NA
"48","5","loss","Brian Kelleher","UFC 246 - McGregor vs. CerroneJan / 18 / 2020","Submission (Guillotine Choke)Mark Smith",1,"2:49",NA,NA,NA,NA
"49","5","win","Armando Villarreal","Dana White's Contender Series - Season 3, Episode 4Jul / 16 / 2019","Submission (Armbar)Mark Smith",1,"4:39",NA,NA,NA,NA
"50","5","win","Kelly Offield","HD MMA 15 - McKenzie vs. HuskicJan / 19 / 2019","Submission (Triangle Choke)N/A",1,"4:07",NA,NA,NA,NA
"51","5","win","Seigenald Aurtan Daley Jr.","Pure FC 10 - The Dark Knights RiseOct / 20 / 2018","TKO (Punches)N/A",1,"2:16",NA,NA,NA,NA
"52","5","win","Seigenald Aurtan Daley Jr.","Pure FC 9 - Pure Fighting Championships 9Jul / 28 / 2018","Submission (Triangle Choke)N/A",1,"1:44",NA,NA,NA,NA
"53","5","loss","Jose Calvo","United Combat League - Havoc in Hammond 4Sep / 23 / 2017","Submission (Kneebar)N/A",1,"0:24",NA,NA,NA,NA
"54","5","win","Cory Galloway","Pure FC 5 - Pure Fighting Championships 5Sep / 24 / 2016","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"55","5","loss","Antonio Sanchez","RFA 39 - Barcelos vs. MoffettJun / 17 / 2016","Decision (Unanimous)Rob Madrigal",3,"5:00",NA,NA,NA,NA
"56","5","win","David Rhoads","NAFC - Super Brawl 3Jan / 30 / 2016","TKO (Submission to Punches)N/A",1,"4:36",NA,NA,NA,NA
"57","5","win","Doug Milbrath","NAFC - BattledomeSep / 12 / 2015","TKO (Punches)Otto Torriero",1,"1:37",NA,NA,NA,NA
"58","5","NC","Murjan Flowers","Pure FC 1 - Pure Fighting Championships 1May / 24 / 2015","No ContestOtto Torreiro",2,"0:00",NA,NA,NA,NA
"59","5","win","Brent Lee","NAFC - ExplosionApr / 11 / 2015","Submission (Rear-Naked Choke)N/A",2,"1:10",NA,NA,NA,NA
"60","6","loss","Brett Johns","UFC Fight Night 172 - Figueiredo vs. Benavidez 2Jul / 18 / 2020","Decision (Unanimous)Rich Mitchell",3,"5:00",NA,NA,NA,NA
"61","6","win","Felipe Dias Colares","UFC Fight Night 166 - Blaydes vs. dos SantosJan / 25 / 2020","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"62","6","win","Andre Soukhamthath","UFC 236 - Holloway vs. PoirierApr / 13 / 2019","Decision (Unanimous)Jason Herzog",3,"5:00",NA,NA,NA,NA
"63","6","win","Brian Kelleher","UFC 232 - Jones vs. Gustafsson 2Dec / 29 / 2018","Submission (Brabo Choke)Edward Collantes",1,"1:40",NA,NA,NA,NA
"64","6","loss","Ricky Simon","UFC 227 - Dillashaw vs. Garbrandt 2Aug / 04 / 2018","Decision (Unanimous)Frank Trigg",3,"5:00",NA,NA,NA,NA
"65","6","win","Rico DiSciullo","Dana White's Tuesday Night Contender Series - Season 2, Episode 1Jun / 12 / 2018","TKO (Knee and Punches)Herb Dean",3,"2:15",NA,NA,NA,NA
"66","6","win","Daron McCant","Driller Promotions - A-Town Throwdown 13Mar / 10 / 2018","KO (Elbows)N/A",1,"0:57",NA,NA,NA,NA
"67","6","win","Jesse Wannemacher","Driller Promotions - No Mercy 7Feb / 10 / 2018","TKO (Doctor Stoppage)N/A",2,"3:16",NA,NA,NA,NA
"68","6","win","Terrence Almond","KOTC - Mercenaries 2Jan / 13 / 2018","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"69","6","win","Sean Huffman","Pure FC - Pure Fight Night 1Aug / 19 / 2017","TKO (Punches)N/A",1,"1:08",NA,NA,NA,NA
"70","6","win","Josh Wiseman","Pure FC 7 - Lemminger vs. SchumanJun / 24 / 2017","TKO (Punches)Joe Fipp",1,"1:44",NA,NA,NA,NA
"71","7",NA,NA,"One Championship
                                        
                                        
                                            
                                                April 28, 2021 / , Singapore Indoor Stadium, Singapore
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    John Lineker
                                                    33 - 9 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Stephen Loman
                                                    13 - 2 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA,NA,NA,"One Championship
                                        
                                        
                                            
                                                April 28, 2021 / , Singapore Indoor Stadium, Singapore
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    John Lineker
                                                    33 - 9 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Stephen Loman
                                                    13 - 2 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","One Championship
                                        
                                        
                                            
                                                April 28, 2021 / , Singapore Indoor Stadium, Singapore
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    John Lineker
                                                    33 - 9 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Stephen Loman
                                                    13 - 2 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card","One Championship
                                        
                                        
                                            
                                                April 28, 2021 / , Singapore Indoor Stadium, Singapore
                                                
                                            
                                            
                                                Versus
                                                
                                                    
                                                    John Lineker
                                                    33 - 9 - 0
                                                    (Win - Loss - Draw)
                                                
                                                
                                                    
                                                    Stephen Loman
                                                    13 - 2 - 0
                                                    (Win - Loss - Draw)
                                                
                                            
                                            
                                                See entire fight card",NA
"72","8","loss","Douglas Silva de Andrade","UFC Fight Night 164 - Blachowicz vs. JacareNov / 16 / 2019","Decision (Unanimous)Osiris Maia",3,"5:00",NA,NA,NA,NA
"73","8","loss","Luke Sanders","UFC on ESPN 1 - Ngannou vs. VelasquezFeb / 17 / 2019","KO (Punches)Al Guinee",2,"1:01",NA,NA,NA,NA
"74","8","loss","Andre Ewell","UFC Fight Night 137 - Santos vs. AndersSep / 22 / 2018","Decision (Split)Fernando Portella",3,"5:00",NA,NA,NA,NA
"75","8","loss","Brian Kelleher","UFC on Fox 28 - Emmett vs. StephensFeb / 24 / 2018","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"76","8","loss","Aljamain Sterling","UFC 214 - Cormier vs. Jones 2Jul / 29 / 2017","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"77","8","win","Phillipe Nover","UFC Fight Night 95 - Cyborg vs. LansbergSep / 24 / 2016","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"78","8","loss","Jeremy Stephens","UFC Fight Night 88 - Almeida vs. GarbrandtMay / 29 / 2016","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"79","8","loss","T.J. Dillashaw","UFC on Fox 16 - Dillashaw vs. Barao 2Jul / 25 / 2015","TKO (Punches)Herb Dean",4,"0:35",NA,NA,NA,NA
"80","8","win","Mitch Gagnon","UFC Fight Night 58 - Machida vs. DollawayDec / 20 / 2014","Submission (Arm-Triangle Choke)Mario Yamasaki",3,"3:53",NA,NA,NA,NA
"81","8","loss","T.J. Dillashaw","UFC 173 - Barao vs. DillashawMay / 24 / 2014","TKO (Head Kick and Punches)Herb Dean",5,"2:26",NA,NA,NA,NA
"82","8","win","Urijah Faber","UFC 169 - Barao vs. Faber 2Feb / 01 / 2014","TKO (Punches)Herb Dean",1,"3:42",NA,NA,NA,NA
"83","8","win","Eddie Wineland","UFC 165 - Jones vs. GustafssonSep / 21 / 2013","TKO (Spinning Back Kick and Punches)Yves Lavigne",2,"0:35",NA,NA,NA,NA
"84","8","win","Michael McDonald","UFC on Fuel TV 7 - Barao vs. McDonaldFeb / 16 / 2013","Submission (Arm-Triangle Choke)Marc Goddard",4,"3:57",NA,NA,NA,NA
"85","8","win","Urijah Faber","UFC 149 - Faber vs. BaraoJul / 21 / 2012","Decision (Unanimous)Mario Yamasaki",5,"5:00",NA,NA,NA,NA
"86","8","win","Scott Jorgensen","UFC 143 - Diaz vs. ConditFeb / 04 / 2012","Decision (Unanimous)Kim Winslow",3,"5:00",NA,NA,NA,NA
"87","8","win","Brad Pickett","UFC 138 - Leben vs. MunozNov / 05 / 2011","Submission (Rear-Naked Choke)Leon Roberts",1,"4:09",NA,NA,NA,NA
"88","8","win","Cole Escovedo","UFC 130 - Rampage vs. HamillMay / 28 / 2011","Decision (Unanimous)Steve Mazzagatti",3,"5:00",NA,NA,NA,NA
"89","8","win","Chris Cariaso","WEC 53 - Henderson vs. PettisDec / 16 / 2010","Submission (Rear-Naked Choke)Neil Sarembock",1,"3:47",NA,NA,NA,NA
"90","8","win","Anthony Leone","WEC 49 - Varner vs. ShalorusJun / 20 / 2010","Submission (Armbar)Josh Rosenthal",3,"2:29",NA,NA,NA,NA
"91","8","win","Sergio Silva Rodrigues","JF - Jungle Fight 17Feb / 27 / 2010","Decision (Unanimous)Marcos Vinicios",3,"5:00",NA,NA,NA,NA
"92","8","win","Jorge Enciso","PFB - Platinum Fight Brazil 2Dec / 05 / 2009","Submission (Rear-Naked Choke)N/A",1,"3:42",NA,NA,NA,NA
"93","8","win","Marcio Nunes","EFC - Eagle Fighting ChampionshipSep / 26 / 2009","Submission (Kimura)Miguel Repanas",1,"2:45",NA,NA,NA,NA
"94","8","win","Paulo Dantas","Shooto Brazil - Shooto Brazil 13Aug / 27 / 2009","Decision (Unanimous)Johnny Eduardo",3,"5:00",NA,NA,NA,NA
"95","8","win","Jurandir Sardinha","PFB - Platinum Fight BrazilAug / 13 / 2009","TKO (Punches)N/A",2,"0:21",NA,NA,NA,NA
"96","8","win","Andre Luis de Oliveira","WOCS - Watch Out Combat Show 3Mar / 19 / 2009","Submission (Triangle Choke)N/A",3,"1:38",NA,NA,NA,NA
"97","8","win","Alexandre Pinheiro","Shooto - Brazil 9Nov / 29 / 2008","TKO (Arm Injury)Johnny Eduardo",3,"0:58",NA,NA,NA,NA
"98","8","win","Rogerio Silva de Souza","WOCS - Watch Out Combat Show 2Sep / 25 / 2008","Submission (Rear-Naked Choke)Antoine Jaoude",2,"3:21",NA,NA,NA,NA
"99","8","win","William Porfirio","WOCS - Watch Out Combat Show 2Sep / 25 / 2008","KO (Knee)N/A",1,"2:25",NA,NA,NA,NA
"100","8","win","Jose Lucas Fabiano de Melo","Shooto Brazil - Shooto Brazil 8Aug / 30 / 2008","Decision (Unanimous)Johnny Eduardo",3,"5:00",NA,NA,NA,NA
"101","8","win","Jetron Pereira","Leal Combat - PremiumJun / 05 / 2008","Submission (Armbar)N/A",1,"4:56",NA,NA,NA,NA
"102","8","win","Ronaldo Figueiredo Lima Jr.","NCVT - Natal Cage Vale TudoMay / 23 / 2008","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"103","8","win","Willian Viana","Shooto Brazil - Shooto Brazil 6Apr / 19 / 2008","Decision (Unanimous)Johnny Eduardo",3,"5:00",NA,NA,NA,NA
"104","8","NC","Claudemir Souza","BBVT - Black Bull Vale TudoDec / 12 / 2007","No Contest (Illegal Soccer Kick)N/A",1,"5:00",NA,NA,NA,NA
"105","8","win","Danilo Noronha","Shooto Brazil - Shooto Brazil 4Oct / 27 / 2007","Submission (Rear-Naked Choke)N/A",1,"0:33",NA,NA,NA,NA
"106","8","win","Erinaldo dos Santos Rodrigues","Shooto Brazil 3 - The EvolutionJul / 07 / 2007","Submission (Ankle Lock)N/A",1,"0:00",NA,NA,NA,NA
"107","8","win","Carlos Heide","CM - Garra FightApr / 25 / 2007","Submission (Triangle Choke)N/A",1,"0:00",NA,NA,NA,NA
"108","8","win","Janailson Kevin Pereira Lima","CM - Garra FightApr / 25 / 2007","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"109","8","win","Rony Mariano Bezerra","CFN - Cage Fight NordesteNov / 09 / 2006","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"110","8","win","Kaio Werbson Ferreira de Freitas","NCC - Nordeste Combat ChampionshipSep / 06 / 2006","TKO (Punches)N/A",1,"2:45",NA,NA,NA,NA
"111","8","win","Gleyson Menezes","RFC - Rino's FC 2Jun / 08 / 2006","Submission (Kneebar)N/A",1,"0:00",NA,NA,NA,NA
"112","8","win","Dande Dande","FSLB - Fight Ship Looking Boy 2Nov / 22 / 2005","KON/A",1,"0:00",NA,NA,NA,NA
"113","8","win","Anistavio Medeiros de Figueiredo","MF - Mossoro FightAug / 26 / 2005","Submission (Rear-Naked Choke)N/A",2,"3:41",NA,NA,NA,NA
"114","8","win","Melk Freitas","TF - Tremores FightMay / 13 / 2005","TKO (Punches)N/A",3,"1:41",NA,NA,NA,NA
"115","8","loss","Joao Paulo Rodrigues de Souza","Heat FC 3 - MetamorphisApr / 14 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"116","9","win","Patryk Surdyn","KSW 55 - Askham vs. Khalidov 2Oct / 10 / 2020","Technical Submission (Arm-Triangle Choke)Tomasz Bronder",2,"4:17",NA,NA,NA,NA
"117","9","loss","Antun Racic","KSW 51 - ZagrebNov / 09 / 2019","Decision (Unanimous)Tomasz Bronder",5,"5:00",NA,NA,NA,NA
"118","9","win","Nikolay Kondratyuk","RWC 2 - Turniej Wagi CiezkiejApr / 13 / 2019","Technical Submission (Arm-Triangle Choke)Lukasz Bosacki",1,"1:52",NA,NA,NA,NA
"119","9","loss","Pingyuan Liu","UFC Fight Night 134 - Shogun vs. SmithJul / 22 / 2018","Decision (Unanimous)Kevin Sataki",3,"5:00",NA,NA,NA,NA
"120","9","loss","Brian Kelleher","UFC Fight Night 118 - Cerrone vs. TillOct / 21 / 2017","TKO (Punches)Piotr Michalak",3,"3:39",NA,NA,NA,NA
"121","9","loss","Pedro Munhoz","UFC Fight Night 109 - Gustafsson vs. Teixeira May / 28 / 2017","Decision (Unanimous)Neil Hall",3,"5:00",NA,NA,NA,NA
"122","9","win","Davey Grant","UFC 204 - Bisping vs. Henderson 2Oct / 08 / 2016","Submission (Armbar)Kevin Sataki",3,"3:56",NA,NA,NA,NA
"123","9","win","Filip Pejic","UFC Fight Night 86 - Rothwell vs. Dos SantosApr / 10 / 2016","Submission (Rear-Naked Choke)Marc Goddard",1,"2:16",NA,NA,NA,NA
"124","9","loss","Yaotzin Meza","UFC Fight Night 64 - Gonzaga vs. Cro Cop 2Apr / 11 / 2015","Decision (Unanimous)Leon Roberts",3,"5:00",NA,NA,NA,NA
"125","9","win","Mike Grundy","BAMMA 19 - Petley vs. StapletonMar / 28 / 2015","Submission (Triangle Choke)N/A",2,"4:18",NA,NA,NA,NA
"126","9","win","Kamil Selwa","ACB 13 - PolandJan / 31 / 2015","Submission (Rear-Naked Choke)Piotr Michalak",1,"3:42",NA,NA,NA,NA
"127","9","win","Lukasz Grochowski","3F - Extreme Fight CageJan / 25 / 2014","Decision (Unanimous)Lukasz Porebski",2,"5:00",NA,NA,NA,NA
"128","9","win","Konrad Sokulski","3F - Extreme Fight CageJan / 25 / 2014","Submission (Rear-Naked Choke)Lukasz Porebski",2,"1:31",NA,NA,NA,NA
"129","9","win","Tomasz Boduszek","3F - Extreme Fight CageJan / 25 / 2014","Submission (Rear-Naked Choke)Lukasz Porebski",1,"1:32",NA,NA,NA,NA
"130","9","loss","Dmitry Silnyagin","Rod Fighting - Vo Slavu Roda: Overtime 2Apr / 27 / 2013","Decision (Unanimous)Alexander Sidorin",3,"5:00",NA,NA,NA,NA
"131","9","loss","Magomed Magomedov","M-1 Challenge 37 - Khamanaev vs. PuhakkaFeb / 27 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"132","9","win","Krzysztof Klaczek","PMMAF - Polish MMA Championships FinalsNov / 05 / 2011","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"133","9","win","Pawel Chwalinski","PMMAF - Polish MMA Championships FinalsNov / 05 / 2011","Submission (Rear-Naked Choke)N/A",1,"4:15",NA,NA,NA,NA
"134","9","win","Marcin Moskiewski","PMMAF - Polish MMA Championships FinalsNov / 05 / 2011","KO (Punch)N/A",2,"2:52",NA,NA,NA,NA
"135","10","loss","Jose Aldo","UFC Fight Night 183 - Thompson vs. NealDec / 19 / 2020","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"136","10","win","Sean O'Malley","UFC 252 - Miocic vs. Cormier 3Aug / 15 / 2020","TKO (Elbows and Punches)Herb Dean",1,"4:40",NA,NA,NA,NA
"137","10","loss","Yadong Song","UFC on ESPN 8 - Overeem vs. HarrisMay / 16 / 2020","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"138","10","win","Andre Ewell","UFC Fight Night 161 - Jedrzejczyk vs. WatersonOct / 12 / 2019","TKO (Elbow and Punches)Andrew Glenn",3,"3:17",NA,NA,NA,NA
"139","10","win","Nohelin Hernandez","UFC 239 - Jones vs. SantosJul / 06 / 2019","Submission (Rear-Naked Choke)Chris Tognoni",2,"3:25",NA,NA,NA,NA
"140","10","win","Frankie Saenz","UFC Fight Night 148 - Thompson vs. PettisMar / 23 / 2019","TKO (Punches)Jimmy Neely",1,"1:25",NA,NA,NA,NA
