"","FighterId.x","Event.x","Result.x","Opponent.x","Round.x","Time.x","Method.x","DateEvent.x","Outcome.x","PreviousOutcome.x","start.x","streak_id.x","streak.x","StreakLength.x","WinRatio.x","CountFights.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishedPrevious.x","FinishedCount.x","FinishCount.x","DamageDiff.x","Fighter.x","OpponentId.x","FighterComposite","OpponentComposite","FighterId.y","Event.y","Result.y","Opponent.y","Round.y","Time.y","Method.y","DateEvent.y","Outcome.y","PreviousOutcome.y","start.y","streak_id.y","streak.y","StreakLength.y","WinRatio.y","CountFights.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishedPrevious.y","FinishedCount.y","FinishCount.y","DamageDiff.y","Fighter.y","OpponentId.y","FighterComposite.y","IdKey"
"97",123,"GC 2 - Collision at Colusa","win","David Velasquez",3,"5:00","Decision (Unanimous)",2001-02-18,1,1,FALSE,1,2,1,1,1,0,FALSE,0,FALSE,0,0,0,"Charlie Valencia",133,"123_David Velasquez_2001-02-18","133_Charlie Valencia_2001-02-18",133,"GC 2 - Collision at Colusa","loss","Charlie Valencia",3,"5:00","Decision (Unanimous)",2001-02-18,0,1,TRUE,6,1,2,0.666666666666667,9,0.555555555555556,TRUE,0.333333333333333,FALSE,3,5,1.25,"David Velasquez",123,"133_Charlie Valencia_2001-02-18",256
"98",123,"KOTC 12 - Cold Blood","win","David Velasquez",1,"4:43","Submission (Rear-Naked Choke)",2002-02-09,1,1,FALSE,1,4,3,1,3,0.333333333333333,TRUE,0,FALSE,0,1,1,"Charlie Valencia",133,"123_David Velasquez_2002-02-09","133_Charlie Valencia_2002-02-09",133,"KOTC 12 - Cold Blood","loss","Charlie Valencia",1,"4:43","Submission (Rear-Naked Choke)",2002-02-09,0,0,FALSE,8,2,-1,0.583333333333333,12,0.5,FALSE,0.333333333333333,TRUE,4,6,1.2,"David Velasquez",123,"133_Charlie Valencia_2002-02-09",256
"99",123,"KOTC - The Return 2","win","Del Hawkins",1,"2:04","Submission (Rear-Naked Choke)",2006-03-25,1,1,FALSE,1,7,6,1,6,0.5,FALSE,0,FALSE,0,3,3,"Charlie Valencia",132,"123_Del Hawkins_2006-03-25","132_Charlie Valencia_2006-03-25",132,"KOTC - The Return 2","loss","Charlie Valencia",1,"2:04","Submission (Rear-Naked Choke)",2006-03-25,0,1,TRUE,17,1,1,0.666666666666667,30,0.633333333333333,TRUE,0.233333333333333,FALSE,7,19,2.375,"Del Hawkins",123,"132_Charlie Valencia_2006-03-25",255
"100",124,"UFC 130 - Rampage vs. Hamill","loss","Renan Barao",3,"5:00","Decision (Unanimous)",2011-05-28,0,1,TRUE,8,1,1,0.739130434782609,23,0.695652173913043,TRUE,0.173913043478261,FALSE,4,16,3.2,"Cole Escovedo",8,"124_Renan Barao_2011-05-28","8_Cole Escovedo_2011-05-28",8,"UFC 130 - Rampage vs. Hamill","win","Cole Escovedo",3,"5:00","Decision (Unanimous)",2011-05-28,1,1,FALSE,4,16,15,0.925925925925926,27,0.666666666666667,TRUE,0.037037037037037,FALSE,1,18,9,"Renan Barao",124,"8_Cole Escovedo_2011-05-28",132
"101",126,"GC 41 - Gladiator Challenge 41","win","David Granados",2,"0:35","Submission (Guillotine Choke)",2005-08-25,1,1,FALSE,2,2,1,0.5,2,0.5,TRUE,0.5,FALSE,1,1,0.5,"Shawn Bias",129,"126_David Granados_2005-08-25","129_Shawn Bias_2005-08-25",129,"GC 41 - Gladiator Challenge 41","loss","Shawn Bias",2,"0:35","Submission (Guillotine Choke)",2005-08-25,0,1,TRUE,4,1,1,0.666666666666667,3,0.666666666666667,TRUE,0.333333333333333,FALSE,1,2,1,"David Granados",126,"129_Shawn Bias_2005-08-25",255
"102",126,"GC 47 - Night of the Heavyweights","win","David Velasquez",2,"5:00","Decision (Unanimous)",2006-02-02,1,1,FALSE,4,2,1,0.571428571428571,7,0.428571428571429,FALSE,0.428571428571429,FALSE,3,3,0.75,"Shawn Bias",133,"126_David Velasquez_2006-02-02","133_Shawn Bias_2006-02-02",133,"GC 47 - Night of the Heavyweights","loss","Shawn Bias",2,"5:00","Decision (Unanimous)",2006-02-02,0,0,FALSE,10,3,-2,0.529411764705882,17,0.411764705882353,FALSE,0.352941176470588,FALSE,6,7,1,"David Velasquez",126,"133_Shawn Bias_2006-02-02",259
"103",127,"WSOF 4 - Spong vs. DeAnda","loss","Gesias Cavalcante",3,"1:37","TKO (Punches)",2013-08-10,0,1,TRUE,10,1,1,0.727272727272727,22,0.409090909090909,FALSE,0.0909090909090909,FALSE,2,9,3,"Tyson Griffin",157,"127_Gesias Cavalcante_2013-08-10","157_Tyson Griffin_2013-08-10",157,"WSOF 4 - Spong vs. DeAnda","win","Tyson Griffin",3,"1:37","TKO (Punches)",2013-08-10,1,0,TRUE,13,1,-1,0.62962962962963,27,0.481481481481481,FALSE,0.185185185185185,TRUE,5,13,2.16666666666667,"Gesias Cavalcante",127,"157_Tyson Griffin_2013-08-10",284
"104",13,"NAFC - Colosseum","win","Dustin Ortiz",3,"5:00","Decision (Split)",2012-05-04,1,1,FALSE,7,2,1,0.6,10,0.6,TRUE,0.2,FALSE,2,6,2,"Josh Robinson",67,"13_Dustin Ortiz_2012-05-04","67_Josh Robinson_2012-05-04",67,"NAFC - Colosseum","loss","Josh Robinson",3,"5:00","Decision (Split)",2012-05-04,0,1,TRUE,4,1,1,0.888888888888889,9,0.888888888888889,TRUE,0,FALSE,0,8,8,"Dustin Ortiz",13,"67_Josh Robinson_2012-05-04",80
"105",13,"Rumble Time Promotions - Rage on the River","loss","Alptekin Ozkilic",2,"4:00","TKO (Punches)",2013-02-15,0,0,FALSE,8,2,-1,0.583333333333333,12,0.5,FALSE,0.25,TRUE,3,6,1.5,"Josh Robinson",221,"13_Alptekin Ozkilic_2013-02-15","221_Josh Robinson_2013-02-15",221,"Rumble Time Promotions - Rage on the River","win","Josh Robinson",2,"4:00","TKO (Punches)",2013-02-15,1,1,FALSE,3,2,1,0.857142857142857,7,0.142857142857143,FALSE,0,FALSE,0,1,1,"Alptekin Ozkilic",13,"221_Josh Robinson_2013-02-15",234
"106",13,"WXC 59 - Homeland Pride","loss","Johnny Bedford",5,"3:17","TKO (Punches)",2015-08-08,0,1,TRUE,14,1,3,0.571428571428571,21,0.380952380952381,FALSE,0.238095238095238,FALSE,5,8,1.33333333333333,"Josh Robinson",144,"13_Johnny Bedford_2015-08-08","144_Josh Robinson_2015-08-08",144,"WXC 59 - Homeland Pride","win","Josh Robinson",5,"3:17","TKO (Punches)",2015-08-08,1,0,TRUE,16,1,-4,0.575757575757576,33,0.454545454545455,FALSE,0.424242424242424,TRUE,14,15,1,"Johnny Bedford",13,"144_Josh Robinson_2015-08-08",157
"107",13,"ROC 53 - Ring of Combat 53","loss","Brian Kelleher",3,"0:24","KO (Spinning Backfist)",2015-11-20,0,0,FALSE,14,2,-1,0.545454545454545,22,0.363636363636364,FALSE,0.272727272727273,TRUE,6,8,1.14285714285714,"Josh Robinson",169,"13_Brian Kelleher_2015-11-20","169_Josh Robinson_2015-11-20",169,"ROC 53 - Ring of Combat 53","win","Josh Robinson",3,"0:24","KO (Spinning Backfist)",2015-11-20,1,1,FALSE,8,5,4,0.666666666666667,21,0.523809523809524,FALSE,0.19047619047619,FALSE,4,11,2.2,"Brian Kelleher",13,"169_Josh Robinson_2015-11-20",182
"108",130,"KCM 5 - Kauai Cage Match 5","loss","Buck Henry Bisbey",2,"2:37","TKON/A)",2007-03-24,0,1,TRUE,8,1,1,0.785714285714286,14,0.714285714285714,TRUE,0.142857142857143,FALSE,2,10,3.33333333333333,"Eben Kaneshiro",270,"130_Buck Henry Bisbey_2007-03-24","270_Eben Kaneshiro_2007-03-24",270,"KCM 5 - Kauai Cage Match 5","win","Eben Kaneshiro",2,"2:37","TKON/A)",2007-03-24,1,1,FALSE,5,2,1,0.8,10,0.6,TRUE,0.2,FALSE,2,6,2,"Buck Henry Bisbey",130,"270_Eben Kaneshiro_2007-03-24",400
"109",130,"X-1 - Mayhem at the Mansion 4","loss","Tyler Kahihikolo",3,"N/A","TKO (Punches)",2013-02-16,0,1,TRUE,20,1,1,0.653846153846154,26,0.615384615384615,TRUE,0.269230769230769,FALSE,7,16,2,"Eben Kaneshiro",22,"130_Tyler Kahihikolo_2013-02-16","22_Eben Kaneshiro_2013-02-16",22,"X-1 - Mayhem at the Mansion 4","win","Eben Kaneshiro",3,"N/A","TKO (Punches)",2013-02-16,1,0,TRUE,10,1,-1,0.368421052631579,19,0.263157894736842,FALSE,0.105263157894737,FALSE,2,5,1.66666666666667,"Tyler Kahihikolo",130,"22_Eben Kaneshiro_2013-02-16",152
"110",132,"Bushido 1 - Bushido 1","loss","David Velasquez",0,"N/A","SubmissionN/A)",2001-01-18,0,0,FALSE,3,3,-2,0.625,8,0.5,FALSE,0.25,FALSE,2,4,1.33333333333333,"Del Hawkins",133,"132_David Velasquez_2001-01-18","133_Del Hawkins_2001-01-18",133,"Bushido 1 - Bushido 1","win","Del Hawkins",0,"N/A","SubmissionN/A)",2001-01-18,1,1,FALSE,5,2,1,0.625,8,0.5,FALSE,0.375,FALSE,3,4,1,"David Velasquez",132,"133_Del Hawkins_2001-01-18",265
"111",137,"RFA 17 - Cochrane vs. Giagos","win","Darrick Minner",2,"3:15","TKO (Punches)",2014-08-22,1,1,FALSE,1,8,7,1,7,0.714285714285714,FALSE,0,FALSE,0,5,5,"Luke Sanders",212,"137_Darrick Minner_2014-08-22","212_Luke Sanders_2014-08-22",212,"RFA 17 - Cochrane vs. Giagos","loss","Luke Sanders",2,"3:15","TKO (Punches)",2014-08-22,0,1,TRUE,7,1,2,0.75,12,0.666666666666667,TRUE,0.25,FALSE,3,8,2,"Darrick Minner",137,"212_Luke Sanders_2014-08-22",349
"112",137,"AXS TV Fights - RFA vs. Legacy Superfight","win","Terrion Ware",5,"5:00","Decision (Unanimous)",2015-05-08,1,1,FALSE,1,10,9,1,9,0.777777777777778,TRUE,0,FALSE,0,7,7,"Luke Sanders",183,"137_Terrion Ware_2015-05-08","183_Luke Sanders_2015-05-08",183,"AXS TV Fights - RFA vs. Legacy Superfight","loss","Luke Sanders",5,"5:00","Decision (Unanimous)",2015-05-08,0,1,TRUE,8,1,2,0.8125,16,0.5,FALSE,0.125,FALSE,2,8,2.66666666666667,"Terrion Ware",137,"183_Luke Sanders_2015-05-08",320
"113",137,"UFC Fight Night 123 - Swanson vs. Ortega","loss","Andre Soukhamthath",2,"1:06","TKO (Punches)",2017-12-09,0,0,FALSE,2,2,-1,0.916666666666667,12,0.666666666666667,FALSE,0.0833333333333333,TRUE,1,8,4,"Luke Sanders",15,"137_Andre Soukhamthath_2017-12-09","15_Luke Sanders_2017-12-09",15,"UFC Fight Night 123 - Swanson vs. Ortega","win","Luke Sanders",2,"1:06","TKO (Punches)",2017-12-09,1,0,TRUE,8,1,-2,0.6875,16,0.625,FALSE,0,FALSE,0,10,10,"Andre Soukhamthath",137,"15_Luke Sanders_2017-12-09",152
"114",137,"UFC on ESPN 1 - Ngannou vs. Velasquez","win","Renan Barao",2,"1:01","KO (Punches)",2019-02-17,1,0,TRUE,5,1,-1,0.8,15,0.533333333333333,FALSE,0.2,TRUE,3,8,2,"Luke Sanders",8,"137_Renan Barao_2019-02-17","8_Luke Sanders_2019-02-17",8,"UFC on ESPN 1 - Ngannou vs. Velasquez","loss","Luke Sanders",2,"1:01","KO (Punches)",2019-02-17,0,0,FALSE,9,4,-3,0.80952380952381,42,0.547619047619048,FALSE,0.0714285714285714,FALSE,3,23,5.75,"Renan Barao",137,"8_Luke Sanders_2019-02-17",145
"115",138,"PXC - Pacific Xtreme Combat 34","loss","Michinori Tanaka",3,"2:09","Submission (Rear-Naked Choke)",2012-11-17,0,1,TRUE,4,1,8,0.9,10,0.7,FALSE,0.1,FALSE,1,7,3.5,"Russell Doane",141,"138_Michinori Tanaka_2012-11-17","141_Russell Doane_2012-11-17",141,"PXC - Pacific Xtreme Combat 34","win","Russell Doane",3,"2:09","Submission (Rear-Naked Choke)",2012-11-17,1,1,FALSE,1,6,5,1,5,0.6,TRUE,0,FALSE,0,3,3,"Michinori Tanaka",138,"141_Russell Doane_2012-11-17",279
"116",138,"Destiny MMA - Na Koa 2","win","Omar Avelar",1,"1:59","Submission (Rear-Naked Choke)",2013-01-19,1,0,TRUE,5,1,-1,0.818181818181818,11,0.636363636363636,FALSE,0.181818181818182,TRUE,2,7,2.33333333333333,"Russell Doane",389,"138_Omar Avelar_2013-01-19","389_Russell Doane_2013-01-19",389,"Destiny MMA - Na Koa 2","loss","Russell Doane",1,"1:59","Submission (Rear-Naked Choke)",2013-01-19,0,1,TRUE,6,1,2,0.666666666666667,9,0.333333333333333,FALSE,0.333333333333333,FALSE,3,3,0.75,"Omar Avelar",138,"389_Russell Doane_2013-01-19",527
"117",138,"UFC Fight Night 90 - Dos Anjos vs. Alvarez","loss","Pedro Munhoz",1,"2:08","Submission (Guillotine Choke)",2016-07-07,0,0,FALSE,8,3,-2,0.736842105263158,19,0.578947368421053,FALSE,0.105263157894737,FALSE,2,11,3.66666666666667,"Russell Doane",82,"138_Pedro Munhoz_2016-07-07","82_Russell Doane_2016-07-07",82,"UFC Fight Night 90 - Dos Anjos vs. Alvarez","win","Russell Doane",1,"2:08","Submission (Guillotine Choke)",2016-07-07,1,0,TRUE,5,1,-2,0.785714285714286,14,0.571428571428571,FALSE,0.0714285714285714,FALSE,1,8,4,"Pedro Munhoz",138,"82_Russell Doane_2016-07-07",220
"118",139,"UCM 5 - Deadly Zone","loss","Bobby Green",1,"0:48","Submission (Guillotine Choke)",2008-02-23,0,1,TRUE,2,1,4,1,4,0.75,TRUE,0,FALSE,0,3,3,"Enrique Briones",278,"139_Bobby Green_2008-02-23","278_Enrique Briones_2008-02-23",278,"UCM 5 - Deadly Zone","win","Enrique Briones",1,"0:48","Submission (Guillotine Choke)",2008-02-23,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1,"Bobby Green",139,"278_Enrique Briones_2008-02-23",417
"119",139,"UWC Mexico 10 - To The Edge","loss","Brady Harrison",3,"5:00","Decision (Split)",2011-06-25,0,1,TRUE,8,1,2,0.75,12,0.666666666666667,TRUE,0.0833333333333333,FALSE,1,8,4,"Enrique Briones",329,"139_Brady Harrison_2011-06-25","329_Enrique Briones_2011-06-25",329,"UWC Mexico 10 - To The Edge","win","Enrique Briones",3,"5:00","Decision (Split)",2011-06-25,1,0,TRUE,9,1,-1,0.6,10,0.5,FALSE,0.3,TRUE,3,5,1.25,"Brady Harrison",139,"329_Enrique Briones_2011-06-25",468
"120",139,"UFC Fight Night 98 - Dos Anjos vs. Ferguson","loss","Douglas Silva de Andrade",3,"2:33","TKO (Spinning Back Fist)",2016-11-05,0,0,FALSE,12,2,-1,0.727272727272727,22,0.636363636363636,FALSE,0.0909090909090909,FALSE,2,14,4.66666666666667,"Enrique Briones",83,"139_Douglas Silva de Andrade_2016-11-05","83_Enrique Briones_2016-11-05",83,"UFC Fight Night 98 - Dos Anjos vs. Ferguson","win","Enrique Briones",3,"2:33","TKO (Spinning Back Fist)",2016-11-05,1,1,FALSE,5,2,1,0.92,25,0.76,FALSE,0.04,FALSE,1,19,9.5,"Douglas Silva de Andrade",139,"83_Enrique Briones_2016-11-05",222
"121",14,"Xtreme Caged Combat - Adrenaline","loss","Ahsan Abdullah",1,"1:38","TKO (Punches)",2013-06-01,0,1,TRUE,12,1,1,0.478260869565217,23,0.434782608695652,TRUE,0.521739130434783,FALSE,12,10,0.769230769230769,"Jay Haas",88,"14_Ahsan Abdullah_2013-06-01","88_Jay Haas_2013-06-01",88,"Xtreme Caged Combat - Adrenaline","win","Jay Haas",1,"1:38","TKO (Punches)",2013-06-01,1,0,TRUE,4,1,-2,0.5,6,0.333333333333333,FALSE,0.166666666666667,TRUE,1,2,1,"Ahsan Abdullah",14,"88_Jay Haas_2013-06-01",102
"122",14,"Bellator MMA - Bellator 109","loss","Lester Caslow",3,"2:44","Submission (Guillotine Choke)",2013-11-22,0,0,FALSE,12,2,-1,0.458333333333333,24,0.416666666666667,FALSE,0.541666666666667,TRUE,13,10,0.714285714285714,"Jay Haas",18,"14_Lester Caslow_2013-11-22","18_Jay Haas_2013-11-22",18,"Bellator MMA - Bellator 109","win","Jay Haas",3,"2:44","Submission (Guillotine Choke)",2013-11-22,1,1,FALSE,13,3,2,0.526315789473684,19,0.421052631578947,TRUE,0.263157894736842,FALSE,5,8,1.33333333333333,"Lester Caslow",14,"18_Jay Haas_2013-11-22",32
"123",14,"Bellator MMA - Bellator 118","loss","Lester Caslow",1,"2:29","Submission (Guillotine Choke)",2014-05-02,0,0,FALSE,12,3,-2,0.44,25,0.4,FALSE,0.56,TRUE,14,10,0.666666666666667,"Jay Haas",18,"14_Lester Caslow_2014-05-02","18_Jay Haas_2014-05-02",18,"Bellator MMA - Bellator 118","win","Jay Haas",1,"2:29","Submission (Guillotine Choke)",2014-05-02,1,0,TRUE,15,1,-1,0.523809523809524,21,0.428571428571429,FALSE,0.285714285714286,TRUE,6,9,1.28571428571429,"Lester Caslow",14,"18_Jay Haas_2014-05-02",32
"124",14,"CFFC 47 - Webb vs. Harshbarger","win","Scott Heckman",1,"1:15","Submission (Triangle Choke)",2015-03-07,1,1,FALSE,13,3,2,0.464285714285714,28,0.428571428571429,TRUE,0.535714285714286,FALSE,15,12,0.75,"Jay Haas",20,"14_Scott Heckman_2015-03-07","20_Jay Haas_2015-03-07",20,"CFFC 47 - Webb vs. Harshbarger","loss","Jay Haas",1,"1:15","Submission (Triangle Choke)",2015-03-07,0,0,FALSE,12,2,-1,0.75,24,0.541666666666667,FALSE,0.25,TRUE,6,13,1.85714285714286,"Scott Heckman",14,"20_Jay Haas_2015-03-07",34
"125",14,"CFFC 49 - Honor vs. Oliveira","loss","Brian Kelleher",1,"4:49","Submission (Guillotine Choke)",2015-06-06,0,1,TRUE,14,1,3,0.482758620689655,29,0.448275862068966,TRUE,0.517241379310345,FALSE,15,13,0.8125,"Jay Haas",169,"14_Brian Kelleher_2015-06-06","169_Jay Haas_2015-06-06",169,"CFFC 49 - Honor vs. Oliveira","win","Jay Haas",1,"4:49","Submission (Guillotine Choke)",2015-06-06,1,1,FALSE,8,3,2,0.631578947368421,19,0.526315789473684,FALSE,0.210526315789474,FALSE,4,10,2,"Brian Kelleher",14,"169_Jay Haas_2015-06-06",183
"126",14,"CFFC 52 - Horcher vs. Regman","loss","Scott Heckman",2,"1:17","Submission (North-South Choke)",2015-10-31,0,1,TRUE,16,1,1,0.483870967741935,31,0.419354838709677,FALSE,0.516129032258065,FALSE,16,13,0.764705882352941,"Jay Haas",20,"14_Scott Heckman_2015-10-31","20_Jay Haas_2015-10-31",20,"CFFC 52 - Horcher vs. Regman","win","Jay Haas",2,"1:17","Submission (North-South Choke)",2015-10-31,1,1,FALSE,13,2,1,0.730769230769231,26,0.538461538461538,TRUE,0.269230769230769,FALSE,7,14,1.75,"Scott Heckman",14,"20_Jay Haas_2015-10-31",34
"127",14,"Maverick MMA 5 - Heckman vs. Haas 3","loss","Scott Heckman",2,"0:59","Submission (Brabo Choke)",2018-02-17,0,0,FALSE,16,2,-1,0.46875,32,0.40625,FALSE,0.53125,TRUE,17,13,0.722222222222222,"Jay Haas",20,"14_Scott Heckman_2018-02-17","20_Jay Haas_2018-02-17",20,"Maverick MMA 5 - Heckman vs. Haas 3","win","Jay Haas",2,"0:59","Submission (Brabo Choke)",2018-02-17,1,1,FALSE,15,6,5,0.757575757575758,33,0.515151515151515,TRUE,0.242424242424242,FALSE,8,17,1.88888888888889,"Scott Heckman",14,"20_Jay Haas_2018-02-17",34
"128",140,"TPF 20 - Night of Champions","win","Terrion Ware",3,"2:48","Submission (North-South Choke)",2014-08-07,1,1,FALSE,3,6,5,0.875,16,0.75,TRUE,0.125,FALSE,2,12,4,"Joe Soto",183,"140_Terrion Ware_2014-08-07","183_Joe Soto_2014-08-07",183,"TPF 20 - Night of Champions","loss","Joe Soto",3,"2:48","Submission (North-South Choke)",2014-08-07,0,1,TRUE,6,1,6,0.846153846153846,13,0.538461538461538,FALSE,0.0769230769230769,FALSE,1,7,3.5,"Terrion Ware",140,"183_Joe Soto_2014-08-07",323
"129",140,"UFC 195 - Lawler vs. Condit","loss","Michinori Tanaka",3,"5:00","Decision (Split)",2016-01-02,0,0,FALSE,4,3,-2,0.789473684210526,19,0.684210526315789,FALSE,0.210526315789474,TRUE,4,13,2.6,"Joe Soto",141,"140_Michinori Tanaka_2016-01-02","141_Joe Soto_2016-01-02",141,"UFC 195 - Lawler vs. Condit","win","Joe Soto",3,"5:00","Decision (Split)",2016-01-02,1,0,TRUE,3,1,-1,0.909090909090909,11,0.454545454545455,FALSE,0,FALSE,0,5,5,"Michinori Tanaka",140,"141_Joe Soto_2016-01-02",281
"130",140,"UFC - The Ultimate Fighter 26 Finale","loss","Brett Johns",1,"0:30","Submission (Calf Slicer)",2017-12-01,0,1,TRUE,6,1,3,0.782608695652174,23,0.652173913043478,FALSE,0.173913043478261,FALSE,4,15,3,"Joe Soto",167,"140_Brett Johns_2017-12-01","167_Joe Soto_2017-12-01",167,"UFC - The Ultimate Fighter 26 Finale","win","Joe Soto",1,"0:30","Submission (Calf Slicer)",2017-12-01,1,1,FALSE,1,15,14,1,14,0.428571428571429,FALSE,0,FALSE,0,6,6,"Brett Johns",140,"167_Joe Soto_2017-12-01",307
"131",141,"UFC Fight Night 52 - Hunt vs. Nelson","loss","Kyung Ho Kang",3,"5:00","Decision (Split)",2014-09-20,0,1,TRUE,2,1,10,1,10,0.5,FALSE,0,FALSE,0,5,5,"Michinori Tanaka",218,"141_Kyung Ho Kang_2014-09-20","218_Michinori Tanaka_2014-09-20",218,"UFC Fight Night 52 - Hunt vs. Nelson","win","Michinori Tanaka",3,"5:00","Decision (Split)",2014-09-20,1,1,FALSE,13,2,1,0.6,20,0.55,TRUE,0.2,FALSE,4,11,2.2,"Kyung Ho Kang",141,"218_Michinori Tanaka_2014-09-20",359
"132",142,"Gladiator Challenge - Iron Fist","win","Miguelito Marti",1,"1:13","TKO (Punches)",2014-06-28,1,1,FALSE,1,3,2,1,2,0.5,FALSE,0,FALSE,0,1,1,"Matthew Lopez",239,"142_Miguelito Marti_2014-06-28","239_Matthew Lopez_2014-06-28",239,"Gladiator Challenge - Iron Fist","loss","Matthew Lopez",1,"1:13","TKO (Punches)",2014-06-28,0,0,FALSE,1,9,-8,0,8,0,FALSE,1,TRUE,8,0,0,"Miguelito Marti",142,"239_Matthew Lopez_2014-06-28",381
"133",142,"UFC Fight Night 120 - Poirier vs. Pettis","loss","Raphael Assuncao",3,"1:50","KO (Punch)",2017-11-11,0,1,TRUE,4,1,2,0.909090909090909,11,0.727272727272727,TRUE,0.0909090909090909,FALSE,1,8,4,"Matthew Lopez",80,"142_Raphael Assuncao_2017-11-11","80_Matthew Lopez_2017-11-11",80,"UFC Fight Night 120 - Poirier vs. Pettis","win","Matthew Lopez",3,"1:50","KO (Punch)",2017-11-11,1,1,FALSE,9,3,2,0.833333333333333,30,0.433333333333333,FALSE,0.0666666666666667,FALSE,2,13,4.33333333333333,"Raphael Assuncao",142,"80_Matthew Lopez_2017-11-11",222
"134",142,"UFC 231 - Holloway vs. Ortega","loss","Brad Katona",3,"5:00","Decision (Unanimous)",2018-12-08,0,0,FALSE,4,3,-2,0.769230769230769,13,0.615384615384615,FALSE,0.230769230769231,TRUE,3,8,2,"Matthew Lopez",182,"142_Brad Katona_2018-12-08","182_Matthew Lopez_2018-12-08",182,"UFC 231 - Holloway vs. Ortega","win","Matthew Lopez",3,"5:00","Decision (Unanimous)",2018-12-08,1,1,FALSE,1,8,7,1,7,0.428571428571429,FALSE,0,FALSE,0,3,3,"Brad Katona",142,"182_Matthew Lopez_2018-12-08",324
"135",143,"K-1 - Dynamite!! Power of Courage 2009","win","Norifumi Yamamoto",3,"5:00","Decision (Unanimous)",2009-12-31,1,0,TRUE,18,1,-1,0.571428571428571,28,0.392857142857143,FALSE,0.321428571428571,FALSE,9,11,1.1,"Masanori Kanehara",153,"143_Norifumi Yamamoto_2009-12-31","153_Masanori Kanehara_2009-12-31",153,"K-1 - Dynamite!! Power of Courage 2009","loss","Masanori Kanehara",3,"5:00","Decision (Unanimous)",2009-12-31,0,0,FALSE,4,2,-1,0.85,20,0.7,FALSE,0.1,FALSE,2,14,4.66666666666667,"Norifumi Yamamoto",143,"153_Masanori Kanehara_2009-12-31",296
"136",143,"Xplode Fight Series - Hillside Havoc","win","Brady Harrison",3,"4:59","Submission (Rear-Naked Choke)",2011-11-19,1,0,TRUE,22,1,-1,0.545454545454545,33,0.363636363636364,FALSE,0.363636363636364,TRUE,12,12,0.923076923076923,"Masanori Kanehara",329,"143_Brady Harrison_2011-11-19","329_Masanori Kanehara_2011-11-19",329,"Xplode Fight Series - Hillside Havoc","loss","Masanori Kanehara",3,"4:59","Submission (Rear-Naked Choke)",2011-11-19,0,0,FALSE,10,2,-1,0.615384615384615,13,0.384615384615385,FALSE,0.230769230769231,FALSE,3,5,1.25,"Brady Harrison",143,"329_Masanori Kanehara_2011-11-19",472
"137",143,"Rizin FF - Rizin 21","loss","Victor Henry",2,"0:45","TKO (Punches)",2020-02-21,0,1,TRUE,27,1,2,0.6,45,0.444444444444444,TRUE,0.311111111111111,FALSE,14,20,1.33333333333333,"Masanori Kanehara",306,"143_Victor Henry_2020-02-21","306_Masanori Kanehara_2020-02-21",306,"Rizin FF - Rizin 21","win","Masanori Kanehara",2,"0:45","TKO (Punches)",2020-02-21,1,1,FALSE,7,8,7,0.826086956521739,23,0.521739130434783,TRUE,0,FALSE,0,12,12,"Victor Henry",143,"306_Masanori Kanehara_2020-02-21",449
"138",144,"UFC - The Ultimate Fighter 16 Finale","win","Marcos Vinicius Borges",2,"1:00","KO (Punches)",2012-12-15,1,1,FALSE,14,3,2,0.642857142857143,28,0.5,TRUE,0.357142857142857,FALSE,10,14,1.27272727272727,"Johnny Bedford",316,"144_Marcos Vinicius Borges_2012-12-15","316_Johnny Bedford_2012-12-15",316,"UFC - The Ultimate Fighter 16 Finale","loss","Johnny Bedford",2,"1:00","KO (Punches)",2012-12-15,0,1,TRUE,8,1,4,0.833333333333333,24,0.833333333333333,TRUE,0.0833333333333333,FALSE,2,20,6.66666666666667,"Marcos Vinicius Borges",144,"316_Johnny Bedford_2012-12-15",460
"139",145,"Cage 22 - Niinimaki vs. Beebe","win","Chase Beebe",3,"5:00","Decision (Unanimous)",2013-05-11,1,1,FALSE,7,10,9,0.75,24,0.583333333333333,TRUE,0.166666666666667,FALSE,4,14,2.8,"Tom Niinimaki",154,"145_Chase Beebe_2013-05-11","154_Tom Niinimaki_2013-05-11",154,"Cage 22 - Niinimaki vs. Beebe","loss","Tom Niinimaki",3,"5:00","Decision (Unanimous)",2013-05-11,0,0,FALSE,10,2,-1,0.705882352941177,34,0.529411764705882,FALSE,0.147058823529412,FALSE,5,18,3,"Chase Beebe",145,"154_Tom Niinimaki_2013-05-11",299
"140",148,"WEC 32 - Albuquerque","win","Mark Hominick",1,"2:55","Submission (Rear-Naked Choke)",2008-02-13,1,1,FALSE,3,7,6,0.909090909090909,11,0.818181818181818,TRUE,0.0909090909090909,FALSE,1,9,4.5,"Josh Grispi",155,"148_Mark Hominick_2008-02-13","155_Josh Grispi_2008-02-13",155,"WEC 32 - Albuquerque","loss","Josh Grispi",1,"2:55","Submission (Rear-Naked Choke)",2008-02-13,0,1,TRUE,10,1,2,0.681818181818182,22,0.545454545454545,FALSE,0.272727272727273,FALSE,6,12,1.71428571428571,"Mark Hominick",148,"155_Josh Grispi_2008-02-13",303
