"","rowid","Event","Result","Fighter","Round","Time","Method","DateEvent","Outcome","PreviousOutcome","start","streak_id","streak","StreakLength","WinRatio","CountFights","FinishRatio","FinishPrevious","FinishedRatio","FinishedPrevious","FinishedCount","FinishCount","DamageDiff"
"480","115","WEC 44 - Brown vs. Aldo","loss","Jose Aldo",2,"1:20","TKO (Punches)",2009-11-18,0,1,TRUE,8,1,10,0.846153846153846,26,0.615384615384615,FALSE,0.153846153846154,FALSE,4,16,3.2
"481","115","WEC 46 - Varner vs. Henderson","win","Anthony Morrison",1,"1:54","Submission (Rear-Naked Choke)",2010-01-10,1,0,TRUE,9,1,-1,0.814814814814815,27,0.592592592592593,FALSE,0.185185185185185,TRUE,5,16,2.66666666666667
"482","115","WEC 48 - Aldo vs. Faber","loss","Manny Gamburyan",1,"2:22","KO (Punches)",2010-04-24,0,1,TRUE,10,1,1,0.821428571428571,28,0.607142857142857,TRUE,0.178571428571429,FALSE,5,17,2.83333333333333
"483","115","WEC 51 - Aldo vs. Gamburyan","win","Cole Province",1,"1:18","TKO (Punches)",2010-09-30,1,0,TRUE,11,1,-1,0.793103448275862,29,0.586206896551724,FALSE,0.206896551724138,TRUE,6,17,2.42857142857143
"484","115","UFC 125 - Resolution","loss","Diego Nunes",3,"5:00","Decision (Split)",2011-01-01,0,1,TRUE,12,1,1,0.8,30,0.6,TRUE,0.2,FALSE,6,18,2.57142857142857
"485","115","UFC Fight Night 23 - Fight for the Troops 2","loss","Rani Yahya",3,"5:00","Decision (Unanimous)",2011-01-22,0,0,FALSE,12,2,-1,0.774193548387097,31,0.580645161290323,FALSE,0.193548387096774,FALSE,6,18,2.57142857142857
"486","115","UFC 133 - Evans vs. Ortiz 2","win","Nam Phan",3,"5:00","Decision (Unanimous)",2011-08-06,1,0,TRUE,13,1,-2,0.75,32,0.5625,FALSE,0.1875,FALSE,6,18,2.57142857142857
"487","115","UFC 146 - Dos Santos vs. Mir","win","Daniel Pineda",3,"5:00","Decision (Unanimous)",2012-05-26,1,1,FALSE,13,2,1,0.757575757575758,33,0.545454545454545,FALSE,0.181818181818182,FALSE,6,18,2.57142857142857
"488","115","UFC Fight Night 26 - Shogun vs. Sonnen","loss","Steven Siler",1,"0:50","KO (Punches)",2013-08-17,0,1,TRUE,14,1,2,0.764705882352941,34,0.529411764705882,FALSE,0.176470588235294,FALSE,6,18,2.57142857142857
"489","116","BRI 2 - Bas Rutten Invitational 2","loss","David Harris",1,"11:57","Submission (Toe Hold)",1999-04-24,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"490","116","BRI 2 - Bas Rutten Invitational 2","win","Curtis Hill",1,"3:00","TKO (Corner Stoppage)",1999-04-24,1,0,TRUE,2,1,-1,0,1,0,FALSE,1,TRUE,1,0,0
"491","116","BRI 3 - Bas Rutten Invitational 3","win","Joe Stevenson",1,"0:38","KO (Punch)",1999-06-01,1,1,FALSE,2,2,1,0.5,2,0.5,TRUE,0.5,FALSE,1,1,0.5
"492","116","BRI 3 - Bas Rutten Invitational 3","win","Ray Morales",1,"0:51","Submission (Guillotine Choke)",1999-06-01,1,1,FALSE,2,3,2,0.666666666666667,3,0.666666666666667,TRUE,0.333333333333333,FALSE,1,2,1
"493","116","UFC 22 - There Can Be Only One Champion","draw","Alfonso Alcarez",2,"5:00","DrawJohn McCarthy)",1999-09-24,0,1,TRUE,3,1,3,0.75,4,0.75,TRUE,0.25,FALSE,1,3,1.5
"494","116","WEF 8 - Goin' Platinum","win","Phil Johns",1,"0:33","KO (Punch)",2000-01-15,1,0,TRUE,4,1,-1,0.6,5,0.6,FALSE,0.4,TRUE,2,3,1
"495","116","UFC 24 - First Defense","win","David Velasquez",2,"2:41","TKO (Punches)",2000-03-10,1,1,FALSE,4,2,1,0.666666666666667,6,0.666666666666667,TRUE,0.333333333333333,FALSE,2,4,1.33333333333333
"496","116","WEF 9 - World Class","win","Eric Hibler",1,"1:54","KO (Knees and Punches)",2000-05-13,1,1,FALSE,4,3,2,0.714285714285714,7,0.714285714285714,TRUE,0.285714285714286,FALSE,2,5,1.66666666666667
"497","116","UFC 26 - Ultimate Field of Dreams","win","Joao Roque",3,"5:00","Decision (Unanimous)",2000-06-09,1,1,FALSE,4,4,3,0.75,8,0.75,TRUE,0.25,FALSE,2,6,2
"498","116","WEF - New Blood Conflict","loss","Din Thomas",2,"0:33","Submission (Heel Hook)",2000-08-26,0,1,TRUE,5,1,4,0.777777777777778,9,0.666666666666667,FALSE,0.222222222222222,FALSE,2,6,2
"499","116","Gladiators 10 - Gladiators 10","win","Dave Gries",0,"N/A","KO (Punches)",2000-10-14,1,0,TRUE,6,1,-1,0.7,10,0.6,FALSE,0.3,TRUE,3,6,1.5
"500","116","UFC 28 - High Stakes","win","John Lewis",1,"0:15","KO (Punch)",2000-11-17,1,1,FALSE,6,2,1,0.727272727272727,11,0.636363636363636,TRUE,0.272727272727273,FALSE,3,7,1.75
"501","116","UFC 30 - Battle on the Boardwalk","win","Caol Uno",5,"5:00","Decision (Unanimous)",2001-02-23,1,1,FALSE,6,3,2,0.75,12,0.666666666666667,TRUE,0.25,FALSE,3,8,2
"502","116","UFC 33 - Victory in Vegas","win","Dennis Hallman",5,"5:00","Decision (Unanimous)",2001-09-28,1,1,FALSE,6,4,3,0.769230769230769,13,0.615384615384615,FALSE,0.230769230769231,FALSE,3,8,2
"503","116","UFC 35 - Throwdown","win","B.J. Penn",5,"5:00","Decision (Majority)",2002-01-11,1,1,FALSE,6,5,4,0.785714285714286,14,0.571428571428571,FALSE,0.214285714285714,FALSE,3,8,2
"504","116","UW - Ultimate Wrestling","win","Robert Emerson",3,"5:00","Decision (Unanimous)",2002-06-29,1,1,FALSE,6,6,5,0.8,15,0.533333333333333,FALSE,0.2,FALSE,3,8,2
"505","116","UFO - Legend","win","Takehiro Murahama",3,"5:00","Decision (Split)",2002-08-08,1,1,FALSE,6,7,6,0.8125,16,0.5,FALSE,0.1875,FALSE,3,8,2
"506","116","UCC 12 - Adrenaline","loss","Duane Ludwig",1,"1:13","KO (Punch)",2003-01-25,0,1,TRUE,7,1,7,0.823529411764706,17,0.470588235294118,FALSE,0.176470588235294,FALSE,3,8,2
"507","116","HOOKnSHOOT - Absolute Fighting Championships 3","loss","Jason Maxwell",1,"4:54","TKO (Punches)",2003-05-24,0,0,FALSE,7,2,-1,0.777777777777778,18,0.444444444444444,FALSE,0.222222222222222,TRUE,4,8,1.6
"508","116","EC 52 - Extreme Challenge 52","win","Joe Jordan",2,"3:12","KO (Punch)",2003-08-15,1,0,TRUE,8,1,-2,0.736842105263158,19,0.421052631578947,FALSE,0.263157894736842,TRUE,5,8,1.33333333333333
"509","116","IFC - Battleground Boise","win","Richard Hess",1,"2:14","Submission (Guillotine Choke)",2003-10-25,1,1,FALSE,8,2,1,0.75,20,0.45,TRUE,0.25,FALSE,5,9,1.5
"510","116","Shooto - 3/22 in Korakuen Hall","win","Naoya Uematsu",1,"2:09","KO (Punch)",2004-03-22,1,1,FALSE,8,3,2,0.761904761904762,21,0.476190476190476,TRUE,0.238095238095238,FALSE,5,10,1.66666666666667
"511","116","Shooto Hawaii - Soljah Fight Night","win","Stephen Palling",3,"1:47","KO (Punches)",2004-07-09,1,1,FALSE,8,4,3,0.772727272727273,22,0.5,TRUE,0.227272727272727,FALSE,5,11,1.83333333333333
"512","116","Pride - Shockwave 2004","loss","Takanori Gomi",1,"6:21","KO (Punch)",2004-12-31,0,1,TRUE,9,1,4,0.782608695652174,23,0.521739130434783,TRUE,0.217391304347826,FALSE,5,12,2
"513","116","Pride - Bushido 7","win","Tomomi Iwama",1,"1:00","KO (Punch)",2005-05-22,1,0,TRUE,10,1,-1,0.75,24,0.5,FALSE,0.25,TRUE,6,12,1.71428571428571
"514","116","Pride - Bushido 9","loss","Hayato Sakurai",1,"8:56","TKO (Punches)",2005-09-25,0,1,TRUE,11,1,1,0.76,25,0.52,TRUE,0.24,FALSE,6,13,1.85714285714286
"515","116","Pride - Bushido 10","win","Kenji Arai",1,"3:59","KO (Soccer Kick)",2006-04-02,1,0,TRUE,12,1,-1,0.730769230769231,26,0.5,FALSE,0.269230769230769,TRUE,7,13,1.625
"516","116","IFL - Legends Championship 2006","win","Cole Escovedo",1,"0:56","KO (Punch)",2006-04-29,1,1,FALSE,12,2,1,0.740740740740741,27,0.518518518518518,TRUE,0.259259259259259,FALSE,7,14,1.75
"517","116","UFC 63 - Hughes vs. Penn 2","loss","Joe Lauzon",1,"0:48","KO (Punch)",2006-09-23,0,1,TRUE,13,1,2,0.75,28,0.535714285714286,TRUE,0.25,FALSE,7,15,1.875
"518","116","UFC - The Ultimate Fighter 5 Finale","loss","B.J. Penn",2,"3:12","Submission (Rear-Naked Choke)",2007-06-23,0,0,FALSE,13,2,-1,0.724137931034483,29,0.517241379310345,FALSE,0.275862068965517,TRUE,8,15,1.66666666666667
"519","116","WEC 31 - Faber vs. Curran","win","Cub Swanson",1,"0:35","Submission (Guillotine Choke)",2007-12-12,1,0,TRUE,14,1,-2,0.7,30,0.5,FALSE,0.3,TRUE,9,15,1.5
"520","116","WEC 34 - Sacramento","loss","Urijah Faber",5,"5:00","Decision (Unanimous)",2008-06-01,0,1,TRUE,15,1,1,0.709677419354839,31,0.516129032258065,TRUE,0.290322580645161,FALSE,9,16,1.6
"521","116","WEC 36 - Faber vs. Brown","loss","Leonard Garcia",1,"1:12","TKO (Punches)",2008-11-05,0,0,FALSE,15,2,-1,0.6875,32,0.5,FALSE,0.28125,FALSE,9,16,1.6
"522","116","WEC 38 - Varner vs. Cerrone","loss","Urijah Faber",1,"1:34","Submission (Guillotine Choke)",2009-01-25,0,0,FALSE,15,3,-2,0.666666666666667,33,0.484848484848485,FALSE,0.303030303030303,TRUE,10,16,1.45454545454545
"523","116","WEC 41 - Brown vs. Faber 2","loss","Josh Grispi",1,"0:33","Submission (Guillotine Choke)",2009-06-07,0,0,FALSE,15,4,-3,0.647058823529412,34,0.470588235294118,FALSE,0.323529411764706,TRUE,11,16,1.33333333333333
"524","116","WEC 47 - Bowles vs. Cruz","loss","Javier Vazquez",1,"3:41","Submission (Armbar)",2010-03-06,0,0,FALSE,15,5,-4,0.628571428571429,35,0.457142857142857,FALSE,0.342857142857143,TRUE,12,16,1.23076923076923
"525","116","PWP - War on the Mainland","loss","Diego Garijo",1,"1:08","Submission (Guillotine Choke)",2010-08-14,0,0,FALSE,15,6,-5,0.611111111111111,36,0.444444444444444,FALSE,0.361111111111111,TRUE,13,16,1.14285714285714
"526","116","XFO - Xtreme Fighting Organization 38","win","Mike Lindquist",1,"0:49","Submission (Rear-Naked Choke)",2011-01-22,1,0,TRUE,16,1,-6,0.594594594594595,37,0.432432432432432,FALSE,0.378378378378378,TRUE,14,16,1.06666666666667
"527","116","CCC - Chicago Cagefighting Championship","win","Wade Choate",3,"5:00","Decision (Split)",2011-03-05,1,1,FALSE,16,2,1,0.605263157894737,38,0.447368421052632,TRUE,0.368421052631579,FALSE,14,17,1.13333333333333
"528","116","Titan FC 18 - Titan Fighting Championship 18","loss","Brian Davidson",1,"4:04","Submission (Rear-Naked Choke)",2011-05-27,0,1,TRUE,17,1,2,0.615384615384615,39,0.435897435897436,FALSE,0.358974358974359,FALSE,14,17,1.13333333333333
"529","116","MMA Fight Pit - Genesis","win","Coty Wheeler",2,"1:59","TKO (Punches)",2011-08-13,1,0,TRUE,18,1,-1,0.6,40,0.425,FALSE,0.375,TRUE,15,17,1.0625
"530","116","RFA 1 - Elliott vs. Pulver","loss","Tim Elliott",2,"2:12","KO (Knee)",2011-12-16,0,1,TRUE,19,1,1,0.609756097560976,41,0.439024390243902,TRUE,0.365853658536585,FALSE,15,18,1.125
"531","116","CWC - Operation Fight Night","win","Jesse Thorton",3,"5:00","Decision (Unanimous)",2012-04-14,1,0,TRUE,20,1,-1,0.595238095238095,42,0.428571428571429,FALSE,0.380952380952381,TRUE,16,18,1.05882352941176
"532","116","One FC 5 - Pride of a Nation","loss","Eric Kelly",2,"1:46","TKO (Kick to the Body and Punches)",2012-08-31,0,1,TRUE,21,1,1,0.604651162790698,43,0.418604651162791,FALSE,0.372093023255814,FALSE,16,18,1.05882352941176
"533","116","One FC 6 - Rise of Kings","win","Yafei Zhao",3,"5:00","Technical Decision (Unanimous)",2012-10-06,1,0,TRUE,22,1,-1,0.590909090909091,44,0.409090909090909,FALSE,0.386363636363636,TRUE,17,18,1
"534","116","One FC 8 - Kings and Champions","loss","Masakatsu Ueda",2,"3:52","Submission (Brabo Choke)",2013-04-05,0,1,TRUE,23,1,1,0.6,45,0.4,FALSE,0.377777777777778,FALSE,17,18,1
"535","116","Superior Challenge 9 - Gothenburg","loss","Sami Aziz",3,"5:00","Decision (Unanimous)",2013-11-23,0,0,FALSE,23,2,-1,0.58695652173913,46,0.391304347826087,FALSE,0.391304347826087,TRUE,18,18,0.947368421052632
"536","117","EC 13 - Extreme Challenge 13","loss","Henry Matamoros",1,"11:13","SubmissionN/A)",1998-01-16,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"537","117","EC 17 - Extreme Challenge 17","win","Mike Haltom",1,"2:58","Submission (Armbar)",1998-04-11,1,0,TRUE,2,1,-1,0,1,0,FALSE,1,TRUE,1,0,0
"538","117","CC 4 - Chicago Challenge 4","win","Jason Chambers",1,"N/A","Submission (Front Choke)",1998-05-30,1,1,FALSE,2,2,1,0.5,2,0.5,TRUE,0.5,FALSE,1,1,0.5
"539","117","CC 5 - Chicago Challenge 5","win","Larry Koneizka",1,"N/A","Submission (Armbar)",1998-11-01,1,1,FALSE,2,3,2,0.666666666666667,3,0.666666666666667,TRUE,0.333333333333333,FALSE,1,2,1
"540","117","HOOKnSHOOT - Trial","win","Jeff Rick",1,"0:44","Submission (Rear-Naked Choke)",1999-01-30,1,1,FALSE,2,4,3,0.75,4,0.75,TRUE,0.25,FALSE,1,3,1.5
"541","117","FCC 1 - Freestyle Combat Challenge 1","win","Sam Wells",1,"15:00","DecisionN/A)",1999-04-19,1,1,FALSE,2,5,4,0.8,5,0.8,TRUE,0.2,FALSE,1,4,2
"542","117","CC 6 - Chicago Challenge 6","win","Charles Barron",1,"N/A","Submission (Armbar)",1999-05-22,1,1,FALSE,2,6,5,0.833333333333333,6,0.666666666666667,FALSE,0.166666666666667,FALSE,1,4,2
"543","117","HOOKnSHOOT - Rising","loss","Phil Johns",1,"N/A","KO (Punches)",1999-06-12,0,1,TRUE,3,1,6,0.857142857142857,7,0.714285714285714,TRUE,0.142857142857143,FALSE,1,5,2.5
"544","117","ECC - Extreme Combat Challenge","win","Jeremy Bolt",1,"4:30","Submission (Triangle Choke)",1999-08-17,1,0,TRUE,4,1,-1,0.75,8,0.625,FALSE,0.25,TRUE,2,5,1.66666666666667
"545","117","CC 4 - Cage Combat 4","loss","Phil Johns",1,"0:31","TKO (Submission to Strikes)",1999-09-26,0,1,TRUE,5,1,1,0.777777777777778,9,0.666666666666667,TRUE,0.222222222222222,FALSE,2,6,2
"546","117","MAC - Midwest Absolute Challenge","win","Sam Wells",1,"16:04","Submission (Triangle Choke)",1999-12-04,1,0,TRUE,6,1,-1,0.7,10,0.6,FALSE,0.3,TRUE,3,6,1.5
"547","117","BB - Bangkok Brawl","win","Ron Matthews",0,"0:00","Submission (Triangle Choke)",2000-03-20,1,1,FALSE,6,2,1,0.727272727272727,11,0.636363636363636,TRUE,0.272727272727273,FALSE,3,7,1.75
"548","117","EC 31 - Extreme Challenge 31","win","Tony DeDolph",3,"5:00","Decision (Split)",2000-03-24,1,1,FALSE,6,3,2,0.75,12,0.666666666666667,TRUE,0.25,FALSE,3,8,2
"549","117","FCC 3 - Freestyle Combat Challenge 3","win","Jamie Webb",1,"2:44","TKO (Submission to Punches)",2001-01-06,1,1,FALSE,6,4,3,0.769230769230769,13,0.615384615384615,FALSE,0.230769230769231,FALSE,3,8,2
"550","117","HOOKnSHOOT - Quake","draw","Ryoji Yoshizawa",2,"5:00","DrawN/A)",2001-03-10,0,1,TRUE,7,1,4,0.785714285714286,14,0.642857142857143,TRUE,0.214285714285714,FALSE,3,9,2.25
"551","117","HOOKnSHOOT - Kings 2","loss","Anthony Hamlett",1,"0:11","KO (Elbow)",2001-11-18,0,0,FALSE,7,2,-1,0.733333333333333,15,0.6,FALSE,0.266666666666667,TRUE,4,9,1.8
"552","117","UA 1 - The Genesis","win","Max Marin",2,"3:46","Submission (Triangle Choke)",2002-01-27,1,0,TRUE,8,1,-2,0.6875,16,0.5625,FALSE,0.3125,TRUE,5,9,1.5
"553","117","UCC 10 - Battle for the Belts 2002","loss","Ivan Menjivar",3,"5:00","Decision (Unanimous)",2002-06-15,0,1,TRUE,9,1,1,0.705882352941177,17,0.588235294117647,TRUE,0.294117647058824,FALSE,5,10,1.66666666666667
"554","117","WEC 4 - Rumble Under The Sun","win","Bao Quach",3,"5:00","Decision (Majority)",2002-08-31,1,0,TRUE,10,1,-1,0.666666666666667,18,0.555555555555556,FALSE,0.277777777777778,FALSE,5,10,1.66666666666667
"555","117","UCC Hawaii - Eruption in Hawaii","win","Baret Yoshida",2,"2:08","KO (Punch)",2002-09-17,1,1,FALSE,10,2,1,0.684210526315789,19,0.526315789473684,FALSE,0.263157894736842,FALSE,5,10,1.66666666666667
"556","117","IHC 5 - Tribulation","win","Ryan Ackerman",3,"5:00","Decision (Unanimous)",2002-10-26,1,1,FALSE,10,3,2,0.7,20,0.55,TRUE,0.25,FALSE,5,11,1.83333333333333
"557","117","WFA 3 - Level 3","win","Todd Lally",1,"4:49","Submission (Triangle Choke)",2002-11-23,1,1,FALSE,10,4,3,0.714285714285714,21,0.523809523809524,FALSE,0.238095238095238,FALSE,5,11,1.83333333333333
"558","117","SB 29 - SuperBrawl 29","loss","Norifumi Yamamoto",3,"5:00","Decision (Unanimous)",2003-05-09,0,1,TRUE,11,1,4,0.727272727272727,22,0.545454545454545,TRUE,0.227272727272727,FALSE,5,12,2
"559","117","UFC 46 - Supernatural","loss","Matt Serra",3,"5:00","Decision (Unanimous)",2004-01-31,0,0,FALSE,11,2,-1,0.695652173913043,23,0.521739130434783,FALSE,0.217391304347826,FALSE,5,12,2
"560","117","XFO 1 - The Kickoff","win","Dan Swift",3,"0:44","Submission (Triangle Choke)",2004-03-14,1,0,TRUE,12,1,-2,0.666666666666667,24,0.5,FALSE,0.208333333333333,FALSE,5,12,2
"561","117","SB 35 - SuperBrawl 35","win","Kimihito Nonaka",3,"4:35","Submission (Rear-Naked Choke)",2004-04-16,1,1,FALSE,12,2,1,0.68,25,0.52,TRUE,0.2,FALSE,5,13,2.16666666666667
"562","117","Zst - Zst 6","win","Masahiro Oishi",1,"0:44","Technical Submission (Guillotine Choke)",2004-09-12,1,1,FALSE,12,3,2,0.692307692307692,26,0.538461538461538,TRUE,0.192307692307692,FALSE,5,14,2.33333333333333
"563","117","XFO - Xtreme Fighting Organization 3","win","Jason Dent",3,"5:00","Decision (Unanimous)",2004-10-02,1,1,FALSE,12,4,3,0.703703703703704,27,0.555555555555556,TRUE,0.185185185185185,FALSE,5,15,2.5
"564","117","IFC - Eve Of Destruction","win","David Douglas",1,"1:39","Submission (Rear-Naked Choke)",2005-03-05,1,1,FALSE,12,5,4,0.714285714285714,28,0.535714285714286,FALSE,0.178571428571429,FALSE,5,15,2.5
"565","117","SB 40 - SuperBrawl 40","win","Luke Spencer",2,"2:34","Submission (Rear-Naked Choke)",2005-04-30,1,1,FALSE,12,6,5,0.724137931034483,29,0.551724137931034,TRUE,0.172413793103448,FALSE,5,16,2.66666666666667
"566","117","XFO 6 - Judgement Day","win","Steve Kinnison",3,"1:47","Submission (Rear-Naked Choke)",2005-06-25,1,1,FALSE,12,7,6,0.733333333333333,30,0.566666666666667,TRUE,0.166666666666667,FALSE,5,17,2.83333333333333
"567","117","IHC 9 - Purgatory","win","Antonio Carvalho",3,"5:00","Decision (Majority)",2005-11-19,1,1,FALSE,12,8,7,0.741935483870968,31,0.580645161290323,TRUE,0.161290322580645,FALSE,5,18,3
"568","117","KOTC - Redemption on the River","win","Charles Bennett",1,"3:23","Submission (Armbar)",2006-02-17,1,1,FALSE,12,9,8,0.75,32,0.5625,FALSE,0.15625,FALSE,5,18,3
"569","117","Pride - Bushido 12","loss","Hatsu Hioki",2,"5:00","Decision (Unanimous)",2006-08-26,0,1,TRUE,13,1,9,0.757575757575758,33,0.575757575757576,TRUE,0.151515151515152,FALSE,5,19,3.16666666666667
"570","117","APEX - A Night of Champions","win","Wagnney Fabiano",3,"5:00","Decision (Split)",2006-10-14,1,0,TRUE,14,1,-1,0.735294117647059,34,0.558823529411765,FALSE,0.147058823529412,FALSE,5,19,3.16666666666667
"571","117","XFO 13 - Operation Beatdown","win","Raphael Assuncao",3,"5:00","Decision (Majority)",2006-11-11,1,1,FALSE,14,2,1,0.742857142857143,35,0.542857142857143,FALSE,0.142857142857143,FALSE,5,19,3.16666666666667
"572","117","KOTC - Hard Knocks","win","Donny Walker",3,"3:23","Submission (Rear-Naked Choke)",2007-01-19,1,1,FALSE,14,3,2,0.75,36,0.527777777777778,FALSE,0.138888888888889,FALSE,5,19,3.16666666666667
"573","117","IFL - Moline","win","Kevin English",2,"1:12","Submission (Guillotine Choke)",2007-04-07,1,1,FALSE,14,4,3,0.756756756756757,37,0.540540540540541,TRUE,0.135135135135135,FALSE,5,20,3.33333333333333
"574","117","KOTC - Damage Control","win","John Mahlow",3,"5:00","Decision (Split)",2007-05-26,1,1,FALSE,14,5,4,0.763157894736842,38,0.552631578947368,TRUE,0.131578947368421,FALSE,5,21,3.5
"575","117","WEC 29 - Las Vegas","win","Stephen Ledbetter",3,"5:00","Decision (Unanimous)",2007-08-05,1,1,FALSE,14,6,5,0.769230769230769,39,0.538461538461538,FALSE,0.128205128205128,FALSE,5,21,3.5
"576","117","WEC 31 - Faber vs. Curran","loss","Urijah Faber",2,"4:34","Submission (Guillotine Choke)",2007-12-12,0,1,TRUE,15,1,6,0.775,40,0.525,FALSE,0.125,FALSE,5,21,3.5
"577","117","WEC 34 - Sacramento","loss","Mike Thomas Brown",3,"5:00","Decision (Unanimous)",2008-06-01,0,0,FALSE,15,2,-1,0.75609756097561,41,0.51219512195122,FALSE,0.146341463414634,TRUE,6,21,3
"578","117","WEC 40 - Torres vs. Mizugaki","loss","Joseph Benavidez",3,"5:00","Decision (Unanimous)",2009-04-05,0,0,FALSE,15,3,-2,0.738095238095238,42,0.5,FALSE,0.142857142857143,FALSE,6,21,3
"579","117","WEC 42 - Torres vs. Bowles","loss","Takeya Mizugaki",3,"5:00","Decision (Split)",2009-08-09,0,0,FALSE,15,4,-3,0.720930232558139,43,0.488372093023256,FALSE,0.13953488372093,FALSE,6,21,3
"580","117","Strikeforce / M-1 Global - Fedor vs. Rogers","win","Dustin Neace",1,"1:39","TKO (Rib Injury)",2009-11-07,1,0,TRUE,16,1,-4,0.704545454545455,44,0.477272727272727,FALSE,0.136363636363636,FALSE,6,21,3
"581","117","XFO 34 - Curran vs. Hori","win","Tomohiko Hori",3,"5:00","Decision (Unanimous)",2009-12-05,1,1,FALSE,16,2,1,0.711111111111111,45,0.488888888888889,TRUE,0.133333333333333,FALSE,6,22,3.14285714285714
"582","117","BFC - Bellator Fighting Championships 14","loss","Bryan Goldsby",3,"5:00","Decision (Unanimous)",2010-04-15,0,1,TRUE,17,1,2,0.717391304347826,46,0.478260869565217,FALSE,0.130434782608696,FALSE,6,22,3.14285714285714
"583","117","XFO - Xtreme Fighting Organization 37","win","David Love",3,"5:00","Decision (Unanimous)",2010-12-04,1,0,TRUE,18,1,-1,0.702127659574468,47,0.468085106382979,FALSE,0.127659574468085,FALSE,6,22,3.14285714285714
"584","117","XFO - Xtreme Fighting Organization 39","win","Billy Vaughan",3,"5:00","Decision (Unanimous)",2011-05-13,1,1,FALSE,18,2,1,0.708333333333333,48,0.458333333333333,FALSE,0.125,FALSE,6,22,3.14285714285714
"585","117","UFC 137 - Penn vs. Diaz","loss","Scott Jorgensen",3,"5:00","Decision (Unanimous)",2011-10-29,0,1,TRUE,19,1,2,0.714285714285714,49,0.448979591836735,FALSE,0.122448979591837,FALSE,6,22,3.14285714285714
"586","117","UFC on Fuel TV 3 - Korean Zombie vs. Poirier","loss","Johnny Eduardo",3,"5:00","Decision (Unanimous)",2012-05-15,0,0,FALSE,19,2,-1,0.7,50,0.44,FALSE,0.12,FALSE,6,22,3.14285714285714
"587","117","EC - Extreme Challenge 227","win","Joshua Killion",3,"5:00","Decision (Unanimous)",2013-05-03,1,0,TRUE,20,1,-2,0.686274509803922,51,0.431372549019608,FALSE,0.117647058823529,FALSE,6,22,3.14285714285714
"588","117","RFA 9 - Munhoz vs. Curran","loss","Pedro Munhoz",5,"5:00","Decision (Split)",2013-08-16,0,1,TRUE,21,1,1,0.692307692307692,52,0.423076923076923,FALSE,0.115384615384615,FALSE,6,22,3.14285714285714
"589","117","RFA 24 - Smith vs. Romero","loss","Melvin Blumer",1,"4:58","KO (Backfist)",2015-03-06,0,0,FALSE,21,2,-1,0.679245283018868,53,0.415094339622642,FALSE,0.113207547169811,FALSE,6,22,3.14285714285714
"590","117","VFC 53 - Curran vs. Stots","loss","Raufeon Stots",3,"5:00","Decision (Unanimous)",2016-11-23,0,0,FALSE,21,3,-2,0.666666666666667,54,0.407407407407407,FALSE,0.12962962962963,TRUE,7,22,2.75
"591","118","TC 11 - Total Combat 11","win","Jesse Miramontes",1,"1:00","Submission (Rear-Naked Choke)",2005-12-10,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"592","118","RM 7 - Championship Night","win","Issac Sarabia Peralta",1,"0:22","TKO (Punches)",2005-12-11,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"593","118","TC 14 - Throwdown","win","Jeremy McHone",2,"1:53","TKO (Cut)",2006-05-13,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"594","118","TC 15 - Total Combat 15","NC","Shawn Bias",1,"4:29","No ContestN/A)",2006-07-15,0,1,TRUE,2,1,3,1,3,1,TRUE,0,FALSE,0,3,3
"595","118","TC 17 - Proving Ground","win","Kenneth Aimes",1,"N/A","KO (Punches)",2006-10-21,1,0,TRUE,3,1,-1,0.75,4,0.75,FALSE,0.25,TRUE,1,3,1.5
"596","118","TC 19 - Total Combat 19","win","Shad Smith",1,"N/A","KO (Punches)",2007-03-31,1,1,FALSE,3,2,1,0.8,5,0.8,TRUE,0.2,FALSE,1,4,2
"597","118","WEC 28 - WrekCage","loss","Urijah Faber",1,"3:19","Submission (Rear-Naked Choke)",2007-06-03,0,1,TRUE,4,1,2,0.833333333333333,6,0.833333333333333,TRUE,0.166666666666667,FALSE,1,5,2.5
"598","118","TC 23 - Total Combat 23","win","Kenneth Mendoza",1,"N/A","TKO (Punches)",2007-09-29,1,0,TRUE,5,1,-1,0.714285714285714,7,0.714285714285714,FALSE,0.285714285714286,TRUE,2,5,1.66666666666667
"599","118","WEC 32 - Albuquerque","loss","Micah Miller",1,"1:39","KO (Punch)",2008-02-13,0,1,TRUE,6,1,1,0.75,8,0.75,TRUE,0.25,FALSE,2,6,2
"600","118","DRFCF - Desert Rage Full Contact Fighting 3","win","Rick Screeton",1,"0:23","TKON/A)",2008-04-26,1,0,TRUE,7,1,-1,0.666666666666667,9,0.666666666666667,FALSE,0.333333333333333,TRUE,3,6,1.5
"601","118","DRFCF - Desert Rage Full Contact Fighting 5","loss","Ernie Davila",1,"0:18","KO (Punches)",2009-05-30,0,1,TRUE,8,1,1,0.7,10,0.7,TRUE,0.3,FALSE,3,7,1.75
