"","rowid","Event","Result","Fighter","Round","Time","Method","DateEvent","Outcome","PreviousOutcome","start","streak_id","streak","StreakLength","WinRatio","CountFights","FinishRatio","FinishPrevious","FinishedRatio","FinishedPrevious","FinishedCount","FinishCount","DamageDiff"
"1","1","Main Event Sports - Main Event MMA 1","win","Alex Eastman",1,"1:34","TKO (Punches)",2014-01-18,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"2","1","Main Event Sports - Main Event MMA 2","win","Kendall Ward",1,"0:49","TKO (Punches)",2014-04-19,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"3","1","Main Event Sports - Main Event MMA 3","win","John Martinez",1,"3:41","TKO (Punches)",2014-08-16,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"4","1","FCFF - Rumble at the Roseland 80","win","Cole Milani",1,"0:55","TKO (Punches)",2015-01-24,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3
"5","1","KOTC - Warrior's Spirit","win","Paul Njoku",3,"5:00","Decision (Unanimous)",2015-03-21,1,1,FALSE,1,5,4,1,4,1,TRUE,0,FALSE,0,4,4
"6","1","TPF 24 - Summer Brawl","win","Jeremiah Labiano",3,"5:00","Decision (Split)",2015-08-06,1,1,FALSE,1,6,5,1,5,0.8,FALSE,0,FALSE,0,4,4
"7","1","Titan FC 35 - Healy vs. Hawn","win","Alex Soto",3,"5:00","Decision (Unanimous)",2015-09-19,1,1,FALSE,1,7,6,1,6,0.666666666666667,FALSE,0,FALSE,0,4,4
"8","1","Titan FC 37 - Simon vs. Dos Santos","loss","Anderson dos Santos",2,"2:38","Technical Submission (Rear-Naked Choke)",2016-03-04,0,1,TRUE,2,1,7,1,7,0.571428571428571,FALSE,0,FALSE,0,4,4
"9","1","KOTC - Heavy Trauma","win","Eduardo Torres",3,"5:00","Decision (Unanimous)",2017-02-04,1,0,TRUE,3,1,-1,0.875,8,0.5,FALSE,0.125,TRUE,1,4,2
"10","1","KOTC - Headstrong","win","Charon Spain",1,"1:56","Submission (Arm-Triangle Choke)",2017-05-27,1,1,FALSE,3,2,1,0.888888888888889,9,0.444444444444444,FALSE,0.111111111111111,FALSE,1,4,2
"11","1","Dana White's Tuesday Night Contender Series - Season 1, Episode 5","win","Donavon Frelow",3,"5:00","Decision (Split)",2017-08-08,1,1,FALSE,3,3,2,0.9,10,0.5,TRUE,0.1,FALSE,1,5,2.5
"12","1","LFA 29 - Camus vs. Simon","win","Chico Camus",5,"5:00","Decision (Unanimous)",2017-12-15,1,1,FALSE,3,4,3,0.909090909090909,11,0.454545454545455,FALSE,0.0909090909090909,FALSE,1,5,2.5
"13","1","LFA 36 - Simon vs. Zani","win","Vinicius Zani",1,"0:59","KO (Punches)",2018-03-23,1,1,FALSE,3,5,4,0.916666666666667,12,0.416666666666667,FALSE,0.0833333333333333,FALSE,1,5,2.5
"14","1","UFC Fight Night 128 - Barboza vs. Lee","win","Merab Dvalishvili",3,"5:00","Technical Submission (Guillotine Choke)",2018-04-21,1,1,FALSE,3,6,5,0.923076923076923,13,0.461538461538462,TRUE,0.0769230769230769,FALSE,1,6,3
"15","1","UFC 227 - Dillashaw vs. Garbrandt 2","win","Montel Jackson",3,"5:00","Decision (Unanimous)",2018-08-04,1,1,FALSE,3,7,6,0.928571428571429,14,0.5,TRUE,0.0714285714285714,FALSE,1,7,3.5
"16","1","UFC 234 - Adesanya vs. Silva","win","Rani Yahya",3,"5:00","Decision (Unanimous)",2019-02-09,1,1,FALSE,3,8,7,0.933333333333333,15,0.466666666666667,FALSE,0.0666666666666667,FALSE,1,7,3.5
"17","1","UFC Fight Night 155 - De Randamie vs. Ladd","loss","Urijah Faber",1,"0:46","TKO (Punches)",2019-07-13,0,1,TRUE,4,1,8,0.9375,16,0.4375,FALSE,0.0625,FALSE,1,7,3.5
"18","1","UFC on ESPN 7 - Overeem vs. Rozenstruik","loss","Rob Font",3,"5:00","Decision (Unanimous)",2019-12-07,0,0,FALSE,4,2,-1,0.882352941176471,17,0.411764705882353,FALSE,0.117647058823529,TRUE,2,7,2.33333333333333
"19","1","UFC Fight Night 171 - Smith vs. Teixeira","win","Ray Borg",3,"5:00","Decision (Split)",2020-05-13,1,0,TRUE,5,1,-2,0.833333333333333,18,0.388888888888889,FALSE,0.111111111111111,FALSE,2,7,2.33333333333333
"20","1","UFC on ESPN 20 - Chiesa vs. Magny","win","Gaetano Pirrello",2,"4:00","Submission (Arm-Triangle Choke)",2021-01-20,1,1,FALSE,5,2,1,0.842105263157895,19,0.368421052631579,FALSE,0.105263157894737,FALSE,2,7,2.33333333333333
"21","1","UFC 258 - Usman vs. Burns","win","Brian Kelleher",3,"5:00","Decision (Unanimous)",2021-02-13,1,1,FALSE,5,3,2,0.85,20,0.4,TRUE,0.1,FALSE,2,8,2.66666666666667
"22","10","EMMA 2 - Extreme FC: Conflicto","win","Cesar Moreno",3,"5:00","Decision (Unanimous)",2011-06-18,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"23","10","Samurai FC 7 - Peace and War","win","Jack Guzman",1,"0:00","Submission (Triangle Choke)",2012-02-20,1,1,FALSE,1,2,1,1,1,0,FALSE,0,FALSE,0,0,0
"24","10","Panama Fight League - Ultimate Combat Challenge 13","win","Javier Umana Munoz",2,"4:44","Submission (Triangle Choke)",2013-01-18,1,1,FALSE,1,3,2,1,2,0.5,TRUE,0,FALSE,0,1,1
"25","10","300 Sparta - MMA","win","Joel Iglesias",1,"4:04","KO (Elbows)",2013-04-24,1,1,FALSE,1,4,3,1,3,0.666666666666667,TRUE,0,FALSE,0,2,2
"26","10","FMP 16 - Mexican Fighters Promotions 16","win","Luis Roberto Herrera",1,"1:50","Submission (Rear-Naked Choke)",2013-05-25,1,1,FALSE,1,5,4,1,4,0.75,TRUE,0,FALSE,0,3,3
"27","10","Inka FC 22 - Reiter vs. De Lima","draw","Fabio Bispo",3,"5:00","DrawIvan Iberico)",2013-06-29,0,1,TRUE,2,1,5,1,5,0.8,TRUE,0,FALSE,0,4,4
"28","10","Inka FC 23 - Pequeno vs. Owens","loss","Bruno Leandro Soares Lobato",3,"5:00","Decision (Unanimous)",2013-08-24,0,0,FALSE,2,2,-1,0.833333333333333,6,0.666666666666667,FALSE,0.166666666666667,TRUE,1,4,2
"29","10","Inka FC 24 - Inka Fighting Championship 24","win","D'Juan Owens",1,"1:54","Submission (Heel Hook)",2013-10-23,1,0,TRUE,3,1,-2,0.714285714285714,7,0.571428571428571,FALSE,0.142857142857143,FALSE,1,4,2
"30","10","UFC 180 - Werdum vs. Hunt","loss","Marco Beltran",3,"5:00","Decision (Unanimous)",2014-11-15,0,1,TRUE,4,1,1,0.75,8,0.625,TRUE,0.125,FALSE,1,5,2.5
"31","10","UFC Fight Night 73 - Teixeira vs. St. Preux","win","Roman Salazar",2,"2:15","Submission (Triangle Armbar)",2015-08-08,1,0,TRUE,5,1,-1,0.666666666666667,9,0.555555555555556,FALSE,0.111111111111111,FALSE,1,5,2.5
"32","10","UFC Fight Night 84 - Silva vs. Bisping","loss","Davey Grant",3,"5:00","Decision (Unanimous)",2016-02-27,0,1,TRUE,6,1,1,0.7,10,0.6,TRUE,0.1,FALSE,1,6,3
"33","10","UFC Fight Night 101 - Whittaker vs. Brunson","win","Guangyou Ning",3,"5:00","Decision (Unanimous)",2016-11-26,1,0,TRUE,7,1,-1,0.636363636363636,11,0.545454545454545,FALSE,0.0909090909090909,FALSE,1,6,3
"34","10","UFC Fight Night 107 - Manuwa vs. Anderson","win","Brad Pickett",3,"3:50","TKO (Head Kick and Punches)",2017-03-18,1,1,FALSE,7,2,1,0.666666666666667,12,0.5,FALSE,0.0833333333333333,FALSE,1,6,3
"35","10","UFC on Fox 25 - Weidman vs. Gastelum","win","Brian Kelleher",1,"2:18","Submission (Armbar)",2017-07-22,1,1,FALSE,7,3,2,0.692307692307692,13,0.538461538461538,TRUE,0.0769230769230769,FALSE,1,7,3.5
"36","10","UFC Fight Night 119 - Brunson vs. Machida","loss","John Lineker",3,"5:00","Decision (Unanimous)",2017-10-28,0,1,TRUE,8,1,3,0.714285714285714,14,0.571428571428571,TRUE,0.0714285714285714,FALSE,1,8,4
"37","10","UFC Fight Night 125 - Machida vs. Anders","loss","Douglas Silva de Andrade",3,"5:00","Decision (Unanimous)",2018-02-03,0,0,FALSE,8,2,-1,0.666666666666667,15,0.533333333333333,FALSE,0.0666666666666667,FALSE,1,8,4
"38","10","UFC 227 - Dillashaw vs. Garbrandt 2","win","Wuliji Buren",2,"4:53","KO (Punch to the Body)",2018-08-04,1,0,TRUE,9,1,-2,0.625,16,0.5,FALSE,0.0625,FALSE,1,8,4
"39","10","UFC Fight Night 140 - Magny vs. Ponzinibbio","win","Guido Cannetti",2,"1:31","Submission (Rear-Naked Choke)",2018-11-17,1,1,FALSE,9,2,1,0.647058823529412,17,0.529411764705882,TRUE,0.0588235294117647,FALSE,1,9,4.5
"40","10","UFC Fight Night 148 - Thompson vs. Pettis","win","Frankie Saenz",1,"1:25","TKO (Punches)",2019-03-23,1,1,FALSE,9,3,2,0.666666666666667,18,0.555555555555556,TRUE,0.0555555555555556,FALSE,1,10,5
"41","10","UFC 239 - Jones vs. Santos","win","Nohelin Hernandez",2,"3:25","Submission (Rear-Naked Choke)",2019-07-06,1,1,FALSE,9,4,3,0.684210526315789,19,0.578947368421053,TRUE,0.0526315789473684,FALSE,1,11,5.5
"42","10","UFC Fight Night 161 - Jedrzejczyk vs. Waterson","win","Andre Ewell",3,"3:17","TKO (Elbow and Punches)",2019-10-12,1,1,FALSE,9,5,4,0.7,20,0.6,TRUE,0.05,FALSE,1,12,6
"43","10","UFC on ESPN 8 - Overeem vs. Harris","loss","Yadong Song",3,"5:00","Decision (Unanimous)",2020-05-16,0,1,TRUE,10,1,5,0.714285714285714,21,0.619047619047619,TRUE,0.0476190476190476,FALSE,1,13,6.5
"44","10","UFC 252 - Miocic vs. Cormier 3","win","Sean O'Malley",1,"4:40","TKO (Elbows and Punches)",2020-08-15,1,0,TRUE,11,1,-1,0.681818181818182,22,0.590909090909091,FALSE,0.0454545454545455,FALSE,1,13,6.5
"45","10","UFC Fight Night 183 - Thompson vs. Neal","loss","Jose Aldo",3,"5:00","Decision (Unanimous)",2020-12-19,0,1,TRUE,12,1,1,0.695652173913043,23,0.608695652173913,TRUE,0.0434782608695652,FALSE,1,14,7
"46","100","NEF - Fight Night 4","loss","Jonathan Lemke",3,"5:00","Decision (Unanimous)",2012-09-08,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"47","100","MMAFN - MMA Fight Night 1","win","David Hubert Therrien",2,"1:29","Submission (Rear-Naked Choke)",2014-03-05,1,0,TRUE,2,1,-1,0,1,0,FALSE,0,FALSE,0,0,0
"48","100","Titan FC 32 - Titan Fighting Championship 32","win","Wayne Ahlquist",3,"5:00","Decision (Unanimous)",2014-12-19,1,1,FALSE,2,2,1,0.5,2,0.5,TRUE,0,FALSE,0,1,1
"49","100","HKFC - Hard Knocks 49","loss","Alexi Argyriou",2,"4:29","Submission (Rear-Naked Choke)",2016-04-22,0,1,TRUE,3,1,2,0.666666666666667,3,0.333333333333333,FALSE,0,FALSE,0,1,1
"50","102","Cage Rage 9 - No Mercy","win","Stuart Grant",1,"0:17","TKO (Punches)",2004-11-27,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"51","102","Cage Rage 10 - Deliverance","loss","Chris Freeborn",2,"3:20","TKO (Punches)",2005-02-26,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1
"52","102","Cage Rage 11 - Face Off","win","Aaron Blackwell",2,"5:00","TKO (Corner Stoppage)",2005-04-30,1,0,TRUE,3,1,-1,0.5,2,0.5,FALSE,0.5,TRUE,1,1,0.5
"53","102","Cage Rage 12 - The Real Deal","win","Jordan Miller",2,"2:32","Submission (Armbar)",2005-07-02,1,1,FALSE,3,2,1,0.666666666666667,3,0.666666666666667,TRUE,0.333333333333333,FALSE,1,2,1
"54","102","Cage Rage 13 - No Fear","win","Ozzy Haluk",2,"4:25","TKO (Stomp)",2005-09-10,1,1,FALSE,3,3,2,0.75,4,0.75,TRUE,0.25,FALSE,1,3,1.5
"55","102","Cage Rage 15 - Adrenalin Rush","win","Robbie Olivier",3,"5:00","Decision (Majority)",2006-02-04,1,1,FALSE,3,4,3,0.8,5,0.8,TRUE,0.2,FALSE,1,4,2
"56","102","Cage Rage 16 - Critical Condition","win","Hiroyuki Abe",3,"5:00","Decision (Unanimous)",2006-04-22,1,1,FALSE,3,5,4,0.833333333333333,6,0.666666666666667,FALSE,0.166666666666667,FALSE,1,4,2
"57","102","Cage Rage 18 - Battleground","loss","Robbie Olivier",3,"3:03","Submission (Rear-Naked Choke)",2006-09-30,0,1,TRUE,4,1,5,0.857142857142857,7,0.571428571428571,FALSE,0.142857142857143,FALSE,1,4,2
"58","102","AFC 19 - Absolute Fighting Championships 19","win","John Trent",1,"3:58","Submission (Armbar)",2006-10-21,1,0,TRUE,5,1,-1,0.75,8,0.5,FALSE,0.25,TRUE,2,4,1.33333333333333
"59","102","Intense Fighting - Caged","win","Bret Lee",1,"1:18","Submission (Armbar)",2006-11-11,1,1,FALSE,5,2,1,0.777777777777778,9,0.555555555555556,TRUE,0.222222222222222,FALSE,2,5,1.66666666666667
"60","102","HOP 7 - Cage Fever","win","Phil Raeburn",1,"3:20","Submission (Armbar)",2006-11-26,1,1,FALSE,5,3,2,0.8,10,0.6,TRUE,0.2,FALSE,2,6,2
"61","102","Bodog Fight - Costa Rica Combat","win","Gilbert Sims",2,"3:12","TKO (Punches)",2007-02-16,1,1,FALSE,5,4,3,0.818181818181818,11,0.636363636363636,TRUE,0.181818181818182,FALSE,2,7,2.33333333333333
"62","102","Cage Rage 21 - Judgement Day","loss","Alex Owen",3,"5:00","Decision (Majority)",2007-04-21,0,1,TRUE,6,1,4,0.833333333333333,12,0.666666666666667,TRUE,0.166666666666667,FALSE,2,8,2.66666666666667
"63","102","K-1 HERO's - Dynamite!! USA","loss","Hideo Tokoro",1,"2:41","Submission (Armbar)",2007-06-02,0,0,FALSE,6,2,-1,0.769230769230769,13,0.615384615384615,FALSE,0.153846153846154,FALSE,2,8,2.66666666666667
"64","102","Cage Rage - Contenders 6","win","Vaughan Lee",3,"3:20","TKO (Punches)",2007-08-18,1,0,TRUE,7,1,-2,0.714285714285714,14,0.571428571428571,FALSE,0.214285714285714,TRUE,3,8,2
"65","102","FX3 - Fight Night 7","win","Frederic Fernandez",2,"3:57","Submission (Guillotine Choke)",2008-03-15,1,1,FALSE,7,2,1,0.733333333333333,15,0.6,TRUE,0.2,FALSE,3,9,2.25
"66","102","Cage Rage 26 - Extreme","win","Paul Reed",3,"5:00","Decision (Majority)",2008-05-10,1,1,FALSE,7,3,2,0.75,16,0.625,TRUE,0.1875,FALSE,3,10,2.5
"67","102","Cage Rage 27 - Step Up","win","Cristian Binda",2,"2:52","Submission (Guillotine Choke)",2008-07-12,1,1,FALSE,7,4,3,0.764705882352941,17,0.588235294117647,FALSE,0.176470588235294,FALSE,3,10,2.5
"68","102","Cage Rage 28 - VIP","win","Antanas Jazbutis",3,"2:10","KO (Punch to the Body)",2008-09-20,1,1,FALSE,7,5,4,0.777777777777778,18,0.611111111111111,TRUE,0.166666666666667,FALSE,3,11,2.75
"69","102","UCMMA 3 - Unstoppable","win","Dino Gambatesa",2,"0:15","Submission (Guillotine Choke)",2009-03-28,1,1,FALSE,7,6,5,0.789473684210526,19,0.631578947368421,TRUE,0.157894736842105,FALSE,3,12,3
"70","102","UCMMA 6 - Payback","win","David Lee",1,"2:26","Submission (Guillotine Choke)",2009-08-22,1,1,FALSE,7,7,6,0.8,20,0.65,TRUE,0.15,FALSE,3,13,3.25
"71","102","WEC 45 - Cerrone vs. Ratcliff","win","Kyle Dietz",2,"4:36","Submission (Peruvian Necktie)",2009-12-19,1,1,FALSE,7,8,7,0.80952380952381,21,0.666666666666667,TRUE,0.142857142857143,FALSE,3,14,3.5
"72","102","WEC 48 - Aldo vs. Faber","win","Demetrious Johnson",3,"5:00","Decision (Unanimous)",2010-04-24,1,1,FALSE,7,9,8,0.818181818181818,22,0.681818181818182,TRUE,0.136363636363636,FALSE,3,15,3.75
"73","102","WEC 50 - Cruz vs. Benavidez 2","loss","Scott Jorgensen",3,"5:00","Decision (Unanimous)",2010-08-18,0,1,TRUE,8,1,9,0.826086956521739,23,0.652173913043478,FALSE,0.130434782608696,FALSE,3,15,3.75
"74","102","WEC 53 - Henderson vs. Pettis","win","Ivan Menjivar",3,"5:00","Decision (Unanimous)",2010-12-16,1,0,TRUE,9,1,-1,0.791666666666667,24,0.625,FALSE,0.125,FALSE,3,15,3.75
"75","102","UFC 138 - Leben vs. Munoz","loss","Renan Barao",1,"4:09","Submission (Rear-Naked Choke)",2011-11-05,0,1,TRUE,10,1,1,0.8,25,0.6,FALSE,0.12,FALSE,3,15,3.75
"76","102","UFC on Fuel TV 2 - Gustafsson vs. Silva","win","Damacio Page",2,"4:05","Submission (Rear-Naked Choke)",2012-04-14,1,0,TRUE,11,1,-1,0.769230769230769,26,0.576923076923077,FALSE,0.153846153846154,TRUE,4,15,3
"77","102","UFC on Fuel TV 5 - Struve vs. Miocic","win","Yves Jabouin",1,"3:40","KO (Punch)",2012-09-29,1,1,FALSE,11,2,1,0.777777777777778,27,0.592592592592593,TRUE,0.148148148148148,FALSE,4,16,3.2
"78","102","UFC 155 - Dos Santos vs. Velasquez 2","loss","Eddie Wineland",3,"5:00","Decision (Split)",2012-12-29,0,1,TRUE,12,1,2,0.785714285714286,28,0.607142857142857,TRUE,0.142857142857143,FALSE,4,17,3.4
"79","102","UFC on Fuel TV 9 - Mousasi vs. Latifi","win","Mike Easton",3,"5:00","Decision (Split)",2013-04-06,1,0,TRUE,13,1,-1,0.758620689655172,29,0.586206896551724,FALSE,0.137931034482759,FALSE,4,17,3.4
"80","102","UFC Fight Night 26 - Shogun vs. Sonnen","loss","Michael McDonald",2,"3:43","Submission (Triangle Choke)",2013-08-17,0,1,TRUE,14,1,1,0.766666666666667,30,0.566666666666667,FALSE,0.133333333333333,FALSE,4,17,3.4
"81","102","UFC Fight Night 37 - Gustafsson vs. Manuwa","win","Neil Seery",3,"5:00","Decision (Unanimous)",2014-03-08,1,0,TRUE,15,1,-1,0.741935483870968,31,0.548387096774194,FALSE,0.161290322580645,TRUE,5,17,2.83333333333333
"82","102","UFC Fight Night 46 - McGregor vs. Brandao","loss","Ian McCall",3,"5:00","Decision (Unanimous)",2014-07-19,0,1,TRUE,16,1,1,0.75,32,0.53125,FALSE,0.15625,FALSE,5,17,2.83333333333333
"83","102","UFC Fight Night 57 - Edgar vs. Swanson","loss","Chico Camus",3,"5:00","Decision (Split)",2014-11-22,0,0,FALSE,16,2,-1,0.727272727272727,33,0.515151515151515,FALSE,0.151515151515152,FALSE,5,17,2.83333333333333
"84","102","UFC 189 - Mendes vs. McGregor","loss","Thomas Almeida",2,"0:29","KO (Knee)",2015-07-11,0,0,FALSE,16,3,-2,0.705882352941177,34,0.5,FALSE,0.147058823529412,FALSE,5,17,2.83333333333333
"85","102","UFC Fight Night 84 - Silva vs. Bisping","win","Francisco Rivera",3,"5:00","Decision (Split)",2016-02-27,1,0,TRUE,17,1,-3,0.685714285714286,35,0.485714285714286,FALSE,0.171428571428571,TRUE,6,17,2.42857142857143
"86","102","UFC 204 - Bisping vs. Henderson 2","loss","Iuri Alcantara",1,"1:59","Submission (Triangle Choke)",2016-10-08,0,1,TRUE,18,1,1,0.694444444444444,36,0.472222222222222,FALSE,0.166666666666667,FALSE,6,17,2.42857142857143
"87","102","UFC on Fox 22 - VanZant vs. Waterson","loss","Urijah Faber",3,"5:00","Decision (Unanimous)",2016-12-17,0,0,FALSE,18,2,-1,0.675675675675676,37,0.459459459459459,FALSE,0.189189189189189,TRUE,7,17,2.125
"88","102","UFC Fight Night 107 - Manuwa vs. Anderson","loss","Marlon Vera",3,"3:50","TKO (Head Kick and Punches)",2017-03-18,0,0,FALSE,18,3,-2,0.657894736842105,38,0.447368421052632,FALSE,0.184210526315789,FALSE,7,17,2.125
"89","104","WFF - World Fighting Federation","win","Kenneth Mendoza",1,"4:26","TKO (Punches)",2010-10-16,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"90","104","TCF - Rumble at the Ranch 1","win","Ruben S. Gonzales",3,"5:00","Decision (Unanimous)",2011-04-23,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"91","104","WFF - World Fighting Federation 7","win","Michael Parker",1,"3:08","TKO (Punches)",2011-10-22,1,1,FALSE,1,3,2,1,2,0.5,FALSE,0,FALSE,0,1,1
"92","104","TCF - Rumble at the Ranch 2","loss","Cody Huard",1,"2:34","KO (Punch)",2011-11-05,0,1,TRUE,2,1,3,1,3,0.666666666666667,TRUE,0,FALSE,0,2,2
"93","104","WFF 8 - Fight at the Fields","loss","Jeff Fletcher",1,"4:12","DQ (Knee to Head of Grounded Fighter)",2012-05-12,0,0,FALSE,2,2,-1,0.75,4,0.5,FALSE,0.25,TRUE,1,2,1
"94","104","Coalition of Combat - Pound for Pound","win","Jade Porter",3,"5:00","Decision (Majority)",2012-09-15,1,0,TRUE,3,1,-2,0.6,5,0.4,FALSE,0.4,TRUE,2,2,0.666666666666667
"95","104","KOTC - World Championships","win","Marvin Garcia",2,"4:10","Submission (Rear-Naked Choke)",2013-05-25,1,1,FALSE,3,2,1,0.666666666666667,6,0.333333333333333,FALSE,0.333333333333333,FALSE,2,2,0.666666666666667
"96","104","KOTC - Boiling Point","win","Tyler Bialecki",1,"4:53","Submission (Rear-Naked Choke)",2013-09-28,1,1,FALSE,3,3,2,0.714285714285714,7,0.428571428571429,TRUE,0.285714285714286,FALSE,2,3,1
"97","104","KOTC - Radar Lock","win","Marvin Blumer",4,"5:00","TKO (Doctor Stoppage)",2014-02-22,1,1,FALSE,3,4,3,0.75,8,0.5,TRUE,0.25,FALSE,2,4,1.33333333333333
"98","104","UFC Fight Night 47 - Bader vs. St. Preux","win","Nolan Ticman",3,"5:00","Decision (Unanimous)",2014-08-16,1,1,FALSE,3,5,4,0.777777777777778,9,0.555555555555556,TRUE,0.222222222222222,FALSE,2,5,1.66666666666667
"99","104","UFC Fight Night 61 - Bigfoot vs. Mir","win","Iuri Alcantara",3,"5:00","Decision (Unanimous)",2015-02-22,1,1,FALSE,3,6,5,0.8,10,0.5,FALSE,0.2,FALSE,2,5,1.66666666666667
"100","104","UFC Fight Night 73 - Teixeira vs. St. Preux","win","Sirwan Kakai",3,"5:00","Decision (Split)",2015-08-08,1,1,FALSE,3,7,6,0.818181818181818,11,0.454545454545455,FALSE,0.181818181818182,FALSE,2,5,1.66666666666667
"101","104","UFC 194 - Aldo vs. McGregor","loss","Urijah Faber",3,"5:00","Decision (Unanimous)",2015-12-12,0,1,TRUE,4,1,7,0.833333333333333,12,0.416666666666667,FALSE,0.166666666666667,FALSE,2,5,1.66666666666667
"102","104","UFC on Fox 20 - Holm vs. Shevchenko","loss","Eddie Wineland",3,"1:54","TKO (Punches)",2016-07-23,0,0,FALSE,4,2,-1,0.769230769230769,13,0.384615384615385,FALSE,0.153846153846154,FALSE,2,5,1.66666666666667
"103","104","UFC Fight Night 103 - Rodriguez vs. Penn","loss","Augusto Mendes",3,"5:00","Decision (Split)",2017-01-15,0,0,FALSE,4,3,-2,0.714285714285714,14,0.357142857142857,FALSE,0.214285714285714,TRUE,3,5,1.25
"104","104","UFC Fight Night 123 - Swanson vs. Ortega","win","Merab Dvalishvili",3,"5:00","Decision (Split)",2017-12-09,1,0,TRUE,5,1,-3,0.666666666666667,15,0.333333333333333,FALSE,0.2,FALSE,3,5,1.25
"105","104","UFC Fight Night 129 - Maia vs. Usman","win","Enrique Briones",3,"5:00","Decision (Unanimous)",2018-05-19,1,1,FALSE,5,2,1,0.6875,16,0.3125,FALSE,0.1875,FALSE,3,5,1.25
"106","104","UFC Fight Night 148 - Thompson vs. Pettis","loss","Marlon Vera",1,"1:25","TKO (Punches)",2019-03-23,0,1,TRUE,6,1,2,0.705882352941177,17,0.294117647058824,FALSE,0.176470588235294,FALSE,3,5,1.25
"107","104","UFC Fight Night 173 - Brunson vs. Shahbazyan","loss","Jonathan Martinez",3,"0:57","TKO (Knee and Punches)",2020-08-01,0,0,FALSE,6,2,-1,0.666666666666667,18,0.277777777777778,FALSE,0.222222222222222,TRUE,4,5,1
"108","105","UCL - Underground Combat League","win","Eric Uresk",1,"3:38","TKO (Punches)",2005-07-10,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"109","105","ROC 9 - Ring of Combat 9","win","Mark Getto",1,"4:21","TKO (Punches)",2005-10-29,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"110","105","SF 2 - Sportfighting 2","win","Jerome Isip",1,"3:26","Technical Submission (Rear-Naked Choke)",2005-12-10,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"111","105","ROC 10 - Ring of Combat 10","win","Steve McCabe",1,"2:37","Submission (Guillotine Choke)",2006-04-14,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3
"112","105","RF 13 - Battle at the Beach 2006","win","Deividas Taurosevicius",3,"5:00","Decision (Unanimous)",2006-08-05,1,1,FALSE,1,5,4,1,4,1,TRUE,0,FALSE,0,4,4
"113","105","RF 14 - Fall Brawl","win","Jim Miller",3,"5:00","Decision (Unanimous)",2006-11-18,1,1,FALSE,1,6,5,1,5,0.8,FALSE,0,FALSE,0,4,4
"114","105","UFC 67 - All or Nothing","win","Tyson Griffin",3,"5:00","Decision (Unanimous)",2007-02-03,1,1,FALSE,1,7,6,1,6,0.666666666666667,FALSE,0,FALSE,0,4,4
"115","105","UFC 73 - Stacked","win","Mark Bocek",1,"4:55","TKO (Punches)",2007-07-07,1,1,FALSE,1,8,7,1,7,0.571428571428571,FALSE,0,FALSE,0,4,4
"116","105","UFC 78 - Validation","win","Spencer Fisher",3,"5:00","Decision (Unanimous)",2007-11-17,1,1,FALSE,1,9,8,1,8,0.625,TRUE,0,FALSE,0,5,5
"117","105","UFC Fight Night 13 - Florian vs. Lauzon","loss","Gray Maynard",3,"5:00","Decision (Unanimous)",2008-04-02,0,1,TRUE,2,1,9,1,9,0.555555555555556,FALSE,0,FALSE,0,5,5
"118","105","UFC Fight Night 14 - Silva vs. Irvin","win","Hermes Franca",3,"5:00","Decision (Unanimous)",2008-07-19,1,0,TRUE,3,1,-1,0.9,10,0.5,FALSE,0,FALSE,0,5,5
"119","105","UFC 98 - Evans vs. Machida","win","Sean Sherk",3,"5:00","Decision (Unanimous)",2009-05-23,1,1,FALSE,3,2,1,0.909090909090909,11,0.454545454545455,FALSE,0,FALSE,0,5,5
"120","105","UFC - The Ultimate Fighter 10 Finale","win","Matt Veach",2,"2:22","Submission (Rear-Naked Choke)",2009-12-05,1,1,FALSE,3,3,2,0.916666666666667,12,0.416666666666667,FALSE,0,FALSE,0,5,5
"121","105","UFC 112 - Invincible","win","B.J. Penn",5,"5:00","Decision (Unanimous)",2010-04-10,1,1,FALSE,3,4,3,0.923076923076923,13,0.461538461538462,TRUE,0,FALSE,0,6,6
"122","105","UFC 118 - Edgar vs. Penn 2","win","B.J. Penn",5,"5:00","Decision (Unanimous)",2010-08-28,1,1,FALSE,3,5,4,0.928571428571429,14,0.428571428571429,FALSE,0,FALSE,0,6,6
