"","rowid","Result","Fighter","Event","Round","Time","Method","DateEvent","Outcome","PreviousOutcome","start","streak_id","streak","StreakLength","WinRatio","CountFights","FinishRatio","FinishPrevious","FinishedRatio","FinishedPrevious","FinishedCount","FinishCount","DamageDiff"
"411","114","loss","Socrates Pierre","RFC 26 - Legends Return",1,"2:22","SubmissionJohn Hosegood)",2012-04-28,0,1,TRUE,3,1,2,0.666666666666667,3,0.333333333333333,TRUE,0.333333333333333,FALSE,1,1,0.5
"412","114","loss","Charles Rosa","CFA 11 - Kyle vs. Wiuff",1,"3:26","Submission (Triangle Choke)",2013-05-24,0,0,FALSE,3,2,-1,0.5,4,0.25,FALSE,0.5,TRUE,2,1,0.333333333333333
"413","115","win","Edval Pedroso","FCT - Fight Club Tournament 2",3,"5:00","Decision (Unanimous)",2006-05-13,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"414","115","win","Vinicius Bohrer","FCT - Fight Club Tournament 3",1,"5:00","TKO (Corner Stoppage)",2006-08-18,1,1,FALSE,1,2,1,1,1,0,FALSE,0,FALSE,0,0,0
"415","115","win","Marcone Bezerra","HTJ - Hero's the Jungle 2",1,"0:00","Submission (Arm-Triangle Choke)",2008-04-07,1,1,FALSE,1,3,2,1,2,0.5,TRUE,0,FALSE,0,1,1
"416","115","win","Junior Lava","NF - Norofight 1",1,"0:12","TKO (Punches and Soccer Kicks)",2009-08-08,1,1,FALSE,1,4,3,1,3,0.666666666666667,TRUE,0,FALSE,0,2,2
"417","115","win","Luiz Firmino","BC - Bitetti Combat 6",1,"2:03","Submission (Toe Hold/Kneebar)",2010-02-25,1,1,FALSE,1,5,4,1,4,0.75,TRUE,0,FALSE,0,3,3
"418","115","win","Flavio Alvaro","JF - Jungle Fight 20",2,"4:01","TKO (Punches)",2010-05-22,1,1,FALSE,1,6,5,1,5,0.8,TRUE,0,FALSE,0,4,4
"419","115","loss","Iuri Alcantara","JF - Jungle Fight 22",2,"2:24","Submission (Armbar)",2010-09-18,0,1,TRUE,2,1,6,1,6,0.833333333333333,TRUE,0,FALSE,0,5,5
"420","115","win","Bruno Leandro Soares Lobato","JF - Jungle Fight 24",1,"2:24","Submission (Anaconda Choke)",2010-12-18,1,0,TRUE,3,1,-1,0.857142857142857,7,0.714285714285714,FALSE,0.142857142857143,TRUE,1,5,2.5
"421","115","win","Joao Paulo Rodrigues de Souza","JF - Jungle Fight 25",3,"5:00","Decision (Unanimous)",2011-02-19,1,1,FALSE,3,2,1,0.875,8,0.75,TRUE,0.125,FALSE,1,6,3
"422","115","win","Derrick Burnsed","JF - Jungle Fight 28",2,"0:54","KO (Punch)",2011-05-21,1,1,FALSE,3,3,2,0.888888888888889,9,0.666666666666667,FALSE,0.111111111111111,FALSE,1,6,3
"423","115","win","Adriano Martins","JF - Jungle Fight 30",3,"5:00","Decision (Majority)",2011-07-30,1,1,FALSE,3,4,3,0.9,10,0.7,TRUE,0.1,FALSE,1,7,3.5
"424","115","win","Delson Heleno","UFC 147 - Silva vs. Franklin 2",1,"4:21","TKO (Punches)",2012-06-23,1,1,FALSE,3,5,4,0.909090909090909,11,0.636363636363636,FALSE,0.0909090909090909,FALSE,1,7,3.5
"425","115","loss","Gleison Tibau","UFC 153 - Silva vs. Bonnar",3,"5:00","Decision (Unanimous)",2012-10-13,0,1,TRUE,4,1,5,0.916666666666667,12,0.666666666666667,TRUE,0.0833333333333333,FALSE,1,8,4
"426","115","win","C.J. Keith","UFC on FX 7 - Belfort vs. Bisping",2,"1:50","Submission (Arm-Triangle Choke)",2013-01-19,1,0,TRUE,5,1,-1,0.846153846153846,13,0.615384615384615,FALSE,0.0769230769230769,FALSE,1,8,4
"427","115","win","Mike Rio","UFC on FX 8 - Belfort vs. Rockhold",1,"3:08","Submission (Arm-Triangle Choke)",2013-05-18,1,1,FALSE,5,2,1,0.857142857142857,14,0.642857142857143,TRUE,0.0714285714285714,FALSE,1,9,4.5
"428","115","loss","Piotr Hallmann","UFC Fight Night 28 - Teixeira vs. Bader",2,"3:50","Submission (Kimura)",2013-09-04,0,1,TRUE,6,1,2,0.866666666666667,15,0.666666666666667,TRUE,0.0666666666666667,FALSE,1,10,5
"429","115","win","Jesse Ronson","UFC Fight Night 36 - Machida vs. Mousasi",3,"5:00","Decision (Split)",2014-02-15,1,0,TRUE,7,1,-1,0.8125,16,0.625,FALSE,0.125,TRUE,2,10,3.33333333333333
"430","115","loss","Michael Chiesa","UFC 173 - Barao vs. Dillashaw",3,"5:00","Decision (Unanimous)",2014-05-24,0,1,TRUE,8,1,1,0.823529411764706,17,0.588235294117647,FALSE,0.117647058823529,FALSE,2,10,3.33333333333333
"431","115","win","Leandro Silva","UFC Fight Night 51 - Bigfoot vs. Arlovski 2",3,"5:00","Decision (Unanimous)",2014-09-13,1,0,TRUE,9,1,-1,0.777777777777778,18,0.555555555555556,FALSE,0.111111111111111,FALSE,2,10,3.33333333333333
"432","115","win","Akbarh Arreola","UFC Fight Night 62 - Maia vs. LaFlare",3,"5:00","Decision (Unanimous)",2015-03-21,1,1,FALSE,9,2,1,0.789473684210526,19,0.526315789473684,FALSE,0.105263157894737,FALSE,2,10,3.33333333333333
"433","115","win","Norman Parke","UFC Fight Night 67 - Condit vs. Alves",3,"5:00","Decision (Split)",2015-05-30,1,1,FALSE,9,3,2,0.8,20,0.5,FALSE,0.1,FALSE,2,10,3.33333333333333
"434","115","win","Chad Laprise","UFC Fight Night 74 - Holloway vs. Oliveira",1,"2:43","TKO (Punches)",2015-08-23,1,1,FALSE,9,4,3,0.80952380952381,21,0.476190476190476,FALSE,0.0952380952380952,FALSE,2,10,3.33333333333333
"435","115","win","Ross Pearson","UFC Fight Night 81 - Dillashaw vs. Cruz",3,"5:00","Decision (Unanimous)",2016-01-17,1,1,FALSE,9,5,4,0.818181818181818,22,0.5,TRUE,0.0909090909090909,FALSE,2,11,3.66666666666667
"436","115","win","Yancy Medeiros","UFC 198 - Werdum vs. Miocic",3,"5:00","Decision (Unanimous)",2016-05-14,1,1,FALSE,9,6,5,0.826086956521739,23,0.478260869565217,FALSE,0.0869565217391304,FALSE,2,11,3.66666666666667
"437","115","win","Paul Felder","UFC Fight Night 95 - Cyborg vs. Lansberg",3,"2:25","TKO (Doctor Stoppage)",2016-09-24,1,1,FALSE,9,7,6,0.833333333333333,24,0.458333333333333,FALSE,0.0833333333333333,FALSE,2,11,3.66666666666667
"438","115","loss","Kevin Lee","UFC Fight Night 106 - Belfort vs. Gastelum",2,"3:12","Submission (Rear-Naked Choke)",2017-03-11,0,1,TRUE,10,1,7,0.84,25,0.48,TRUE,0.08,FALSE,2,12,4
"439","115","win","Jim Miller","UFC Fight Night 119 - Brunson vs. Machida",3,"5:00","Decision (Unanimous)",2017-10-28,1,0,TRUE,11,1,-1,0.807692307692308,26,0.461538461538462,FALSE,0.115384615384615,TRUE,3,12,3
"440","115","loss","James Vick","UFC Fight Night 126 - Cerrone vs. Medeiros",3,"5:00","Decision (Unanimous)",2018-02-18,0,1,TRUE,12,1,1,0.814814814814815,27,0.444444444444444,FALSE,0.111111111111111,FALSE,3,12,3
"441","115","win","Evan Dunham","UFC Fight Night 137 - Santos vs. Anders",2,"4:10","KO (Knee to the Body)",2018-09-22,1,0,TRUE,13,1,-1,0.785714285714286,28,0.428571428571429,FALSE,0.107142857142857,FALSE,3,12,3
"442","115","loss","Alexander Hernandez","UFC on ESPN 4 - Dos Anjos vs. Edwards",3,"5:00","Decision (Unanimous)",2019-07-20,0,1,TRUE,14,1,1,0.793103448275862,29,0.448275862068966,TRUE,0.103448275862069,FALSE,3,13,3.25
"443","115","win","Bobby Green","UFC Fight Night 164 - Blachowicz vs. Jacare",3,"5:00","Decision (Unanimous)",2019-11-16,1,0,TRUE,15,1,-1,0.766666666666667,30,0.433333333333333,FALSE,0.1,FALSE,3,13,3.25
"444","115","win","John Makdessi","UFC Fight Night 170 - Lee vs. Oliveira",3,"5:00","Decision (Unanimous)",2020-03-14,1,1,FALSE,15,2,1,0.774193548387097,31,0.419354838709677,FALSE,0.0967741935483871,FALSE,3,13,3.25
"445","115","win","Jai Herbert","UFC on ESPN 14 - Whittaker vs. Till",3,"1:30","TKO (Punch)",2020-07-25,1,1,FALSE,15,3,2,0.78125,32,0.40625,FALSE,0.09375,FALSE,3,13,3.25
"446","116","win","Mick Broster","AM 15 - The Octagon Club",1,"2:33","TKO (Cut)",2008-03-29,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"447","116","win","Ciaran Fry","AM 18 - Holly Brawl",1,"0:00","Submission (Triangle Choke)",2008-12-13,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"448","116","win","James Bryan","KnuckleUp MMA 1 - Mills vs. Marron",1,"1:55","Submission (Rear-Naked Choke)",2009-05-29,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"449","116","win","Marius Buzinskas","SFC 1 - Spartan Fight Challenge",1,"0:00","Submission (Rear-Naked Choke)",2009-07-11,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3
"450","116","win","Sebastien Grandin","KnuckleUp MMA 3 - Mills vs. Wallhead",1,"1:36","Submission (Triangle Choke)",2009-11-01,1,1,FALSE,1,5,4,1,4,1,TRUE,0,FALSE,0,4,4
"451","116","win","Norman Parke","SFC 3 - Spartan Fight Challenge",1,"0:00","Submission (Rear-Naked Choke)",2010-03-20,1,1,FALSE,1,6,5,1,5,1,TRUE,0,FALSE,0,5,5
"452","116","win","Conor McGregor","CWFC 39 - Cage Warriors 39: The Uprising",1,"0:38","Submission (Arm-Triangle Choke)",2010-11-27,1,1,FALSE,1,7,6,1,6,1,TRUE,0,FALSE,0,6,6
"453","116","win","Tom Maguire","CWFC 40 - Cage Warriors Fighting Championship 40",1,"4:47","Submission (Triangle Choke)",2011-02-26,1,1,FALSE,1,8,7,1,7,1,TRUE,0,FALSE,0,7,7
"454","116","win","Oriol Gaset","CWFC 42 - Cage Warriors Fighting Championship 42",1,"2:46","TKO (Punches)",2011-05-28,1,1,FALSE,1,9,8,1,8,1,TRUE,0,FALSE,0,8,8
"455","116","win","Francis Heagney","CWFC 43 - Cage Warriors Fighting Championship 43",3,"5:00","Decision (Unanimous)",2011-07-09,1,1,FALSE,1,10,9,1,9,1,TRUE,0,FALSE,0,9,9
"456","116","loss","Ivan Musardo","CWFC 44 - Cage Warriors Fighting Championship 44",4,"4:25","Submission (Guillotine Choke)",2011-10-01,0,1,TRUE,2,1,10,1,10,0.9,FALSE,0,FALSE,0,9,9
"457","116","win","Damien Lapilus","CWFC 70 - Cage Warriors Fighting Championship 70",3,"2:18","Submission (Rear-Naked Choke)",2014-08-16,1,0,TRUE,3,1,-1,0.909090909090909,11,0.818181818181818,FALSE,0.0909090909090909,TRUE,1,9,4.5
"458","116","win","Julien Boussuge","CWFC 74 - Cage Warriors Fighting Championship 74",1,"0:36","KO (Knee)",2014-11-15,1,1,FALSE,3,2,1,0.916666666666667,12,0.833333333333333,TRUE,0.0833333333333333,FALSE,1,10,5
"459","116","win","Jake Lindsey","UFC 185 - Pettis vs. dos Anjos",1,"1:47","KO (Punch to the Body)",2015-03-14,1,1,FALSE,3,3,2,0.923076923076923,13,0.846153846153846,TRUE,0.0769230769230769,FALSE,1,11,5.5
"460","116","win","Ivan Jorge","UFC Fight Night 72 - Bisping vs. Leites",1,"3:05","Submission (Triangle Choke)",2015-07-18,1,1,FALSE,3,4,3,0.928571428571429,14,0.857142857142857,TRUE,0.0714285714285714,FALSE,1,12,6
"461","116","loss","Dustin Poirier","UFC 195 - Lawler vs. Condit",3,"5:00","Decision (Unanimous)",2016-01-02,0,1,TRUE,4,1,4,0.933333333333333,15,0.866666666666667,TRUE,0.0666666666666667,FALSE,1,13,6.5
"462","116","win","Mitch Clarke","UFC Fight Night 90 - Dos Anjos vs. Alvarez",1,"0:25","Submission (Rear-Naked Choke)",2016-07-07,1,0,TRUE,5,1,-1,0.875,16,0.8125,FALSE,0.0625,FALSE,1,13,6.5
"463","116","win","Reza Madadi","UFC Fight Night 107 - Manuwa vs. Anderson",3,"5:00","Decision (Unanimous)",2017-03-18,1,1,FALSE,5,2,1,0.882352941176471,17,0.823529411764706,TRUE,0.0588235294117647,FALSE,1,14,7
"464","116","loss","James Vick","UFC 217 - Bisping vs. St. Pierre",2,"4:59","TKO (Punches)",2017-11-04,0,1,TRUE,6,1,2,0.888888888888889,18,0.777777777777778,FALSE,0.0555555555555556,FALSE,1,14,7
"465","116","loss","Marc Diakiese","UFC Fight Night 147 - Till vs. Masvidal",3,"5:00","Decision (Unanimous)",2019-03-16,0,0,FALSE,6,2,-1,0.842105263157895,19,0.736842105263158,FALSE,0.105263157894737,TRUE,2,14,4.66666666666667
"466","116","loss","Joel Alvarez","UFC Fight Night 172 - Figueiredo vs. Benavidez 2",1,"2:25","Submission (Guillotine Choke)",2020-07-18,0,0,FALSE,6,3,-2,0.8,20,0.7,FALSE,0.1,FALSE,2,14,4.66666666666667
"467","117","win","Alejandro Aguilar","IFN - Inevitable Fight Night",3,"N/A","TKON/A)",2009-06-12,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"468","117","win","Jaime Tyson","Black FC 6 - Black Fighting Championships 6",1,"0:00","TKO (Punches)",2012-08-30,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"469","117","win","Mike Prokop","Duelo De Giagantes - Round 1",2,"4:27","TKO (Punches)",2013-06-02,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"470","117","loss","Ran Weathers","Duelo De Giagantes - Round 2",1,"1:42","Submission (Rear-Naked Choke)",2013-06-08,0,1,TRUE,2,1,3,1,3,1,TRUE,0,FALSE,0,3,3
"471","117","loss","Randall Wallace","Argos MMA - Argos MMA Fighting",1,"2:58","TKO (Punches)",2013-09-14,0,0,FALSE,2,2,-1,0.75,4,0.75,FALSE,0.25,TRUE,1,3,1.5
"472","117","loss","Erick Montano","XK 25 - Xtreme Kombat 25",1,"N/A","Submission (Rear-Naked Choke)",2014-08-30,0,0,FALSE,2,3,-2,0.6,5,0.6,FALSE,0.4,TRUE,2,3,1
"473","117","win","Jose Luis Medrano","WFC - World Fighters Championship 13",2,"2:05","Submission (Triangle Choke)",2014-11-29,1,0,TRUE,3,1,-3,0.5,6,0.5,FALSE,0.5,TRUE,3,3,0.75
"474","117","win","Cesar Arzamendia","UFC Fight Night 78 - Magny vs. Gastelum",1,"3:42","KO (Punch)",2015-11-21,1,1,FALSE,3,2,1,0.571428571428571,7,0.571428571428571,TRUE,0.428571428571429,FALSE,3,4,1
"475","117","win","Dong Hyun Ma","UFC 199 - Rockhold vs. Bisping 2",3,"1:52","KO (Punches)",2016-06-04,1,1,FALSE,3,3,2,0.625,8,0.625,TRUE,0.375,FALSE,3,5,1.25
"476","117","win","Jason Novelli","UFC Fight Night 98 - Dos Anjos vs. Ferguson",3,"5:00","Decision (Split)",2016-11-05,1,1,FALSE,3,4,3,0.666666666666667,9,0.666666666666667,TRUE,0.333333333333333,FALSE,3,6,1.5
"477","117","loss","James Vick","UFC 211 - Miocic vs. Dos Santos 2",1,"2:39","TKO (Punches)",2017-05-13,0,1,TRUE,4,1,4,0.7,10,0.6,FALSE,0.3,FALSE,3,6,1.5
"478","117","win","Matt Frevola","UFC Fight Night 124 - Stephens vs. Choi",1,"1:00","KO (Punches)",2018-01-14,1,0,TRUE,5,1,-1,0.636363636363636,11,0.545454545454545,FALSE,0.363636363636364,TRUE,4,6,1.2
"479","117","loss","Damir Hadzovic","UFC Fight Night 145 - Blachowicz vs. Santos",2,"2:03","TKO (Punches)",2019-02-23,0,1,TRUE,6,1,1,0.666666666666667,12,0.583333333333333,TRUE,0.333333333333333,FALSE,4,7,1.4
"480","117","loss","Drew Dober","UFC on ESPN 3 - Ngannou vs. Dos Santos",1,"1:07","TKO (Punches)",2019-06-29,0,0,FALSE,6,2,-1,0.615384615384615,13,0.538461538461538,FALSE,0.384615384615385,TRUE,5,7,1.16666666666667
"481","117","loss","Kyle Nelson","UFC Fight Night 159 - Rodriguez vs. Stephens",1,"1:36","TKO (Punches)",2019-09-21,0,0,FALSE,6,3,-2,0.571428571428571,14,0.5,FALSE,0.428571428571429,TRUE,6,7,1
"482","117","win","Ricardo Arreola","Lux Fight League - Lux 011",1,"4:08","TKO (Punches)",2020-11-20,1,0,TRUE,7,1,-3,0.533333333333333,15,0.466666666666667,FALSE,0.466666666666667,TRUE,7,7,0.875
"483","118","win","Charles Mariano Aguida","AVF - Alto Vale Fight 1",1,"0:19","TKO (Punches)",2012-05-05,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"484","118","win","Elvis Pitbull","PCF - Predador Campos Fight",3,"3:01","TKO (Punches)",2012-09-08,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"485","118","win","Diogo Kadu","Blufight MMA - Blufight 3",2,"4:34","KO (Punch)",2012-10-27,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"486","118","loss","Anderson Goncalves","NCF - Nitrix Champion Fight 13",2,"2:41","Submission (Anaconda Choke)",2013-01-05,0,1,TRUE,2,1,3,1,3,1,TRUE,0,FALSE,0,3,3
"487","118","loss","Luis Fernando Erbes","NFC - Nocaute Fight Champion",3,"5:00","Decision (Unanimous)",2013-04-13,0,0,FALSE,2,2,-1,0.75,4,0.75,FALSE,0.25,TRUE,1,3,1.5
"488","118","win","Fernando     Souza","Sparta MMA 7 - Let's Do This",1,"0:50","KO (Punch)",2013-06-15,1,0,TRUE,3,1,-2,0.6,5,0.6,FALSE,0.2,FALSE,1,3,1.5
"489","118","win","Ebson Ferreira de Sousa","SMMA - Sparta MMA 8",2,"3:37","Submission (Rear-Naked Choke)",2013-08-24,1,1,FALSE,3,2,1,0.666666666666667,6,0.666666666666667,TRUE,0.166666666666667,FALSE,1,4,2
"490","118","win","Jean Marcos Baiak Narciso","Sparta MMA 9 - Qualify",1,"2:33","Submission (Rear-Naked Choke)",2013-09-15,1,1,FALSE,3,3,2,0.714285714285714,7,0.714285714285714,TRUE,0.142857142857143,FALSE,1,5,2.5
"491","118","win","Pedro Russo","PCF - Predador Campos Fight 2",1,"0:28","KO (Punch)",2013-10-05,1,1,FALSE,3,4,3,0.75,8,0.75,TRUE,0.125,FALSE,1,6,3
"492","118","win","Luis Guilherme Schattschneider","CAMGFC - Curitibanos AMG Fight Champion 6",1,"1:24","Submission (Rear-Naked Choke)",2013-11-09,1,1,FALSE,3,5,4,0.777777777777778,9,0.777777777777778,TRUE,0.111111111111111,FALSE,1,7,3.5
"493","118","win","Igor Soares","Smash Fight 3 - Rising Stars",3,"5:00","Decision (Unanimous)",2013-12-07,1,1,FALSE,3,6,5,0.8,10,0.8,TRUE,0.1,FALSE,1,8,4
"494","118","loss","Daniel Reis","CTA Combat 2 - Lightweight GP",3,"5:00","Decision (Unanimous)",2014-03-15,0,1,TRUE,4,1,6,0.818181818181818,11,0.727272727272727,FALSE,0.0909090909090909,FALSE,1,8,4
"495","118","win","Robson Eduardo Maciel","CTA Combat 2 - Lightweight GP",1,"1:27","SubmissionN/A)",2014-03-15,1,0,TRUE,5,1,-1,0.75,12,0.666666666666667,FALSE,0.0833333333333333,FALSE,1,8,4
"496","118","win","Piero Severo","Jorge Velho Team - JVT Championship 6",1,"1:55","Submission (Anaconda Choke)",2014-05-10,1,1,FALSE,5,2,1,0.769230769230769,13,0.692307692307692,TRUE,0.0769230769230769,FALSE,1,9,4.5
"497","118","win","Wellington Soares","AFC - Aspera FC 11",1,"1:17","KO (Knee)",2014-08-30,1,1,FALSE,5,3,2,0.785714285714286,14,0.714285714285714,TRUE,0.0714285714285714,FALSE,1,10,5
"498","118","win","Fernando Bruno","UFC 190 - Rousey vs. Correia",3,"4:46","Submission (Rear-Naked Choke)",2015-08-01,1,1,FALSE,5,4,3,0.8,15,0.733333333333333,TRUE,0.0666666666666667,FALSE,1,11,5.5
"499","118","loss","James Vick","UFC 197 - Jones vs. St. Preux",3,"5:00","Decision (Unanimous)",2016-04-23,0,1,TRUE,6,1,4,0.8125,16,0.75,TRUE,0.0625,FALSE,1,12,6
"500","118","loss","Gregor Gillespie","UFC Fight Night 95 - Cyborg vs. Lansberg",3,"5:00","Decision (Unanimous)",2016-09-24,0,0,FALSE,6,2,-1,0.764705882352941,17,0.705882352941177,FALSE,0.0588235294117647,FALSE,1,12,6
"501","118","win","Julio Cesar Bilik","Aspera FC 49 - Aspera Fighting Championship 49",1,"0:50","Submission (Rear-Naked Choke)",2017-02-18,1,0,TRUE,7,1,-2,0.722222222222222,18,0.666666666666667,FALSE,0.0555555555555556,FALSE,1,12,6
"502","118","win","Cleiton Caetano","Aspera FC 51 - Aspera Fighting Championship 51",2,"0:55","TKO (Punches)",2017-05-20,1,1,FALSE,7,2,1,0.736842105263158,19,0.684210526315789,TRUE,0.0526315789473684,FALSE,1,13,6.5
"503","118","win","Jean Felipe Prestes dos Santos","Aspera FC 55 - Aspera Fighting Championship 55",2,"0:18","TKO (Elbows)",2017-08-12,1,1,FALSE,7,3,2,0.75,20,0.7,TRUE,0.05,FALSE,1,14,7
"504","118","win","Marcelo Barreira","Aspera FC 58 - Aspera Fighting Championship 58",1,"1:36","TKO (Punches)",2017-11-04,1,1,FALSE,7,4,3,0.761904761904762,21,0.714285714285714,TRUE,0.0476190476190476,FALSE,1,15,7.5
"505","118","win","Hiroyuki Tetsuka","Pancrase 293 - Senzo vs. Wakamatsu",3,"5:00","Decision (Split)",2018-02-04,1,1,FALSE,7,5,4,0.772727272727273,22,0.727272727272727,TRUE,0.0454545454545455,FALSE,1,16,8
"506","118","win","Takashi Sato","Pancrase 297 - Sato vs. Franca",4,"1:15","Submission (Rear-Naked Choke)",2018-07-01,1,1,FALSE,7,6,5,0.782608695652174,23,0.695652173913043,FALSE,0.0434782608695652,FALSE,1,16,8
"507","118","win","Gamzat Khiramagomedov","Professional Fighters League - PFL 1: 2019 Regular Season",1,"4:06","Submission (Rear-Naked Choke)",2019-05-09,1,1,FALSE,7,7,6,0.791666666666667,24,0.708333333333333,TRUE,0.0416666666666667,FALSE,1,17,8.5
"508","118","win","Sadibou Sy","Professional Fighters League - PFL 4: 2019 Regular Season",3,"4:29","TKO (Punches)",2019-07-11,1,1,FALSE,7,8,7,0.8,25,0.72,TRUE,0.04,FALSE,1,18,9
"509","118","loss","David Michaud","Professional Fighters League -  PFL 7: 2019 Season PFL Playoffs 1",3,"5:00","Decision (Majority)",2019-10-11,0,1,TRUE,8,1,8,0.807692307692308,26,0.730769230769231,TRUE,0.0384615384615385,FALSE,1,19,9.5
"510","118","win","Andre Fialho","Professional Fighters League -  PFL 7: 2019 Season PFL Playoffs 1",2,"5:00","Decision (Majority)",2019-10-11,1,0,TRUE,9,1,-1,0.777777777777778,27,0.703703703703704,FALSE,0.037037037037037,FALSE,1,19,9.5
"511","12","win","Ricardo Ricardo","MOVT 3 - Mossoro Open de Vale Tudo 3",1,"0:00","TKO (Retirement)",1999-12-24,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"512","12","win","Rivanio Regis","CNVTO - Currais Novos Vale Tudo Open",3,"5:00","Decision (Unanimous)",2000-05-18,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"513","12","win","Thiago Alves","CN - Champions Night 2",2,"3:31","Submission (Armbar)",2001-06-30,1,1,FALSE,1,3,2,1,2,0.5,FALSE,0,FALSE,0,1,1
"514","12","win","Paulo Roberto Nogueira da Silva Junior","BC - Bitetti Combat Nordeste 1",3,"5:00","Decision (Unanimous)",2002-11-28,1,1,FALSE,1,4,3,1,3,0.666666666666667,TRUE,0,FALSE,0,2,2
"515","12","win","Unknown Fighter","TF - Tibau Fight",1,"0:00","Submission (Keylock)",2003-01-11,1,1,FALSE,1,5,4,1,4,0.5,FALSE,0,FALSE,0,2,2
"516","12","win","Fernando Terere","BC - Bitetti Combat Nordeste 2",3,"5:00","Decision (Split)",2003-03-20,1,1,FALSE,1,6,5,1,5,0.6,TRUE,0,FALSE,0,3,3
"517","12","loss","Eiji Mitsuoka","Deep - 11th Impact",2,"3:41","TKO (Corner Stoppage)",2003-07-13,0,1,TRUE,2,1,6,1,6,0.5,FALSE,0,FALSE,0,3,3
"518","12","win","Romario Manoel da Silva","Desafio - Natal vs. Nordeste",1,"2:30","Submission (Rear-Naked Choke)",2004-03-09,1,0,TRUE,3,1,-1,0.857142857142857,7,0.428571428571429,FALSE,0.142857142857143,TRUE,1,3,1.5
"519","12","win","Daniel Muralha","CN 10 - Champions Night 10",1,"0:00","Submission (Armbar)",2004-05-21,1,1,FALSE,3,2,1,0.875,8,0.5,TRUE,0.125,FALSE,1,4,2
"520","12","win","Adriano Martins","AF - Amazonia Fight 1",3,"5:00","Decision (Unanimous)",2004-06-20,1,1,FALSE,3,3,2,0.888888888888889,9,0.555555555555556,TRUE,0.111111111111111,FALSE,1,5,2.5
"521","12","win","Carlos Alexandre Pereira","CN 11 - Champions Night 11",1,"1:16","Submission (Rear-Naked Choke)",2004-10-07,1,1,FALSE,3,4,3,0.9,10,0.5,FALSE,0.1,FALSE,1,5,2.5
"522","12","win","Josenildo Ramalho","BC 2 - Brazilian Challenger 2",1,"0:00","Submission (Armbar)",2004-10-21,1,1,FALSE,3,5,4,0.909090909090909,11,0.545454545454545,TRUE,0.0909090909090909,FALSE,1,6,3
"523","12","win","Anderson Cruz","OF - Octagon Fight",1,"N/A","KO (Punches)",2005-02-24,1,1,FALSE,3,6,5,0.916666666666667,12,0.583333333333333,TRUE,0.0833333333333333,FALSE,1,7,3.5
"524","12","win","Josenildo Rodrigues de Oliveira","COVT - Ceara Open Vale Tudo 2",3,"5:00","Decision (Unanimous)",2005-03-10,1,1,FALSE,3,7,6,0.923076923076923,13,0.615384615384615,TRUE,0.0769230769230769,FALSE,1,8,4
"525","12","loss","Marcelo Brito","SS 7 - Storm Samurai 7",3,"5:00","Decision (Unanimous)",2005-06-11,0,1,TRUE,4,1,7,0.928571428571429,14,0.571428571428571,FALSE,0.0714285714285714,FALSE,1,8,4
"526","12","win","Fabricio Camoes","Meca 12 - Meca World Vale Tudo 12",1,"2:15","Submission (Rear-Naked Choke)",2005-07-09,1,0,TRUE,5,1,-1,0.866666666666667,15,0.533333333333333,FALSE,0.0666666666666667,FALSE,1,8,4
"527","12","win","Edilson Florencio","MCM - Mega Combate Mossoro",1,"3:26","Submission (Triangle Choke)",2005-12-02,1,1,FALSE,5,2,1,0.875,16,0.5625,TRUE,0.0625,FALSE,1,9,4.5
"528","12","win","Jedrzej Kubski","KO - Arena 4",1,"1:03","Submission (Rear-Naked Choke)",2006-03-11,1,1,FALSE,5,3,2,0.882352941176471,17,0.588235294117647,TRUE,0.0588235294117647,FALSE,1,10,5
"529","12","loss","Nick Diaz","UFC 65 - Bad Intentions",2,"2:27","TKO (Punches)",2006-11-18,0,1,TRUE,6,1,3,0.888888888888889,18,0.611111111111111,TRUE,0.0555555555555556,FALSE,1,11,5.5
"530","12","win","Jason Dent","UFC 68 - Uprising",3,"5:00","Decision (Unanimous)",2007-03-03,1,0,TRUE,7,1,-1,0.842105263157895,19,0.578947368421053,FALSE,0.105263157894737,TRUE,2,11,3.66666666666667
"531","12","win","Antonio Moreno","NCC - Nordeste Combat Championship",1,"0:55","TKO (Punches)",2007-05-09,1,1,FALSE,7,2,1,0.85,20,0.55,FALSE,0.1,FALSE,2,11,3.66666666666667
