"","rowid","Result","Fighter","Event","Round","Time","Method","DateEvent","Outcome","PreviousOutcome","start","streak_id","streak","StreakLength","WinRatio","CountFights","FinishRatio","FinishPrevious","FinishedRatio","FinishedPrevious","FinishedCount","FinishCount","DamageDiff"
"1","1","win","Kevin Croom","ROF 41 - Bragging Rights",1,"1:01","KO (Slam)",2011-08-20,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"2","1","win","Joe Kelso","BTT MMA 2 - Genesis",1,"4:32","TKO (Punches)",2011-10-01,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"3","1","win","Donnie Bell","ROF 42 - Who's Next",2,"2:57","TKO (Punches)",2011-12-17,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"4","1","win","Marcus Edwards","ROF 43 - Bad Blood",3,"5:00","Decision (Unanimous)",2012-06-02,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3
"5","1","win","Sam Young","RITC - Rage in the Cage 162",2,"1:58","Submission (Rear-Naked Choke)",2012-09-29,1,1,FALSE,1,5,4,1,4,0.75,FALSE,0,FALSE,0,3,3
"6","1","win","Drew Fickett","RITC  - Rage in the Cage 163",1,"0:12","KO (Punch)",2012-10-20,1,1,FALSE,1,6,5,1,5,0.8,TRUE,0,FALSE,0,4,4
"7","1","win","Adrian Valdez","RITC - Rage in the Cage 164",2,"0:19","TKO (Punches)",2012-11-16,1,1,FALSE,1,7,6,1,6,0.833333333333333,TRUE,0,FALSE,0,5,5
"8","1","win","Gesias Cavalcante","WSOF 2 - Arlovski vs. Johnson",1,"2:27","TKO (Doctor Stoppage)",2013-03-23,1,1,FALSE,1,8,7,1,7,0.857142857142857,TRUE,0,FALSE,0,6,6
"9","1","win","Brian Cobb","WSOF 3 - Fitch vs. Burkman 2",3,"2:19","TKO (Leg Kicks)",2013-06-14,1,1,FALSE,1,9,8,1,8,0.875,TRUE,0,FALSE,0,7,7
"10","1","win","Dan Lauzon","WSOF 6 - Burkman vs. Carl",2,"1:40","KO (Punches)",2013-10-26,1,1,FALSE,1,10,9,1,9,0.888888888888889,TRUE,0,FALSE,0,8,8
"11","1","win","Richard Patishnock","WSOF 8 - Gaethje vs. Patishnock",1,"1:09","TKO (Punches and Elbows)",2014-01-18,1,1,FALSE,1,11,10,1,10,0.9,TRUE,0,FALSE,0,9,9
"12","1","win","Nick Newell","WSOF 11 - Gaethje vs. Newell",2,"3:09","TKO (Punches)",2014-07-05,1,1,FALSE,1,12,11,1,11,0.909090909090909,TRUE,0,FALSE,0,10,10
"13","1","win","Melvin Guillard","WSOF 15 - Branch vs. Okami",3,"5:00","Decision (Split)",2014-11-15,1,1,FALSE,1,13,12,1,12,0.916666666666667,TRUE,0,FALSE,0,11,11
"14","1","win","Luis Palomino","WSOF 19 - Gaethje vs. Palomino",3,"3:57","TKO (Leg Kicks and Punches)",2015-03-28,1,1,FALSE,1,14,13,1,13,0.846153846153846,FALSE,0,FALSE,0,11,11
"15","1","win","Luis Palomino","WSOF 23 - Gaethje vs. Palomino 2",2,"4:30","TKO (Punches)",2015-09-18,1,1,FALSE,1,15,14,1,14,0.857142857142857,TRUE,0,FALSE,0,12,12
"16","1","win","Brian Foster","WSOF 29 - Gaethje vs. Foster",1,"1:43","TKO (Leg Kicks)",2016-03-12,1,1,FALSE,1,16,15,1,15,0.866666666666667,TRUE,0,FALSE,0,13,13
"17","1","win","Luiz Firmino","WSOF 34 - Gaethje vs. Firmino",3,"5:00","TKO (Doctor Stoppage)",2016-12-31,1,1,FALSE,1,17,16,1,16,0.875,TRUE,0,FALSE,0,14,14
"18","1","win","Michael Johnson","UFC - The Ultimate Fighter 25 Finale",2,"4:48","TKO (Punches and Knees)",2017-07-07,1,1,FALSE,1,18,17,1,17,0.882352941176471,TRUE,0,FALSE,0,15,15
"19","1","loss","Eddie Alvarez","UFC 218 - Holloway vs. Aldo 2",3,"3:59","KO (Knee)",2017-12-02,0,1,TRUE,2,1,18,1,18,0.888888888888889,TRUE,0,FALSE,0,16,16
"20","1","loss","Dustin Poirier","UFC on Fox 29 - Poirier vs. Gaethje",4,"0:33","TKO (Punches)",2018-04-14,0,0,FALSE,2,2,-1,0.947368421052632,19,0.842105263157895,FALSE,0.0526315789473684,TRUE,1,16,8
"21","1","win","James Vick","UFC Fight Night 135 - Gaethje vs. Vick",1,"1:27","KO (Punches)",2018-08-25,1,0,TRUE,3,1,-2,0.9,20,0.8,FALSE,0.1,TRUE,2,16,5.33333333333333
"22","1","win","Edson Barboza","UFC on ESPN 2 - Barboza vs. Gaethje",1,"2:30","KO (Punch)",2019-03-30,1,1,FALSE,3,2,1,0.904761904761905,21,0.80952380952381,TRUE,0.0952380952380952,FALSE,2,17,5.66666666666667
"23","1","win","Donald Cerrone","UFC Fight Night 158 - Cowboy vs. Gaethje",1,"4:18","TKO (Punches)",2019-09-14,1,1,FALSE,3,3,2,0.909090909090909,22,0.818181818181818,TRUE,0.0909090909090909,FALSE,2,18,6
"24","1","win","Tony Ferguson","UFC 249 - Ferguson vs. Gaethje",5,"3:39","TKO (Punch)",2020-05-09,1,1,FALSE,3,4,3,0.91304347826087,23,0.826086956521739,TRUE,0.0869565217391304,FALSE,2,19,6.33333333333333
"25","1","loss","Khabib Nurmagomedov","UFC 254 - Nurmagomedov vs. Gaethje",2,"1:34","Technical Submission (Triangle Choke)",2020-10-24,0,1,TRUE,4,1,4,0.916666666666667,24,0.833333333333333,TRUE,0.0833333333333333,FALSE,2,20,6.66666666666667
"26","10","loss","Ted Worthington","MFDM - Ballroom Brawl 2",1,"3:06","Submission (Armbar)",2009-08-28,0,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"27","10","win","Dustin Praxedes","Xtreme Promotions - Throwdown in Jamestown 2",1,"4:15","TKO (Punches)",2010-03-06,1,0,TRUE,2,1,-1,0,1,0,FALSE,1,TRUE,1,0,0
"28","10","loss","Clayton Robinson","C3 Fights - Knockout-Rockout Weekend 4",1,"2:47","TKO (Punches)",2010-07-17,0,1,TRUE,3,1,1,0.5,2,0.5,TRUE,0.5,FALSE,1,1,0.5
"29","10","win","Dave Lehr Cochran","Fight Me MMA 1 - The Battle Begins",1,"1:29","KO (Punches)",2010-08-14,1,0,TRUE,4,1,-1,0.333333333333333,3,0.333333333333333,FALSE,0.666666666666667,TRUE,2,1,0.333333333333333
"30","10","win","Wes Clark","TCF - TriState Cage Fights",1,"2:01","Submission (Verbal)",2010-10-23,1,1,FALSE,4,2,1,0.5,4,0.5,TRUE,0.5,FALSE,2,2,0.666666666666667
"31","10","win","Andre Garcia","Xtreme Fight Promotions - XFP: The Holiday Fight Fest",1,"2:36","Submission (Guillotine Choke)",2010-12-04,1,1,FALSE,4,3,2,0.6,5,0.6,TRUE,0.4,FALSE,2,3,1
"32","10","win","Marcos Marquez","Extreme Challenge - Bad Blood",3,"5:00","Decision (Unanimous)",2011-02-11,1,1,FALSE,4,4,3,0.666666666666667,6,0.666666666666667,TRUE,0.333333333333333,FALSE,2,4,1.33333333333333
"33","10","loss","Scott Cleve","EB - Beatdown at 4 Bears 8",5,"5:00","Decision (Split)",2011-03-12,0,1,TRUE,5,1,4,0.714285714285714,7,0.571428571428571,FALSE,0.285714285714286,FALSE,2,4,1.33333333333333
"34","10","loss","Alonzo Martinez","EC - Extreme Challenge 181",1,"3:30","Technical Submission (Guillotine Choke)",2011-04-15,0,0,FALSE,5,2,-1,0.625,8,0.5,FALSE,0.25,FALSE,2,4,1.33333333333333
"35","10","win","Lucas Gwaltney","Fight Me MMA - Trujillo vs. Gwaltney",3,"5:00","Decision (Unanimous)",2011-08-13,1,0,TRUE,6,1,-2,0.555555555555556,9,0.444444444444444,FALSE,0.333333333333333,TRUE,3,4,1
"36","10","win","Ken Jackson","C3 Fights - Slamfest",3,"5:00","Decision (Unanimous)",2012-01-21,1,1,FALSE,6,2,1,0.6,10,0.4,FALSE,0.3,FALSE,3,4,1
"37","10","win","Edson Berto","CFA 6 - Palomino vs. Warfield",1,"1:10","Submission (Punches)",2012-04-13,1,1,FALSE,6,3,2,0.636363636363636,11,0.363636363636364,FALSE,0.272727272727273,FALSE,3,4,1
"38","10","win","Frank Carrillo","CFA 7 - Never Give Up",3,"5:00","Decision (Unanimous)",2012-06-30,1,1,FALSE,6,4,3,0.666666666666667,12,0.416666666666667,TRUE,0.25,FALSE,3,5,1.25
"39","10","win","Marcus LeVesseur","UFC on Fox 5 - Henderson vs. Diaz",2,"3:56","TKO (Knees to the Body)",2012-12-08,1,1,FALSE,6,5,4,0.692307692307692,13,0.384615384615385,FALSE,0.230769230769231,FALSE,3,5,1.25
"40","10","loss","Khabib Nurmagomedov","UFC 160 - Velasquez vs. Bigfoot 2",3,"5:00","Decision (Unanimous)",2013-05-25,0,1,TRUE,7,1,5,0.714285714285714,14,0.428571428571429,TRUE,0.214285714285714,FALSE,3,6,1.5
"41","10","NC","Roger Bowling","UFC Fight Night 27 - Condit vs. Kampmann 2",2,"4:57","NC (Knee to Head of Grounded Fighter)",2013-08-28,0,0,FALSE,7,2,-1,0.666666666666667,15,0.4,FALSE,0.2,FALSE,3,6,1.5
"42","10","win","Roger Bowling","UFC on Fox 9 - Johnson vs. Benavidez 2",2,"1:35","TKO (Punches)",2013-12-14,1,0,TRUE,8,1,-2,0.625,16,0.375,FALSE,0.25,TRUE,4,6,1.2
"43","10","win","Jamie Varner","UFC 169 - Barao vs. Faber 2",2,"2:32","KO (Punch)",2014-02-01,1,1,FALSE,8,2,1,0.647058823529412,17,0.411764705882353,TRUE,0.235294117647059,FALSE,4,7,1.4
"44","10","loss","Tony Ferguson","UFC 181 - Hendricks vs. Lawler 2",2,"4:19","Submission (Rear-Naked Choke)",2014-12-06,0,1,TRUE,9,1,2,0.666666666666667,18,0.444444444444444,TRUE,0.222222222222222,FALSE,4,8,1.6
"45","10","win","Gleison Tibau","UFC Fight Night 77 - Belfort vs. Henderson 3",1,"1:45","Disqualification (Failed Drug Test)",2015-11-07,1,0,TRUE,10,1,-1,0.631578947368421,19,0.421052631578947,FALSE,0.263157894736842,TRUE,5,8,1.33333333333333
"46","10","win","Tony Sims","UFC 195 - Lawler vs. Condit",1,"3:18","Submission (Guillotine Choke)",2016-01-02,1,1,FALSE,10,2,1,0.65,20,0.45,TRUE,0.25,FALSE,5,9,1.5
"47","10","win","Jordan Rinaldi","UFC Fight Night 88 - Almeida vs. Garbrandt",3,"5:00","Decision (Unanimous)",2016-05-29,1,1,FALSE,10,3,2,0.666666666666667,21,0.476190476190476,TRUE,0.238095238095238,FALSE,5,10,1.66666666666667
"48","10","loss","James Vick","UFC Fight Night 104 - Bermudez vs. Korean Zombie",3,"0:49","Submission (Brabo Choke)",2017-02-04,0,1,TRUE,11,1,3,0.681818181818182,22,0.454545454545455,FALSE,0.227272727272727,FALSE,5,10,1.66666666666667
"49","10","loss","John Makdessi","UFC on Fox 26 - Lawler vs. dos Anjos",3,"5:00","Decision (Unanimous)",2017-12-16,0,0,FALSE,11,2,-1,0.652173913043478,23,0.434782608695652,FALSE,0.260869565217391,TRUE,6,10,1.42857142857143
"50","100","win","Mike Taylor","SCF 2 - Supremacy Cage Fighting 2",1,"0:48","Submission (Rear-Naked Choke)",2009-03-07,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"51","100","loss","Adam Calver","SCF 3 - Supremacy Cage Fighting 3",3,"5:00","Decision (Split)",2009-07-25,0,1,TRUE,2,1,1,1,1,1,TRUE,0,FALSE,0,1,1
"52","100","win","Adam Calver","SCF 4 - Legends Rise",1,"2:52","Submission (Armbar)",2009-11-14,1,0,TRUE,3,1,-1,0.5,2,0.5,FALSE,0,FALSE,0,1,1
"53","100","win","Ken Yasuda","Rize 3 - Ascension",1,"3:12","TKO (Eye Injury)",2009-12-05,1,1,FALSE,3,2,1,0.666666666666667,3,0.666666666666667,TRUE,0,FALSE,0,2,2
"54","100","loss","Sonny Brown","Rize 4 - Crowning Glory",2,"2:00","Submission (Rear-Naked Choke)",2010-03-27,0,1,TRUE,4,1,2,0.75,4,0.75,TRUE,0,FALSE,0,3,3
"55","100","loss","Rob Lisita","SCF 6 - Southern Supremacy",3,"5:00","Decision (Split)",2010-07-03,0,0,FALSE,4,2,-1,0.6,5,0.6,FALSE,0.2,TRUE,1,3,1.5
"56","100","win","Scott MacGregor","SFC 8 - Triple Threat",1,"4:42","Submission (Guillotine Choke)",2011-07-30,1,0,TRUE,5,1,-2,0.5,6,0.5,FALSE,0.166666666666667,FALSE,1,3,1.5
"57","100","win","Yuma Ishizuka","AFC 2 - Lombard vs. Taylor",3,"5:00","Decision (Unanimous)",2011-09-03,1,1,FALSE,5,2,1,0.571428571428571,7,0.571428571428571,TRUE,0.142857142857143,FALSE,1,4,2
"58","100","loss","Haotian Wu","Legend FC - Legend Fighting Championship 8",2,"4:52","Technical Submission (Rear-Naked Choke)",2012-03-30,0,1,TRUE,6,1,2,0.625,8,0.5,FALSE,0.125,FALSE,1,4,2
"59","100","win","Rusty McBride","AFC 3 - Australian Fighting Championship 3",2,"3:57","TKO (Doctor Stoppage)",2012-04-14,1,0,TRUE,7,1,-1,0.555555555555556,9,0.444444444444444,FALSE,0.222222222222222,TRUE,2,4,1.33333333333333
"60","100","win","Chengjie Wu","Legend FC - Legend Fighting Championship 9",1,"3:44","TKO (Doctor Stoppage)",2012-06-16,1,1,FALSE,7,2,1,0.6,10,0.5,TRUE,0.2,FALSE,2,5,1.66666666666667
"61","100","win","Sboh Ceeh Khuboni","Shuriken MMA - Clash of the Continents",1,"2:53","Submission (Triangle Choke)",2012-10-13,1,1,FALSE,7,3,2,0.636363636363636,11,0.545454545454545,TRUE,0.181818181818182,FALSE,2,6,2
"62","100","win","Rusty McBride","AFC 5 - Australian Fighting Championship 5",1,"1:31","Submission (Rear-Naked Choke)",2013-05-10,1,1,FALSE,7,4,3,0.666666666666667,12,0.583333333333333,TRUE,0.166666666666667,FALSE,2,7,2.33333333333333
"63","100","win","Nick Patterson","AFC 6 - Australian Fighting Championship 6",3,"0:34","TKO (Punches)",2013-08-24,1,1,FALSE,7,5,4,0.692307692307692,13,0.615384615384615,TRUE,0.153846153846154,FALSE,2,8,2.66666666666667
"64","100","win","Ian Entwistle","UFC Fight Night 43 - Te Huna vs. Marquardt",1,"3:34","TKO (Elbows)",2014-06-28,1,1,FALSE,7,6,5,0.714285714285714,14,0.642857142857143,TRUE,0.142857142857143,FALSE,2,9,3
"65","100","loss","Maximo Blanco","UFC Fight Night 52 - Hunt vs. Nelson",3,"5:00","Decision (Unanimous)",2014-09-20,0,1,TRUE,8,1,6,0.733333333333333,15,0.666666666666667,TRUE,0.133333333333333,FALSE,2,10,3.33333333333333
"66","100","win","Hatsu Hioki","UFC Fight Night 65 - Miocic vs. Hunt",2,"4:13","KO (Head Kick and Punches)",2015-05-10,1,0,TRUE,9,1,-1,0.6875,16,0.625,FALSE,0.125,FALSE,2,10,3.33333333333333
"67","100","loss","Yair Rodriguez","UFC 192 - Cormier vs. Gustafsson",3,"5:00","Decision (Unanimous)",2015-10-03,0,1,TRUE,10,1,1,0.705882352941177,17,0.647058823529412,TRUE,0.117647058823529,FALSE,2,11,3.66666666666667
"68","100","win","Mark Eddiva","UFC Fight Night 85 - Hunt vs. Mir",1,"1:24","Submission (Guillotine Choke)",2016-03-19,1,0,TRUE,11,1,-1,0.666666666666667,18,0.611111111111111,FALSE,0.111111111111111,FALSE,2,11,3.66666666666667
"69","100","loss","Jason Knight","UFC Fight Night 101 - Whittaker vs. Brunson",3,"5:00","Decision (Unanimous)",2016-11-26,0,1,TRUE,12,1,1,0.684210526315789,19,0.631578947368421,TRUE,0.105263157894737,FALSE,2,12,4
"70","100","win","Ross Pearson","UFC Fight Night 110 - Hunt vs. Lewis",2,"3:02","KO (Knee)",2017-06-10,1,0,TRUE,13,1,-1,0.65,20,0.6,FALSE,0.1,FALSE,2,12,4
"71","100","win","Marc Diakiese","UFC 219 - Cyborg vs. Holm",3,"0:42","Submission (Guillotine Choke)",2017-12-30,1,1,FALSE,13,2,1,0.666666666666667,21,0.619047619047619,TRUE,0.0952380952380952,FALSE,2,13,4.33333333333333
"72","100","win","Jim Miller","UFC Fight Night 128 - Barboza vs. Lee",1,"3:00","KO (Knee)",2018-04-21,1,1,FALSE,13,3,2,0.681818181818182,22,0.636363636363636,TRUE,0.0909090909090909,FALSE,2,14,4.66666666666667
"73","100","win","Gilbert Burns","UFC 226 - Miocic vs. Cormier",1,"2:28","KO (Punch)",2018-07-07,1,1,FALSE,13,4,3,0.695652173913043,23,0.652173913043478,TRUE,0.0869565217391304,FALSE,2,15,5
"74","100","loss","Edson Barboza","UFC on Fox 31 - Iaquinta vs. Lee 2",3,"2:19","KO (Punch to the Body)",2018-12-15,0,1,TRUE,14,1,4,0.708333333333333,24,0.666666666666667,TRUE,0.0833333333333333,FALSE,2,16,5.33333333333333
"75","100","win","James Vick","UFC on ESPN 4 - Dos Anjos vs. Edwards",1,"2:33","KO (Punch)",2019-07-20,1,0,TRUE,15,1,-1,0.68,25,0.64,FALSE,0.12,TRUE,3,16,4
"76","100","win","Al Iaquinta","UFC 243 - Whittaker vs. Adesanya",3,"5:00","Decision (Unanimous)",2019-10-05,1,1,FALSE,15,2,1,0.692307692307692,26,0.653846153846154,TRUE,0.115384615384615,FALSE,3,17,4.25
"77","100","win","Paul Felder","UFC Fight Night 168 - Felder vs. Hooker",5,"5:00","Decision (Split)",2020-02-23,1,1,FALSE,15,3,2,0.703703703703704,27,0.62962962962963,FALSE,0.111111111111111,FALSE,3,17,4.25
"78","100","loss","Dustin Poirier","UFC on ESPN 12 - Poirier vs. Hooker",5,"5:00","Decision (Unanimous)",2020-06-27,0,1,TRUE,16,1,3,0.714285714285714,28,0.607142857142857,FALSE,0.107142857142857,FALSE,3,17,4.25
"79","100","loss","Michael Chandler","UFC 257 - Poirier vs. McGregor 2",1,"2:30","TKO (Punches)",2021-01-23,0,0,FALSE,16,2,-1,0.689655172413793,29,0.586206896551724,FALSE,0.103448275862069,FALSE,3,17,4.25
"80","101","win","Vusal Bayramov","CSFU - Champions League",1,"2:20","Submission (Triangle Choke)",2008-09-13,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"81","101","win","Shamil Abdulkerimov","PAC - Pancration Atrium Cup 1",2,"5:00","Decision (Unanimous)",2008-10-11,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"82","101","win","Ramazan Kurbanismailov","PAC - Pancration Atrium Cup 1",2,"5:00","Decision (Unanimous)",2008-10-11,1,1,FALSE,1,3,2,1,2,0.5,FALSE,0,FALSE,0,1,1
"83","101","win","Magomed Magomedov","PAC - Pancration Atrium Cup 1",2,"5:00","Decision (Unanimous)",2008-10-11,1,1,FALSE,1,4,3,1,3,0.333333333333333,FALSE,0,FALSE,0,1,1
"84","101","win","Eldar Eldarov","TFC 3 - Tsumada Fighting Championship",2,"2:44","TKO (Punches)",2009-08-08,1,1,FALSE,1,5,4,1,4,0.25,FALSE,0,FALSE,0,1,1
"85","101","win","Said Akhmed","TFC 3 - Tsumada Fighting Championship",1,"2:05","TKO (Punches)",2009-08-08,1,1,FALSE,1,6,5,1,5,0.4,TRUE,0,FALSE,0,2,2
"86","101","win","Shahbulat Shamhalaev","M-1 Challenge - 2009 Selections 9",1,"4:36","Submission (Armbar)",2009-11-03,1,1,FALSE,1,7,6,1,6,0.5,TRUE,0,FALSE,0,3,3
"87","101","win","Ali Bagov","GFP - Golden Fist Russia",2,"5:00","Decision (Unanimous)",2010-06-10,1,1,FALSE,1,8,7,1,7,0.571428571428571,TRUE,0,FALSE,0,4,4
"88","101","win","Vitaliy Ostrovskiy","M-1 Selection Ukraine 2010 - Clash of the Titans",1,"4:06","TKO (Punches)",2010-09-18,1,1,FALSE,1,9,8,1,8,0.5,FALSE,0,FALSE,0,4,4
"89","101","win","Alexander Agafonov","M-1 Selection Ukraine 2010 - The Finals",2,"5:00","TKO (Corner Stoppage)",2011-02-12,1,1,FALSE,1,10,9,1,9,0.555555555555556,TRUE,0,FALSE,0,5,5
"90","101","win","Said Khalilov","ProFC - Union Nation Cup 14",1,"3:16","Submission (Kimura)",2011-04-09,1,1,FALSE,1,11,10,1,10,0.6,TRUE,0,FALSE,0,6,6
"91","101","win","Ashot Shahinyan","ProFC - Union Nation Cup 15",1,"2:18","KO (Punches)",2011-05-06,1,1,FALSE,1,12,11,1,11,0.636363636363636,TRUE,0,FALSE,0,7,7
"92","101","win","Kadzhik Abadzhyan","ProFC - Union Nation Cup Final",1,"4:28","Submission (Triangle Choke)",2011-07-02,1,1,FALSE,1,13,12,1,12,0.666666666666667,TRUE,0,FALSE,0,8,8
"93","101","win","Hamiz Mamedov","ProFC - Battle on Don",1,"3:51","Submission (Triangle Choke)",2011-08-05,1,1,FALSE,1,14,13,1,13,0.692307692307692,TRUE,0,FALSE,0,9,9
"94","101","win","Vadim Sandulskiy","ProFC / GM Fight - Ukraine Cup 3",1,"3:01","Submission (Triangle Choke)",2011-09-15,1,1,FALSE,1,15,14,1,14,0.714285714285714,TRUE,0,FALSE,0,10,10
"95","101","win","Arymarcel Santos","ProFC - Battle in the Caucasus",1,"3:33","TKO (Punches)",2011-10-22,1,1,FALSE,1,16,15,1,15,0.733333333333333,TRUE,0,FALSE,0,11,11
"96","101","win","Kamal Shalorus","UFC on FX - Guillard vs. Miller",3,"2:08","Submission (Rear-Naked Choke)",2012-01-20,1,1,FALSE,1,17,16,1,16,0.75,TRUE,0,FALSE,0,12,12
"97","101","win","Gleison Tibau","UFC 148 - Silva vs. Sonnen 2",3,"5:00","Decision (Unanimous)",2012-07-07,1,1,FALSE,1,18,17,1,17,0.764705882352941,TRUE,0,FALSE,0,13,13
"98","101","win","Thiago Tavares","UFC on FX 7 - Belfort vs. Bisping",1,"1:55","TKO (Punches and Elbows)",2013-01-19,1,1,FALSE,1,19,18,1,18,0.722222222222222,FALSE,0,FALSE,0,13,13
"99","101","win","Abel Trujillo","UFC 160 - Velasquez vs. Bigfoot 2",3,"5:00","Decision (Unanimous)",2013-05-25,1,1,FALSE,1,20,19,1,19,0.736842105263158,TRUE,0,FALSE,0,14,14
"100","101","win","Pat Healy","UFC 165 - Jones vs. Gustafsson",3,"5:00","Decision (Unanimous)",2013-09-21,1,1,FALSE,1,21,20,1,20,0.7,FALSE,0,FALSE,0,14,14
"101","101","win","Rafael dos Anjos","UFC on Fox 11 - Werdum vs. Browne",3,"5:00","Decision (Unanimous)",2014-04-19,1,1,FALSE,1,22,21,1,21,0.666666666666667,FALSE,0,FALSE,0,14,14
"102","101","win","Darrell Horcher","UFC on Fox 19 - Teixeira vs. Evans",2,"3:38","TKO (Punches)",2016-04-16,1,1,FALSE,1,23,22,1,22,0.636363636363636,FALSE,0,FALSE,0,14,14
"103","101","win","Michael Johnson","UFC 205 - Alvarez vs. McGregor",3,"2:31","Submission (Kimura)",2016-11-12,1,1,FALSE,1,24,23,1,23,0.652173913043478,TRUE,0,FALSE,0,15,15
"104","101","win","Edson Barboza","UFC 219 - Cyborg vs. Holm",3,"5:00","Decision (Unanimous)",2017-12-30,1,1,FALSE,1,25,24,1,24,0.666666666666667,TRUE,0,FALSE,0,16,16
"105","101","win","Al Iaquinta","UFC 223 - Khabib vs. Iaquinta",5,"5:00","Decision (Unanimous)",2018-04-07,1,1,FALSE,1,26,25,1,25,0.64,FALSE,0,FALSE,0,16,16
"106","101","win","Conor McGregor","UFC 229 - Nurmagomedov vs. McGregor",4,"3:03","Submission (Neck Crank)",2018-10-06,1,1,FALSE,1,27,26,1,26,0.615384615384615,FALSE,0,FALSE,0,16,16
"107","101","win","Dustin Poirier","UFC 242 - Khabib vs. Poirier",3,"2:06","Submission (Rear-Naked Choke)",2019-09-07,1,1,FALSE,1,28,27,1,27,0.62962962962963,TRUE,0,FALSE,0,17,17
"108","101","win","Justin Gaethje","UFC 254 - Nurmagomedov vs. Gaethje",2,"1:34","Technical Submission (Triangle Choke)",2020-10-24,1,1,FALSE,1,29,28,1,28,0.642857142857143,TRUE,0,FALSE,0,18,18
"109","103","win","Gary Quan","WEC 5 - Halloween Fury",1,"4:37","TKO (Punches)",2002-10-18,1,NA,TRUE,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0
"110","103","win","Jeff Hougland","WEC 6 - Return of a Legend",2,"2:05","TKO (Punches)",2003-03-27,1,1,FALSE,1,2,1,1,1,1,TRUE,0,FALSE,0,1,1
"111","103","win","Stephen Palling","ROTR 4 - Rumble on the Rock 4",2,"4:59","TKO (Punches)",2003-10-10,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2
"112","103","win","Olaf Alfonso","WEC 10 - Bragging Rights",3,"4:54","TKO (Punches)",2004-05-21,1,1,FALSE,1,4,3,1,3,1,TRUE,0,FALSE,0,3,3
"113","103","win","Kaynan Kaku","ROTR 6 - Rumble on the Rock 6",2,"3:58","TKO (Punches)",2004-11-20,1,1,FALSE,1,5,4,1,4,1,TRUE,0,FALSE,0,4,4
"114","103","win","Hiroyuki Takaya","Shooto - Year End Show 2004",3,"5:00","Decision (Unanimous)",2004-12-14,1,1,FALSE,1,6,5,1,5,1,TRUE,0,FALSE,0,5,5
"115","103","win","Naoya Uematsu","Shooto - 5/4 in Korakuen Hall",2,"4:30","TKO (Cut)",2005-05-04,1,1,FALSE,1,7,6,1,6,0.833333333333333,FALSE,0,FALSE,0,5,5
"116","103","win","Rumina Sato","Shooto - Alive Road",1,"1:32","TKO (Cut)",2005-08-20,1,1,FALSE,1,8,7,1,7,0.857142857142857,TRUE,0,FALSE,0,6,6
"117","103","win","Harris Sarmiento","Strikeforce - Shamrock vs. Gracie",2,"0:44","TKO (Submission to Punches)",2006-03-10,1,1,FALSE,1,9,8,1,8,0.875,TRUE,0,FALSE,0,7,7
"118","103","win","Clay Guida","Strikeforce - Revenge",5,"5:00","Decision (Split)",2006-06-09,1,1,FALSE,1,10,9,1,9,0.888888888888889,TRUE,0,FALSE,0,8,8
"119","103","win","Nobuhiro Obiya","Pride - Bushido 12",2,"5:00","Decision (Unanimous)",2006-08-26,1,1,FALSE,1,11,10,1,10,0.8,FALSE,0,FALSE,0,8,8
"120","103","win","Tatsuya Kawajiri","Pride FC - Shockwave 2006",2,"5:00","Decision (Unanimous)",2006-12-31,1,1,FALSE,1,12,11,1,11,0.727272727272727,FALSE,0,FALSE,0,8,8
"121","103","win","Tetsuji Kato","Strikeforce - Playboy Mansion",3,"5:00","Decision (Unanimous)",2007-09-29,1,1,FALSE,1,13,12,1,12,0.666666666666667,FALSE,0,FALSE,0,8,8
"122","103","loss","Mitsuhiro Ishida","Yarennoka - New Years Eve 2007",2,"5:00","Decision (Unanimous)",2007-12-31,0,1,TRUE,2,1,13,1,13,0.615384615384615,FALSE,0,FALSE,0,8,8
"123","103","win","Gabe Lemley","Strikeforce - Shamrock vs. Le",2,"2:18","TKO (Punches)",2008-03-29,1,0,TRUE,3,1,-1,0.928571428571429,14,0.571428571428571,FALSE,0,FALSE,0,8,8
"124","103","loss","Josh Thomson","Strikeforce - Melendez vs. Thomson",5,"5:00","Decision (Unanimous)",2008-06-27,0,1,TRUE,4,1,1,0.933333333333333,15,0.6,TRUE,0,FALSE,0,9,9
"125","103","win","Rodrigo Damm","Strikeforce - Shamrock vs. Diaz",2,"2:02","KO (Punches)",2009-04-11,1,0,TRUE,5,1,-1,0.875,16,0.5625,FALSE,0,FALSE,0,9,9
