"","rowid","fighterName"
"565",565,"/fighter/Isaac-DeJesus-28078"
"566",566,"/fighter/Rocky-Johnson-8589"
"567",567,"/fighter/Chris-Manuel-18669"
"568",568,"/fighter/Manuel-Gallardo-17202"
"569",569,"/fighter/Steve-Berger-1303"
"570",570,"/fighter/Orlando-Rodriguez-69812"
"571",571,"/fighter/Johnny-Torres-518"
"572",572,"/fighter/Charles-Jones-21885"
"573",573,"/fighter/Mukai-Maromo-65647"
"574",574,"/fighter/Jos-Eichelberger-25312"
"575",575,"/fighter/James-Mead-29932"
"576",576,"/fighter/Jeremiah-Record-66404"
"577",577,"/fighter/Levi-WeikelMagden-47784"
"578",578,"/fighter/David-Vasquez-20633"
"579",579,"/fighter/Aaron-AplingGilman-122543"
"580",580,"/fighter/Anthony-Adams-144983"
"581",581,"/fighter/Shem-Prieto-256961"
"582",582,"/fighter/Cesar-Zamarripa-151879"
"583",583,"/fighter/Joe-Miles-53179"
"584",584,"/fighter/Richard-Solis-4780"
"585",585,"/fighter/Kani-Correa-99807"
"586",586,"/fighter/Kyle-Dunn-85091"
"587",587,"/fighter/Joey-Guerra-77081"
"588",588,"/fighter/Roy-Babcock-27000"
"589",589,"/fighter/Larry-Williams-50602"
"590",590,"/fighter/Phil-Gonzalez-46917"
"591",591,"/fighter/Justin-Gonzales-111883"
"592",592,"/fighter/Kurt-Southern-24011"
"593",593,"/fighter/Donald-Sanchez-17386"
"594",594,"/fighter/Thomas-Schulte-2956"
"595",595,"/fighter/Nick-Piedmont-53297"
"596",596,"/fighter/Conrad-Padilla-47964"
"597",597,"/fighter/Jacob-Devree-34394"
"598",598,"/fighter/Michael-Sharpneck-61553"
"599",599,"/fighter/Randy-Steinke-24950"
"600",600,"/fighter/Nate-Patterson-47963"
"601",601,"/fighter/Chris-McGraw-36543"
"602",602,"/fighter/Manny-Guajardo-50666"
"603",603,"/fighter/Brad-Spencer-53292"
"604",604,"/fighter/Darin-Kelly-50672"
"605",605,"/fighter/David-Solorio-43880"
"606",606,"/fighter/Michael-Bailey-42149"
"607",607,"/fighter/Nate-Merritt-41023"
"608",608,"/fighter/Wes-Clark-29471"
"609",609,"/fighter/Matt-Cano-17493"
"610",610,"/fighter/Josh-Huber-18068"
"611",611,"/fighter/Jeremy-Hastings-59374"
"612",612,"/fighter/Valentine-Marquez-65144"
