"","Result.x","Method.x","Fighter.x","Opponent.x","CountFights.x","PreviousOutcome.x","StreakLength.x","WinRatio.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishCount.x","FinishedCount.x","DamageDiff.x","CountFights.y","PreviousOutcome.y","StreakLength.y","WinRatio.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishCount.y","FinishedCount.y","DamageDiff.y","delta_FP","delta_FIP","delta_FC","delta_FIC"
"30","win","Decision (Split)","Dan Hooker","Paul Felder",27,1,2,0.703703703703704,0.62962962962963,FALSE,0.111111111111111,17,3,4.25,21,1,2,0.80952380952381,0.523809523809524,FALSE,0.0476190476190476,11,1,5.5,0,0,6,2
"31","loss","Decision (Unanimous)","Dan Hooker","Dustin Poirier",28,1,3,0.714285714285714,0.607142857142857,FALSE,0.107142857142857,17,3,4.25,32,0,-1,0.78125,0.59375,FALSE,0.15625,19,5,3.16666666666667,0,-1,-2,-2
"32","loss","TKO (Punches)","Dan Hooker","Michael Chandler",29,0,-1,0.689655172413793,0.586206896551724,FALSE,0.103448275862069,17,3,4.25,26,1,2,0.807692307692308,0.615384615384615,TRUE,0.115384615384615,16,3,4,-1,0,1,0
"33","win","Submission (Armbar)","Khabib Nurmagomedov","Shahbulat Shamhalaev",6,1,6,1,0.5,TRUE,0,3,0,3,2,1,2,1,0.5,TRUE,0,1,0,1,0,0,2,0
"34","win","TKO (Punches)","Khabib Nurmagomedov","Vitaliy Ostrovskiy",8,1,8,1,0.5,FALSE,0,4,0,4,8,1,3,0.625,0.625,TRUE,0.375,5,3,1.25,-1,0,-1,-3
"35","win","TKO (Corner Stoppage)","Khabib Nurmagomedov","Alexander Agafonov",9,1,9,1,0.555555555555556,TRUE,0,5,0,5,5,1,2,0.8,0.6,TRUE,0,3,0,3,0,0,2,0
"36","win","Submission (Kimura)","Khabib Nurmagomedov","Said Khalilov",10,1,10,1,0.6,TRUE,0,6,0,6,22,0,-1,0.590909090909091,0.454545454545455,FALSE,0.227272727272727,10,5,1.66666666666667,1,-1,-4,-5
"37","win","KO (Punches)","Khabib Nurmagomedov","Ashot Shahinyan",11,1,11,1,0.636363636363636,TRUE,0,7,0,7,2,0,-2,0,0,FALSE,1,0,2,0,1,-1,7,-2
"38","win","Submission (Triangle Choke)","Khabib Nurmagomedov","Kadzhik Abadzhyan",12,1,12,1,0.666666666666667,TRUE,0,8,0,8,2,0,-1,0.5,0.5,FALSE,0.5,1,1,0.5,1,-1,7,-1
"39","win","Submission (Triangle Choke)","Khabib Nurmagomedov","Hamiz Mamedov",13,1,13,1,0.692307692307692,TRUE,0,9,0,9,7,1,4,0.571428571428571,0.285714285714286,FALSE,0,2,0,2,1,0,7,0
"40","win","TKO (Punches)","Khabib Nurmagomedov","Arymarcel Santos",15,1,15,1,0.733333333333333,TRUE,0,11,0,11,50,0,-1,0.56,0.3,FALSE,0.2,15,10,1.36363636363636,1,0,-4,-10
"41","win","Submission (Rear-Naked Choke)","Khabib Nurmagomedov","Kamal Shalorus",16,1,16,1,0.75,TRUE,0,12,0,12,10,0,-1,0.7,0.5,FALSE,0.3,5,3,1.25,1,-1,7,-3
"42","win","Decision (Unanimous)","Khabib Nurmagomedov","Gleison Tibau",17,1,17,1,0.764705882352941,TRUE,0,13,0,13,34,1,3,0.794117647058823,0.470588235294118,FALSE,0.0882352941176471,16,3,4,1,0,-3,-3
"43","win","TKO (Punches and Elbows)","Khabib Nurmagomedov","Thiago Tavares",18,1,18,1,0.722222222222222,FALSE,0,13,0,13,22,1,2,0.772727272727273,0.590909090909091,FALSE,0.136363636363636,13,3,3.25,0,0,0,-3
"44","win","Decision (Unanimous)","Khabib Nurmagomedov","Pat Healy",20,1,20,1,0.7,FALSE,0,14,0,14,46,0,-1,0.630434782608696,0.456521739130435,FALSE,0.239130434782609,21,11,1.75,0,-1,-7,-11
"45","win","Decision (Unanimous)","Khabib Nurmagomedov","Rafael dos Anjos",21,1,21,1,0.666666666666667,FALSE,0,14,0,14,26,1,5,0.769230769230769,0.384615384615385,FALSE,0.0769230769230769,10,2,3.33333333333333,0,0,4,-2
"46","win","TKO (Punches)","Khabib Nurmagomedov","Darrell Horcher",22,1,22,1,0.636363636363636,FALSE,0,14,0,14,13,1,5,0.923076923076923,0.538461538461538,TRUE,0,7,0,7,-1,0,7,0
"47","win","Decision (Unanimous)","Khabib Nurmagomedov","Edson Barboza",24,1,24,1,0.666666666666667,TRUE,0,16,0,16,23,1,3,0.826086956521739,0.521739130434783,TRUE,0.130434782608696,12,3,3,0,0,4,-3
"48","win","Decision (Unanimous)","Khabib Nurmagomedov","Al Iaquinta",25,1,25,1,0.64,FALSE,0,16,0,16,17,1,5,0.764705882352941,0.470588235294118,TRUE,0.235294117647059,8,4,1.6,-1,0,8,-4
"49","win","Submission (Neck Crank)","Khabib Nurmagomedov","Conor McGregor",26,1,26,1,0.615384615384615,FALSE,0,16,0,16,24,1,2,0.875,0.791666666666667,TRUE,0.125,19,3,4.75,-1,0,-3,-3
"50","win","Submission (Rear-Naked Choke)","Khabib Nurmagomedov","Dustin Poirier",27,1,27,1,0.62962962962963,TRUE,0,17,0,17,31,1,4,0.806451612903226,0.612903225806452,FALSE,0.129032258064516,19,4,3.8,1,0,-2,-4
"51","win","Decision (Unanimous)","Gilbert Melendez","Hiroyuki Takaya",5,1,5,1,1,TRUE,0,5,0,5,5,1,1,0.8,0.4,TRUE,0.2,2,1,1,0,0,3,-1
"52","win","Decision (Unanimous)","Gilbert Melendez","Nobuhiro Obiya",10,1,10,1,0.8,FALSE,0,8,0,8,10,1,9,0.9,0.5,FALSE,0.1,5,1,2.5,0,0,3,-1
"53","win","Decision (Unanimous)","Gilbert Melendez","Tatsuya Kawajiri",11,1,11,1,0.727272727272727,FALSE,0,8,0,8,24,1,4,0.791666666666667,0.666666666666667,TRUE,0.166666666666667,16,4,3.2,-1,0,-8,-4
"54","loss","Decision (Unanimous)","Gilbert Melendez","Josh Thomson",15,1,1,0.933333333333333,0.6,TRUE,0,9,0,9,17,1,6,0.823529411764706,0.647058823529412,TRUE,0.117647058823529,11,2,3.66666666666667,0,0,-2,-2
"55","win","Decision (Unanimous)","Gilbert Melendez","Josh Thomson",18,1,2,0.888888888888889,0.611111111111111,TRUE,0,11,0,11,19,1,8,0.842105263157895,0.631578947368421,TRUE,0.105263157894737,12,2,4,0,0,-1,-2
"56","win","Decision (Unanimous)","Gilbert Melendez","Shinya Aoki",19,1,3,0.894736842105263,0.578947368421053,FALSE,0,11,0,11,28,1,3,0.821428571428571,0.607142857142857,TRUE,0.142857142857143,17,4,3.4,-1,0,-6,-4
"57","win","TKO (Elbows)","Gilbert Melendez","Tatsuya Kawajiri",20,1,4,0.9,0.55,FALSE,0,11,0,11,35,1,1,0.771428571428571,0.514285714285714,FALSE,0.171428571428571,18,6,2.57142857142857,0,0,-7,-6
"58","win","Decision (Unanimous)","Gilbert Melendez","Jorge Masvidal",21,1,5,0.904761904761905,0.571428571428571,TRUE,0,12,0,12,28,1,2,0.785714285714286,0.392857142857143,FALSE,0.107142857142857,11,3,2.75,1,0,1,-3
"59","win","Decision (Split)","Gilbert Melendez","Josh Thomson",22,1,6,0.909090909090909,0.545454545454545,FALSE,0,12,0,12,24,1,1,0.791666666666667,0.541666666666667,FALSE,0.0833333333333333,13,2,4.33333333333333,0,0,-1,-2
"60","loss","Decision (Split)","Gilbert Melendez","Benson Henderson",23,1,7,0.91304347826087,0.521739130434783,FALSE,0,12,0,12,20,1,6,0.9,0.5,FALSE,0.05,10,1,5,0,0,2,-1
"61","loss","Submission (Guillotine Choke)","Gilbert Melendez","Anthony Pettis",25,1,1,0.88,0.48,FALSE,0,12,0,12,19,1,4,0.894736842105263,0.736842105263158,TRUE,0,14,0,14,-1,0,-2,0
"62","loss","Decision (Unanimous)","Gilbert Melendez","Edson Barboza",27,0,-2,0.814814814814815,0.444444444444444,FALSE,0.037037037037037,12,1,6,21,1,1,0.80952380952381,0.523809523809524,FALSE,0.142857142857143,11,3,2.75,0,0,1,-2
"63","loss","Decision (Unanimous)","Gilbert Melendez","Jeremy Stephens",28,0,-3,0.785714285714286,0.428571428571429,FALSE,0.0357142857142857,12,1,6,39,0,-2,0.641025641025641,0.487179487179487,FALSE,0.102564102564103,19,4,3.8,0,0,-7,-3
"64","win","Submission (Guillotine Choke)","Bobby Green","Daron Cruickshank",16,1,2,0.8125,0.75,TRUE,0.125,12,2,4,5,1,5,1,0.8,FALSE,0,4,0,4,1,0,8,2
"65","loss","Decision (Split)","Bobby Green","Gesias Cavalcante",19,1,1,0.789473684210526,0.684210526315789,FALSE,0.157894736842105,13,3,3.25,22,0,-2,0.681818181818182,0.545454545454545,FALSE,0.136363636363636,12,3,3,0,-1,1,0
"66","win","Submission (Rear-Naked Choke)","Bobby Green","Jacob Volkmann",24,1,4,0.791666666666667,0.625,FALSE,0.125,15,3,3.75,18,1,1,0.833333333333333,0.388888888888889,TRUE,0.111111111111111,7,2,2.33333333333333,-1,0,8,1
"67","win","TKO (Kick to the Body)","Bobby Green","James Krause",25,1,5,0.8,0.64,TRUE,0.12,16,3,4,24,1,8,0.833333333333333,0.75,TRUE,0.0833333333333333,18,2,6,0,0,-2,1
"68","win","Decision (Unanimous)","Bobby Green","Pat Healy",26,1,6,0.807692307692308,0.653846153846154,TRUE,0.115384615384615,17,3,4.25,47,0,-2,0.617021276595745,0.446808510638298,FALSE,0.234042553191489,21,11,1.75,1,0,-4,-8
"69","win","Decision (Split)","Bobby Green","Josh Thomson",27,1,7,0.814814814814815,0.62962962962963,FALSE,0.111111111111111,17,3,4.25,27,0,-1,0.740740740740741,0.518518518518518,FALSE,0.0740740740740741,14,2,4.66666666666667,0,0,3,1
"70","loss","Decision (Unanimous)","Bobby Green","Edson Barboza",28,1,8,0.821428571428571,0.607142857142857,FALSE,0.107142857142857,17,3,4.25,16,1,1,0.875,0.6875,TRUE,0.125,11,2,3.66666666666667,-1,0,6,1
"71","loss","KO (Punches)","Bobby Green","Dustin Poirier",29,0,-1,0.793103448275862,0.586206896551724,FALSE,0.103448275862069,17,3,4.25,23,1,3,0.826086956521739,0.652173913043478,FALSE,0.0869565217391304,15,2,5,0,0,2,1
"72","loss","Decision (Split)","Bobby Green","Rashid Magomedov",30,0,-2,0.766666666666667,0.566666666666667,FALSE,0.133333333333333,17,4,3.4,21,0,-1,0.904761904761905,0.428571428571429,FALSE,0,9,0,9,0,1,8,4
"73","draw","Draw (Split)","Bobby Green","Lando Vannata",31,0,-3,0.741935483870968,0.548387096774194,FALSE,0.129032258064516,17,4,3.4,11,0,-1,0.818181818181818,0.727272727272727,FALSE,0.0909090909090909,8,1,4,0,0,9,3
"74","win","Decision (Unanimous)","Bobby Green","Erik Koch",32,0,-4,0.71875,0.53125,FALSE,0.15625,17,5,2.83333333333333,20,0,-1,0.75,0.6,FALSE,0.1,12,2,4,0,1,5,3
"75","loss","Decision (Unanimous)","Bobby Green","Francisco Trinaldo",34,0,-1,0.705882352941177,0.5,FALSE,0.147058823529412,17,5,2.83333333333333,30,0,-1,0.766666666666667,0.433333333333333,FALSE,0.1,13,3,3.25,0,0,4,2
"76","win","Decision (Unanimous)","Bobby Green","Lando Vannata",36,1,1,0.694444444444444,0.472222222222222,FALSE,0.138888888888889,17,5,2.83333333333333,17,1,1,0.647058823529412,0.529411764705882,FALSE,0.176470588235294,9,3,2.25,0,0,8,2
"77","win","Decision (Unanimous)","Rafaello Oliveira","John Mahlow",12,1,2,0.833333333333333,0.75,TRUE,0.166666666666667,9,2,3,22,1,3,0.545454545454545,0.454545454545455,TRUE,0.227272727272727,10,5,1.66666666666667,0,0,-1,-3
"78","loss","Decision (Unanimous)","Rafaello Oliveira","Nik Lentz",13,1,3,0.846153846153846,0.692307692307692,FALSE,0.153846153846154,9,2,3,20,1,6,0.8,0.7,TRUE,0.15,14,3,3.5,-1,0,-5,-1
"79","win","Decision (Unanimous)","Rafaello Oliveira","John Gunderson",14,0,-1,0.785714285714286,0.642857142857143,FALSE,0.142857142857143,9,2,3,40,1,3,0.725,0.675,TRUE,0.2,27,8,3,-1,0,-18,-6
"80","loss","Decision (Unanimous)","Rafaello Oliveira","Andre Winner",15,1,1,0.8,0.6,FALSE,0.133333333333333,9,2,3,15,1,1,0.733333333333333,0.4,TRUE,0.133333333333333,6,2,2,-1,0,3,0
"81","win","Decision (Unanimous)","Rafaello Oliveira","Rafael Dias",16,0,-1,0.75,0.5625,FALSE,0.125,9,2,3,21,1,1,0.619047619047619,0.476190476190476,TRUE,0.19047619047619,10,4,2,-1,0,-1,-2
"82","loss","Submission (Rear-Naked Choke)","Rafaello Oliveira","Gleison Tibau",20,1,4,0.8,0.55,TRUE,0.1,11,2,3.66666666666667,32,1,1,0.78125,0.46875,FALSE,0.09375,15,3,3.75,1,0,-4,-1
"83","loss","TKO (Punches)","Rafaello Oliveira","Yves Edwards",21,0,-1,0.761904761904762,0.523809523809524,FALSE,0.142857142857143,11,3,2.75,58,0,-1,0.689655172413793,0.53448275862069,FALSE,0.155172413793103,31,9,3.1,0,0,-20,-6
"84","loss","TKO (Leg Kicks)","Rafaello Oliveira","Edson Barboza",23,1,1,0.739130434782609,0.478260869565217,FALSE,0.173913043478261,11,4,2.2,12,1,1,0.916666666666667,0.75,TRUE,0.0833333333333333,9,1,4.5,-1,0,2,3
"85","loss","TKO (Punches)","Rafaello Oliveira","Erik Koch",24,0,-1,0.708333333333333,0.458333333333333,FALSE,0.208333333333333,11,5,1.83333333333333,16,0,-2,0.8125,0.625,FALSE,0.0625,10,1,5,0,1,1,4
"86","loss","TKO (Retirement)","Lucas Martins","Edson Barboza",12,1,12,1,0.916666666666667,TRUE,0,11,0,11,11,0,-1,0.909090909090909,0.727272727272727,FALSE,0.0909090909090909,8,1,4,1,-1,3,-1
"87","win","Technical Submission (Rear-Naked Choke)","Lucas Martins","Ramiro Hernandez",14,1,1,0.928571428571429,0.857142857142857,TRUE,0.0714285714285714,12,1,6,17,1,2,0.764705882352941,0.529411764705882,FALSE,0,9,0,9,1,0,3,1
"88","loss","Decision (Split)","Lucas Martins","Darren Elkins",16,1,3,0.9375,0.875,TRUE,0.0625,14,1,7,21,0,-1,0.80952380952381,0.476190476190476,FALSE,0.142857142857143,10,3,2.5,1,0,4,-2
"89","win","Submission (Rear-Naked Choke)","Terry Etim","Greg Loughran",6,1,6,1,1,TRUE,0,6,0,6,17,1,1,0.470588235294118,0.470588235294118,TRUE,0.352941176470588,8,6,1.14285714285714,0,0,-2,-6
"90","loss","Decision (Unanimous)","Terry Etim","Gleison Tibau",10,1,10,1,1,TRUE,0,10,0,10,22,1,3,0.863636363636364,0.590909090909091,TRUE,0.0909090909090909,13,2,4.33333333333333,0,0,-3,-2
"91","loss","Decision (Unanimous)","Terry Etim","Rich Clementi",11,0,-1,0.909090909090909,0.909090909090909,FALSE,0,10,0,10,45,1,5,0.711111111111111,0.577777777777778,FALSE,0.155555555555556,26,7,3.25,0,0,-16,-7
"92","win","TKO (Head Kick and Punches)","Terry Etim","Brian Cobb",13,1,1,0.846153846153846,0.769230769230769,FALSE,0,10,0,10,19,1,9,0.789473684210526,0.631578947368421,TRUE,0.157894736842105,12,3,3,-1,0,-2,-3
"93","loss","Submission (Armbar)","Terry Etim","Rafael dos Anjos",16,1,4,0.875,0.8125,TRUE,0,13,0,13,17,1,2,0.764705882352941,0.411764705882353,FALSE,0.0588235294117647,7,1,3.5,1,0,6,-1
"94","win","Submission (Guillotine Choke)","Terry Etim","Edward Faaloloto",17,0,-1,0.823529411764706,0.764705882352941,FALSE,0.0588235294117647,13,1,6.5,4,0,-2,0.5,0.25,FALSE,0.5,1,2,0.333333333333333,0,0,12,-1
"95","loss","KO (Spinning Wheel Kick)","Terry Etim","Edson Barboza",18,1,1,0.833333333333333,0.777777777777778,TRUE,0.0555555555555556,14,1,7,9,1,9,1,0.777777777777778,FALSE,0,7,0,7,1,0,7,1
"96","win","Decision (Unanimous)","Ross Pearson","Andre Winner",11,1,1,0.727272727272727,0.636363636363636,TRUE,0.181818181818182,7,2,2.33333333333333,13,0,-2,0.769230769230769,0.384615384615385,FALSE,0.153846153846154,5,2,1.66666666666667,1,-1,2,0
"97","win","TKO (Doctor Stoppage)","Ross Pearson","Aaron Riley",12,1,2,0.75,0.583333333333333,FALSE,0.166666666666667,7,2,2.33333333333333,41,1,1,0.707317073170732,0.463414634146341,FALSE,0.195121951219512,19,8,2.11111111111111,0,0,-12,-6
"98","loss","Submission (Rear-Naked Choke)","Ross Pearson","Cole Miller",14,1,4,0.785714285714286,0.571428571428571,FALSE,0.142857142857143,8,2,2.66666666666667,20,1,1,0.8,0.7,TRUE,0.1,14,2,4.66666666666667,-1,0,-6,0
"99","win","Decision (Unanimous)","Ross Pearson","Spencer Fisher",15,0,-1,0.733333333333333,0.533333333333333,FALSE,0.2,8,3,2,30,1,1,0.8,0.633333333333333,FALSE,0.0666666666666667,19,2,6.33333333333333,0,1,-11,1
"100","loss","Decision (Split)","Ross Pearson","Edson Barboza",16,1,1,0.75,0.5,FALSE,0.1875,8,3,2,8,1,8,1,0.875,FALSE,0,7,0,7,0,0,1,3
"101","loss","TKO (Punches)","Ross Pearson","Cub Swanson",18,1,1,0.722222222222222,0.444444444444444,FALSE,0.166666666666667,8,3,2,21,1,1,0.761904761904762,0.571428571428571,TRUE,0.19047619047619,12,4,2.4,-1,0,-4,-1
"102","NC","No Contest (Illegal Knee)","Ross Pearson","Melvin Guillard",21,1,2,0.714285714285714,0.476190476190476,TRUE,0.19047619047619,10,4,2,46,1,1,0.673913043478261,0.478260869565217,TRUE,0.282608695652174,22,13,1.57142857142857,0,0,-12,-9
"103","loss","TKO (Punches)","Ross Pearson","Al Iaquinta",24,1,1,0.666666666666667,0.458333333333333,TRUE,0.208333333333333,11,5,1.83333333333333,13,1,1,0.692307692307692,0.384615384615385,TRUE,0.307692307692308,5,4,1,0,0,6,1
"104","loss","Decision (Unanimous)","Ross Pearson","Evan Dunham",26,1,1,0.653846153846154,0.461538461538462,TRUE,0.230769230769231,12,6,1.71428571428571,21,1,1,0.714285714285714,0.428571428571429,FALSE,0.142857142857143,9,3,2.25,1,0,3,3
"105","win","Decision (Split)","Ross Pearson","Paul Felder",27,0,-1,0.62962962962963,0.444444444444444,FALSE,0.222222222222222,12,6,1.71428571428571,11,0,-1,0.909090909090909,0.636363636363636,FALSE,0,7,0,7,0,0,5,6
"106","loss","Decision (Unanimous)","Ross Pearson","Francisco Trinaldo",28,1,1,0.642857142857143,0.428571428571429,FALSE,0.214285714285714,12,6,1.71428571428571,22,1,4,0.818181818181818,0.5,TRUE,0.0909090909090909,11,2,3.66666666666667,-1,0,1,4
"107","loss","Decision (Unanimous)","Ross Pearson","Will Brooks",30,1,1,0.633333333333333,0.4,FALSE,0.2,12,6,1.71428571428571,18,1,8,0.944444444444444,0.5,FALSE,0.0555555555555556,9,1,4.5,0,0,3,5
"108","loss","Decision (Unanimous)","Ross Pearson","Jorge Masvidal",31,0,-1,0.612903225806452,0.387096774193548,FALSE,0.193548387096774,12,6,1.71428571428571,40,0,-2,0.725,0.325,FALSE,0.075,13,3,3.25,0,0,-1,3
"109","loss","Decision (Split)","Ross Pearson","Steven Ray",32,0,-2,0.59375,0.375,FALSE,0.1875,12,6,1.71428571428571,25,0,-1,0.76,0.56,FALSE,0.16,14,4,2.8,0,0,-2,2
"110","win","Decision (Unanimous)","Mike Lullo","Cliff Wright",2,1,1,0.5,0.5,TRUE,0,1,0,1,1,1,1,1,1,TRUE,0,1,0,1,0,0,0,0
"111","loss","TKO (Leg Kicks)","Mike Lullo","Edson Barboza",9,1,8,0.888888888888889,0.777777777777778,TRUE,0,7,0,7,6,1,6,1,1,TRUE,0,6,0,6,0,0,1,0
