"","Outcome.x","CountFights.x","PreviousOutcome.x","StreakLength.x","WinRatio.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishCount.x","FinishedCount.x","DamageDiff.x","CountFights.y","PreviousOutcome.y","StreakLength.y","WinRatio.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishCount.y","FinishedCount.y","DamageDiff.y"
"1391",0,52,0,-4,0.692307692307692,0.519230769230769,FALSE,0.173076923076923,27,9,2.7,19,0,-1,0.736842105263158,0.684210526315789,FALSE,0.263157894736842,13,5,2.16666666666667
"1392",0,6,1,1,0.166666666666667,0.166666666666667,TRUE,0.666666666666667,1,4,0.2,8,0,-2,0.75,0.75,FALSE,0.125,6,1,3
"1393",1,19,0,-2,0.421052631578947,0.315789473684211,FALSE,0.421052631578947,6,8,0.666666666666667,3,0,-3,0,0,FALSE,0.333333333333333,0,1,0
"1394",0,27,1,2,0.481481481481481,0.37037037037037,TRUE,0.407407407407407,10,11,0.833333333333333,24,1,1,0.708333333333333,0.541666666666667,TRUE,0.25,13,6,1.85714285714286
"1395",0,31,0,-1,0.451612903225806,0.354838709677419,FALSE,0.451612903225806,11,14,0.733333333333333,33,0,-1,0.727272727272727,0.545454545454545,FALSE,0.181818181818182,18,6,2.57142857142857
"1396",0,8,0,-1,0.375,0.25,FALSE,0,2,0,2,21,0,-1,0.714285714285714,0.571428571428571,FALSE,0.238095238095238,12,5,2
"1397",1,14,0,-1,0.5,0.285714285714286,FALSE,0.0714285714285714,4,1,2,20,1,1,0.8,0.55,TRUE,0.1,11,2,3.66666666666667
"1398",0,16,1,2,0.5625,0.3125,TRUE,0.0625,5,1,2.5,17,1,1,0.764705882352941,0.588235294117647,FALSE,0.176470588235294,10,3,2.5
"1399",0,17,0,-1,0.529411764705882,0.294117647058824,FALSE,0.117647058823529,5,2,1.66666666666667,15,0,-2,0.733333333333333,0.466666666666667,FALSE,0.0666666666666667,7,1,3.5
"1400",0,19,1,1,0.526315789473684,0.263157894736842,FALSE,0.105263157894737,5,2,1.66666666666667,22,0,-1,0.772727272727273,0.636363636363636,FALSE,0.181818181818182,14,4,2.8
"1401",1,21,1,1,0.523809523809524,0.285714285714286,TRUE,0.0952380952380952,6,2,2,17,1,1,0.764705882352941,0.764705882352941,TRUE,0.235294117647059,13,4,2.6
"1402",1,30,1,1,0.6,0.366666666666667,TRUE,0.0666666666666667,11,2,3.66666666666667,34,0,-1,0.617647058823529,0.323529411764706,FALSE,0.294117647058824,11,10,1
"1403",1,10,0,-1,0.8,0.7,FALSE,0.1,7,1,3.5,20,1,1,0.75,0.6,TRUE,0.2,12,4,2.4
"1404",0,14,1,1,0.785714285714286,0.714285714285714,TRUE,0.142857142857143,10,2,3.33333333333333,13,1,2,0.692307692307692,0.538461538461538,TRUE,0.0769230769230769,7,1,3.5
"1405",0,5,1,1,0.4,0.2,TRUE,0.6,1,3,0.25,19,0,-1,0.736842105263158,0.578947368421053,FALSE,0.210526315789474,11,4,2.2
"1406",0,6,0,-1,0.333333333333333,0.166666666666667,FALSE,0.666666666666667,1,4,0.2,14,1,1,0.357142857142857,0.357142857142857,TRUE,0.357142857142857,5,5,0.833333333333333
"1407",0,12,0,-7,0.166666666666667,0.0833333333333333,FALSE,0.833333333333333,1,10,0.0909090909090909,9,1,3,0.666666666666667,0.555555555555556,FALSE,0.222222222222222,5,2,1.66666666666667
"1408",0,1,1,1,1,1,TRUE,0,1,0,1,17,0,-2,0.764705882352941,0.647058823529412,FALSE,0.176470588235294,11,3,2.75
"1409",1,11,1,1,0.454545454545455,0.363636363636364,FALSE,0.454545454545455,4,5,0.666666666666667,16,0,-1,0.8125,0.6875,FALSE,0.125,11,2,3.66666666666667
"1410",0,2,1,2,1,1,TRUE,0,2,0,2,14,1,1,0.857142857142857,0.714285714285714,TRUE,0.0714285714285714,10,1,5
"1411",0,5,1,2,0.6,0.6,TRUE,0.4,3,2,1,13,0,-2,0.846153846153846,0.692307692307692,FALSE,0.0769230769230769,9,1,4.5
"1412",0,6,0,-1,0.5,0.5,FALSE,0.5,3,3,0.75,8,1,2,0.75,0.625,TRUE,0.125,5,1,2.5
"1413",1,8,1,1,0.5,0.5,TRUE,0.5,4,4,0.8,14,1,1,0.357142857142857,0.285714285714286,FALSE,0.571428571428571,4,8,0.444444444444444
"1414",1,12,1,1,0.583333333333333,0.583333333333333,TRUE,0.416666666666667,7,5,1.16666666666667,19,1,1,0.368421052631579,0.157894736842105,FALSE,0.473684210526316,3,9,0.3
"1415",0,18,1,7,0.722222222222222,0.666666666666667,TRUE,0.277777777777778,12,5,2,44,0,-1,0.545454545454545,0.477272727272727,FALSE,0.159090909090909,21,7,2.625
"1416",0,19,0,-1,0.684210526315789,0.631578947368421,FALSE,0.315789473684211,12,6,1.71428571428571,20,0,-1,0.8,0.8,FALSE,0.2,16,4,3.2
"1417",0,21,1,1,0.666666666666667,0.619047619047619,TRUE,0.333333333333333,13,7,1.625,16,1,1,0.75,0.4375,FALSE,0.0625,7,1,3.5
"1418",0,28,1,2,0.642857142857143,0.571428571428571,TRUE,0.321428571428571,16,9,1.6,22,0,-2,0.636363636363636,0.636363636363636,FALSE,0.272727272727273,14,6,2
"1419",1,29,0,-1,0.620689655172414,0.551724137931034,FALSE,0.344827586206897,16,10,1.45454545454545,34,1,1,0.529411764705882,0.529411764705882,TRUE,0.470588235294118,18,16,1.05882352941176
"1420",0,3,0,-2,0.333333333333333,0.333333333333333,FALSE,0.666666666666667,1,2,0.333333333333333,8,0,-1,0.375,0.375,FALSE,0.375,3,3,0.75
"1421",1,5,1,1,0.4,0.4,TRUE,0.6,2,3,0.5,11,1,1,0.636363636363636,0.454545454545455,TRUE,0.363636363636364,5,4,1
"1422",1,8,1,4,0.625,0.5,FALSE,0.375,4,3,1,12,0,-1,0.916666666666667,0.75,FALSE,0.0833333333333333,9,1,4.5
"1423",1,11,1,1,0.636363636363636,0.454545454545455,TRUE,0.363636363636364,5,4,1,9,1,9,1,0.888888888888889,TRUE,0,8,0,8
"1424",0,13,0,-1,0.615384615384615,0.384615384615385,FALSE,0.384615384615385,5,5,0.833333333333333,7,1,3,0.714285714285714,0.571428571428571,TRUE,0.285714285714286,4,2,1.33333333333333
"1425",1,16,0,-1,0.5625,0.3125,FALSE,0.4375,5,7,0.625,5,1,3,0.8,0.6,TRUE,0.2,3,1,1.5
"1426",1,3,1,3,1,1,TRUE,0,3,0,3,1,0,-1,0,0,FALSE,1,0,1,0
"1427",1,5,1,5,1,1,TRUE,0,5,0,5,5,1,1,0.4,0.4,TRUE,0.6,2,3,0.5
"1428",1,9,1,9,1,0.888888888888889,FALSE,0,8,0,8,11,1,11,1,0.818181818181818,TRUE,0,9,0,9
"1429",0,11,0,-1,0.909090909090909,0.818181818181818,FALSE,0.0909090909090909,9,1,4.5,21,1,3,0.904761904761905,0.619047619047619,TRUE,0.0476190476190476,13,1,6.5
"1430",1,12,0,-2,0.833333333333333,0.75,FALSE,0.166666666666667,9,2,3,9,1,9,1,0.888888888888889,FALSE,0,8,0,8
"1431",1,15,1,3,0.866666666666667,0.666666666666667,FALSE,0.133333333333333,10,2,3.33333333333333,10,1,1,0.8,0.8,TRUE,0.2,8,2,2.66666666666667
"1432",1,21,1,1,0.80952380952381,0.571428571428571,TRUE,0.0952380952380952,12,2,4,20,1,2,0.55,0.55,TRUE,0.25,11,5,1.83333333333333
"1433",0,22,1,2,0.818181818181818,0.590909090909091,TRUE,0.0909090909090909,13,2,4.33333333333333,25,1,3,0.68,0.56,TRUE,0.24,14,6,2
"1434",1,24,1,1,0.791666666666667,0.583333333333333,TRUE,0.0833333333333333,14,2,4.66666666666667,6,1,6,1,1,TRUE,0,6,0,6
"1435",0,29,1,2,0.793103448275862,0.482758620689655,FALSE,0.103448275862069,14,3,3.5,28,1,2,0.928571428571429,0.857142857142857,TRUE,0.0357142857142857,24,1,12
"1436",0,31,1,1,0.774193548387097,0.451612903225806,FALSE,0.129032258064516,14,4,2.8,27,1,8,0.814814814814815,0.185185185185185,FALSE,0.148148148148148,5,4,1
"1437",0,32,0,-1,0.75,0.4375,FALSE,0.125,14,4,2.8,50,1,1,0.74,0.58,TRUE,0.18,29,9,2.9
"1438",1,33,0,-2,0.727272727272727,0.424242424242424,FALSE,0.151515151515152,14,5,2.33333333333333,12,1,2,0.75,0.75,TRUE,0.25,9,3,2.25
"1439",0,35,0,-1,0.714285714285714,0.4,FALSE,0.142857142857143,14,5,2.33333333333333,11,1,4,0.818181818181818,0.727272727272727,TRUE,0,8,0,8
"1440",0,42,0,-1,0.714285714285714,0.452380952380952,FALSE,0.119047619047619,19,5,3.16666666666667,27,0,-1,0.777777777777778,0.62962962962963,FALSE,0.222222222222222,17,6,2.42857142857143
"1441",0,49,0,-4,0.63265306122449,0.408163265306122,FALSE,0.102040816326531,20,5,3.33333333333333,6,1,6,1,0.666666666666667,TRUE,0,4,0,4
"1442",0,53,1,2,0.622641509433962,0.39622641509434,TRUE,0.0943396226415094,21,5,3.5,15,0,-1,0.6,0.533333333333333,FALSE,0.2,8,3,2
"1443",0,9,1,9,1,0.888888888888889,TRUE,0,8,0,8,45,1,1,0.711111111111111,0.555555555555556,TRUE,0.0888888888888889,25,4,5
"1444",1,10,0,-1,0.9,0.8,FALSE,0,8,0,8,10,0,-1,0.8,0.7,FALSE,0.2,7,2,2.33333333333333
"1445",1,12,1,2,0.916666666666667,0.833333333333333,TRUE,0,10,0,10,10,1,3,0.8,0.7,TRUE,0.2,7,2,2.33333333333333
"1446",1,13,1,3,0.923076923076923,0.846153846153846,TRUE,0,11,0,11,13,1,10,0.923076923076923,0.769230769230769,TRUE,0.0769230769230769,10,1,5
"1447",1,15,0,-1,0.866666666666667,0.733333333333333,FALSE,0,11,0,11,26,1,2,0.769230769230769,0.653846153846154,FALSE,0.115384615384615,17,3,4.25
"1448",1,16,1,1,0.875,0.6875,FALSE,0,11,0,11,27,1,2,0.777777777777778,0.777777777777778,TRUE,0.185185185185185,21,5,3.5
"1449",1,17,1,2,0.882352941176471,0.705882352941177,TRUE,0,12,0,12,24,1,2,0.791666666666667,0.625,TRUE,0.0833333333333333,15,2,5
"1450",1,18,1,3,0.888888888888889,0.722222222222222,TRUE,0,13,0,13,21,1,7,0.904761904761905,0.476190476190476,FALSE,0.0476190476190476,10,1,5
"1451",1,19,1,4,0.894736842105263,0.736842105263158,TRUE,0,14,0,14,25,1,1,0.88,0.48,FALSE,0,12,0,12
"1452",0,20,1,5,0.9,0.75,TRUE,0,15,0,15,30,1,3,0.766666666666667,0.4,FALSE,0.0666666666666667,12,2,4
"1453",0,22,0,-2,0.818181818181818,0.681818181818182,FALSE,0,15,0,15,20,0,-1,0.8,0.55,FALSE,0.15,11,3,2.75
"1454",1,23,0,-3,0.782608695652174,0.652173913043478,FALSE,0,15,0,15,27,1,1,0.777777777777778,0.703703703703704,TRUE,0.185185185185185,19,5,3.16666666666667
"1455",0,24,1,1,0.791666666666667,0.666666666666667,TRUE,0,16,0,16,19,1,9,0.842105263157895,0.421052631578947,FALSE,0.0526315789473684,8,1,4
"1456",1,25,0,-1,0.76,0.64,FALSE,0.04,16,1,8,38,0,-1,0.736842105263158,0.473684210526316,FALSE,0.105263157894737,18,4,3.6
"1457",0,26,1,1,0.769230769230769,0.615384615384615,FALSE,0.0384615384615385,16,1,8,27,0,-1,0.777777777777778,0.592592592592593,FALSE,0.148148148148148,16,4,3.2
"1458",1,27,0,-1,0.740740740740741,0.592592592592593,FALSE,0.0740740740740741,16,2,5.33333333333333,17,0,-1,0.823529411764706,0.588235294117647,FALSE,0.176470588235294,10,3,2.5
"1459",0,28,1,1,0.75,0.607142857142857,TRUE,0.0714285714285714,17,2,5.66666666666667,26,1,10,0.884615384615385,0.692307692307692,TRUE,0.0384615384615385,18,1,9
"1460",0,30,1,1,0.733333333333333,0.6,TRUE,0.1,18,3,4.5,30,0,-1,0.633333333333333,0.533333333333333,FALSE,0.0666666666666667,16,2,5.33333333333333
"1461",1,32,0,-2,0.6875,0.5625,FALSE,0.125,18,4,3.6,51,0,-3,0.705882352941177,0.529411764705882,FALSE,0.176470588235294,27,9,2.7
"1462",1,10,1,2,0.6,0.5,TRUE,0.4,5,4,1,10,0,-1,0.4,0.4,FALSE,0.4,4,4,0.8
"1463",0,13,0,-1,0.615384615384615,0.538461538461538,FALSE,0.384615384615385,7,5,1.16666666666667,10,1,10,1,0.8,TRUE,0,8,0,8
"1464",0,1,1,1,1,0,FALSE,0,0,0,0,12,0,-5,0.333333333333333,0.25,FALSE,0.333333333333333,3,4,0.6
"1465",0,9,0,-2,0.666666666666667,0.444444444444444,FALSE,0.333333333333333,4,3,1,8,1,8,1,0.75,TRUE,0,6,0,6
"1466",0,11,1,1,0.636363636363636,0.454545454545455,TRUE,0.363636363636364,5,4,1,5,1,1,0.4,0.4,TRUE,0.6,2,3,0.5
"1467",1,14,0,-3,0.5,0.357142857142857,FALSE,0.5,5,7,0.625,19,1,4,0.684210526315789,0.578947368421053,TRUE,0.315789473684211,11,6,1.57142857142857
"1468",0,1,0,-1,0,0,FALSE,0,0,0,0,7,1,7,1,0.714285714285714,TRUE,0,5,0,5
"1469",0,8,1,3,0.5,0.5,TRUE,0.25,4,2,1.33333333333333,12,1,4,0.916666666666667,0.833333333333333,TRUE,0,10,0,10
"1470",1,12,1,1,0.5,0.5,TRUE,0.25,6,3,1.5,13,1,2,0.538461538461538,0.307692307692308,TRUE,0.230769230769231,4,3,1
"1471",0,19,0,-2,0.526315789473684,0.526315789473684,FALSE,0.157894736842105,10,3,2.5,15,1,1,0.866666666666667,0.866666666666667,TRUE,0.133333333333333,13,2,4.33333333333333
"1472",0,22,1,2,0.545454545454545,0.545454545454545,TRUE,0.136363636363636,12,3,3,15,1,5,0.733333333333333,0.666666666666667,TRUE,0.2,10,3,2.5
"1473",0,24,1,1,0.541666666666667,0.541666666666667,TRUE,0.125,13,3,3.25,7,1,4,0.857142857142857,0.857142857142857,TRUE,0.142857142857143,6,1,3
"1474",0,5,1,5,1,0.8,TRUE,0,4,0,4,5,1,5,1,0.6,TRUE,0,3,0,3
"1475",0,14,0,-2,0.714285714285714,0.642857142857143,FALSE,0.142857142857143,9,2,3,9,1,5,0.888888888888889,0.888888888888889,TRUE,0.111111111111111,8,1,4
"1476",1,23,0,-2,0.608695652173913,0.565217391304348,FALSE,0.217391304347826,13,5,2.16666666666667,7,1,1,0.571428571428571,0.428571428571429,FALSE,0.285714285714286,3,2,1
"1477",0,24,1,1,0.625,0.583333333333333,TRUE,0.208333333333333,14,5,2.33333333333333,10,1,1,0.8,0.3,TRUE,0.2,3,2,1
"1478",0,29,0,-1,0.551724137931034,0.517241379310345,FALSE,0.310344827586207,15,9,1.5,14,1,3,0.714285714285714,0.357142857142857,FALSE,0.214285714285714,5,3,1.25
"1479",0,33,1,2,0.545454545454545,0.515151515151515,TRUE,0.303030303030303,17,10,1.54545454545455,25,0,-2,0.48,0.36,FALSE,0.28,9,7,1.125
"1480",0,36,1,2,0.555555555555556,0.472222222222222,FALSE,0.277777777777778,17,10,1.54545454545455,28,0,-2,0.464285714285714,0.321428571428571,FALSE,0.321428571428571,9,9,0.9
"1481",0,2,0,-2,0,0,FALSE,0.5,0,1,0,7,1,2,0.857142857142857,0.428571428571429,FALSE,0.142857142857143,3,1,1.5
"1482",0,3,0,-3,0,0,FALSE,0.666666666666667,0,2,0,1,1,1,1,1,TRUE,0,1,0,1
"1483",0,8,0,-3,0.125,0.125,FALSE,0.75,1,6,0.142857142857143,4,1,4,1,0.5,TRUE,0,2,0,2
"1484",0,13,1,2,0.230769230769231,0.230769230769231,TRUE,0.692307692307692,3,9,0.3,15,0,-2,0.6,0.6,FALSE,0.266666666666667,9,4,1.8
"1485",0,3,1,2,0.666666666666667,0.666666666666667,TRUE,0.333333333333333,2,1,1,16,1,6,0.625,0.625,TRUE,0.1875,10,3,2.5
"1486",0,9,1,4,0.666666666666667,0.444444444444444,FALSE,0.333333333333333,4,3,1,2,1,2,1,0.5,TRUE,0,1,0,1
"1487",0,20,1,4,0.65,0.5,TRUE,0.25,10,5,1.66666666666667,2,1,2,1,1,TRUE,0,2,0,2
"1488",0,22,0,-2,0.590909090909091,0.454545454545455,FALSE,0.318181818181818,10,7,1.25,2,1,2,1,1,TRUE,0,2,0,2
"1489",0,26,1,3,0.615384615384615,0.461538461538462,FALSE,0.307692307692308,12,8,1.33333333333333,19,1,3,0.684210526315789,0.578947368421053,TRUE,0.105263157894737,11,2,3.66666666666667
"1490",0,63,1,1,0.761904761904762,0.587301587301587,FALSE,0.174603174603175,37,11,3.08333333333333,21,1,5,0.80952380952381,0.761904761904762,TRUE,0.0952380952380952,16,2,5.33333333333333
"1491",0,7,1,7,1,0.571428571428571,TRUE,0,4,0,4,10,1,2,0.7,0.4,FALSE,0.3,4,3,1
"1492",1,13,0,-1,0.846153846153846,0.384615384615385,FALSE,0.0769230769230769,5,1,2.5,34,0,-1,0.705882352941177,0.441176470588235,FALSE,0.0588235294117647,15,2,5
"1493",1,16,1,3,0.875,0.4375,TRUE,0.0625,7,1,3.5,25,1,7,0.84,0.48,TRUE,0.08,12,2,4
"1494",1,17,1,4,0.882352941176471,0.470588235294118,TRUE,0.0588235294117647,8,1,4,16,1,3,0.875,0.625,TRUE,0.125,10,2,3.33333333333333
"1495",0,18,1,5,0.888888888888889,0.5,TRUE,0.0555555555555556,9,1,4.5,25,1,9,0.88,0.68,FALSE,0.04,17,1,8.5
"1496",1,19,0,-1,0.842105263157895,0.473684210526316,FALSE,0.105263157894737,9,2,3,24,0,-1,0.791666666666667,0.5,FALSE,0.125,12,3,3
"1497",0,20,1,1,0.85,0.5,TRUE,0.1,10,2,3.33333333333333,18,0,-1,0.722222222222222,0.444444444444444,FALSE,0.222222222222222,8,4,1.6
"1498",0,21,0,-1,0.80952380952381,0.476190476190476,FALSE,0.0952380952380952,10,2,3.33333333333333,39,0,-2,0.717948717948718,0.358974358974359,FALSE,0.0769230769230769,14,3,3.5
"1499",0,23,1,1,0.782608695652174,0.478260869565217,TRUE,0.130434782608696,11,3,2.75,37,1,6,0.756756756756757,0.702702702702703,TRUE,0.216216216216216,26,8,2.88888888888889
"1500",1,17,1,1,0.823529411764706,0.647058823529412,TRUE,0.176470588235294,11,3,2.75,31,1,4,0.903225806451613,0.67741935483871,TRUE,0.0645161290322581,21,2,7
"1501",0,18,1,2,0.833333333333333,0.666666666666667,TRUE,0.166666666666667,12,3,3,15,1,9,0.8,0.466666666666667,FALSE,0.2,7,3,1.75
"1502",1,19,0,-1,0.789473684210526,0.631578947368421,FALSE,0.210526315789474,12,4,2.4,21,1,3,0.80952380952381,0.666666666666667,FALSE,0.142857142857143,14,3,3.5
"1503",0,21,1,2,0.80952380952381,0.571428571428571,FALSE,0.19047619047619,12,4,2.4,20,1,1,0.8,0.45,FALSE,0.05,9,1,4.5
"1504",1,22,0,-1,0.772727272727273,0.545454545454545,FALSE,0.181818181818182,12,4,2.4,20,1,1,0.8,0.6,FALSE,0.1,12,2,4
"1505",1,26,0,-3,0.692307692307692,0.461538461538462,FALSE,0.192307692307692,12,5,2,37,1,2,0.567567567567568,0.486486486486487,TRUE,0.405405405405405,18,15,1.125
"1506",1,34,1,4,0.735294117647059,0.441176470588235,TRUE,0.147058823529412,15,5,2.5,32,0,-1,0.78125,0.34375,FALSE,0.15625,11,5,1.83333333333333
"1507",0,35,1,5,0.742857142857143,0.457142857142857,TRUE,0.142857142857143,16,5,2.66666666666667,23,1,6,0.869565217391304,0.739130434782609,TRUE,0.0869565217391304,17,2,5.66666666666667
"1508",1,36,0,-1,0.722222222222222,0.444444444444444,FALSE,0.166666666666667,16,6,2.28571428571429,37,1,4,0.756756756756757,0.702702702702703,TRUE,0.135135135135135,26,5,4.33333333333333
"1509",0,39,0,-2,0.692307692307692,0.435897435897436,FALSE,0.205128205128205,17,8,1.88888888888889,30,1,1,0.7,0.4,FALSE,0.133333333333333,12,4,2.4
"1510",0,41,1,1,0.682926829268293,0.414634146341463,FALSE,0.219512195121951,17,9,1.7,13,1,1,0.846153846153846,0.615384615384615,TRUE,0,8,0,8
"1511",1,6,0,-2,0.666666666666667,0.333333333333333,FALSE,0.166666666666667,2,1,1,2,0,-1,0.5,0,FALSE,0.5,0,1,0
"1512",0,13,0,-1,0.692307692307692,0.307692307692308,FALSE,0.0769230769230769,4,1,2,12,0,-1,0.75,0.5,FALSE,0.0833333333333333,6,1,3
"1513",0,21,0,-2,0.571428571428571,0.285714285714286,FALSE,0.19047619047619,6,4,1.2,16,1,2,0.6875,0.375,TRUE,0.1875,6,3,1.5
"1514",0,23,1,1,0.565217391304348,0.304347826086957,TRUE,0.217391304347826,7,5,1.16666666666667,34,0,-3,0.617647058823529,0.441176470588235,FALSE,0.147058823529412,15,5,2.5
"1515",0,8,1,5,0.875,0.75,TRUE,0.125,6,1,3,7,1,2,0.714285714285714,0.571428571428571,TRUE,0.142857142857143,4,1,2
"1516",0,8,1,8,1,0.875,TRUE,0,7,0,7,23,1,7,0.869565217391304,0.695652173913043,TRUE,0.0434782608695652,16,1,8
"1517",1,9,0,-1,0.888888888888889,0.777777777777778,FALSE,0.111111111111111,7,1,3.5,19,1,1,0.736842105263158,0.473684210526316,FALSE,0.105263157894737,9,2,3
"1518",0,11,0,-1,0.818181818181818,0.727272727272727,FALSE,0.0909090909090909,8,1,4,31,0,-3,0.741935483870968,0.548387096774194,FALSE,0.129032258064516,17,4,3.4
"1519",1,16,0,-1,0.625,0.5625,FALSE,0.1875,9,3,2.25,22,0,-2,0.681818181818182,0.545454545454545,FALSE,0.272727272727273,12,6,1.71428571428571
"1520",0,17,1,1,0.647058823529412,0.529411764705882,FALSE,0.176470588235294,9,3,2.25,36,1,1,0.694444444444444,0.472222222222222,FALSE,0.138888888888889,17,5,2.83333333333333
"1521",0,7,1,1,0.714285714285714,0.714285714285714,TRUE,0.285714285714286,5,2,1.66666666666667,14,0,-2,0.714285714285714,0.357142857142857,FALSE,0.142857142857143,5,2,1.66666666666667
"1522",0,10,0,-1,0.6,0.5,FALSE,0.3,5,3,1.25,2,1,2,1,1,TRUE,0,2,0,2
"1523",0,10,0,-2,0.6,0.4,FALSE,0.2,4,2,1.33333333333333,3,1,3,1,1,TRUE,0,3,0,3
"1524",0,14,0,-1,0.5,0.357142857142857,FALSE,0.142857142857143,5,2,1.66666666666667,6,1,2,0.666666666666667,0.666666666666667,TRUE,0.333333333333333,4,2,1.33333333333333
"1525",0,4,0,-1,0.75,0.75,FALSE,0.25,3,1,1.5,7,1,2,0.714285714285714,0.571428571428571,TRUE,0.142857142857143,4,1,2
"1526",0,3,1,1,0.666666666666667,0.333333333333333,TRUE,0,1,0,1,12,0,-1,0.583333333333333,0.166666666666667,FALSE,0.416666666666667,2,5,0.333333333333333
"1527",1,1,1,1,1,1,TRUE,0,1,0,1,3,0,-3,0,0,FALSE,0.666666666666667,0,2,0
"1528",1,5,1,2,0.8,0.8,TRUE,0.2,4,1,2,3,0,-1,0.666666666666667,0.666666666666667,FALSE,0,2,0,2
"1529",0,8,1,5,0.875,0.625,FALSE,0.125,5,1,2.5,35,1,3,0.742857142857143,0.6,FALSE,0.114285714285714,21,4,4.2
"1530",1,12,1,1,0.75,0.583333333333333,TRUE,0.166666666666667,7,2,2.33333333333333,5,0,-1,0.6,0.4,FALSE,0.4,2,2,0.666666666666667
"1531",1,14,1,3,0.785714285714286,0.642857142857143,TRUE,0.142857142857143,9,2,3,14,1,7,0.857142857142857,0.571428571428571,TRUE,0,8,0,8
"1532",1,15,1,4,0.8,0.6,FALSE,0.133333333333333,9,2,3,16,1,3,0.75,0.375,TRUE,0,6,0,6
"1533",1,17,1,6,0.823529411764706,0.647058823529412,TRUE,0.117647058823529,11,2,3.66666666666667,15,1,1,0.933333333333333,0.6,TRUE,0,9,0,9
"1534",0,19,1,8,0.842105263157895,0.631578947368421,TRUE,0.105263157894737,12,2,4,18,1,2,0.888888888888889,0.611111111111111,TRUE,0,11,0,11
"1535",1,20,0,-1,0.8,0.6,FALSE,0.1,12,2,4,38,1,3,0.605263157894737,0.5,FALSE,0.236842105263158,19,9,1.9
"1536",1,21,1,1,0.80952380952381,0.619047619047619,TRUE,0.0952380952380952,13,2,4.33333333333333,20,1,1,0.75,0.6,FALSE,0.1,12,2,4
"1537",0,22,1,2,0.818181818181818,0.590909090909091,FALSE,0.0909090909090909,13,2,4.33333333333333,34,0,-1,0.764705882352941,0.529411764705882,FALSE,0.176470588235294,18,6,2.57142857142857
"1538",0,24,1,1,0.791666666666667,0.541666666666667,FALSE,0.0833333333333333,13,2,4.33333333333333,22,1,6,0.909090909090909,0.545454545454545,FALSE,0,12,0,12
"1539",1,25,0,-1,0.76,0.52,FALSE,0.08,13,2,4.33333333333333,24,0,-1,0.666666666666667,0.583333333333333,FALSE,0.0416666666666667,14,1,7
"1540",0,26,1,1,0.769230769230769,0.538461538461538,TRUE,0.0769230769230769,14,2,4.66666666666667,22,0,-1,0.863636363636364,0.454545454545455,FALSE,0.0909090909090909,10,2,3.33333333333333
"1541",0,27,0,-1,0.740740740740741,0.518518518518518,FALSE,0.0740740740740741,14,2,4.66666666666667,27,1,7,0.814814814814815,0.62962962962963,FALSE,0.111111111111111,17,3,4.25
"1542",0,28,0,-2,0.714285714285714,0.5,FALSE,0.0714285714285714,14,2,4.66666666666667,21,1,5,0.857142857142857,0.714285714285714,TRUE,0.0476190476190476,15,1,7.5
"1543",0,31,1,2,0.709677419354839,0.516129032258065,TRUE,0.0645161290322581,16,2,5.33333333333333,24,0,-1,0.666666666666667,0.458333333333333,FALSE,0.125,11,3,2.75
"1544",1,6,1,6,1,0.666666666666667,TRUE,0,4,0,4,11,1,1,0.636363636363636,0.181818181818182,FALSE,0.363636363636364,2,4,0.4
"1545",1,6,1,2,0.666666666666667,0.666666666666667,TRUE,0.333333333333333,4,2,1.33333333333333,14,0,-1,0.5,0.357142857142857,FALSE,0.142857142857143,5,2,1.66666666666667
"1546",0,11,0,-1,0.636363636363636,0.454545454545455,FALSE,0.272727272727273,5,3,1.25,10,0,-3,0.6,0.2,FALSE,0.4,2,4,0.4
"1547",1,14,1,7,0.857142857142857,0.714285714285714,TRUE,0.142857142857143,10,2,3.33333333333333,9,0,-2,0.666666666666667,0.222222222222222,FALSE,0.333333333333333,2,3,0.5
"1548",0,15,1,8,0.866666666666667,0.733333333333333,TRUE,0.133333333333333,11,2,3.66666666666667,22,1,1,0.727272727272727,0.454545454545455,TRUE,0.181818181818182,10,4,2
"1549",0,10,0,-1,0.7,0.6,FALSE,0.2,6,2,2,6,1,1,0.833333333333333,0.333333333333333,TRUE,0.166666666666667,2,1,1
"1550",0,2,1,1,0.5,0,FALSE,0,0,0,0,1,1,1,1,1,TRUE,0,1,0,1
"1551",0,8,0,-1,0.625,0.5,FALSE,0.125,4,1,2,5,0,-1,0.8,0.2,FALSE,0.2,1,1,0.5
"1552",1,11,1,2,0.454545454545455,0.454545454545455,TRUE,0.545454545454545,5,6,0.714285714285714,5,0,-1,0.6,0.6,FALSE,0.4,3,2,1
"1553",1,12,1,3,0.5,0.416666666666667,FALSE,0.5,5,6,0.714285714285714,2,1,1,0.5,0.5,TRUE,0.5,1,1,0.5
"1554",1,16,1,1,0.5,0.375,TRUE,0.4375,6,7,0.75,4,1,4,1,0.25,FALSE,0,1,0,1
"1555",0,2,0,-1,0.5,0.5,FALSE,0.5,1,1,0.5,3,1,3,1,0.333333333333333,FALSE,0,1,0,1
"1556",0,3,0,-3,0,0,FALSE,0.666666666666667,0,2,0,2,1,2,1,0.5,FALSE,0,1,0,1
