"","Outcome.x","CountFights.x","PreviousOutcome.x","StreakLength.x","WinRatio.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishCount.x","FinishedCount.x","DamageDiff.x","CountFights.y","PreviousOutcome.y","StreakLength.y","WinRatio.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishCount.y","FinishedCount.y","DamageDiff.y"
"579",1,16,1,1,0.75,0.5625,FALSE,0,9,0,9,15,0,-1,0.666666666666667,0.6,FALSE,0.266666666666667,9,4,1.8
"580",0,17,1,2,0.764705882352941,0.529411764705882,FALSE,0,9,0,9,14,1,1,0.928571428571429,0.857142857142857,TRUE,0.0714285714285714,12,1,6
"581",0,23,1,4,0.739130434782609,0.478260869565217,FALSE,0.0434782608695652,11,1,5.5,32,1,4,0.625,0.3125,FALSE,0.3125,10,10,0.909090909090909
"582",1,25,0,-2,0.68,0.44,FALSE,0.08,11,2,3.66666666666667,17,0,-1,0.529411764705882,0.529411764705882,FALSE,0.0588235294117647,9,1,4.5
"583",0,1,1,1,1,1,TRUE,0,1,0,1,30,1,1,0.4,0.333333333333333,TRUE,0.466666666666667,10,14,0.666666666666667
"584",1,11,1,4,0.818181818181818,0.727272727272727,TRUE,0.0909090909090909,8,1,4,58,1,1,0.689655172413793,0.568965517241379,TRUE,0.172413793103448,33,10,3
"585",0,18,0,-3,0.666666666666667,0.611111111111111,FALSE,0.111111111111111,11,2,3.66666666666667,19,0,-2,0.526315789473684,0.263157894736842,FALSE,0.263157894736842,5,5,0.833333333333333
"586",1,21,1,1,0.619047619047619,0.571428571428571,TRUE,0.142857142857143,12,3,3,19,0,-1,0.684210526315789,0.263157894736842,FALSE,0.210526315789474,5,4,1
"587",0,22,1,2,0.636363636363636,0.545454545454545,FALSE,0.136363636363636,12,3,3,23,0,-1,0.739130434782609,0.478260869565217,FALSE,0.217391304347826,11,5,1.83333333333333
"588",0,9,1,1,0.666666666666667,0.333333333333333,FALSE,0.333333333333333,3,3,0.75,11,1,1,0.727272727272727,0.636363636363636,TRUE,0.272727272727273,7,3,1.75
"589",0,22,0,-1,0.590909090909091,0.454545454545455,FALSE,0.227272727272727,10,5,1.66666666666667,10,1,10,1,0.6,TRUE,0,6,0,6
"590",1,2,1,1,0.5,0.5,TRUE,0,1,0,1,29,1,4,0.655172413793103,0.655172413793103,TRUE,0.172413793103448,19,5,3.16666666666667
"591",1,3,1,2,0.666666666666667,0.666666666666667,TRUE,0,2,0,2,23,0,-1,0.478260869565217,0.391304347826087,FALSE,0.391304347826087,9,9,0.9
"592",0,7,1,6,0.857142857142857,0.571428571428571,FALSE,0,4,0,4,15,0,-1,0.733333333333333,0.733333333333333,FALSE,0.133333333333333,11,2,3.66666666666667
"593",0,10,1,2,0.8,0.5,FALSE,0,5,0,5,15,1,1,0.8,0.733333333333333,TRUE,0.2,11,3,2.75
"594",1,17,1,6,0.823529411764706,0.470588235294118,FALSE,0,8,0,8,17,0,-4,0.588235294117647,0.470588235294118,FALSE,0.411764705882353,8,7,1
"595",0,22,1,1,0.818181818181818,0.5,TRUE,0,11,0,11,21,1,2,0.571428571428571,0.476190476190476,TRUE,0.380952380952381,10,8,1.11111111111111
"596",1,23,0,-1,0.782608695652174,0.478260869565217,FALSE,0,11,0,11,22,1,3,0.590909090909091,0.454545454545455,FALSE,0.363636363636364,10,8,1.11111111111111
"597",0,29,0,-1,0.758620689655172,0.448275862068966,FALSE,0,13,0,13,13,1,2,0.846153846153846,0.769230769230769,TRUE,0,10,0,10
"598",0,8,1,1,0.875,0.75,TRUE,0.125,6,1,3,11,1,4,0.818181818181818,0.727272727272727,TRUE,0.0909090909090909,8,1,4
"599",1,9,0,-1,0.777777777777778,0.666666666666667,FALSE,0.222222222222222,6,2,2,19,1,12,0.842105263157895,0.631578947368421,FALSE,0.0526315789473684,12,1,6
"600",0,21,1,1,0.761904761904762,0.571428571428571,TRUE,0.238095238095238,12,5,2,23,1,1,0.652173913043478,0.521739130434783,TRUE,0.217391304347826,12,5,2
"601",1,24,1,2,0.75,0.541666666666667,FALSE,0.25,13,6,1.85714285714286,15,1,1,0.8,0.8,TRUE,0.133333333333333,12,2,4
"602",0,9,0,-1,0.777777777777778,0.666666666666667,FALSE,0.222222222222222,6,2,2,42,0,-1,0.69047619047619,0.452380952380952,FALSE,0.214285714285714,19,9,1.9
"603",0,10,0,-2,0.7,0.6,FALSE,0.2,6,2,2,8,1,6,0.875,0.375,FALSE,0,3,0,3
"604",0,3,1,2,0.666666666666667,0.333333333333333,FALSE,0.333333333333333,1,1,0.5,19,0,-1,0.421052631578947,0.421052631578947,FALSE,0.421052631578947,8,8,0.888888888888889
"605",0,22,0,-4,0.318181818181818,0.0909090909090909,FALSE,0.318181818181818,2,7,0.25,4,1,3,0.75,0.5,FALSE,0.25,2,1,1
"606",0,27,1,4,0.407407407407407,0.185185185185185,FALSE,0.259259259259259,5,7,0.625,38,0,-1,0.657894736842105,0.552631578947368,FALSE,0.157894736842105,21,6,3
"607",0,33,0,-6,0.333333333333333,0.151515151515152,FALSE,0.272727272727273,5,9,0.5,31,0,-2,0.580645161290323,0.290322580645161,FALSE,0.258064516129032,9,8,1
"608",0,4,0,-1,0.75,0.5,FALSE,0,2,0,2,22,0,-3,0.636363636363636,0.5,FALSE,0.272727272727273,11,6,1.57142857142857
"609",0,13,1,2,0.538461538461538,0.307692307692308,TRUE,0.230769230769231,4,3,1,12,1,1,0.5,0.5,TRUE,0.25,6,3,1.5
"610",0,21,1,2,0.476190476190476,0.238095238095238,FALSE,0.238095238095238,5,5,0.833333333333333,10,0,-1,0.5,0.5,FALSE,0.3,5,3,1.25
"611",1,22,0,-1,0.454545454545455,0.227272727272727,FALSE,0.272727272727273,5,6,0.714285714285714,4,1,4,1,0.75,TRUE,0,3,0,3
"612",0,24,1,2,0.5,0.25,FALSE,0.25,6,6,0.857142857142857,10,1,1,0.8,0.8,TRUE,0,8,0,8
"613",0,28,1,1,0.464285714285714,0.214285714285714,FALSE,0.285714285714286,6,8,0.666666666666667,9,0,-1,0.777777777777778,0.444444444444444,FALSE,0,4,0,4
"614",0,32,1,3,0.5,0.21875,FALSE,0.28125,7,9,0.7,9,0,-2,0.555555555555556,0.444444444444444,FALSE,0.333333333333333,4,3,1
"615",1,33,0,-1,0.484848484848485,0.212121212121212,FALSE,0.272727272727273,7,9,0.7,5,1,1,0.6,0.6,TRUE,0.4,3,2,1
"616",0,34,1,1,0.5,0.235294117647059,TRUE,0.264705882352941,8,9,0.8,21,1,2,0.666666666666667,0.428571428571429,TRUE,0.238095238095238,9,5,1.5
"617",0,38,1,3,0.526315789473684,0.263157894736842,TRUE,0.236842105263158,10,9,1,7,1,4,0.857142857142857,0.571428571428571,FALSE,0.142857142857143,4,1,2
"618",1,40,0,-2,0.5,0.25,FALSE,0.225,10,9,1,16,1,1,0.5625,0.5,TRUE,0.1875,8,3,2
"619",1,17,0,-3,0.529411764705882,0.529411764705882,FALSE,0.294117647058824,9,5,1.5,12,0,-3,0.416666666666667,0.416666666666667,FALSE,0.416666666666667,5,5,0.833333333333333
"620",1,18,1,1,0.555555555555556,0.555555555555556,TRUE,0.277777777777778,10,5,1.66666666666667,32,0,-4,0.59375,0.59375,FALSE,0.25,19,8,2.11111111111111
"621",0,29,1,4,0.655172413793103,0.655172413793103,TRUE,0.172413793103448,19,5,3.16666666666667,2,1,1,0.5,0.5,TRUE,0,1,0,1
"622",0,38,0,-1,0.605263157894737,0.605263157894737,FALSE,0.184210526315789,23,7,2.875,17,1,1,0.764705882352941,0.764705882352941,TRUE,0.176470588235294,13,3,3.25
"623",0,41,1,1,0.585365853658537,0.585365853658537,TRUE,0.195121951219512,24,8,2.66666666666667,6,1,4,0.666666666666667,0.5,TRUE,0,3,0,3
"624",1,44,1,1,0.568181818181818,0.568181818181818,TRUE,0.204545454545455,25,9,2.5,8,1,8,1,0.875,TRUE,0,7,0,7
"625",0,52,0,-3,0.538461538461538,0.538461538461538,FALSE,0.230769230769231,28,12,2.15384615384615,23,1,3,0.739130434782609,0.608695652173913,TRUE,0.173913043478261,14,4,2.8
"626",0,60,1,1,0.5,0.5,TRUE,0.25,30,15,1.875,11,1,1,0.727272727272727,0.545454545454545,FALSE,0,6,0,6
"627",1,61,0,-1,0.491803278688525,0.491803278688525,FALSE,0.262295081967213,30,16,1.76470588235294,10,1,1,0.4,0.4,TRUE,0.6,4,6,0.571428571428571
"628",0,76,0,-1,0.447368421052632,0.447368421052632,FALSE,0.276315789473684,34,21,1.54545454545455,15,1,1,0.8,0.6,TRUE,0.133333333333333,9,2,3
"629",0,80,0,-5,0.425,0.425,FALSE,0.3125,34,25,1.30769230769231,20,0,-1,0.55,0.5,FALSE,0.4,10,8,1.11111111111111
"630",0,83,0,-8,0.409638554216867,0.409638554216867,FALSE,0.337349397590361,34,28,1.17241379310345,24,0,-2,0.708333333333333,0.458333333333333,FALSE,0.25,11,6,1.57142857142857
"631",0,5,0,-1,0.6,0.6,FALSE,0.2,3,1,1.5,24,1,2,0.541666666666667,0.541666666666667,TRUE,0.291666666666667,13,7,1.625
"632",0,10,0,-1,0.5,0.5,FALSE,0.3,5,3,1.25,21,1,2,0.476190476190476,0.238095238095238,FALSE,0.238095238095238,5,5,0.833333333333333
"633",0,11,0,-2,0.454545454545455,0.454545454545455,FALSE,0.363636363636364,5,4,1,19,0,-1,0.684210526315789,0.684210526315789,FALSE,0.263157894736842,13,5,2.16666666666667
"634",0,12,0,-3,0.416666666666667,0.416666666666667,FALSE,0.416666666666667,5,5,0.833333333333333,17,0,-3,0.529411764705882,0.529411764705882,FALSE,0.294117647058824,9,5,1.5
"635",1,13,0,-4,0.384615384615385,0.384615384615385,FALSE,0.461538461538462,5,6,0.714285714285714,12,0,-3,0.333333333333333,0.333333333333333,FALSE,0.666666666666667,4,8,0.444444444444444
"636",1,19,0,-1,0.421052631578947,0.421052631578947,FALSE,0.421052631578947,8,8,0.888888888888889,3,1,2,0.666666666666667,0.333333333333333,FALSE,0.333333333333333,1,1,0.5
"637",0,23,0,-1,0.478260869565217,0.391304347826087,FALSE,0.391304347826087,9,9,0.9,3,1,2,0.666666666666667,0.666666666666667,TRUE,0,2,0,2
"638",0,27,0,-5,0.407407407407407,0.333333333333333,FALSE,0.444444444444444,9,12,0.692307692307692,8,1,8,1,1,TRUE,0,8,0,8
"639",1,30,1,1,0.4,0.333333333333333,TRUE,0.466666666666667,10,14,0.666666666666667,1,1,1,1,1,TRUE,0,1,0,1
"640",0,37,1,1,0.405405405405405,0.324324324324324,TRUE,0.459459459459459,12,17,0.666666666666667,16,0,-1,0.75,0.75,FALSE,0.125,12,2,4
"641",0,2,1,2,1,1,TRUE,0,2,0,2,4,0,-2,0.5,0.5,FALSE,0,2,0,2
"642",0,6,1,3,0.833333333333333,0.333333333333333,FALSE,0,2,0,2,10,1,1,0.6,0.5,FALSE,0.3,5,3,1.25
"643",0,14,1,7,0.857142857142857,0.571428571428571,TRUE,0,8,0,8,14,1,3,0.785714285714286,0.642857142857143,TRUE,0.142857142857143,9,2,3
"644",0,15,0,-1,0.8,0.533333333333333,FALSE,0,8,0,8,13,1,5,0.846153846153846,0.692307692307692,TRUE,0.0769230769230769,9,1,4.5
"645",0,20,1,1,0.75,0.55,TRUE,0.05,11,1,5.5,13,1,1,0.384615384615385,0.153846153846154,FALSE,0.230769230769231,2,3,0.5
"646",0,21,0,-1,0.714285714285714,0.523809523809524,FALSE,0.0952380952380952,11,2,3.66666666666667,10,0,-1,0.8,0.2,FALSE,0.1,2,1,1
"647",1,27,0,-1,0.62962962962963,0.444444444444444,FALSE,0.111111111111111,12,3,3,24,0,-1,0.75,0.666666666666667,FALSE,0.0833333333333333,16,2,5.33333333333333
"648",0,28,1,1,0.642857142857143,0.428571428571429,FALSE,0.107142857142857,12,3,3,28,1,1,0.714285714285714,0.5,FALSE,0.214285714285714,14,6,2
"649",0,36,0,-1,0.583333333333333,0.388888888888889,FALSE,0.138888888888889,14,5,2.33333333333333,49,0,-1,0.653061224489796,0.469387755102041,FALSE,0.122448979591837,23,6,3.28571428571429
"650",1,1,1,1,1,1,TRUE,0,1,0,1,3,1,3,1,1,TRUE,0,3,0,3
"651",1,3,1,3,1,1,TRUE,0,3,0,3,4,0,-2,0.25,0.25,FALSE,0.75,1,3,0.25
"652",1,4,1,4,1,1,TRUE,0,4,0,4,1,1,1,1,1,TRUE,0,1,0,1
"653",1,5,1,5,1,1,TRUE,0,5,0,5,11,0,-1,0.818181818181818,0.818181818181818,FALSE,0.181818181818182,9,2,3
"654",1,6,1,6,1,1,TRUE,0,6,0,6,7,1,1,0.857142857142857,0.857142857142857,TRUE,0,6,0,6
"655",0,7,1,7,1,1,TRUE,0,7,0,7,11,0,-2,0.727272727272727,0.636363636363636,FALSE,0.272727272727273,7,3,1.75
"656",1,8,0,-1,0.875,0.875,FALSE,0,7,0,7,13,0,-1,0.846153846153846,0.615384615384615,FALSE,0.0769230769230769,8,1,4
"657",1,9,1,1,0.888888888888889,0.888888888888889,TRUE,0,8,0,8,15,1,10,0.933333333333333,0.866666666666667,TRUE,0.0666666666666667,13,1,6.5
"658",1,10,1,2,0.9,0.8,FALSE,0,8,0,8,11,1,2,0.727272727272727,0.363636363636364,FALSE,0.272727272727273,4,3,1
"659",1,11,1,3,0.909090909090909,0.727272727272727,FALSE,0,8,0,8,12,1,2,0.916666666666667,0.75,TRUE,0.0833333333333333,9,1,4.5
"660",1,12,1,4,0.916666666666667,0.75,TRUE,0,9,0,9,4,1,4,1,0.25,FALSE,0,1,0,1
"661",0,13,1,5,0.923076923076923,0.769230769230769,TRUE,0,10,0,10,15,1,2,0.8,0.666666666666667,TRUE,0.0666666666666667,10,1,5
"662",1,14,0,-1,0.857142857142857,0.714285714285714,FALSE,0.0714285714285714,10,1,5,18,0,-1,0.722222222222222,0.611111111111111,FALSE,0.111111111111111,11,2,3.66666666666667
"663",0,15,1,1,0.866666666666667,0.733333333333333,TRUE,0.0666666666666667,11,1,5.5,23,1,3,0.782608695652174,0.608695652173913,TRUE,0.173913043478261,14,4,2.8
"664",1,16,0,-1,0.8125,0.6875,FALSE,0.0625,11,1,5.5,15,0,-1,0.866666666666667,0.666666666666667,FALSE,0.0666666666666667,10,1,5
"665",1,17,1,1,0.823529411764706,0.647058823529412,FALSE,0.0588235294117647,11,1,5.5,26,1,3,0.692307692307692,0.538461538461538,FALSE,0.192307692307692,14,5,2.33333333333333
"666",1,18,1,2,0.833333333333333,0.666666666666667,TRUE,0.0555555555555556,12,1,6,16,1,3,0.75,0.3125,TRUE,0.25,5,4,1
"667",0,19,1,3,0.842105263157895,0.684210526315789,TRUE,0.0526315789473684,13,1,6.5,17,1,11,0.882352941176471,0.823529411764706,TRUE,0.117647058823529,14,2,4.66666666666667
"668",1,21,1,1,0.80952380952381,0.666666666666667,TRUE,0.0952380952380952,14,2,4.66666666666667,14,1,2,0.785714285714286,0.642857142857143,TRUE,0.214285714285714,9,3,2.25
"669",1,22,1,2,0.818181818181818,0.681818181818182,TRUE,0.0909090909090909,15,2,5,15,1,4,0.933333333333333,0.866666666666667,TRUE,0.0666666666666667,13,1,6.5
"670",1,23,1,3,0.826086956521739,0.652173913043478,FALSE,0.0869565217391304,15,2,5,29,0,-1,0.793103448275862,0.586206896551724,FALSE,0.103448275862069,17,3,4.25
"671",1,25,0,-1,0.8,0.64,FALSE,0.12,16,3,4,37,1,3,0.756756756756757,0.486486486486487,FALSE,0.108108108108108,18,4,3.6
"672",1,27,0,-1,0.777777777777778,0.592592592592593,FALSE,0.148148148148148,16,4,3.2,26,1,1,0.769230769230769,0.615384615384615,FALSE,0.0384615384615385,16,1,8
"673",1,28,1,1,0.785714285714286,0.607142857142857,TRUE,0.142857142857143,17,4,3.4,19,0,-1,0.947368421052632,0.842105263157895,FALSE,0.0526315789473684,16,1,8
"674",1,30,1,3,0.8,0.633333333333333,TRUE,0.133333333333333,19,4,3.8,23,1,13,0.869565217391304,0.521739130434783,TRUE,0.0434782608695652,12,1,6
"675",0,31,1,4,0.806451612903226,0.612903225806452,FALSE,0.129032258064516,19,4,3.8,27,1,27,1,0.62962962962963,TRUE,0,17,0,17
"676",1,32,0,-1,0.78125,0.59375,FALSE,0.15625,19,5,3.16666666666667,28,1,3,0.714285714285714,0.607142857142857,FALSE,0.107142857142857,17,3,4.25
"677",1,33,1,1,0.787878787878788,0.575757575757576,FALSE,0.151515151515152,19,5,3.16666666666667,26,1,1,0.846153846153846,0.769230769230769,TRUE,0.153846153846154,20,4,4
"678",0,5,1,2,0.8,0.6,TRUE,0,3,0,3,9,1,9,1,0.555555555555556,TRUE,0,5,0,5
"679",1,21,0,-1,0.904761904761905,0.428571428571429,FALSE,0,9,0,9,30,0,-2,0.766666666666667,0.566666666666667,FALSE,0.133333333333333,17,4,3.4
"680",1,22,1,1,0.909090909090909,0.409090909090909,FALSE,0,9,0,9,29,0,-1,0.689655172413793,0.310344827586207,FALSE,0.103448275862069,9,3,2.25
"681",1,23,1,2,0.91304347826087,0.391304347826087,FALSE,0,9,0,9,31,1,1,0.709677419354839,0.548387096774194,FALSE,0.225806451612903,17,7,2.125
"682",0,24,1,3,0.916666666666667,0.416666666666667,TRUE,0,10,0,10,24,1,2,0.833333333333333,0.375,FALSE,0.166666666666667,9,4,1.8
"683",1,8,1,8,1,0.875,TRUE,0,7,0,7,15,0,-1,0.8,0.666666666666667,FALSE,0.133333333333333,10,2,3.33333333333333
"684",1,11,1,1,0.909090909090909,0.727272727272727,TRUE,0.0909090909090909,8,1,4,51,0,-3,0.666666666666667,0.529411764705882,FALSE,0.215686274509804,27,11,2.25
"685",1,14,1,4,0.928571428571429,0.571428571428571,FALSE,0.0714285714285714,8,1,4,13,0,-1,0.923076923076923,0.769230769230769,FALSE,0,10,0,10
"686",1,15,1,5,0.933333333333333,0.533333333333333,FALSE,0.0666666666666667,8,1,4,14,0,-2,0.857142857142857,0.714285714285714,FALSE,0,10,0,10
"687",1,18,1,8,0.944444444444444,0.5,FALSE,0.0555555555555556,9,1,4.5,30,1,1,0.633333333333333,0.4,FALSE,0.2,12,6,1.71428571428571
"688",0,20,0,-1,0.9,0.45,FALSE,0.1,9,2,3,29,0,-2,0.724137931034483,0.655172413793103,FALSE,0.241379310344828,19,7,2.375
"689",0,21,0,-2,0.857142857142857,0.428571428571429,FALSE,0.142857142857143,9,3,2.25,38,0,-1,0.710526315789474,0.447368421052632,FALSE,0.184210526315789,17,7,2.125
"690",1,22,0,-3,0.818181818181818,0.409090909090909,FALSE,0.181818181818182,9,4,1.8,28,1,1,0.714285714285714,0.321428571428571,TRUE,0.107142857142857,9,3,2.25
"691",0,24,1,2,0.833333333333333,0.375,FALSE,0.166666666666667,9,4,1.8,24,1,3,0.916666666666667,0.416666666666667,TRUE,0,10,0,10
"692",0,25,0,-1,0.8,0.36,FALSE,0.2,9,5,1.5,48,1,1,0.708333333333333,0.354166666666667,FALSE,0.145833333333333,17,7,2.125
"693",0,11,0,-4,0.363636363636364,0.272727272727273,FALSE,0.272727272727273,3,3,0.75,5,1,5,1,0.8,TRUE,0,4,0,4
"694",0,12,0,-5,0.333333333333333,0.25,FALSE,0.333333333333333,3,4,0.6,1,1,1,1,0,FALSE,0,0,0,0
"695",0,18,0,-2,0.388888888888889,0.333333333333333,FALSE,0.333333333333333,6,6,0.857142857142857,7,1,7,1,1,TRUE,0,7,0,7
"696",0,19,0,-3,0.368421052631579,0.315789473684211,FALSE,0.368421052631579,6,7,0.75,5,1,3,0.8,0.8,TRUE,0.2,4,1,2
"697",0,22,1,1,0.363636363636364,0.272727272727273,FALSE,0.409090909090909,6,9,0.6,6,1,5,0.833333333333333,0.5,FALSE,0,3,0,3
"698",0,24,1,1,0.375,0.291666666666667,TRUE,0.416666666666667,7,10,0.636363636363636,18,0,-1,0.5,0.5,FALSE,0.277777777777778,9,5,1.5
"699",1,27,1,2,0.407407407407407,0.333333333333333,TRUE,0.407407407407407,9,11,0.75,37,0,-1,0.594594594594595,0.486486486486487,FALSE,0.378378378378378,18,14,1.2
"700",1,30,1,1,0.433333333333333,0.366666666666667,TRUE,0.4,11,12,0.846153846153846,39,0,-1,0.461538461538462,0.358974358974359,FALSE,0.230769230769231,14,9,1.4
"701",0,37,1,8,0.540540540540541,0.432432432432432,TRUE,0.324324324324324,16,12,1.23076923076923,11,1,1,0.818181818181818,0.727272727272727,TRUE,0.181818181818182,8,2,2.66666666666667
"702",0,39,1,1,0.538461538461538,0.435897435897436,TRUE,0.333333333333333,17,13,1.21428571428571,27,0,-2,0.703703703703704,0.296296296296296,FALSE,0.111111111111111,8,3,2
"703",1,1,0,-1,0,0,FALSE,1,0,1,0,1,1,1,1,1,TRUE,0,1,0,1
"704",1,2,1,1,0.5,0.5,TRUE,0.5,1,1,0.5,4,1,4,1,1,TRUE,0,4,0,4
"705",1,4,0,-1,0.5,0.5,FALSE,0.5,2,2,0.666666666666667,6,1,1,0.833333333333333,0.833333333333333,TRUE,0.166666666666667,5,1,2.5
"706",1,6,1,2,0.666666666666667,0.666666666666667,TRUE,0.333333333333333,4,2,1.33333333333333,5,1,5,1,0.8,TRUE,0,4,0,4
"707",1,8,1,4,0.75,0.75,TRUE,0.25,6,2,2,1,0,-1,0,0,FALSE,1,0,1,0
"708",1,9,1,5,0.777777777777778,0.777777777777778,TRUE,0.222222222222222,7,2,2.33333333333333,5,0,-1,0.8,0.8,FALSE,0.2,4,1,2
"709",1,10,1,6,0.8,0.8,TRUE,0.2,8,2,2.66666666666667,29,1,1,0.482758620689655,0.344827586206897,TRUE,0.344827586206897,10,10,0.909090909090909
"710",0,12,1,8,0.833333333333333,0.833333333333333,TRUE,0.166666666666667,10,2,3.33333333333333,10,1,1,0.7,0.6,TRUE,0.2,6,2,2
"711",1,13,0,-1,0.769230769230769,0.769230769230769,FALSE,0.230769230769231,10,3,2.5,5,1,5,1,0.6,FALSE,0,3,0,3
"712",1,15,1,2,0.8,0.8,TRUE,0.2,12,3,3,11,1,6,0.727272727272727,0.636363636363636,TRUE,0.272727272727273,7,3,1.75
"713",0,16,1,3,0.8125,0.8125,TRUE,0.1875,13,3,3.25,10,0,-1,0.7,0.4,FALSE,0,4,0,4
"714",1,17,0,-1,0.764705882352941,0.764705882352941,FALSE,0.235294117647059,13,4,2.6,32,0,-1,0.90625,0.84375,FALSE,0.03125,27,1,13.5
"715",0,18,1,1,0.777777777777778,0.777777777777778,TRUE,0.222222222222222,14,4,2.8,49,1,1,0.551020408163265,0.448979591836735,FALSE,0.142857142857143,22,7,2.75
"716",1,19,0,-1,0.736842105263158,0.736842105263158,FALSE,0.263157894736842,14,5,2.33333333333333,29,0,-1,0.724137931034483,0.482758620689655,FALSE,0.137931034482759,14,4,2.8
"717",1,20,1,1,0.75,0.75,TRUE,0.25,15,5,2.5,20,0,-2,0.55,0.55,FALSE,0.35,11,7,1.375
"718",1,21,1,2,0.761904761904762,0.761904761904762,TRUE,0.238095238095238,16,5,2.66666666666667,25,1,1,0.68,0.64,TRUE,0.28,16,7,2
"719",1,22,1,3,0.772727272727273,0.772727272727273,TRUE,0.227272727272727,17,5,2.83333333333333,46,1,1,0.58695652173913,0.456521739130435,TRUE,0.391304347826087,21,18,1.10526315789474
"720",0,23,1,4,0.782608695652174,0.782608695652174,TRUE,0.217391304347826,18,5,3,17,1,1,0.764705882352941,0.588235294117647,TRUE,0.0588235294117647,10,1,5
"721",1,24,0,-1,0.75,0.75,FALSE,0.25,18,6,2.57142857142857,8,1,3,0.875,0.625,FALSE,0,5,0,5
"722",1,25,1,1,0.76,0.76,TRUE,0.24,19,6,2.71428571428571,42,0,-4,0.404761904761905,0.333333333333333,FALSE,0.428571428571429,14,18,0.736842105263158
"723",1,27,1,3,0.777777777777778,0.777777777777778,TRUE,0.222222222222222,21,6,3,10,1,3,0.8,0.5,FALSE,0.1,5,1,2.5
"724",0,28,1,4,0.785714285714286,0.75,FALSE,0.214285714285714,21,6,3,39,1,1,0.769230769230769,0.358974358974359,TRUE,0.102564102564103,14,4,2.8
"725",1,29,0,-1,0.758620689655172,0.724137931034483,FALSE,0.241379310344828,21,7,2.625,26,0,-1,0.538461538461538,0.307692307692308,FALSE,0.230769230769231,8,6,1.14285714285714
"726",1,30,1,1,0.766666666666667,0.733333333333333,TRUE,0.233333333333333,22,7,2.75,6,1,6,1,0.666666666666667,TRUE,0,4,0,4
"727",1,31,1,2,0.774193548387097,0.741935483870968,TRUE,0.225806451612903,23,7,2.875,24,1,5,0.75,0.625,TRUE,0.125,15,3,3.75
"728",1,31,1,2,0.774193548387097,0.741935483870968,TRUE,0.225806451612903,23,7,2.875,26,1,1,0.730769230769231,0.615384615384615,TRUE,0.153846153846154,16,4,3.2
"729",1,32,1,3,0.78125,0.75,TRUE,0.21875,24,7,3,34,0,-2,0.676470588235294,0.441176470588235,FALSE,0.205882352941176,15,7,1.875
"730",0,33,1,4,0.787878787878788,0.757575757575758,TRUE,0.212121212121212,25,7,3.125,24,1,5,0.75,0.625,TRUE,0.125,15,3,3.75
"731",0,33,1,4,0.787878787878788,0.757575757575758,TRUE,0.212121212121212,25,7,3.125,26,1,1,0.730769230769231,0.615384615384615,TRUE,0.153846153846154,16,4,3.2
"732",0,34,0,-1,0.764705882352941,0.735294117647059,FALSE,0.235294117647059,25,8,2.77777777777778,15,1,15,1,0.866666666666667,TRUE,0,13,0,13
"733",1,35,0,-2,0.742857142857143,0.714285714285714,FALSE,0.257142857142857,25,9,2.5,25,1,6,0.76,0.32,FALSE,0.04,8,1,4
"734",0,36,1,1,0.75,0.722222222222222,TRUE,0.25,26,9,2.6,39,1,3,0.769230769230769,0.282051282051282,FALSE,0.179487179487179,11,7,1.375
"735",1,37,0,-1,0.72972972972973,0.702702702702703,FALSE,0.27027027027027,26,10,2.36363636363636,15,0,-2,0.6,0.333333333333333,FALSE,0.333333333333333,5,5,0.833333333333333
"736",0,39,0,-1,0.717948717948718,0.692307692307692,FALSE,0.282051282051282,27,11,2.25,18,1,4,0.833333333333333,0.555555555555556,FALSE,0.111111111111111,10,2,3.33333333333333
"737",1,40,0,-2,0.7,0.675,FALSE,0.3,27,12,2.07692307692308,24,1,1,0.5,0.5,TRUE,0.0416666666666667,12,1,6
"738",1,7,1,4,0.857142857142857,0.571428571428571,FALSE,0.142857142857143,4,1,2,15,0,-1,0.733333333333333,0.2,FALSE,0.266666666666667,3,4,0.6
"739",0,8,1,5,0.875,0.625,TRUE,0.125,5,1,2.5,42,1,3,0.619047619047619,0.476190476190476,TRUE,0.238095238095238,20,10,1.81818181818182
"740",0,14,1,2,0.714285714285714,0.5,TRUE,0.142857142857143,7,2,2.33333333333333,24,1,5,0.75,0.333333333333333,FALSE,0.0416666666666667,8,1,4
"741",1,10,1,1,0.9,0.8,FALSE,0,8,0,8,12,1,12,1,0.916666666666667,TRUE,0,11,0,11
"742",1,11,1,2,0.909090909090909,0.727272727272727,FALSE,0,8,0,8,23,1,4,0.869565217391304,0.565217391304348,FALSE,0.0869565217391304,13,2,4.33333333333333
"743",1,14,0,-1,0.857142857142857,0.571428571428571,FALSE,0,8,0,8,14,0,-1,0.785714285714286,0.5,FALSE,0.0714285714285714,7,1,3.5
"744",0,16,1,2,0.875,0.5625,TRUE,0,9,0,9,10,1,10,1,0.8,TRUE,0,8,0,8
"745",0,17,0,-1,0.823529411764706,0.529411764705882,FALSE,0,9,0,9,38,0,-1,0.815789473684211,0.447368421052632,FALSE,0.131578947368421,17,5,2.83333333333333
"746",0,18,0,-2,0.777777777777778,0.5,FALSE,0.0555555555555556,9,1,4.5,24,1,2,0.791666666666667,0.583333333333333,FALSE,0.166666666666667,14,4,2.8
