"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"158","8","loss","Michael Chiesa","UFC Fight Night 166 - Blaydes vs. dos SantosJan / 25 / 2020","Decision (Unanimous)Kevin MacDonald",3,"5:00",NA,NA,NA,NA
"159","8","loss","Leon Edwards","UFC on ESPN 4 - Dos Anjos vs. EdwardsJul / 20 / 2019","Decision (Unanimous)Dan Miragliotta",5,"5:00",NA,NA,NA,NA
"160","8","win","Kevin Lee","UFC Fight Night 152 - Dos Anjos vs. LeeMay / 18 / 2019","Submission (Arm-Triangle Choke)Dan Miragliotta",4,"3:47",NA,NA,NA,NA
"161","8","loss","Kamaru Usman","UFC - The Ultimate Fighter 28 FinaleNov / 30 / 2018","Decision (Unanimous)Yves Lavigne",5,"5:00",NA,NA,NA,NA
"162","8","loss","Colby Covington","UFC 225 - Whittaker vs. Romero 2Jun / 09 / 2018","Decision (Unanimous)Herb Dean",5,"5:00",NA,NA,NA,NA
"163","8","win","Robbie Lawler","UFC on Fox 26 - Lawler vs. dos AnjosDec / 16 / 2017","Decision (Unanimous)Herb Dean",5,"5:00",NA,NA,NA,NA
"164","8","win","Neil Magny","UFC 215 - Nunes vs. Shevchenko 2Sep / 09 / 2017","Submission (Arm-Triangle Choke)Yves Lavigne",1,"3:43",NA,NA,NA,NA
"165","8","win","Tarec Saffiedine","UFC Fight Night 111 - Holm vs. CorreiaJun / 17 / 2017","Decision (Unanimous)Greg Kleynjans",3,"5:00",NA,NA,NA,NA
"166","8","loss","Tony Ferguson","UFC Fight Night 98 - Dos Anjos vs. FergusonNov / 05 / 2016","Decision (Unanimous)Herb Dean",5,"5:00",NA,NA,NA,NA
"167","8","loss","Eddie Alvarez","UFC Fight Night 90 - Dos Anjos vs. AlvarezJul / 07 / 2016","TKO (Punches)Herb Dean",1,"3:49",NA,NA,NA,NA
"168","8","win","Donald Cerrone","UFC on Fox 17 - Dos Anjos vs. Cerrone 2Dec / 19 / 2015","TKO (Punches)Herb Dean",1,"1:06",NA,NA,NA,NA
"169","8","win","Anthony Pettis","UFC 185 - Pettis vs. dos AnjosMar / 14 / 2015","Decision (Unanimous)Dan Miragliotta",5,"5:00",NA,NA,NA,NA
"170","8","win","Nate Diaz","UFC on Fox 13 - Dos Santos vs. MiocicDec / 13 / 2014","Decision (Unanimous)Jason Herzog",3,"5:00",NA,NA,NA,NA
"171","8","win","Benson Henderson","UFC Fight Night 49 - Henderson vs. dos AnjosAug / 23 / 2014","KO (Punch)John McCarthy",1,"2:31",NA,NA,NA,NA
"172","8","win","Jason High","UFC Fight Night 42 - Henderson vs. KhabilovJun / 07 / 2014","TKO (Punches)Kevin Mulhall",2,"3:36",NA,NA,NA,NA
"173","8","loss","Khabib Nurmagomedov","UFC on Fox 11 - Werdum vs. BrowneApr / 19 / 2014","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"174","8","win","Donald Cerrone","UFC Fight Night 27 - Condit vs. Kampmann 2Aug / 28 / 2013","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"175","8","win","Evan Dunham","UFC on FX 8 - Belfort vs. RockholdMay / 18 / 2013","Decision (Unanimous)Kevin Mulhall",3,"5:00",NA,NA,NA,NA
"176","8","win","Mark Bocek","UFC 154 - St. Pierre vs. ConditNov / 17 / 2012","Decision (Unanimous)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"177","8","win","Anthony Njokuani","UFC on Fuel TV 4 - Munoz vs. WeidmanJul / 11 / 2012","Decision (Unanimous)Marcos Rosales",3,"5:00",NA,NA,NA,NA
"178","8","win","Kamal Shalorus","UFC on Fuel TV 3 - Korean Zombie vs. PoirierMay / 15 / 2012","Submission (Rear-Naked Choke)Todd McGovern",1,"1:40",NA,NA,NA,NA
"179","8","loss","Gleison Tibau","UFC 139 - Shogun vs. HendersonNov / 19 / 2011","Decision (Split)Jason McCoy",3,"5:00",NA,NA,NA,NA
"180","8","win","George Sotiropoulos","UFC 132 - Cruz vs. Faber 2Jul / 02 / 2011","KO (Punch)Yves Lavigne",1,"0:59",NA,NA,NA,NA
"181","8","loss","Clay Guida","UFC 117 - Silva vs. SonnenAug / 07 / 2010","TKO (Jaw Injury)Herb Dean",3,"1:51",NA,NA,NA,NA
"182","8","win","Terry Etim","UFC 112 - InvincibleApr / 10 / 2010","Submission (Armbar)Marc Goddard",2,"4:30",NA,NA,NA,NA
"183","8","win","Kyle Bradley","UFC Fight Night 20 - Maynard vs. DiazJan / 11 / 2010","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"184","8","win","Robert Emerson","UFC 103 - Franklin vs. BelfortSep / 19 / 2009","Decision (Unanimous)Kerry Hatley",3,"5:00",NA,NA,NA,NA
"185","8","loss","Tyson Griffin","UFC Fight Night 18 - Condit vs. KampmannApr / 01 / 2009","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"186","8","loss","Jeremy Stephens","UFC 91 - Couture vs. LesnarNov / 15 / 2008","KO (Punches)Steve Mazzagatti",3,"0:39",NA,NA,NA,NA
"187","8","win","Takafumi Otsuka","Fury FC 6 - High VoltageJul / 12 / 2008","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"188","8","win","Takaichi Hirayama","Pancrase - Shining 5Jun / 01 / 2008","Submission (Armbar)Ryogaku Wada",1,"1:25",NA,NA,NA,NA
"189","8","win","Gabriel Miglioli","Fury FC 5 - Final ConflictDec / 06 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"190","8","win","Danilo Cherman","Fury FC 4 - High VoltageAug / 04 / 2007","Submission (Kimura)N/A",2,"3:38",NA,NA,NA,NA
"191","8","win","Mauricio Reis","XFC - BrazilApr / 29 / 2007","Submission (Rear-Naked Choke)N/A",1,"6:24",NA,NA,NA,NA
"192","8","win","Thiago Meller","XFC - BrazilApr / 29 / 2007","Submission (Rear-Naked Choke)N/A",1,"7:28",NA,NA,NA,NA
"193","8","win","Johil de Oliveira","Juiz de Fora - Fight 4Apr / 14 / 2007","Submission (Rear-Naked Choke)N/A",1,"2:50",NA,NA,NA,NA
"194","8","win","Mateus Trindade","Shooto - Brazil 2Mar / 24 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"195","8","win","Diogo Oliveira","TFMMA - Top Fighter MMA 2Oct / 25 / 2006","Submission (Armbar)N/A",2,"0:00",NA,NA,NA,NA
"196","8","loss","Jorge Britto","Arena - BH CombatJun / 04 / 2005","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"197","8","win","Felipe Arinelli","Juiz de Fora - Fight 2Apr / 16 / 2005","TKO (Cut)N/A",2,"0:00",NA,NA,NA,NA
"198","8","win","Joao Paulo Almeida Alves","Arena BH - Arena Belo HorizonteOct / 09 / 2004","DecisionN/A",3,"5:00",NA,NA,NA,NA
"199","8","loss","Adriano Abu","Juiz de Fora - Fight 1Sep / 25 / 2004","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"200","9","loss","Magomed Raisov","ACB 78 - Young Eagles 24Jan / 13 / 2018","TKO (Punches)Ashot Ashugyan",1,"1:37",NA,NA,NA,NA
"201","9","win","Brendan Loughnane","ACB 65 - Silva vs. AgnaevJul / 22 / 2017","Decision (Split)Herb Dean",3,"5:00",NA,NA,NA,NA
"202","9","loss","Leandro Silva","ACB 51 - Silva vs. TorgesonJan / 13 / 2017","TKO (Punches)Milan Ayers",1,"0:38",NA,NA,NA,NA
"203","9","loss","Gesias Cavalcante","Titan FC 39 - Cavalcante vs. HealyJun / 10 / 2016","KO (Punches)James Warring",1,"2:07",NA,NA,NA,NA
"204","9","win","Muhsin Corbbrey","Titan FC 37 - Simon vs. Dos SantosMar / 04 / 2016","Decision (Unanimous)John Stanton",3,"5:00",NA,NA,NA,NA
"205","9","loss","Rick Hawn","Titan FC 35 - Healy vs. HawnSep / 19 / 2015","Decision (Split)Steve Newport",5,"5:00",NA,NA,NA,NA
"206","9","win","Marcus Edwards","Titan FC 34 - Healy vs. EdwardsJul / 18 / 2015","TKO (Punches)Jason Herzog",2,"3:17",NA,NA,NA,NA
"207","9","win","Kurt  Kinser","Titan FC 33 - Titan Fighting Championship 33Mar / 20 / 2015","Decision (Split)Bobby Wombacher",5,"5:00",NA,NA,NA,NA
"208","9","win","Ricardo Tirloni","Arena Tour 4 - Tirloni vs. HealyDec / 20 / 2014","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"209","9","loss","Gleison Tibau","UFC Fight Night 45 - Cerrone vs. MillerJul / 16 / 2014","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"210","9","loss","Jorge Masvidal","UFC on Fox 11 - Werdum vs. BrowneApr / 19 / 2014","Decision (Unanimous)Jorge Alonso",3,"5:00",NA,NA,NA,NA
"211","9","loss","Bobby Green","UFC on Fox 9 - Johnson vs. Benavidez 2Dec / 14 / 2013","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"212","9","loss","Khabib Nurmagomedov","UFC 165 - Jones vs. GustafssonSep / 21 / 2013","Decision (Unanimous)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"213","9","NC","Jim Miller","UFC 159 - Jones vs. SonnenApr / 27 / 2013","No Contest (Overturned by Commission)Herb Dean",3,"4:02",NA,NA,NA,NA
"214","9","win","Kurt Holobaugh","Strikeforce - Marquardt vs. SaffiedineJan / 12 / 2013","Decision (Unanimous)Kevin Nix",3,"5:00",NA,NA,NA,NA
"215","9","win","Mizuto Hirota","Strikeforce - Rockhold vs. KennedyJul / 14 / 2012","Decision (Unanimous)Dave Hagen",3,"5:00",NA,NA,NA,NA
"216","9","win","Caros Fodor","Strikeforce - Tate vs. RouseyMar / 03 / 2012","Submission (Arm-Triangle Choke)Keith Peterson",3,"3:35",NA,NA,NA,NA
"217","9","win","Maximo Blanco","Strikeforce - Barnett vs. KharitonovSep / 10 / 2011","Submission (Rear-Naked Choke)Gary Copeland",2,"4:27",NA,NA,NA,NA
"218","9","win","Eric Wisely","Strikeforce - Challengers 18Aug / 12 / 2011","Decision (Unanimous)Chris Tognoni",3,"5:00",NA,NA,NA,NA
"219","9","win","Lyle Beerbohm","Strikeforce - Challengers 14Feb / 18 / 2011","Decision (Unanimous)Kerry Hatley",3,"5:00",NA,NA,NA,NA
"220","9","loss","Josh Thomson","Strikeforce / M-1 Global - Fedor vs. WerdumJun / 26 / 2010","Submission (Rear-Naked Choke)John McCarthy",3,"4:27",NA,NA,NA,NA
"221","9","win","Bryan Travers","Strikeforce - Challengers 8May / 21 / 2010","Decision (Unanimous)Shawn Gregory",3,"5:00",NA,NA,NA,NA
"222","9","win","Sidney Silva","W-1 MMA 4 - Bad BloodMar / 20 / 2010","TKO (Knee to the Body)N/A",2,"2:33",NA,NA,NA,NA
"223","9","win","Salvador Woods","TTP / PCL - Warriors CollideOct / 03 / 2009","Submission (Brabo Choke)Robert Long",1,"4:31",NA,NA,NA,NA
"224","9","loss","T.J. Waldburger","SF 6 - Shark Fights 6Sep / 12 / 2009","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"225","9","win","Ryan Ford","MFC 20 - Destined For GreatnessFeb / 20 / 2009","Decision (Split)Vern Gorman",5,"5:00",NA,NA,NA,NA
"226","9","win","Ryan Ford","MFC 17 - Hostile TakeoverJul / 25 / 2008","Submission (Armbar)Yves Lavigne",3,"3:00",NA,NA,NA,NA
"227","9","loss","Jake Ellenberger","IFL - Las VegasFeb / 29 / 2008","Decision (Unanimous)Mario Yamasaki",3,"4:00",NA,NA,NA,NA
"228","9","win","Michael Guymon","IFL - Las VegasJun / 16 / 2007","Decision (Split)N/A",3,"4:00",NA,NA,NA,NA
"229","9","loss","Rory Markham","IFL - MolineApr / 07 / 2007","KO (Punches)N/A",3,"1:47",NA,NA,NA,NA
"230","9","win","Ray Steinbeiss","IFL - OaklandJan / 19 / 2007","Decision (Unanimous)N/A",3,"4:00",NA,NA,NA,NA
"231","9","win","Tim Stout","WBFN - Wild Bill's Fight Night 5Nov / 17 / 2006","SubmissionN/A",1,"2:10",NA,NA,NA,NA
"232","9","loss","Anthony Torres","UFC Fight Night 6 - Sanchez vs. ParisyanAug / 17 / 2006","Submission (Rear-Naked Choke)N/A",1,"2:37",NA,NA,NA,NA
"233","9","win","Carlos Condit","Extreme Wars 3 - Bay Area BrawlJun / 03 / 2006","Submission (Rear-Naked Choke)N/A",3,"2:53",NA,NA,NA,NA
"234","9","win","Steve Schneider","Titan FC 3 - Red River RumbleMay / 20 / 2006","Submission (Rear-Naked Choke)N/A",1,"3:54",NA,NA,NA,NA
"235","9","win","Brandon Melendez","SF 15 - TributeApr / 08 / 2006","Submission (Rear-Naked Choke)N/A",2,"2:56",NA,NA,NA,NA
"236","9","win","Tiki Ghosn","WEC 19 - UndisputedMar / 17 / 2006","TKO (Shoulder Injury)Josh Rosenthal",3,"0:25",NA,NA,NA,NA
"237","9","loss","Chris Wilson","SF 14 - ResolutionJan / 06 / 2006","KO (Knee)N/A",1,"1:28",NA,NA,NA,NA
"238","9","loss","Carlo Prater","Euphoria - USA vs. JapanNov / 05 / 2005","Submission (Arm-Triangle Choke)N/A",2,"3:57",NA,NA,NA,NA
"239","9","win","Curt McKinnon","KOTC - FirestormSep / 24 / 2005","Submission (Guillotine Choke)Herb Dean",1,"2:01",NA,NA,NA,NA
"240","9","win","Eddy Ellis","SF 12 - BreakoutSep / 16 / 2005","TKO (Punches)N/A",1,"4:40",NA,NA,NA,NA
"241","9","loss","Jay Hieron","IFC - Rock N' RumbleJul / 30 / 2005","Decision (Unanimous)Steve Mazzagatti",3,"5:00",NA,NA,NA,NA
"242","9","win","Paul Daley","SF 11 - Rumble at the Rose GardenJul / 09 / 2005","Submission (Guillotine Choke)N/A",2,"3:15",NA,NA,NA,NA
"243","9","win","Shane Wessels","IFC - MichiganJun / 16 / 2005","Submission (Armbar)N/A",0,"N/A",NA,NA,NA,NA
"244","9","loss","Chris Lytle","WEC 15 - Judgment DayMay / 19 / 2005","Decision (Split)Josh Rosenthal",3,"5:00",NA,NA,NA,NA
"245","9","loss","Dustin Denes","AFC 12 - Absolute Fighting Championships 12Apr / 30 / 2005","Decision (Unanimous)Jorge Alonso",3,"5:00",NA,NA,NA,NA
"246","9","win","Mike Wunderlich","IFC WC 19 - Warriors Challenge 19Mar / 26 / 2005","Submission (Rear-Naked Choke)N/A",1,"N/A",NA,NA,NA,NA
"247","9","loss","Francisco Soares","FCC 18 - Freestyle Combat Challenge 18Mar / 05 / 2005","Submission (Heel Hook)N/A",1,"N/A",NA,NA,NA,NA
"248","9","win","Dan Hardy","AFC 10 - Absolute Fighting Championships 10Oct / 30 / 2004","Submission (Guillotine Choke)Marco Lopez",1,"3:50",NA,NA,NA,NA
"249","9","loss","Dave Strasser","MT 1 - Madtown Throwdown 1Aug / 21 / 2004","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"250","9","win","Dan Hart","FCC 15 - Freestyle Combat Challenge 15Jun / 12 / 2004","Submission (Rear-Naked Choke)N/A",1,"2:44",NA,NA,NA,NA
"251","9","loss","Derrick Noble","HOOKnSHOOT - Boot Camp 1.1Mar / 08 / 2003","Submission (Guillotine Choke)N/A",2,"N/A",NA,NA,NA,NA
"252","9","win","Richard Johnston","URC 3 - Ultimate Ring Challenge 3Jan / 04 / 2003","TKO (Punches)N/A",2,"2:20",NA,NA,NA,NA
"253","9","loss","Brad Blackburn","RITR 8 - Rumble in the Ring 8Nov / 16 / 2002","KO (Punches)N/A",1,"0:39",NA,NA,NA,NA
"254","9","loss","Denis Kang","RITR 7 - Rumble in the Ring 7Jul / 20 / 2002","Submission (Guillotine Choke)N/A",1,"3:42",NA,NA,NA,NA
"255","9","win","Rich Guerin","FCFF - Throwdown on the Fairground 1Jun / 01 / 2002","TKO (Punches)N/A",0,"N/A",NA,NA,NA,NA
"256","9","win","Sherk Julian","FCFF - Throwdown on the Fairground 1Jun / 01 / 2002","TKO (Punches)N/A",0,"N/A",NA,NA,NA,NA
"257","9","win","Eddie Evans","FCFF - Rumble at the Roseland 3May / 11 / 2002","Submission (Rear-Naked Choke)N/A",0,"N/A",NA,NA,NA,NA
"258","9","loss","Brad Blackburn","PPKA - MuckelshootAug / 15 / 2001","KO (Punch)N/A",1,"0:39",NA,NA,NA,NA
"259","10","loss","John Makdessi","UFC on Fox 26 - Lawler vs. dos AnjosDec / 16 / 2017","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"260","10","loss","James Vick","UFC Fight Night 104 - Bermudez vs. Korean ZombieFeb / 04 / 2017","Submission (Brabo Choke)Kerry Hatley",3,"0:49",NA,NA,NA,NA
"261","10","win","Jordan Rinaldi","UFC Fight Night 88 - Almeida vs. GarbrandtMay / 29 / 2016","Decision (Unanimous)Herb Dean",3,"5:00",NA,NA,NA,NA
"262","10","win","Tony Sims","UFC 195 - Lawler vs. ConditJan / 02 / 2016","Submission (Guillotine Choke)Herb Dean",1,"3:18",NA,NA,NA,NA
"263","10","win","Gleison Tibau","UFC Fight Night 77 - Belfort vs. Henderson 3Nov / 07 / 2015","Disqualification (Failed Drug Test)Keith Peterson",1,"1:45",NA,NA,NA,NA
"264","10","loss","Tony Ferguson","UFC 181 - Hendricks vs. Lawler 2Dec / 06 / 2014","Submission (Rear-Naked Choke)John McCarthy",2,"4:19",NA,NA,NA,NA
"265","10","win","Jamie Varner","UFC 169 - Barao vs. Faber 2Feb / 01 / 2014","KO (Punch)Dan Miragliotta",2,"2:32",NA,NA,NA,NA
"266","10","win","Roger Bowling","UFC on Fox 9 - Johnson vs. Benavidez 2Dec / 14 / 2013","TKO (Punches)John McCarthy",2,"1:35",NA,NA,NA,NA
"267","10","NC","Roger Bowling","UFC Fight Night 27 - Condit vs. Kampmann 2Aug / 28 / 2013","NC (Knee to Head of Grounded Fighter)Rob Hinds",2,"4:57",NA,NA,NA,NA
"268","10","loss","Khabib Nurmagomedov","UFC 160 - Velasquez vs. Bigfoot 2May / 25 / 2013","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"269","10","win","Marcus LeVesseur","UFC on Fox 5 - Henderson vs. DiazDec / 08 / 2012","TKO (Knees to the Body)Anthony Hamlett",2,"3:56",NA,NA,NA,NA
"270","10","win","Frank Carrillo","CFA 7 - Never Give UpJun / 30 / 2012","Decision (Unanimous)James Warring",3,"5:00",NA,NA,NA,NA
"271","10","win","Edson Berto","CFA 6 - Palomino vs. WarfieldApr / 13 / 2012","Submission (Punches)Jorge Alonso",1,"1:10",NA,NA,NA,NA
"272","10","win","Ken Jackson","C3 Fights - SlamfestJan / 21 / 2012","Decision (Unanimous)Anthony Macias",3,"5:00",NA,NA,NA,NA
"273","10","win","Lucas Gwaltney","Fight Me MMA - Trujillo vs. GwaltneyAug / 13 / 2011","Decision (Unanimous)Mike England",3,"5:00",NA,NA,NA,NA
"274","10","loss","Alonzo Martinez","EC - Extreme Challenge 181Apr / 15 / 2011","Technical Submission (Guillotine Choke)N/A",1,"3:30",NA,NA,NA,NA
"275","10","loss","Scott Cleve","EB - Beatdown at 4 Bears 8Mar / 12 / 2011","Decision (Split)David Wald",5,"5:00",NA,NA,NA,NA
"276","10","win","Marcos Marquez","Extreme Challenge - Bad BloodFeb / 11 / 2011","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"277","10","win","Andre Garcia","Xtreme Fight Promotions - XFP: The Holiday Fight FestDec / 04 / 2010","Submission (Guillotine Choke)Joseph Hawes",1,"2:36",NA,NA,NA,NA
"278","10","win","Wes Clark","TCF - TriState Cage FightsOct / 23 / 2010","Submission (Verbal)N/A",1,"2:01",NA,NA,NA,NA
"279","10","win","Dave Lehr Cochran","Fight Me MMA 1 - The Battle BeginsAug / 14 / 2010","KO (Punches)Mike England",1,"1:29",NA,NA,NA,NA
"280","10","loss","Clayton Robinson","C3 Fights - Knockout-Rockout Weekend 4Jul / 17 / 2010","TKO (Punches)N/A",1,"2:47",NA,NA,NA,NA
"281","10","win","Dustin Praxedes","Xtreme Promotions - Throwdown in Jamestown 2Mar / 06 / 2010","TKO (Punches)N/A",1,"4:15",NA,NA,NA,NA
"282","10","loss","Ted Worthington","MFDM - Ballroom Brawl 2Aug / 28 / 2009","Submission (Armbar)N/A",1,"3:06",NA,NA,NA,NA
"283","11","win","Laercio Alves dos Santos","GCF 53 - Gladiator Combat Fight 53Oct / 24 / 2020","TKO (Punches)Cristiano Padilha",1,"3:38",NA,NA,NA,NA
"284","11","loss","Rashid Magomedov","Professional Fighters League - PFL 9: 2018 Season PFL Playoffs 2Oct / 13 / 2018","TKO (Punches)Frank Trigg",2,"3:36",NA,NA,NA,NA
"285","11","loss","Islam Mamedov","Professional Fighters League - PFL 9: 2018 Season PFL Playoffs 2Oct / 13 / 2018","Decision (Unanimous)Frank Trigg",2,"5:00",NA,NA,NA,NA
"286","11","win","Arthur Estrazulas","Professional Fighters League  - PFL 5: 2018 Regular SeasonAug / 02 / 2018","Decision (Split)Keith Peterson",3,"5:00",NA,NA,NA,NA
"287","11","loss","Robert Watley","Professional Fighters League - PFL 2: 2018 Regular SeasonJun / 21 / 2018","TKO (Leg Kick)Keith Peterson",2,"0:35",NA,NA,NA,NA
"288","11","win","Mauricio Machado","Aspera FC 49 - Aspera Fighting Championship 49Feb / 18 / 2017","TKO (Punches)N/A",1,"0:46",NA,NA,NA,NA
"289","11","loss","Doo Ho Choi","UFC  - The Ultimate Fighter 23 FinaleJul / 08 / 2016","KO (Punches)Herb Dean",1,"2:42",NA,NA,NA,NA
"290","11","win","Clay Guida","UFC Fight Night 77 - Belfort vs. Henderson 3Nov / 07 / 2015","Submission (Guillotine Choke)Mario Yamasaki",1,"0:39",NA,NA,NA,NA
"291","11","loss","Brian Ortega","UFC Fight Night 68 - Boetsch vs. HendersonJun / 06 / 2015","TKO (Punches)Dan Miragliotta",3,"4:10",NA,NA,NA,NA
"292","11","win","Robbie Peralta","UFC Fight Night 47 - Bader vs. St. PreuxAug / 16 / 2014","Submission (Rear-Naked Choke)Kevin MacDonald",1,"4:27",NA,NA,NA,NA
