"","FighterId.x","Result.x","Opponent.x","Event.x","Round.x","Time.x","Method.x","DateEvent.x","Outcome.x","PreviousOutcome.x","start.x","streak_id.x","streak.x","StreakLength.x","WinRatio.x","CountFights.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishedPrevious.x","FinishedCount.x","FinishCount.x","DamageDiff.x","Fighter.x","OpponentId.x","FighterComposite","OpponentComposite","FighterId.y","Result.y","Opponent.y","Event.y","Round.y","Time.y","Method.y","DateEvent.y","Outcome.y","PreviousOutcome.y","start.y","streak_id.y","streak.y","StreakLength.y","WinRatio.y","CountFights.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishedPrevious.y","FinishedCount.y","FinishCount.y","DamageDiff.y","Fighter.y","OpponentId.y","FighterComposite.y"
"1",1,"win","Donnie Bell","ROF 42 - Who's Next",2,"2:57","TKO (Punches)",2011-12-17,1,1,FALSE,1,3,2,1,2,1,TRUE,0,FALSE,0,2,2,"Justin Gaethje",556,"1_Donnie Bell_2011-12-17","556_Justin Gaethje_2011-12-17",556,"loss","Justin Gaethje","ROF 42 - Who's Next",2,"2:57","TKO (Punches)",2011-12-17,0,1,TRUE,2,1,2,1,2,0.5,FALSE,0,FALSE,0,1,1,"Donnie Bell",1,"556_Justin Gaethje_2011-12-17"
"2",1,"win","Drew Fickett","RITC  - Rage in the Cage 163",1,"0:12","KO (Punch)",2012-10-20,1,1,FALSE,1,6,5,1,5,0.8,TRUE,0,FALSE,0,4,4,"Justin Gaethje",382,"1_Drew Fickett_2012-10-20","382_Justin Gaethje_2012-10-20",382,"loss","Justin Gaethje","RITC  - Rage in the Cage 163",1,"0:12","KO (Punch)",2012-10-20,0,0,FALSE,20,2,-1,0.7,60,0.566666666666667,FALSE,0.233333333333333,TRUE,14,34,2.26666666666667,"Drew Fickett",1,"382_Justin Gaethje_2012-10-20"
"3",1,"win","Gesias Cavalcante","WSOF 2 - Arlovski vs. Johnson",1,"2:27","TKO (Doctor Stoppage)",2013-03-23,1,1,FALSE,1,8,7,1,7,0.857142857142857,TRUE,0,FALSE,0,6,6,"Justin Gaethje",270,"1_Gesias Cavalcante_2013-03-23","270_Justin Gaethje_2013-03-23",270,"loss","Justin Gaethje","WSOF 2 - Arlovski vs. Johnson",1,"2:27","TKO (Doctor Stoppage)",2013-03-23,0,1,TRUE,12,1,1,0.653846153846154,26,0.5,TRUE,0.153846153846154,FALSE,4,13,2.6,"Gesias Cavalcante",1,"270_Justin Gaethje_2013-03-23"
"4",1,"win","Brian Cobb","WSOF 3 - Fitch vs. Burkman 2",3,"2:19","TKO (Leg Kicks)",2013-06-14,1,1,FALSE,1,9,8,1,8,0.875,TRUE,0,FALSE,0,7,7,"Justin Gaethje",437,"1_Brian Cobb_2013-06-14","437_Justin Gaethje_2013-06-14",437,"loss","Justin Gaethje","WSOF 3 - Fitch vs. Burkman 2",3,"2:19","TKO (Leg Kicks)",2013-06-14,0,1,TRUE,10,1,1,0.740740740740741,27,0.555555555555556,FALSE,0.185185185185185,FALSE,5,15,2.5,"Brian Cobb",1,"437_Justin Gaethje_2013-06-14"
"5",1,"win","Richard Patishnock","WSOF 8 - Gaethje vs. Patishnock",1,"1:09","TKO (Punches and Elbows)",2014-01-18,1,1,FALSE,1,11,10,1,10,0.9,TRUE,0,FALSE,0,9,9,"Justin Gaethje",265,"1_Richard Patishnock_2014-01-18","265_Justin Gaethje_2014-01-18",265,"loss","Justin Gaethje","WSOF 8 - Gaethje vs. Patishnock",1,"1:09","TKO (Punches and Elbows)",2014-01-18,0,1,TRUE,4,1,2,0.857142857142857,7,0.285714285714286,FALSE,0.142857142857143,FALSE,1,2,1,"Richard Patishnock",1,"265_Justin Gaethje_2014-01-18"
"6",1,"win","Melvin Guillard","WSOF 15 - Branch vs. Okami",3,"5:00","Decision (Split)",2014-11-15,1,1,FALSE,1,13,12,1,12,0.916666666666667,TRUE,0,FALSE,0,11,11,"Justin Gaethje",78,"1_Melvin Guillard_2014-11-15","78_Justin Gaethje_2014-11-15",78,"loss","Justin Gaethje","WSOF 15 - Branch vs. Okami",3,"5:00","Decision (Split)",2014-11-15,0,1,TRUE,24,1,1,0.653061224489796,49,0.469387755102041,TRUE,0.285714285714286,FALSE,14,23,1.53333333333333,"Melvin Guillard",1,"78_Justin Gaethje_2014-11-15"
"7",1,"win","Luis Palomino","WSOF 19 - Gaethje vs. Palomino",3,"3:57","TKO (Leg Kicks and Punches)",2015-03-28,1,1,FALSE,1,14,13,1,13,0.846153846153846,FALSE,0,FALSE,0,11,11,"Justin Gaethje",209,"1_Luis Palomino_2015-03-28","209_Justin Gaethje_2015-03-28",209,"loss","Justin Gaethje","WSOF 19 - Gaethje vs. Palomino",3,"3:57","TKO (Leg Kicks and Punches)",2015-03-28,0,1,TRUE,18,1,2,0.71875,32,0.46875,TRUE,0.15625,FALSE,5,15,2.5,"Luis Palomino",1,"209_Justin Gaethje_2015-03-28"
"8",1,"win","Luis Palomino","WSOF 23 - Gaethje vs. Palomino 2",2,"4:30","TKO (Punches)",2015-09-18,1,1,FALSE,1,15,14,1,14,0.857142857142857,TRUE,0,FALSE,0,12,12,"Justin Gaethje",209,"1_Luis Palomino_2015-09-18","209_Justin Gaethje_2015-09-18",209,"loss","Justin Gaethje","WSOF 23 - Gaethje vs. Palomino 2",2,"4:30","TKO (Punches)",2015-09-18,0,0,FALSE,18,2,-1,0.696969696969697,33,0.454545454545455,FALSE,0.181818181818182,TRUE,6,15,2.14285714285714,"Luis Palomino",1,"209_Justin Gaethje_2015-09-18"
"9",1,"win","Brian Foster","WSOF 29 - Gaethje vs. Foster",1,"1:43","TKO (Leg Kicks)",2016-03-12,1,1,FALSE,1,16,15,1,15,0.866666666666667,TRUE,0,FALSE,0,13,13,"Justin Gaethje",205,"1_Brian Foster_2016-03-12","205_Justin Gaethje_2016-03-12",205,"loss","Justin Gaethje","WSOF 29 - Gaethje vs. Foster",1,"1:43","TKO (Leg Kicks)",2016-03-12,0,0,FALSE,15,2,-1,0.764705882352941,34,0.735294117647059,FALSE,0.235294117647059,TRUE,8,25,2.77777777777778,"Brian Foster",1,"205_Justin Gaethje_2016-03-12"
"10",1,"win","Luiz Firmino","WSOF 34 - Gaethje vs. Firmino",3,"5:00","TKO (Doctor Stoppage)",2016-12-31,1,1,FALSE,1,17,16,1,16,0.875,TRUE,0,FALSE,0,14,14,"Justin Gaethje",230,"1_Luiz Firmino_2016-12-31","230_Justin Gaethje_2016-12-31",230,"loss","Justin Gaethje","WSOF 34 - Gaethje vs. Firmino",3,"5:00","TKO (Doctor Stoppage)",2016-12-31,0,0,FALSE,9,2,-1,0.730769230769231,26,0.307692307692308,FALSE,0.0769230769230769,TRUE,2,8,2.66666666666667,"Luiz Firmino",1,"230_Justin Gaethje_2016-12-31"
