"","Result.x","Method.x","Fighter.x","Opponent.x","CountFights.x","PreviousOutcome.x","StreakLength.x","WinRatio.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishCount.x","FinishedCount.x","DamageDiff.x","CountFights.y","PreviousOutcome.y","StreakLength.y","WinRatio.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishCount.y","FinishedCount.y","DamageDiff.y","delta_FP","delta_FIP","delta_FC","delta_FIC"
"1627","loss","Decision (Split)","Cole Miller","Nam Phan",24,0,-1,0.75,0.666666666666667,FALSE,0.0833333333333333,16,2,5.33333333333333,27,0,-1,0.62962962962963,0.444444444444444,FALSE,0.111111111111111,12,3,3,0,0,4,-1
"1628","win","Decision (Unanimous)","Cole Miller","Andy Ogle",27,0,-1,0.703703703703704,0.62962962962963,FALSE,0.0740740740740741,17,2,5.66666666666667,11,1,1,0.818181818181818,0.454545454545455,FALSE,0.0909090909090909,5,1,2.5,0,0,12,1
"1629","win","Submission (Rear-Naked Choke)","Cole Miller","Sam Sicilia",28,1,1,0.714285714285714,0.607142857142857,FALSE,0.0714285714285714,17,2,5.66666666666667,15,1,1,0.8,0.733333333333333,TRUE,0.133333333333333,11,2,3.66666666666667,-1,0,6,0
"1630","NC","NC (Accidental Eye Poke)","Cole Miller","Jim Alers",30,0,-1,0.7,0.6,FALSE,0.0666666666666667,18,2,6,15,0,-1,0.866666666666667,0.733333333333333,FALSE,0.133333333333333,11,2,3.66666666666667,0,-1,7,0
"1631","loss","Decision (Unanimous)","Cole Miller","Mizuto Hirota",32,0,-3,0.65625,0.5625,FALSE,0.09375,18,3,4.5,26,0,-1,0.653846153846154,0.384615384615385,FALSE,0.115384615384615,10,3,2.5,0,-1,8,0
"1632","loss","Decision (Unanimous)","Diego Saraiva","Jorge Gurgel",18,0,-1,0.555555555555556,0.555555555555556,FALSE,0.166666666666667,10,3,2.5,12,1,1,0.833333333333333,0.75,FALSE,0.0833333333333333,9,1,4.5,0,0,1,2
"1633","loss","Decision (Unanimous)","Diego Saraiva","Jeremy Stephens",19,0,-2,0.526315789473684,0.526315789473684,FALSE,0.157894736842105,10,3,2.5,15,1,1,0.866666666666667,0.866666666666667,TRUE,0.133333333333333,13,2,4.33333333333333,-1,0,-3,1
"1634","loss","Decision (Unanimous)","Diego Saraiva","Benson Henderson",24,1,1,0.541666666666667,0.541666666666667,TRUE,0.125,13,3,3.25,7,1,4,0.857142857142857,0.857142857142857,TRUE,0.142857142857143,6,1,3,0,0,7,2
"1635","loss","Decision (Unanimous)","Diego Saraiva","Micah Miller",32,0,-1,0.59375,0.5,FALSE,0.125,16,4,3.2,20,1,1,0.75,0.65,TRUE,0.1,13,2,4.33333333333333,-1,1,3,2
"1636","loss","Decision (Unanimous)","Diego Saraiva","Enoch Wilson",40,0,-1,0.55,0.45,FALSE,0.125,18,5,3,29,1,2,0.620689655172414,0.586206896551724,TRUE,0.172413793103448,17,5,2.83333333333333,-1,1,1,0
"1637","loss","TKO (Punches)","Nick Walker","Jeremy Stephens",3,1,3,1,1,TRUE,0,3,0,3,14,0,-1,0.857142857142857,0.857142857142857,FALSE,0.142857142857143,12,2,4,1,-1,-9,-2
"1638","loss","Submission (Triangle Choke)","Nick Walker","Will Shutt",9,0,-4,0.444444444444444,0.444444444444444,FALSE,0.555555555555556,4,5,0.666666666666667,19,0,-2,0.421052631578947,0.421052631578947,FALSE,0.578947368421053,8,11,0.666666666666667,0,0,-4,-6
"1639","loss","TKO (Punches)","Nick Walker","Nik Lentz",11,0,-6,0.363636363636364,0.363636363636364,FALSE,0.636363636363636,4,7,0.5,19,1,5,0.789473684210526,0.684210526315789,FALSE,0.157894736842105,13,3,3.25,0,1,-9,4
"1640","win","Submission (Heel Hook)","Din Thomas","Jens Pulver",10,1,4,0.9,0.9,TRUE,0.1,9,1,4.5,9,1,4,0.777777777777778,0.666666666666667,FALSE,0.222222222222222,6,2,2,1,0,3,-1
"1641","win","Decision (Unanimous)","Din Thomas","Steve Berger",19,1,1,0.842105263157895,0.736842105263158,FALSE,0.105263157894737,14,2,4.66666666666667,27,1,1,0.555555555555556,0.444444444444444,TRUE,0.222222222222222,12,6,1.71428571428571,-1,0,2,-4
"1642","win","Submission (Armbar)","Din Thomas","John Strawn",22,1,1,0.818181818181818,0.681818181818182,TRUE,0.136363636363636,15,3,3.75,33,0,-1,0.909090909090909,0.818181818181818,FALSE,0.0909090909090909,27,3,6.75,1,-1,-12,0
"1643","win","Submission (Armbar)","Din Thomas","Jeremy Stephens",28,1,2,0.785714285714286,0.642857142857143,FALSE,0.107142857142857,18,3,4.5,13,1,9,0.923076923076923,0.923076923076923,TRUE,0.0769230769230769,12,1,6,-1,0,6,2
"1644","loss","Submission (Rear-Naked Choke)","Vern Jefferson","John Strawn",4,1,1,0.25,0.25,TRUE,0.75,1,3,0.25,16,1,16,1,0.9375,TRUE,0,15,0,15,0,0,-14,3
"1645","loss","TKO (Punches)","Vern Jefferson","Nik Lentz",24,1,1,0.5,0.5,TRUE,0.458333333333333,12,11,1,8,0,-1,0.75,0.75,FALSE,0.125,6,1,3,1,-1,6,10
"1646","loss","Submission (Rear-Naked Choke)","Vern Jefferson","John Strawn",26,1,1,0.5,0.5,TRUE,0.461538461538462,13,12,1,43,0,-1,0.790697674418605,0.697674418604651,FALSE,0.209302325581395,30,9,3,1,-1,-17,3
"1647","loss","TKO (Punches)","Vern Jefferson","Jeremy Stephens",28,1,1,0.5,0.5,TRUE,0.464285714285714,14,13,1,12,1,8,0.916666666666667,0.916666666666667,TRUE,0.0833333333333333,11,1,5.5,0,0,3,12
"1648","win","Submission (Rear-Naked Choke)","Andrew Montanez","Steve McCabe",4,0,-4,0,0,FALSE,0.75,0,3,0,2,0,-1,0.5,0.5,FALSE,0.5,1,1,0.5,0,0,-1,2
"1649","loss","TKO (Punches)","Andrew Montanez","Dan Lauzon",14,1,4,0.5,0.428571428571429,TRUE,0.428571428571429,6,6,0.857142857142857,9,1,3,0.777777777777778,0.777777777777778,TRUE,0.222222222222222,7,2,2.33333333333333,0,0,-1,4
"1650","loss","Submission (Triangle Choke)","Norm Alexander","Jeremy Stephens",2,0,-2,0,0,FALSE,1,0,2,0,11,1,7,0.909090909090909,0.909090909090909,TRUE,0.0909090909090909,10,1,5,-1,1,-10,1
"1651","win","Submission (Guillotine Choke)","Aaron Williams","Nick Roscorla",2,1,2,1,1,TRUE,0,2,0,2,1,1,1,1,1,TRUE,0,1,0,1,0,0,1,0
"1652","loss","TKO (Punches)","Aaron Williams","Jeremy Stephens",14,0,-2,0.714285714285714,0.642857142857143,FALSE,0.142857142857143,9,2,3,9,1,5,0.888888888888889,0.888888888888889,TRUE,0.111111111111111,8,1,4,-1,0,1,1
"1653","loss","TKO (Knees)","Aaron Williams","Anthony Njokuani",24,1,1,0.625,0.583333333333333,TRUE,0.208333333333333,14,5,2.33333333333333,10,1,1,0.8,0.3,TRUE,0.2,3,2,1,0,0,11,3
"1654","loss","DecisionN/A)","Kendrick Johnson","John Strawn",6,1,3,0.833333333333333,0.833333333333333,TRUE,0.166666666666667,5,1,2.5,21,1,21,1,0.952380952380952,TRUE,0,20,0,20,0,0,-15,1
"1655","loss","N/AN/A)","Kendrick Johnson","Nick Roscorla",7,0,-1,0.714285714285714,0.714285714285714,FALSE,0.142857142857143,5,1,2.5,7,0,-1,0.428571428571429,0.142857142857143,FALSE,0.571428571428571,1,4,0.2,0,-1,4,-3
"1656","loss","KO (Punches)","Kendrick Johnson","John Strawn",8,0,-2,0.625,0.625,FALSE,0.25,5,2,1.66666666666667,22,1,22,1,0.909090909090909,FALSE,0,20,0,20,0,1,-15,2
"1657","loss","TKO (Submission to Strikes)","Kendrick Johnson","Justin James",22,1,6,0.590909090909091,0.590909090909091,TRUE,0.363636363636364,13,8,1.44444444444444,10,0,-2,0.6,0.6,FALSE,0.4,6,4,1.2,1,-1,7,4
"1658","loss","Submission (Armbar)","Kendrick Johnson","Ted Worthington",23,0,-1,0.565217391304348,0.565217391304348,FALSE,0.391304347826087,13,9,1.3,2,1,1,0.5,0.5,TRUE,0.5,1,1,0.5,-1,1,12,8
"1659","loss","KO (Punch)","Kendrick Johnson","Jeremy Stephens",25,1,1,0.56,0.56,TRUE,0.4,14,10,1.27272727272727,6,1,2,0.833333333333333,0.833333333333333,TRUE,0.166666666666667,5,1,2.5,0,0,9,9
"1660","loss","Submission (Triangle Choke)","Will Shutt","Ted Worthington",12,0,-1,0.583333333333333,0.583333333333333,FALSE,0.416666666666667,7,5,1.16666666666667,21,1,4,0.619047619047619,0.619047619047619,TRUE,0.238095238095238,13,5,2.16666666666667,-1,1,-6,0
"1661","loss","Submission (Rear-Naked Choke)","Will Shutt","Erik Koch",23,1,2,0.478260869565217,0.478260869565217,TRUE,0.521739130434783,11,12,0.846153846153846,7,1,7,1,0.857142857142857,TRUE,0,6,0,6,0,0,5,12
"1662","loss","TKO (Punches)","Will Shutt","Alex White",41,1,1,0.463414634146341,0.390243902439024,FALSE,0.48780487804878,16,20,0.761904761904762,7,1,7,1,0.857142857142857,TRUE,0,6,0,6,-1,0,10,20
"1663","win","TKO (Punches)","Will Shutt","Sean Wilson",44,0,-1,0.454545454545455,0.386363636363636,FALSE,0.5,17,22,0.739130434782609,63,0,-3,0.555555555555556,0.53968253968254,FALSE,0.444444444444444,34,28,1.17241379310345,0,0,-17,-6
"1664","loss","TKO (Punches)","Will Shutt","Eric Wisely",50,0,-3,0.46,0.4,FALSE,0.5,20,25,0.769230769230769,41,1,7,0.75609756097561,0.536585365853659,TRUE,0.0487804878048781,22,2,7.33333333333333,-1,1,-2,23
"1665","loss","Submission (Triangle Choke)","Sharome Blanchard","Ted Worthington",1,0,-1,0,0,FALSE,1,0,1,0,19,1,2,0.578947368421053,0.578947368421053,TRUE,0.263157894736842,11,5,1.83333333333333,-1,1,-11,-4
"1666","loss","TKO (Submission to Punches)","Gary Percival","Jeremy Stephens",2,0,-1,0.5,0.5,FALSE,0.5,1,1,0.5,1,1,1,1,1,TRUE,0,1,0,1,-1,1,0,1
"1667","loss","Decision (Unanimous)","Ted Worthington","Bobby Voelker",8,1,1,0.5,0.5,TRUE,0.375,4,3,1,9,1,3,0.777777777777778,0.666666666666667,TRUE,0.111111111111111,6,1,3,0,0,-2,2
"1668","loss","TKO (Punches)","Ted Worthington","Harris Sarmiento",32,0,-1,0.625,0.625,FALSE,0.1875,20,6,2.85714285714286,43,1,1,0.581395348837209,0.232558139534884,FALSE,0.302325581395349,10,13,0.714285714285714,0,0,10,-7
"1669","win","Submission (Triangle Choke)","Ted Worthington","John Strawn",34,0,-3,0.588235294117647,0.588235294117647,FALSE,0.205882352941176,20,7,2.5,47,1,1,0.765957446808511,0.680851063829787,TRUE,0.234042553191489,32,11,2.66666666666667,-1,0,-12,-4
"1670","win","TKO (Punches)","Ted Worthington","Darren Elkins",44,1,1,0.568181818181818,0.568181818181818,TRUE,0.204545454545455,25,9,2.5,8,1,8,1,0.875,TRUE,0,7,0,7,0,0,18,9
"1671","loss","Decision (Unanimous)","Ted Worthington","Jonathan Knutson",57,0,-1,0.508771929824561,0.508771929824561,FALSE,0.245614035087719,29,14,1.93333333333333,8,0,-1,0.75,0.625,FALSE,0,5,0,5,0,0,24,14
"1672","win","Submission (Triangle Choke)","Ted Worthington","Jimmy Seipel",64,0,-2,0.484375,0.484375,FALSE,0.25,31,16,1.82352941176471,8,1,1,0.625,0.625,TRUE,0.375,5,3,1.25,-1,0,26,13
"1673","loss","TKO (Punches)","Ted Worthington","Mark Dickman",65,1,1,0.492307692307692,0.492307692307692,TRUE,0.246153846153846,32,16,1.88235294117647,4,1,4,1,0.75,TRUE,0,3,0,3,0,0,29,16
"1674","loss","Submission (Kimura)","Ted Worthington","Anthony Rocco Martin",71,0,-6,0.450704225352113,0.450704225352113,FALSE,0.267605633802817,32,19,1.6,4,1,4,1,1,TRUE,0,4,0,4,-1,1,28,19
"1675","loss","TKO (Submission to Punches)","Ted Worthington","Johnny Case",75,1,2,0.453333333333333,0.453333333333333,TRUE,0.266666666666667,34,20,1.61904761904762,20,1,6,0.8,0.75,TRUE,0.2,15,4,3,0,0,19,16
"1676","loss","TKO (Punches)","Ted Worthington","Zachary Micklewright",76,0,-1,0.447368421052632,0.447368421052632,FALSE,0.276315789473684,34,21,1.54545454545455,15,1,1,0.8,0.6,TRUE,0.133333333333333,9,2,3,-1,1,25,19
"1677","loss","Decision (Unanimous)","Kevin Lee","Al Iaquinta",7,1,7,1,0.571428571428571,TRUE,0,4,0,4,10,1,2,0.7,0.4,FALSE,0.3,4,3,1,1,0,0,-3
"1678","win","Decision (Unanimous)","Kevin Lee","Efrain Escudero",13,0,-1,0.846153846153846,0.384615384615385,FALSE,0.0769230769230769,5,1,2.5,34,0,-1,0.705882352941177,0.441176470588235,FALSE,0.0588235294117647,15,2,5,0,1,-10,-1
"1679","win","Submission (Rear-Naked Choke)","Kevin Lee","Francisco Trinaldo",16,1,3,0.875,0.4375,TRUE,0.0625,7,1,3.5,25,1,7,0.84,0.48,TRUE,0.08,12,2,4,0,0,-5,-1
"1680","loss","Decision (Unanimous)","Kevin Lee","Al Iaquinta",20,1,1,0.85,0.5,TRUE,0.1,10,2,3.33333333333333,18,0,-1,0.722222222222222,0.444444444444444,FALSE,0.222222222222222,8,4,1.6,1,0,2,-2
"1681","loss","Submission (Guillotine Choke)","Kevin Lee","Charles Oliveira",23,1,1,0.782608695652174,0.478260869565217,TRUE,0.130434782608696,11,3,2.75,37,1,6,0.756756756756757,0.702702702702703,TRUE,0.216216216216216,26,8,2.88888888888889,0,0,-15,-5
"1682","draw","DrawN/A)","Nik Lentz","Kyle Jensen",13,1,1,0.769230769230769,0.769230769230769,TRUE,0.153846153846154,10,2,3.33333333333333,44,1,4,0.75,0.75,TRUE,0.181818181818182,33,8,3.66666666666667,0,0,-23,-6
"1683","win","Decision (Unanimous)","Nik Lentz","Drew Fickett",18,1,4,0.777777777777778,0.722222222222222,FALSE,0.166666666666667,13,3,3.25,46,0,-2,0.782608695652174,0.608695652173913,FALSE,0.152173913043478,28,7,3.5,0,-1,-15,-4
"1684","win","Decision (Unanimous)","Nik Lentz","Robert Emerson",22,0,-1,0.772727272727273,0.636363636363636,FALSE,0.181818181818182,14,4,2.8,19,1,1,0.526315789473684,0.263157894736842,FALSE,0.105263157894737,5,2,1.66666666666667,0,1,9,2
"1685","win","Decision (Split)","Nik Lentz","Tyson Griffin",24,1,2,0.791666666666667,0.583333333333333,FALSE,0.166666666666667,14,4,2.8,18,0,-2,0.777777777777778,0.5,FALSE,0.0555555555555556,9,1,4.5,0,-1,5,3
"1686","NC","No Contest (Illegal Knee)","Nik Lentz","Charles Oliveira",26,1,4,0.807692307692308,0.576923076923077,TRUE,0.153846153846154,15,4,3,15,0,-1,0.933333333333333,0.866666666666667,FALSE,0.0666666666666667,13,1,6.5,1,-1,2,3
"1687","loss","Decision (Unanimous)","Nik Lentz","Mark Bocek",27,0,-1,0.777777777777778,0.555555555555556,FALSE,0.185185185185185,15,5,2.5,13,0,-1,0.692307692307692,0.615384615384615,FALSE,0.153846153846154,8,2,2.66666666666667,0,1,7,3
"1688","loss","TKO (Doctor Stoppage)","Nik Lentz","Evan Dunham",28,0,-2,0.75,0.535714285714286,FALSE,0.178571428571429,15,5,2.5,14,1,1,0.857142857142857,0.571428571428571,FALSE,0.0714285714285714,8,1,4,0,0,7,4
"1689","loss","Decision (Unanimous)","Nik Lentz","Chad Mendes",32,1,3,0.75,0.5,FALSE,0.1875,16,6,2.28571428571429,16,1,4,0.9375,0.5,TRUE,0.0625,8,1,4,-1,0,8,5
"1690","loss","Submission (Guillotine Choke)","Nik Lentz","Charles Oliveira",34,1,1,0.735294117647059,0.470588235294118,FALSE,0.176470588235294,16,6,2.28571428571429,24,1,3,0.791666666666667,0.708333333333333,FALSE,0.166666666666667,17,4,3.4,0,0,-1,2
"1691","win","Decision (Split)","Nik Lentz","Danny Castillo",35,0,-1,0.714285714285714,0.457142857142857,FALSE,0.2,16,7,2,26,0,-3,0.653846153846154,0.384615384615385,FALSE,0.192307692307692,10,5,1.66666666666667,0,1,6,2
"1692","win","Submission (Guillotine Choke)","Nik Lentz","Will Brooks",38,0,-1,0.710526315789474,0.447368421052632,FALSE,0.184210526315789,17,7,2.125,21,0,-2,0.857142857142857,0.428571428571429,FALSE,0.142857142857143,9,3,2.25,0,-1,8,4
"1693","loss","Decision (Unanimous)","Nik Lentz","David Teymur",39,1,1,0.717948717948718,0.461538461538462,TRUE,0.179487179487179,18,7,2.25,8,1,7,0.875,0.5,FALSE,0,4,0,4,1,0,14,7
"1694","win","TKO (Head Kick and Punches)","Nik Lentz","Gray Maynard",40,0,-1,0.7,0.45,FALSE,0.175,18,7,2.25,21,1,1,0.619047619047619,0.0952380952380952,FALSE,0.285714285714286,2,6,0.285714285714286,0,0,16,1
"1695","loss","TKO (Punches)","Nik Lentz","Charles Oliveira",42,1,2,0.714285714285714,0.452380952380952,FALSE,0.166666666666667,19,7,2.375,35,1,4,0.742857142857143,0.685714285714286,TRUE,0.228571428571429,24,8,2.66666666666667,-1,0,-5,-1
"1696","loss","Submission (Anaconda Choke)","David Teymur","Charles Oliveira",9,1,8,0.888888888888889,0.444444444444444,FALSE,0,4,0,4,34,1,3,0.735294117647059,0.676470588235294,TRUE,0.235294117647059,23,8,2.55555555555556,-1,0,-19,-8
"1697","loss","Submission (Rear-Naked Choke)","Christos Giagos","Charles Oliveira",21,1,1,0.714285714285714,0.476190476190476,FALSE,0.19047619047619,10,4,2,32,1,1,0.71875,0.65625,TRUE,0.25,21,8,2.33333333333333,-1,0,-11,-4
"1698","win","Decision (Unanimous)","Christos Giagos","Mizuto Hirota",22,0,-1,0.681818181818182,0.454545454545455,FALSE,0.227272727272727,10,5,1.66666666666667,29,0,-2,0.620689655172414,0.344827586206897,FALSE,0.103448275862069,10,3,2.5,0,1,0,2
"1699","win","KO (Spinning Backfist)","Paul Felder","Danny Castillo",9,1,9,1,0.666666666666667,FALSE,0,6,0,6,24,0,-1,0.708333333333333,0.416666666666667,FALSE,0.166666666666667,10,4,2,0,0,-4,-4
"1700","loss","Decision (Split)","Paul Felder","Ross Pearson",11,0,-1,0.909090909090909,0.636363636363636,FALSE,0,7,0,7,27,0,-1,0.62962962962963,0.444444444444444,FALSE,0.222222222222222,12,6,1.71428571428571,0,0,-5,-6
"1701","win","Decision (Unanimous)","Paul Felder","Joshua Burkman",13,1,1,0.846153846153846,0.615384615384615,TRUE,0,8,0,8,41,1,1,0.682926829268293,0.414634146341463,FALSE,0.219512195121951,17,9,1.7,1,0,-9,-9
"1702","loss","TKO (Doctor Stoppage)","Paul Felder","Francisco Trinaldo",14,1,2,0.857142857142857,0.571428571428571,FALSE,0,8,0,8,24,1,6,0.833333333333333,0.458333333333333,FALSE,0.0833333333333333,11,2,3.66666666666667,0,0,-3,-2
"1703","win","TKO (Elbows)","Paul Felder","Charles Oliveira",17,1,2,0.823529411764706,0.588235294117647,TRUE,0.0588235294117647,10,1,5,30,1,1,0.733333333333333,0.666666666666667,TRUE,0.233333333333333,20,7,2.5,0,0,-10,-6
"1704","loss","Decision (Split)","Paul Felder","Mike Perry",18,1,3,0.833333333333333,0.611111111111111,TRUE,0.0555555555555556,11,1,5.5,14,0,-2,0.785714285714286,0.785714285714286,FALSE,0,11,0,11,1,0,0,1
"1705","win","Decision (Unanimous)","Paul Felder","James Vick",19,0,-1,0.789473684210526,0.578947368421053,FALSE,0.0526315789473684,11,1,5.5,15,0,-1,0.866666666666667,0.533333333333333,FALSE,0.133333333333333,8,2,2.66666666666667,0,-1,3,-1
"1706","loss","Decision (Split)","Paul Felder","Dan Hooker",21,1,2,0.80952380952381,0.523809523809524,FALSE,0.0476190476190476,11,1,5.5,27,1,2,0.703703703703704,0.62962962962963,FALSE,0.111111111111111,17,3,4.25,0,0,-6,-2
"1707","loss","KO (Punches)","Will Brooks","Saad Awad",9,1,9,1,0.777777777777778,FALSE,0,7,0,7,17,1,5,0.764705882352941,0.705882352941177,TRUE,0.176470588235294,12,3,3,-1,0,-5,-3
"1708","win","Decision (Unanimous)","Will Brooks","John Alessio",11,1,1,0.909090909090909,0.727272727272727,TRUE,0.0909090909090909,8,1,4,51,0,-3,0.666666666666667,0.529411764705882,FALSE,0.215686274509804,27,11,2.25,1,-1,-19,-10
"1709","win","Decision (Unanimous)","Will Brooks","Saad Awad",12,1,2,0.916666666666667,0.666666666666667,FALSE,0.0833333333333333,8,1,4,20,1,1,0.75,0.7,TRUE,0.2,14,4,2.8,-1,0,-6,-3
"1710","win","Decision (Unanimous)","Will Brooks","Ross Pearson",18,1,8,0.944444444444444,0.5,FALSE,0.0555555555555556,9,1,4.5,30,1,1,0.633333333333333,0.4,FALSE,0.2,12,6,1.71428571428571,0,0,-3,-5
"1711","loss","Submission (Rear-Naked Choke)","Will Brooks","Charles Oliveira",20,0,-1,0.9,0.45,FALSE,0.1,9,2,3,29,0,-2,0.724137931034483,0.655172413793103,FALSE,0.241379310344828,19,7,2.375,0,0,-10,-5
"1712","draw","Draw (Unanimous)","Will Brooks","Rashid Magomedov",24,1,2,0.833333333333333,0.375,FALSE,0.166666666666667,9,4,1.8,24,1,3,0.916666666666667,0.416666666666667,TRUE,0,10,0,10,-1,0,-1,4
"1713","loss","Submission (Guillotine Choke)","Myles Jury","Charles Oliveira",16,0,-1,0.9375,0.75,FALSE,0,12,0,12,26,0,-1,0.769230769230769,0.692307692307692,FALSE,0.192307692307692,18,5,3,0,-1,-6,-5
"1714","win","Decision (Unanimous)","Myles Jury","Rick Glenn",18,1,1,0.888888888888889,0.722222222222222,TRUE,0.0555555555555556,13,1,6.5,25,1,2,0.8,0.6,FALSE,0.12,15,3,3.75,1,0,-2,-2
"1715","loss","TKO (Punches)","Myles Jury","Chad Mendes",19,1,2,0.894736842105263,0.684210526315789,FALSE,0.0526315789473684,13,1,6.5,21,0,-2,0.80952380952381,0.428571428571429,FALSE,0.142857142857143,9,3,2.25,0,-1,4,-2
"1716","loss","Decision (Unanimous)","Myles Jury","Andre Fili",20,0,-1,0.85,0.65,FALSE,0.1,13,2,4.33333333333333,24,0,-1,0.75,0.458333333333333,FALSE,0.166666666666667,11,4,2.2,0,1,2,-2
"1717","loss","Decision (Unanimous)","Myles Jury","Benson Henderson",21,0,-2,0.80952380952381,0.619047619047619,FALSE,0.0952380952380952,13,2,4.33333333333333,35,1,3,0.771428571428571,0.4,FALSE,0.0857142857142857,14,3,3.5,0,0,-1,-1
"1718","loss","Decision (Split)","Andy Ogle","Akira Corassani",9,1,7,0.888888888888889,0.555555555555556,FALSE,0.111111111111111,5,1,2.5,13,0,-1,0.692307692307692,0.307692307692308,FALSE,0.307692307692308,4,4,0.8,0,-1,1,-3
"1719","win","Decision (Unanimous)","Andy Ogle","Josh Grispi",10,0,-1,0.8,0.5,FALSE,0.1,5,1,2.5,18,0,-3,0.777777777777778,0.722222222222222,FALSE,0.166666666666667,13,3,3.25,0,-1,-8,-2
"1720","loss","Submission (Triangle Choke)","Andy Ogle","Charles Oliveira",12,0,-1,0.75,0.416666666666667,FALSE,0.0833333333333333,5,1,2.5,21,0,-2,0.761904761904762,0.714285714285714,FALSE,0.19047619047619,15,4,3,0,0,-10,-3
"1721","loss","Decision (Unanimous)","Andy Ogle","Maximo Blanco",13,0,-2,0.692307692307692,0.384615384615385,FALSE,0.153846153846154,5,2,1.66666666666667,17,0,-2,0.529411764705882,0.411764705882353,FALSE,0.352941176470588,7,6,1,0,1,-2,-4
"1722","loss","Decision (Unanimous)","Eric Wisely","Erik Koch",8,1,1,0.875,0.875,TRUE,0,7,0,7,4,1,4,1,1,TRUE,0,4,0,4,0,0,3,0
"1723","win","TKO (Punches)","Eric Wisely","Hermes Franca",17,1,1,0.764705882352941,0.705882352941177,FALSE,0,12,0,12,27,0,-1,0.703703703703704,0.62962962962963,FALSE,0.0740740740740741,17,2,5.66666666666667,0,-1,-5,-2
"1724","win","Decision (Unanimous)","Eric Wisely","Hermes Franca",20,1,1,0.75,0.65,FALSE,0,13,0,13,28,0,-2,0.678571428571429,0.607142857142857,FALSE,0.107142857142857,17,3,4.25,0,-1,-4,-3
"1725","win","Submission (Armbar)","Eric Wisely","Matt Veach",21,1,2,0.761904761904762,0.619047619047619,FALSE,0,13,0,13,18,0,-1,0.833333333333333,0.611111111111111,FALSE,0.166666666666667,11,3,2.75,0,-1,2,-3
"1726","loss","Decision (Unanimous)","Eric Wisely","Pat Healy",23,1,4,0.782608695652174,0.608695652173913,FALSE,0,14,0,14,40,1,1,0.6,0.475,FALSE,0.25,19,10,1.72727272727273,0,0,-5,-10
"1727","loss","Submission (Calf Slicer)","Eric Wisely","Charles Oliveira",25,1,1,0.76,0.6,TRUE,0,15,0,15,17,0,-3,0.823529411764706,0.764705882352941,FALSE,0.176470588235294,13,3,3.25,1,-1,2,-3
"1728","loss","Decision (Unanimous)","Eric Wisely","Jason Young",26,0,-1,0.730769230769231,0.576923076923077,FALSE,0.0384615384615385,15,1,7.5,13,0,-2,0.615384615384615,0.307692307692308,FALSE,0.230769230769231,4,3,1,0,1,11,-2
"1729","loss","Decision (Unanimous)","Eric Wisely","John Alessio",30,1,3,0.733333333333333,0.533333333333333,FALSE,0.0333333333333333,16,1,8,52,0,-4,0.653846153846154,0.519230769230769,FALSE,0.211538461538462,27,11,2.25,0,0,-11,-10
"1730","win","Decision (Unanimous)","Efrain Escudero","Phillipe Nover",10,1,10,1,0.9,TRUE,0,9,0,9,6,1,4,0.833333333333333,0.666666666666667,TRUE,0.166666666666667,4,1,2,0,0,5,-1
"1731","loss","Submission (Armbar)","Efrain Escudero","Evan Dunham",12,1,12,1,0.833333333333333,TRUE,0,10,0,10,9,1,9,1,0.777777777777778,FALSE,0,7,0,7,1,0,3,0
"1732","win","Decision (Unanimous)","Efrain Escudero","Dan Lauzon",13,0,-1,0.923076923076923,0.769230769230769,FALSE,0.0769230769230769,10,1,5,15,0,-1,0.8,0.8,FALSE,0.2,12,3,3,0,0,-2,-2
"1733","loss","Submission (Rear-Naked Choke)","Efrain Escudero","Charles Oliveira",14,1,1,0.928571428571429,0.714285714285714,FALSE,0.0714285714285714,10,1,5,13,1,13,1,0.923076923076923,TRUE,0,12,0,12,-1,0,-2,1
"1734","win","Submission (Armbar)","Efrain Escudero","Jeremy Larsen",16,1,1,0.875,0.6875,TRUE,0.125,11,2,3.66666666666667,8,1,2,0.75,0.625,FALSE,0.125,5,1,2.5,1,0,6,1
"1735","loss","Decision (Unanimous)","Efrain Escudero","Fabricio Camoes",18,1,3,0.888888888888889,0.666666666666667,FALSE,0.111111111111111,12,2,4,19,1,1,0.631578947368421,0.526315789473684,TRUE,0.315789473684211,10,6,1.42857142857143,-1,0,2,-4
"1736","loss","Decision (Unanimous)","Efrain Escudero","Tyson Griffin",23,0,-2,0.782608695652174,0.565217391304348,FALSE,0.0869565217391304,13,2,4.33333333333333,21,0,-1,0.714285714285714,0.428571428571429,FALSE,0.0952380952380952,9,2,3,0,-1,4,0
"1737","win","Decision (Unanimous)","Efrain Escudero","Fabricio de Assis Costa da Silva",38,0,-1,0.684210526315789,0.394736842105263,FALSE,0.0526315789473684,15,2,5,26,1,1,0.807692307692308,0.692307692307692,TRUE,0.115384615384615,18,3,4.5,-1,0,-3,-1
"1738","win","Technical Submission (Guillotine Choke)","Efrain Escudero","Jason High",42,1,1,0.69047619047619,0.380952380952381,TRUE,0.0476190476190476,16,2,5.33333333333333,27,1,1,0.777777777777778,0.481481481481481,FALSE,0.185185185185185,13,5,2.16666666666667,1,0,3,-3
