"","Result.x","Method.x","Fighter.x","Opponent.x","CountFights.x","PreviousOutcome.x","StreakLength.x","WinRatio.x","FinishRatio.x","FinishPrevious.x","FinishedRatio.x","FinishCount.x","FinishedCount.x","DamageDiff.x","CountFights.y","PreviousOutcome.y","StreakLength.y","WinRatio.y","FinishRatio.y","FinishPrevious.y","FinishedRatio.y","FinishCount.y","FinishedCount.y","DamageDiff.y","delta_FP","delta_FIP","delta_FC","delta_FIC"
"750","win","Decision (Unanimous)","Brad Pickett","Hiroyuki Abe",6,1,4,0.833333333333333,0.666666666666667,FALSE,0.166666666666667,4,1,2,17,0,-1,0.352941176470588,0.235294117647059,FALSE,0.588235294117647,4,10,0.363636363636364,0,0,0,-9
"751","win","Decision (Majority)","Brad Pickett","Paul Reed",16,1,2,0.75,0.625,TRUE,0.1875,10,3,2.5,8,0,-1,0.875,0.75,FALSE,0.125,6,1,3,1,-1,4,2
"752","loss","Decision (Unanimous)","Brad Pickett","Scott Jorgensen",23,1,9,0.826086956521739,0.652173913043478,FALSE,0.130434782608696,15,3,3.75,13,1,4,0.769230769230769,0.384615384615385,FALSE,0.0769230769230769,5,1,2.5,0,0,10,2
"753","win","Decision (Unanimous)","Brad Pickett","Ivan Menjivar",24,0,-1,0.791666666666667,0.625,FALSE,0.125,15,3,3.75,28,1,1,0.75,0.571428571428571,TRUE,0.107142857142857,16,3,4,-1,0,-1,0
"754","loss","Submission (Rear-Naked Choke)","Brad Pickett","Renan Barao",25,1,1,0.8,0.6,FALSE,0.12,15,3,3.75,28,1,16,0.928571428571429,0.642857142857143,FALSE,0.0357142857142857,18,1,9,0,0,-3,2
"755","loss","Submission (Triangle Choke)","Brad Pickett","Michael McDonald",30,1,1,0.766666666666667,0.566666666666667,FALSE,0.133333333333333,17,4,3.4,17,0,-1,0.882352941176471,0.764705882352941,FALSE,0.117647058823529,13,2,4.33333333333333,0,-1,4,2
"756","win","Decision (Split)","Brad Pickett","Francisco Rivera",35,0,-3,0.685714285714286,0.485714285714286,FALSE,0.171428571428571,17,6,2.42857142857143,17,0,-1,0.647058823529412,0.470588235294118,FALSE,0.294117647058824,8,5,1.33333333333333,0,0,9,1
"757","loss","Submission (Triangle Choke)","Brad Pickett","Iuri Alcantara",36,1,1,0.694444444444444,0.472222222222222,FALSE,0.166666666666667,17,6,2.42857142857143,40,0,-1,0.8,0.625,FALSE,0.075,25,3,6.25,0,0,-8,3
"758","loss","Decision (Unanimous)","Brad Pickett","Urijah Faber",37,0,-1,0.675675675675676,0.459459459459459,FALSE,0.189189189189189,17,7,2.125,43,0,-2,0.767441860465116,0.627906976744186,FALSE,0.0697674418604651,27,3,6.75,0,1,-10,4
"759","win","Decision (Unanimous)","Frankie Saenz","Iuri Alcantara",10,1,5,0.8,0.5,FALSE,0.2,5,2,1.66666666666667,37,1,3,0.837837837837838,0.675675675675676,FALSE,0.0810810810810811,25,3,6.25,0,0,-20,-1
"760","loss","Decision (Unanimous)","Frankie Saenz","Urijah Faber",12,1,7,0.833333333333333,0.416666666666667,FALSE,0.166666666666667,5,2,1.66666666666667,40,0,-1,0.8,0.675,FALSE,0.075,27,3,6.75,0,0,-22,-1
"761","win","Decision (Unanimous)","Frankie Saenz","Enrique Briones",16,1,1,0.6875,0.3125,FALSE,0.1875,5,3,1.25,24,0,-3,0.666666666666667,0.583333333333333,FALSE,0.166666666666667,14,4,2.8,0,-1,-9,-1
"762","loss","TKO (Head Kick and Punches)","Francisco Rivera","Erik Koch",5,1,5,1,0.6,TRUE,0,3,0,3,11,1,1,0.909090909090909,0.727272727272727,TRUE,0,8,0,8,0,0,-5,0
"763","loss","Submission (Rear-Naked Choke)","Francisco Rivera","Reuben Duran",6,0,-1,0.833333333333333,0.5,FALSE,0.166666666666667,3,1,1.5,11,0,-1,0.636363636363636,0.545454545454545,FALSE,0.181818181818182,6,2,2,0,1,-3,-1
"764","win","TKO (Punches)","Francisco Rivera","George Roop",12,1,1,0.75,0.5,TRUE,0.25,6,3,1.5,24,1,2,0.583333333333333,0.333333333333333,TRUE,0.291666666666667,8,7,1,0,0,-2,-4
"765","loss","Decision (Unanimous)","Francisco Rivera","Takeya Mizugaki",13,1,2,0.769230769230769,0.538461538461538,TRUE,0.230769230769231,7,3,1.75,28,1,4,0.678571428571429,0.214285714285714,FALSE,0.142857142857143,6,4,1.2,1,0,1,-1
"766","loss","Submission (Bulldog Choke)","Francisco Rivera","Urijah Faber",14,0,-1,0.714285714285714,0.5,FALSE,0.214285714285714,7,3,1.75,38,1,1,0.815789473684211,0.684210526315789,TRUE,0.0789473684210526,26,3,6.5,-1,0,-19,0
"767","win","SubmissionN/A)","Michael McDonald","Fernando Arreola",4,1,4,1,1,TRUE,0,4,0,4,9,0,-1,0.333333333333333,0.222222222222222,FALSE,0.444444444444444,2,4,0.4,1,-1,2,-4
"768","loss","TKO (Punches)","Michael McDonald","Cole Escovedo",7,1,7,1,1,TRUE,0,7,0,7,15,0,-3,0.733333333333333,0.733333333333333,FALSE,0.133333333333333,11,2,3.66666666666667,1,0,-4,-2
"769","win","KO (Punches)","Michael McDonald","Cole Escovedo",10,1,2,0.9,0.9,TRUE,0.1,9,1,4.5,20,1,5,0.8,0.75,TRUE,0.1,15,2,5,0,0,-6,-1
"770","loss","Submission (Arm-Triangle Choke)","Michael McDonald","Renan Barao",16,1,8,0.9375,0.8125,TRUE,0.0625,13,1,6.5,31,1,19,0.935483870967742,0.612903225806452,FALSE,0.032258064516129,19,1,9.5,1,0,-6,0
"771","loss","Submission (Guillotine Choke)","Michael McDonald","Urijah Faber",18,1,1,0.888888888888889,0.777777777777778,TRUE,0.111111111111111,14,2,4.66666666666667,35,1,3,0.828571428571429,0.685714285714286,FALSE,0.0571428571428571,24,2,8,1,0,-10,0
"772","win","Submission (Rear-Naked Choke)","Michael McDonald","Masanori Kanehara",19,0,-1,0.842105263157895,0.736842105263158,FALSE,0.157894736842105,14,3,3.5,42,0,-1,0.595238095238095,0.428571428571429,FALSE,0.30952380952381,18,13,1.28571428571429,0,1,-4,-10
"773","win","Decision (Unanimous)","Scott Jorgensen","Takeya Mizugaki",10,1,1,0.7,0.4,TRUE,0.1,4,1,2,17,1,1,0.705882352941177,0.294117647058824,FALSE,0.176470588235294,5,3,1.25,1,0,-1,-2
"774","win","Decision (Unanimous)","Scott Jorgensen","Jeff Curran",16,1,1,0.75,0.375,TRUE,0.0625,6,1,3,49,1,2,0.714285714285714,0.448979591836735,FALSE,0.122448979591837,22,6,3.14285714285714,1,0,-16,-5
"775","loss","Decision (Unanimous)","Scott Jorgensen","Renan Barao",17,1,2,0.764705882352941,0.352941176470588,FALSE,0.0588235294117647,6,1,3,29,1,17,0.931034482758621,0.655172413793103,TRUE,0.0344827586206897,19,1,9.5,-1,0,-13,0
"776","win","Submission (Rear-Naked Choke)","Scott Jorgensen","John Albert",19,0,-2,0.684210526315789,0.315789473684211,FALSE,0.105263157894737,6,2,2,9,0,-2,0.666666666666667,0.666666666666667,FALSE,0.333333333333333,6,3,1.5,0,0,0,-1
"777","loss","Submission (Rear-Naked Choke)","Scott Jorgensen","Urijah Faber",20,1,1,0.7,0.35,TRUE,0.1,7,2,2.33333333333333,33,1,1,0.818181818181818,0.696969696969697,TRUE,0.0606060606060606,23,2,7.66666666666667,0,0,-16,0
"778","win","Decision (Unanimous)","Ivan Menjivar","Jeff Curran",7,0,-1,0.714285714285714,0.571428571428571,FALSE,0.285714285714286,4,2,1.33333333333333,17,1,1,0.705882352941177,0.588235294117647,TRUE,0.294117647058824,10,5,1.66666666666667,-1,1,-6,-3
"779","win","Submission (Calf Slicer)","Ivan Menjivar","Joe Lauzon",20,1,3,0.8,0.65,FALSE,0.1,13,2,4.33333333333333,10,1,1,0.9,0.9,TRUE,0.1,9,1,4.5,-1,0,4,1
"780","loss","DQ (Illegal Kick to Downed Opponent)","Ivan Menjivar","Urijah Faber",21,1,4,0.80952380952381,0.666666666666667,TRUE,0.0952380952380952,14,2,4.66666666666667,11,1,2,0.909090909090909,0.727272727272727,TRUE,0.0909090909090909,8,1,4,0,0,6,1
"781","win","Decision (Unanimous)","Ivan Menjivar","Taiyo Nakahara",22,0,-1,0.772727272727273,0.636363636363636,FALSE,0.136363636363636,14,3,3.5,10,0,-1,0.7,0.2,FALSE,0.3,2,3,0.5,0,0,12,0
"782","loss","Decision (Split)","Ivan Menjivar","Bart Palaszewski",26,0,-1,0.769230769230769,0.576923076923077,FALSE,0.115384615384615,15,3,3.75,31,1,9,0.774193548387097,0.612903225806452,FALSE,0.0645161290322581,19,2,6.33333333333333,0,0,-4,1
"783","win","TKO (Elbow and Punches)","Ivan Menjivar","Charlie Valencia",29,0,-1,0.724137931034483,0.551724137931034,FALSE,0.103448275862069,16,3,4,18,0,-1,0.666666666666667,0.333333333333333,FALSE,0.277777777777778,6,5,1,0,-1,10,-2
"784","win","Submission (Rear-Naked Choke)","Ivan Menjivar","John Albert",31,1,2,0.741935483870968,0.548387096774194,FALSE,0.0967741935483871,17,3,4.25,7,1,1,0.857142857142857,0.857142857142857,TRUE,0.142857142857143,6,1,3,-1,0,11,2
"785","loss","Submission (Rear-Naked Choke)","Ivan Menjivar","Urijah Faber",34,1,1,0.735294117647059,0.558823529411765,TRUE,0.0882352941176471,19,3,4.75,32,0,-1,0.8125,0.6875,FALSE,0.0625,22,2,7.33333333333333,1,0,-3,1
"786","loss","Decision (Unanimous)","Ivan Menjivar","Hatsu Hioki",36,0,-2,0.694444444444444,0.527777777777778,FALSE,0.111111111111111,19,4,3.8,35,0,-3,0.742857142857143,0.457142857142857,FALSE,0.0571428571428571,16,2,5.33333333333333,0,0,3,2
"787","win","Submission (Rear-Naked Choke)","Brian Bowles","Charlie Valencia",3,1,3,1,1,TRUE,0,3,0,3,10,1,1,0.8,0.5,TRUE,0.2,5,2,1.66666666666667,0,0,-2,-2
"788","win","Decision (Unanimous)","Brian Bowles","Takeya Mizugaki",10,1,1,0.9,0.9,TRUE,0.1,9,1,4.5,21,1,1,0.666666666666667,0.238095238095238,FALSE,0.19047619047619,5,4,1,1,0,4,-3
"789","loss","Submission (Guillotine Choke)","Brian Bowles","Urijah Faber",11,1,2,0.909090909090909,0.818181818181818,FALSE,0.0909090909090909,9,1,4.5,30,0,-1,0.833333333333333,0.7,FALSE,0.0666666666666667,21,2,7,0,0,-12,-1
"790","loss","TKO (Punches)","Brian Bowles","George Roop",12,0,-1,0.833333333333333,0.75,FALSE,0.166666666666667,9,2,3,23,1,1,0.565217391304348,0.304347826086957,FALSE,0.304347826086957,7,7,0.875,0,1,2,-5
"791","win","Decision (Split)","Takeya Mizugaki","Jeff Curran",16,0,-1,0.6875,0.3125,FALSE,0.1875,5,3,1.25,43,0,-3,0.720930232558139,0.488372093023256,FALSE,0.13953488372093,21,6,3,0,0,-16,-3
"792","loss","Technical Submission (Rear-Naked Choke)","Takeya Mizugaki","Urijah Faber",19,1,1,0.684210526315789,0.263157894736842,FALSE,0.157894736842105,5,3,1.25,27,0,-1,0.851851851851852,0.740740740740741,FALSE,0.0740740740740741,20,2,6.66666666666667,0,0,-15,1
"793","win","Decision (Split)","Takeya Mizugaki","Reuben Duran",20,0,-1,0.65,0.25,FALSE,0.2,5,4,1,10,1,4,0.7,0.6,TRUE,0.2,6,2,2,-1,1,-1,2
"794","win","TKO (Punches)","Takeya Mizugaki","Cole Escovedo",22,0,-1,0.636363636363636,0.227272727272727,FALSE,0.181818181818182,5,4,1,24,0,-1,0.708333333333333,0.666666666666667,FALSE,0.166666666666667,16,4,3.2,0,0,-11,0
"795","win","Decision (Unanimous)","Takeya Mizugaki","Nam Phan",27,1,3,0.666666666666667,0.222222222222222,FALSE,0.148148148148148,6,4,1.2,29,0,-1,0.620689655172414,0.413793103448276,FALSE,0.103448275862069,12,3,3,0,0,-6,1
"796","win","Decision (Unanimous)","Takeya Mizugaki","George Roop",31,0,-2,0.645161290322581,0.193548387096774,FALSE,0.193548387096774,6,6,0.857142857142857,27,0,-1,0.555555555555556,0.296296296296296,FALSE,0.333333333333333,8,9,0.8,0,0,-2,-3
"797","loss","Decision (Unanimous)","Jeff Curran","Norifumi Yamamoto",22,1,4,0.727272727272727,0.545454545454545,TRUE,0.227272727272727,12,5,2,6,1,1,0.666666666666667,0.5,TRUE,0.333333333333333,3,2,1,0,0,9,3
"798","win","Submission (Triangle Choke)","Jeff Curran","Dan Swift",24,0,-2,0.666666666666667,0.5,FALSE,0.208333333333333,12,5,2,19,1,2,0.631578947368421,0.631578947368421,TRUE,0.315789473684211,12,6,1.71428571428571,-1,0,0,-1
"799","win","Decision (Unanimous)","Jeff Curran","Jason Dent",27,1,3,0.703703703703704,0.555555555555556,TRUE,0.185185185185185,15,5,2.5,10,0,-1,0.7,0.7,FALSE,0.1,7,1,3.5,1,-1,8,4
"800","loss","Decision (Unanimous)","Jeff Curran","Hatsu Hioki",33,1,9,0.757575757575758,0.575757575757576,TRUE,0.151515151515152,19,5,3.16666666666667,11,1,1,0.818181818181818,0.636363636363636,TRUE,0.0909090909090909,7,1,3.5,0,0,12,4
"801","win","Submission (Rear-Naked Choke)","Jeff Curran","Donny Walker",36,1,2,0.75,0.527777777777778,FALSE,0.138888888888889,19,5,3.16666666666667,7,1,4,0.857142857142857,0.714285714285714,FALSE,0.142857142857143,5,1,2.5,0,0,14,4
"802","loss","Submission (Guillotine Choke)","Jeff Curran","Urijah Faber",40,1,6,0.775,0.525,FALSE,0.125,21,5,3.5,20,1,11,0.95,0.85,TRUE,0.05,17,1,8.5,-1,0,4,4
"803","win","TKO (Rib Injury)","Jeff Curran","Dustin Neace",44,0,-4,0.704545454545455,0.477272727272727,FALSE,0.136363636363636,21,6,3,33,0,-2,0.545454545454545,0.545454545454545,FALSE,0.393939393939394,18,13,1.28571428571429,0,-1,3,-7
"804","win","Decision (Unanimous)","Jeff Curran","David Love",47,0,-1,0.702127659574468,0.468085106382979,FALSE,0.127659574468085,22,6,3.14285714285714,26,1,1,0.5,0.423076923076923,TRUE,0.423076923076923,11,11,0.916666666666667,-1,0,11,-5
"805","loss","Decision (Unanimous)","Jeff Curran","Raufeon Stots",54,0,-2,0.666666666666667,0.407407407407407,FALSE,0.12962962962963,22,7,2.75,6,1,6,1,0.666666666666667,TRUE,0,4,0,4,-1,1,18,7
"806","loss","Decision (Unanimous)","Nate Diaz","Koji Oishi",1,1,1,1,1,TRUE,0,1,0,1,18,0,-1,0.611111111111111,0.111111111111111,FALSE,0.277777777777778,2,5,0.333333333333333,1,-1,-1,-5
"807","loss","Submission (Armbar)","Nate Diaz","Hermes Franca",6,1,4,0.833333333333333,0.833333333333333,TRUE,0,5,0,5,21,1,6,0.761904761904762,0.714285714285714,TRUE,0.0476190476190476,15,1,7.5,0,0,-10,-1
"808","win","Submission (Guillotine Choke)","Nate Diaz","Melvin Guillard",14,0,-2,0.714285714285714,0.642857142857143,FALSE,0.0714285714285714,9,1,4.5,34,1,3,0.705882352941177,0.529411764705882,FALSE,0.264705882352941,18,9,1.8,0,0,-9,-8
"809","loss","Decision (Split)","Nate Diaz","Gray Maynard",15,1,1,0.733333333333333,0.666666666666667,TRUE,0.0666666666666667,10,1,5,9,1,6,0.888888888888889,0.222222222222222,FALSE,0.111111111111111,2,1,1,1,0,8,0
"810","win","Technical Submission (Guillotine Choke)","Nate Diaz","Marcus Davis",17,1,1,0.705882352941177,0.647058823529412,TRUE,0.0588235294117647,11,1,5.5,23,1,1,0.739130434782609,0.608695652173913,TRUE,0.130434782608696,14,3,3.5,0,0,-3,-2
"811","loss","Decision (Unanimous)","Nate Diaz","Dong Hyun Kim",18,1,2,0.722222222222222,0.666666666666667,TRUE,0.0555555555555556,12,1,6,15,1,2,0.866666666666667,0.466666666666667,FALSE,0.133333333333333,7,2,2.33333333333333,1,0,5,-1
"812","loss","Decision (Unanimous)","Nate Diaz","Rory MacDonald",19,0,-1,0.684210526315789,0.631578947368421,FALSE,0.0526315789473684,12,1,6,11,0,-1,0.909090909090909,0.909090909090909,FALSE,0.0909090909090909,10,1,5,0,-1,2,0
"813","loss","Decision (Unanimous)","Nate Diaz","Benson Henderson",23,1,3,0.695652173913043,0.608695652173913,TRUE,0.0434782608695652,14,1,7,19,1,5,0.894736842105263,0.526315789473684,FALSE,0.0526315789473684,10,1,5,1,0,4,0
"814","loss","TKO (Head Kick and Punches)","Nate Diaz","Josh Thomson",24,0,-1,0.666666666666667,0.583333333333333,FALSE,0.0416666666666667,14,1,7,25,0,-1,0.76,0.52,FALSE,0.08,13,2,4.33333333333333,0,0,1,-1
"815","win","TKO (Punches)","Nate Diaz","Gray Maynard",25,0,-2,0.64,0.56,FALSE,0.08,14,2,4.66666666666667,15,0,-1,0.733333333333333,0.133333333333333,FALSE,0.266666666666667,2,4,0.4,0,0,12,-2
"816","loss","Decision (Unanimous)","Nate Diaz","Rafael dos Anjos",26,1,1,0.653846153846154,0.576923076923077,TRUE,0.0769230769230769,15,2,5,29,1,2,0.758620689655172,0.413793103448276,TRUE,0.0689655172413793,12,2,4,0,0,3,0
"817","win","Submission (Rear-Naked Choke)","Nate Diaz","Conor McGregor",28,1,1,0.642857142857143,0.535714285714286,FALSE,0.0714285714285714,15,2,5,21,1,15,0.904761904761905,0.857142857142857,TRUE,0.0952380952380952,18,2,6,-1,0,-3,0
"818","loss","Decision (Majority)","Nate Diaz","Conor McGregor",29,1,2,0.655172413793103,0.551724137931034,TRUE,0.0689655172413793,16,2,5.33333333333333,22,0,-1,0.863636363636364,0.818181818181818,FALSE,0.136363636363636,18,3,4.5,1,-1,-2,-1
"819","win","Decision (Unanimous)","Nate Diaz","Anthony Pettis",30,0,-1,0.633333333333333,0.533333333333333,FALSE,0.0666666666666667,16,2,5.33333333333333,30,1,1,0.733333333333333,0.6,TRUE,0.1,18,3,4.5,-1,0,-2,-1
"820","loss","TKO (Doctor Stoppage)","Nate Diaz","Jorge Masvidal",31,1,1,0.645161290322581,0.516129032258065,FALSE,0.0645161290322581,16,2,5.33333333333333,47,1,2,0.723404255319149,0.361702127659574,TRUE,0.0638297872340425,17,3,4.25,-1,0,-1,-1
"821","NC","No ContestN/A)","Chance Farrar","Shawn Bias",3,1,3,1,1,TRUE,0,3,0,3,11,1,5,0.727272727272727,0.454545454545455,TRUE,0.272727272727273,5,3,1.25,0,0,-2,-3
"822","loss","Submission (Rear-Naked Choke)","Chance Farrar","Urijah Faber",6,1,2,0.833333333333333,0.833333333333333,TRUE,0.166666666666667,5,1,2.5,19,1,10,0.947368421052632,0.842105263157895,TRUE,0.0526315789473684,16,1,8,0,0,-11,0
"823","loss","KO (Punch)","Chance Farrar","Micah Miller",8,1,1,0.75,0.75,TRUE,0.25,6,2,2,11,1,1,0.818181818181818,0.636363636363636,FALSE,0.0909090909090909,7,1,3.5,1,0,-1,1
"824","win","Submission (Armbar)","Joe Pearson","Tommy Lee",7,1,3,0.714285714285714,0.714285714285714,TRUE,0.285714285714286,5,2,1.66666666666667,11,1,1,0.727272727272727,0.363636363636364,TRUE,0.272727272727273,4,3,1,0,0,1,-1
"825","loss","TKO (Submission to Punches)","Joe Pearson","Hatsu Hioki",9,1,5,0.777777777777778,0.777777777777778,TRUE,0.222222222222222,7,2,2.33333333333333,6,1,2,0.833333333333333,0.5,FALSE,0,3,0,3,1,0,4,2
"826","loss","Submission (Triangle Choke)","Joe Pearson","Dan Swift",10,0,-1,0.7,0.7,FALSE,0.3,7,3,1.75,28,0,-2,0.535714285714286,0.535714285714286,FALSE,0.357142857142857,15,10,1.36363636363636,0,0,-8,-7
"827","win","Submission (Triangle Choke)","Joe Pearson","David Love",11,0,-2,0.636363636363636,0.636363636363636,FALSE,0.363636363636364,7,4,1.4,4,0,-2,0.25,0.25,FALSE,0.75,1,3,0.25,0,0,6,1
"828","loss","TKO (Punches)","Joe Pearson","Eben Kaneshiro",16,0,-2,0.625,0.625,FALSE,0.375,10,6,1.42857142857143,11,1,5,0.818181818181818,0.727272727272727,TRUE,0.0909090909090909,8,1,4,-1,1,2,5
"829","win","Submission (Guillotine Choke)","Joe Pearson","Yoshiro Maeda",24,1,6,0.666666666666667,0.666666666666667,TRUE,0.333333333333333,16,8,1.77777777777778,25,1,2,0.76,0.52,FALSE,0.24,13,6,1.85714285714286,1,0,3,2
"830","loss","TKO (Submission to Punches and Elbows)","Joe Pearson","Urijah Faber",25,1,7,0.68,0.68,TRUE,0.32,17,8,1.88888888888889,17,1,8,0.941176470588235,0.823529411764706,TRUE,0.0588235294117647,14,1,7,0,0,3,7
"831","win","Submission (Triangle Choke)","Joe Pearson","John Strawn",29,1,1,0.655172413793103,0.655172413793103,TRUE,0.344827586206897,19,10,1.72727272727273,45,0,-1,0.777777777777778,0.688888888888889,FALSE,0.222222222222222,31,10,2.81818181818182,1,-1,-12,0
"832","loss","Submission (Triangle Choke)","Joe Pearson","Erik Koch",36,1,8,0.722222222222222,0.722222222222222,TRUE,0.277777777777778,26,10,2.36363636363636,5,1,5,1,0.8,FALSE,0,4,0,4,1,0,22,10
"833","win","Submission (Triangle Choke)","Joe Pearson","John Hosman",38,1,1,0.710526315789474,0.710526315789474,TRUE,0.289473684210526,27,11,2.25,14,1,5,0.714285714285714,0.571428571428571,FALSE,0.214285714285714,8,3,2,1,0,19,8
"834","loss","Submission (Guillotine Choke)","Joe Pearson","Sean Wilson",42,0,-1,0.714285714285714,0.714285714285714,FALSE,0.285714285714286,30,12,2.30769230769231,26,1,1,0.692307692307692,0.653846153846154,TRUE,0.307692307692308,17,8,1.88888888888889,-1,1,13,4
"835","loss","KO (Punch)","Joe Pearson","Masanori Kanehara",61,1,7,0.704918032786885,0.704918032786885,TRUE,0.295081967213115,43,18,2.26315789473684,38,1,5,0.605263157894737,0.447368421052632,TRUE,0.315789473684211,17,12,1.30769230769231,0,0,26,6
"836","loss","TKO (Punches)","Joe Pearson","Mirsad Bektic",62,0,-1,0.693548387096774,0.693548387096774,FALSE,0.306451612903226,43,19,2.15,6,1,6,1,0.833333333333333,TRUE,0,5,0,5,-1,1,38,19
"837","loss","TKO (Doctor Stoppage)","Bibiano Fernandes","Urijah Faber",1,1,1,1,1,TRUE,0,1,0,1,16,1,7,0.9375,0.8125,TRUE,0.0625,13,1,6.5,0,0,-12,-1
"838","loss","Decision (Unanimous)","Bibiano Fernandes","Norifumi Yamamoto",2,0,-1,0.5,0.5,FALSE,0.5,1,1,0.5,17,1,12,0.882352941176471,0.764705882352941,TRUE,0.117647058823529,13,2,4.33333333333333,-1,1,-12,-1
"839","win","Decision (Unanimous)","Bibiano Fernandes","Takafumi Otsuka",5,1,2,0.6,0.4,TRUE,0.2,2,1,1,12,1,2,0.666666666666667,0.416666666666667,FALSE,0.166666666666667,5,2,1.66666666666667,1,0,-3,-1
"840","win","Decision (Split)","Bibiano Fernandes","Hiroyuki Takaya",7,1,4,0.714285714285714,0.285714285714286,FALSE,0.142857142857143,2,1,1,18,1,2,0.611111111111111,0.444444444444444,TRUE,0.277777777777778,8,5,1.33333333333333,-1,0,-6,-4
"841","loss","Decision (Unanimous)","Bibiano Fernandes","Hiroyuki Takaya",10,1,7,0.8,0.3,FALSE,0.1,3,1,1.5,23,1,2,0.608695652173913,0.478260869565217,TRUE,0.260869565217391,11,6,1.57142857142857,-1,0,-8,-5
"842","win","Technical Submission (Rear-Naked Choke)","Bibiano Fernandes","Takafumi Otsuka",11,0,-1,0.727272727272727,0.272727272727273,FALSE,0.0909090909090909,3,1,1.5,21,1,1,0.571428571428571,0.238095238095238,FALSE,0.0952380952380952,5,2,1.66666666666667,0,0,-2,-1
"843","win","Decision (Unanimous)","Bibiano Fernandes","Rodolfo Marques",13,1,2,0.769230769230769,0.384615384615385,TRUE,0.0769230769230769,5,1,2.5,15,1,11,0.933333333333333,0.333333333333333,FALSE,0,5,0,5,1,0,0,1
"844","win","Technical Submission (Triangle Choke)","Bibiano Fernandes","Yoshiro Maeda",15,1,4,0.8,0.333333333333333,FALSE,0.0666666666666667,5,1,2.5,45,1,2,0.666666666666667,0.466666666666667,TRUE,0.288888888888889,21,13,1.5,-1,0,-16,-12
"845","win","Submission (Armbar)","Naoya Uematsu","Jin Kazeta",15,0,-3,0.733333333333333,0.533333333333333,FALSE,0.133333333333333,8,2,2.66666666666667,6,1,1,0.5,0.333333333333333,TRUE,0.333333333333333,2,2,0.666666666666667,-1,0,6,0
"846","loss","KO (Punch)","Naoya Uematsu","Jens Pulver",17,1,2,0.764705882352941,0.588235294117647,TRUE,0.117647058823529,10,2,3.33333333333333,21,1,2,0.761904761904762,0.476190476190476,TRUE,0.238095238095238,10,5,1.66666666666667,0,0,0,-3
"847","loss","TKO (Cut)","Naoya Uematsu","Gilbert Melendez",19,1,1,0.736842105263158,0.578947368421053,TRUE,0.157894736842105,11,3,2.75,6,1,6,1,0.833333333333333,FALSE,0,5,0,5,1,0,6,3
"848","loss","TKO (Punches)","Naoya Uematsu","Urijah Faber",21,0,-2,0.666666666666667,0.523809523809524,FALSE,0.19047619047619,11,4,2.2,14,1,5,0.928571428571429,0.785714285714286,TRUE,0.0714285714285714,11,1,5.5,-1,0,0,3
"849","loss","TKO (Corner Stoppage)","Cole Escovedo","Urijah Faber",12,1,4,0.916666666666667,0.916666666666667,TRUE,0,11,0,11,12,1,3,0.916666666666667,0.75,TRUE,0.0833333333333333,9,1,4.5,0,0,2,-1
"850","loss","KO (Punch)","Cole Escovedo","Jens Pulver",13,0,-1,0.846153846153846,0.846153846153846,FALSE,0.0769230769230769,11,1,5.5,27,1,1,0.740740740740741,0.518518518518518,TRUE,0.259259259259259,14,7,1.75,-1,1,-3,-6
"851","win","KO (Head Kick)","Cole Escovedo","Yoshiro Maeda",19,1,4,0.789473684210526,0.736842105263158,TRUE,0.105263157894737,14,2,4.66666666666667,37,1,2,0.702702702702703,0.486486486486487,TRUE,0.297297297297297,18,11,1.5,0,0,-4,-9
"852","win","Submission (Triangle Choke)","Cole Escovedo","Steven Siler",22,0,-2,0.727272727272727,0.681818181818182,FALSE,0.181818181818182,15,4,3,26,1,4,0.692307692307692,0.538461538461538,TRUE,0.307692307692308,14,8,1.55555555555556,-1,1,1,-4
"853","loss","Decision (Unanimous)","Cole Escovedo","Renan Barao",23,1,1,0.739130434782609,0.695652173913043,TRUE,0.173913043478261,16,4,3.2,27,1,15,0.925925925925926,0.666666666666667,TRUE,0.037037037037037,18,1,9,0,0,-2,3
"854","win","Submission (Guillotine Choke)","Shawn Bias","David Granados",2,1,1,0.5,0.5,TRUE,0.5,1,1,0.5,3,1,1,0.666666666666667,0.666666666666667,TRUE,0.333333333333333,2,1,1,0,0,-1,0
"855","loss","Submission (Guillotine Choke)","Shawn Bias","Urijah Faber",4,1,3,0.75,0.75,TRUE,0.25,3,1,1.5,9,0,-1,0.888888888888889,0.666666666666667,FALSE,0.111111111111111,6,1,3,1,-1,-3,0
"856","loss","Technical Submission (Arm-Triangle Choke)","Shawn Bias","Thomas Kenney",5,0,-1,0.6,0.6,FALSE,0.4,3,2,1,11,1,5,0.818181818181818,0.363636363636364,TRUE,0.181818181818182,4,2,1.33333333333333,-1,1,-1,0
"857","win","Decision (Unanimous)","Shawn Bias","Shannon Gugerty",6,0,-2,0.5,0.5,FALSE,0.5,3,3,0.75,3,1,3,1,1,TRUE,0,3,0,3,-1,1,0,3
"858","win","Decision (Unanimous)","Shawn Bias","David Velasquez",7,1,1,0.571428571428571,0.428571428571429,FALSE,0.428571428571429,3,3,0.75,17,0,-2,0.529411764705882,0.411764705882353,FALSE,0.352941176470588,7,6,1,0,0,-4,-3
